PO,A,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,0,0,0,0,0,0,0,0,02/05/2016,home,12360,155,Colo. Sch. of Mines,9,True,6,3,3,win,291644,767,1761062,2016
0,0,0,0,0,0,0,0,0,02/06/2016,home,12360,1334,St. Edward's,9,True,8,3,5,win,291712,767,1761062,2016
0,0,0,0,0,0,0,0,0,02/07/2016,home,12360,8744,Southwestern Okla.,9,True,4,3,1,win,291885,767,1761062,2016
0,0,0,0,0,0,0,0,0,02/09/2016,away,12360,30177,Lubbock Christian,9,True,3,13,-10,loss,291958,767,1761062,2016
0,0,0,0,0,0,0,0,0,02/13/2016,away,12360,30178,Northwestern Okla.,9,True,8,0,8,win,292114,767,1761062,2016
0,0,0,0,0,0,0,0,0,02/13/2016,neutral,12360,12810,Northeastern St.,9,True,1,5,-4,loss,292214,767,1761062,2016
0,0,0,0,0,0,0,0,0,02/14/2016,away,12360,30178,Northwestern Okla.,11,True,3,2,1,win,292274,767,1761062,2016
0,0,0,0,0,0,0,0,0,02/19/2016,home,12360,8577,N.M. Highlands,9,True,11,1,10,win,292488,767,1761062,2016
6,0,0,0,0,0,0,0,0,02/20/2016,home,12360,8577,N.M. Highlands,9,True,2,0,2,win,292807,767,1761062,2016
4,0,0,0,0,0,0,0,0,02/20/2016,home,12360,8577,N.M. Highlands,9,True,8,4,4,win,292915,767,1761062,2016
0,0,0,0,0,0,0,0,0,02/21/2016,home,12360,8577,N.M. Highlands,9,True,4,2,2,win,293183,767,1761062,2016
0,0,0,0,0,0,0,0,0,02/26/2016,home,12360,30179,Okla. Christian,9,True,6,1,5,win,293579,767,1761062,2016
0,0,0,0,0,0,0,0,0,02/27/2016,home,12360,30179,Okla. Christian,9,True,13,12,1,win,293927,767,1761062,2016
0,0,0,0,0,0,0,0,0,02/27/2016,home,12360,30179,Okla. Christian,9,True,6,18,-12,loss,294028,767,1761062,2016
0,0,0,0,0,0,0,0,0,03/04/2016,home,12360,1395,Tarleton St.,9,True,5,1,4,win,295040,767,1761062,2016
0,0,0,0,0,0,0,0,0,03/05/2016,home,12360,1395,Tarleton St.,9,True,6,8,-2,loss,295391,767,1761062,2016
