PO,A,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,0,0,0,0,0,0,0,0,02/21/2016,neutral,12360,40,Augustana (IL),9,True,4,10,-6,loss,293298,161,1446876,2016
8,2,0,0,0,0,2,0,0,02/22/2016,neutral,12360,30160,Houghton,9,True,14,4,10,win,293387,161,1446876,2016
4,1,0,0,0,0,1,0,0,02/23/2016,neutral,12360,30160,Houghton,9,True,6,5,1,win,293440,161,1446876,2016
0,0,0,0,0,0,0,0,0,02/23/2016,neutral,12360,612,Saint Mary's (MN),9,True,11,14,-3,loss,293442,161,1446876,2016
3,1,0,0,0,0,1,0,0,02/25/2016,neutral,12360,213,Elmira,9,True,11,4,7,win,293507,161,1446876,2016
0,0,0,0,0,0,0,0,0,02/26/2016,neutral,12360,30065,NVU-Lyndon,9,True,5,3,2,win,293690,161,1446876,2016
8,1,0,0,0,2,1,0,0,02/26/2016,neutral,12360,601,St. John Fisher,9,True,4,3,1,win,293738,161,1446876,2016
6,2,0,0,1,1,1,0,0,02/27/2016,neutral,12360,40,Augustana (IL),9,True,4,15,-11,loss,294100,161,1446876,2016
0,0,0,0,0,0,0,0,0,02/28/2016,neutral,12360,320,John Carroll,9,True,3,4,-1,loss,294542,161,1446876,2016
7,2,0,0,2,0,2,0,0,02/28/2016,neutral,12360,320,John Carroll,9,True,4,3,1,win,294554,161,1446876,2016
0,0,0,0,0,0,0,0,0,03/11/2016,home,12360,1226,Minn.-Morris,9,True,10,7,3,win,297111,161,1446876,2016
6,1,0,0,0,3,1,0,0,03/25/2016,neutral,12360,120,Carroll (WI),9,True,2,3,-1,loss,300929,161,1446876,2016
0,0,0,0,0,0,0,0,0,03/25/2016,away,12360,778,Wheaton (IL),9,True,7,12,-5,loss,300755,161,1446876,2016
6,1,0,0,0,0,0,0,0,03/26/2016,neutral,12360,1066,Edgewood,9,True,9,3,6,win,301477,161,1446876,2016
7,1,0,0,0,1,1,0,0,03/28/2016,home,12360,0,Jamestown,9,True,11,8,3,win,301690,161,1446876,2016
8,0,0,0,0,0,0,0,0,04/03/2016,home,12360,615,St. Olaf,9,True,14,13,1,win,303405,161,1446876,2016
0,0,0,0,0,0,0,0,0,04/03/2016,home,12360,615,St. Olaf,9,True,11,12,-1,loss,303438,161,1446876,2016
0,0,0,0,0,0,0,0,0,04/05/2016,away,12360,1226,Minn.-Morris,9,True,6,1,5,win,303533,161,1446876,2016
9,1,0,0,0,0,1,0,0,04/06/2016,away,12360,60,Bethel (MN),9,True,8,3,5,win,303864,161,1446876,2016
0,0,0,0,0,0,0,0,0,04/06/2016,away,12360,60,Bethel (MN),9,True,3,17,-14,loss,303886,161,1446876,2016
0,0,0,0,0,0,0,0,0,04/10/2016,away,12360,620,St. Thomas (MN),10,True,3,4,-1,loss,305149,161,1446876,2016
5,1,1,0,0,4,1,0,0,04/10/2016,away,12360,620,St. Thomas (MN),9,True,0,3,-3,loss,305226,161,1446876,2016
2,1,1,0,0,1,0,0,0,04/13/2016,away,12360,1226,Minn.-Morris,9,True,1,2,-1,loss,305813,161,1446876,2016
0,0,0,0,0,0,0,0,0,04/16/2016,away,12360,38,Augsburg,9,True,8,10,-2,loss,306627,161,1446876,2016
8,0,0,0,0,0,0,0,0,04/16/2016,away,12360,38,Augsburg,9,True,9,6,3,win,306874,161,1446876,2016
9,0,0,0,0,0,0,0,0,04/22/2016,away,12360,118,Carleton,9,True,4,2,2,win,308244,161,1446876,2016
0,0,0,0,0,0,0,0,0,04/22/2016,away,12360,118,Carleton,9,True,14,11,3,win,308273,161,1446876,2016
2,1,0,0,0,1,1,0,0,04/23/2016,home,12360,268,Hamline,9,True,3,6,-3,loss,308659,161,1446876,2016
6,4,1,0,0,0,0,0,0,04/23/2016,home,12360,268,Hamline,9,True,3,12,-9,loss,308914,161,1446876,2016
3,0,0,0,0,0,0,0,0,04/26/2016,home,12360,266,Gust. Adolphus,9,True,5,0,5,win,309664,161,1446876,2016
3,1,0,0,0,0,1,0,0,04/26/2016,home,12360,266,Gust. Adolphus,9,True,4,2,2,win,309681,161,1446876,2016
5,0,0,0,0,0,0,0,0,04/30/2016,home,12360,376,Macalester,9,True,8,0,8,win,310571,161,1446876,2016
6,0,1,0,0,0,0,0,0,04/30/2016,home,12360,376,Macalester,9,True,13,1,12,win,310736,161,1446876,2016
0,0,0,0,0,0,0,0,0,05/03/2016,away,12360,493,North Dakota St.,9,True,1,10,-9,loss,311351,161,1446876,2016
5,0,0,0,0,2,0,0,0,05/04/2016,home,12360,612,Saint Mary's (MN),9,True,2,5,-3,loss,311464,161,1446876,2016
7,3,0,0,0,1,2,0,0,05/04/2016,home,12360,612,Saint Mary's (MN),9,True,6,10,-4,loss,311482,161,1446876,2016
4,0,0,0,0,1,0,0,0,05/07/2016,away,12360,602,Saint John's (MN),9,True,11,1,10,win,312071,161,1446876,2016
5,0,0,0,0,0,0,0,0,05/07/2016,away,12360,602,Saint John's (MN),9,True,11,9,2,win,312171,161,1446876,2016
10,1,0,0,0,1,1,0,0,05/10/2016,away,12360,493,North Dakota St.,10,True,3,4,-1,loss,312659,161,1446876,2016
