PO,A,TC,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,0,0,0,0,0,0,0,0,0,02/14/2020,home,15204,334,Kentucky,9,True,5,1,4,win,1830350,698,2307072,2020
0,0,0,0,0,0,0,0,0,0,02/15/2020,home,15204,334,Kentucky,9,True,7,1,6,win,1830575,698,2307072,2020
1,1,2,0,0,0,0,0,0,0,02/16/2020,home,15204,334,Kentucky,9,True,10,5,5,win,1830795,698,2307072,2020
0,0,0,0,0,0,0,0,0,0,02/18/2020,home,15204,2,Abilene Christian,9,True,14,4,10,win,1831035,698,2307072,2020
0,0,0,0,0,0,0,0,0,0,02/22/2020,away,15204,428,Minnesota,9,True,12,0,12,win,1831755,698,2307072,2020
0,0,0,0,0,0,0,0,0,0,02/23/2020,away,15204,428,Minnesota,9,True,6,7,-1,loss,1832046,698,2307072,2020
1,0,1,0,0,0,0,0,0,0,02/24/2020,away,15204,428,Minnesota,9,True,11,2,9,win,1832070,698,2307072,2020
0,0,0,0,0,0,0,0,0,0,02/26/2020,home,15204,676,SFA,9,True,12,3,9,win,1832261,698,2307072,2020
0,0,0,0,0,0,0,0,0,0,02/28/2020,home,15204,107,California,9,True,5,4,1,win,1832534,698,2307072,2020
0,0,0,0,0,0,0,0,0,0,02/29/2020,home,15204,107,California,9,True,3,0,3,win,1832844,698,2307072,2020
1,0,1,0,0,0,0,0,0,0,03/01/2020,home,15204,107,California,9,True,6,1,5,win,1833170,698,2307072,2020
0,1,1,0,0,0,0,0,0,0,03/03/2020,home,15204,702,UT Arlington,12,True,4,6,-2,loss,1833497,698,2307072,2020
0,0,0,0,0,0,0,0,0,0,03/06/2020,away,15204,657,Southern California,9,True,1,2,-1,loss,1833987,698,2307072,2020
0,0,0,0,0,0,0,0,0,0,03/07/2020,away,15204,110,UCLA,9,True,8,4,4,win,1834311,698,2307072,2020
0,0,0,0,0,0,0,0,0,0,03/08/2020,neutral,15204,736,Vanderbilt,9,True,3,4,-1,loss,1834700,698,2307072,2020
0,0,0,0,0,0,0,0,0,0,03/13/2020,home,15204,0,0.0,9,True,3,4,-1,loss,1834700,698,2307072,2020
0,0,0,0,0,0,0,0,0,0,03/14/2020,home,15204,0,0.0,9,True,3,4,-1,loss,1834700,698,2307072,2020
0,0,0,0,0,0,0,0,0,0,03/15/2020,home,15204,0,0.0,9,True,3,4,-1,loss,1834700,698,2307072,2020
