PO,TC,A,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,0,0,0,0,0,0,0,0,0,03/11/2017,neutral,12560,462,Neb. Wesleyan,9,True,0,1,-1,loss,210727,583,1891252,2017
0,0,0,0,0,0,0,0,0,0,03/11/2017,neutral,12560,462,Neb. Wesleyan,9,True,0,4,-4,loss,210754,583,1891252,2017
0,0,0,0,0,0,0,0,0,0,03/12/2017,neutral,12560,69,Bowdoin,9,True,4,7,-3,loss,211046,583,1891252,2017
0,0,0,0,0,0,0,0,0,0,03/12/2017,neutral,12560,69,Bowdoin,9,True,5,0,5,win,211064,583,1891252,2017
0,0,0,0,0,0,0,0,0,0,03/13/2017,neutral,12560,2691,Daniel Webster,9,True,12,2,10,win,211214,583,1891252,2017
0,0,0,0,0,0,0,0,0,0,03/15/2017,neutral,12560,673,Springfield,9,True,6,2,4,win,211535,583,1891252,2017
1,1,0,0,0,0,0,0,0,0,03/16/2017,neutral,12560,239,Franklin & Marshall,9,True,6,10,-4,loss,211632,583,1891252,2017
0,0,0,0,0,0,0,0,0,0,03/17/2017,neutral,12560,330,Keene St.,9,True,10,6,4,win,211931,583,1891252,2017
0,0,0,0,0,0,0,0,0,0,03/17/2017,neutral,12560,286,Hope,9,True,7,13,-6,loss,212002,583,1891252,2017
0,0,0,0,0,0,0,0,0,0,03/18/2017,neutral,12560,286,Hope,9,True,3,16,-13,loss,212459,583,1891252,2017
0,0,0,0,0,0,0,0,0,0,03/18/2017,neutral,12560,286,Hope,9,True,8,13,-5,loss,212468,583,1891252,2017
0,0,0,0,0,0,0,0,0,0,03/20/2017,neutral,12560,238,Framingham St.,9,True,1,2,-1,loss,212897,583,1891252,2017
0,0,0,0,0,0,0,0,0,0,03/25/2017,away,12560,484,Nichols,9,True,0,1,-1,loss,213911,583,1891252,2017
0,0,0,0,0,0,0,0,0,0,03/25/2017,away,12560,484,Nichols,9,True,1,2,-1,loss,214303,583,1891252,2017
5,7,1,1,0,2,3,0,0,0,03/29/2017,away,12560,656,UMass Dartmouth,9,True,2,10,-8,loss,215079,583,1891252,2017
0,0,0,0,0,0,0,0,0,0,03/29/2017,away,12560,656,UMass Dartmouth,9,True,7,6,1,win,215121,583,1891252,2017
0,0,0,0,0,0,0,0,0,0,04/02/2017,away,12560,623,Salve Regina,9,True,0,1,-1,loss,216223,583,1891252,2017
0,0,0,0,0,0,0,0,0,0,04/02/2017,away,12560,623,Salve Regina,9,True,3,8,-5,loss,216293,583,1891252,2017
0,0,0,0,0,0,0,0,0,0,04/03/2017,home,12560,762,Wentworth,9,True,1,2,-1,loss,216542,583,1891252,2017
0,0,0,0,0,0,0,0,0,0,04/03/2017,home,12560,762,Wentworth,9,True,2,1,1,win,216561,583,1891252,2017
0,0,0,0,0,0,0,0,0,0,04/05/2017,away,12560,621,Salem St.,9,True,4,8,-4,loss,216854,583,1891252,2017
0,0,0,0,0,0,0,0,0,0,04/08/2017,home,12560,1064,Eastern Nazarene,9,True,10,0,10,win,217633,583,1891252,2017
0,0,0,0,0,0,0,0,0,0,04/08/2017,home,12560,1064,Eastern Nazarene,9,True,6,1,5,win,217836,583,1891252,2017
0,0,0,0,0,0,0,0,0,0,04/09/2017,home,12560,200,Eastern Conn. St.,9,True,10,1,9,win,218173,583,1891252,2017
0,0,0,0,0,0,0,0,0,0,04/11/2017,away,12560,717,Tufts,9,True,2,14,-12,loss,218648,583,1891252,2017
0,0,0,0,0,0,0,0,0,0,04/12/2017,home,12560,401,UMass Boston,9,True,0,8,-8,loss,218951,583,1891252,2017
0,0,0,0,0,0,0,0,0,0,04/14/2017,away,12560,22626,JWU (Providence),9,True,3,7,-4,loss,219326,583,1891252,2017
0,0,0,0,0,0,0,0,0,0,04/17/2017,away,12560,401,UMass Boston,9,True,5,11,-6,loss,220472,583,1891252,2017
0,0,0,0,0,0,0,0,0,0,04/18/2017,home,12560,238,Framingham St.,9,True,9,8,1,win,220739,583,1891252,2017
0,0,0,0,0,0,0,0,0,0,04/19/2017,away,12560,398,MIT,9,True,4,8,-4,loss,220888,583,1891252,2017
0,0,0,0,0,0,0,0,0,0,04/22/2017,home,12560,170,Curry,9,True,3,5,-2,loss,221717,583,1891252,2017
0,0,0,0,0,0,0,0,0,0,04/22/2017,home,12560,170,Curry,9,True,1,7,-6,loss,221898,583,1891252,2017
0,0,0,0,0,0,0,0,0,0,04/23/2017,away,12560,775,Western New Eng.,9,True,3,0,3,win,222245,583,1891252,2017
0,0,0,0,0,0,0,0,0,0,04/23/2017,away,12560,775,Western New Eng.,9,True,0,12,-12,loss,222344,583,1891252,2017
0,0,0,0,0,0,0,0,0,0,04/26/2017,away,12560,713,Trinity (CT),9,True,0,1,-1,loss,222794,583,1891252,2017
0,0,0,0,0,0,0,0,0,0,04/28/2017,away,12560,1099,Gordon,9,True,9,3,6,win,223236,583,1891252,2017
0,0,0,0,0,0,0,0,0,0,04/28/2017,away,12560,1099,Gordon,9,True,1,3,-2,loss,223289,583,1891252,2017
0,0,0,0,0,0,0,0,0,0,04/29/2017,home,12560,8981,Endicott,9,True,4,5,-1,loss,223747,583,1891252,2017
0,0,0,0,0,0,0,0,0,0,04/29/2017,home,12560,8981,Endicott,9,True,2,6,-4,loss,223918,583,1891252,2017
