"name","class","player_id","season","number","position","player_url"
"Bartlett, Kevin","Jr","1434156",2013,"29","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30045&stats_player_seq=1434156"
"Bell, Matt","Fr","1434157",2013,"30","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30045&stats_player_seq=1434157"
"Bravo, Jorge","Fr","1434150",2013,"19","C","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30045&stats_player_seq=1434150"
"Bucciol, Stefano","Sr","1334930",2013,"10","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30045&stats_player_seq=1334930"
"Buchko, Joel","Jr","1434154",2013,"26","C","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30045&stats_player_seq=1434154"
"Carter, Jordan","Jr","1193560",2013,"2","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30045&stats_player_seq=1193560"
"Castro, Spencer","Jr","1434151",2013,"22","C","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30045&stats_player_seq=1434151"
"De Moya, Alejandro","Sr","1085706",2013,"57","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30045&stats_player_seq=1085706"
"DiLandro, Phil","Fr","1434159",2013,"33","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30045&stats_player_seq=1434159"
"Drew, Ryan","Jr","1434146",2013,"6","3B","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30045&stats_player_seq=1434146"
"Gerber, Ryan","Jr","1434155",2013,"27","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30045&stats_player_seq=1434155"
"Harbuck, T.J.","Sr","1193567",2013,"24","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30045&stats_player_seq=1193567"
"Ierardi, Daniel","Jr",NA,2013,"46","INF",NA
"Kapinos, Karl","Jr","1434158",2013,"32","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30045&stats_player_seq=1434158"
"Kelly, Jimmy","Jr","1193563",2013,"9","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30045&stats_player_seq=1193563"
"Kies, Jonathan","Sr","1085703",2013,"1","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30045&stats_player_seq=1085703"
"Kissner, Bobby","Jr","1434153",2013,"25","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30045&stats_player_seq=1434153"
"Kovacs, Nic","Sr","1308966",2013,"41","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30045&stats_player_seq=1308966"
"Lopez, Andres","Sr","1308960",2013,"21","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30045&stats_player_seq=1308960"
"Montanez, Raul","Jr","1434152",2013,"23","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30045&stats_player_seq=1434152"
"Niedzwiecki, Matt","Jr","1434160",2013,"34","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30045&stats_player_seq=1434160"
"Ortiz, Anthony","Jr","1434147",2013,"11","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30045&stats_player_seq=1434147"
"Perkowski, Matt","Sr","1308958",2013,"18","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30045&stats_player_seq=1308958"
"Perla, Ethan","Jr","1193562",2013,"7","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30045&stats_player_seq=1193562"
"Silvestri, Kennie","So","1308963",2013,"31","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30045&stats_player_seq=1308963"
"Smith, Sawyer","Jr",NA,2013,"28","C",NA
"Steimel, AJ","Jr","1434161",2013,"45","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30045&stats_player_seq=1434161"
"Vazquez, Andres","So","1434149",2013,"13","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30045&stats_player_seq=1434149"
"Visconti, Sean","Fr","1434148",2013,"17","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30045&stats_player_seq=1434148"
"Walker, Brian","So","1308957",2013,"15","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30045&stats_player_seq=1308957"
