"name","class","player_id","season","number","position","player_url","team_id","team_name","team_url","conference_id","conference","division","season_id"
"Albunia, Mario","So","1667069",2015,"10","SS","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=319&stats_player_seq=1667069",319,"New Jersey City","/team/319/12080",891,"NJAC",3,12080
"Andrickson, Azriel","Jr","1667080",2015,"34","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=319&stats_player_seq=1667080",319,"New Jersey City","/team/319/12080",891,"NJAC",3,12080
"Born, Taylor","So","1554902",2015,"9","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=319&stats_player_seq=1554902",319,"New Jersey City","/team/319/12080",891,"NJAC",3,12080
"Buchholz, Zach","So","1554652",2015,"13","SS","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=319&stats_player_seq=1554652",319,"New Jersey City","/team/319/12080",891,"NJAC",3,12080
"Colaiacovo, Jr., Tom","Sr","1667068",2015,"5","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=319&stats_player_seq=1667068",319,"New Jersey City","/team/319/12080",891,"NJAC",3,12080
"Coutinho, Delio","Sr","1327982",2015,"2","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=319&stats_player_seq=1327982",319,"New Jersey City","/team/319/12080",891,"NJAC",3,12080
"Coutinho, Joe","So","1554903",2015,"18","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=319&stats_player_seq=1554903",319,"New Jersey City","/team/319/12080",891,"NJAC",3,12080
"DeMauro, Kevin","Sr","1327994",2015,"3","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=319&stats_player_seq=1327994",319,"New Jersey City","/team/319/12080",891,"NJAC",3,12080
"Estevez, Javi","Fr","1667073",2015,"20","2B","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=319&stats_player_seq=1667073",319,"New Jersey City","/team/319/12080",891,"NJAC",3,12080
"Feldman, Adam","Fr","1667071",2015,"15","C","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=319&stats_player_seq=1667071",319,"New Jersey City","/team/319/12080",891,"NJAC",3,12080
"Garcia, Jhon","Jr","1667077",2015,"30","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=319&stats_player_seq=1667077",319,"New Jersey City","/team/319/12080",891,"NJAC",3,12080
"Gardner, James","Jr","1439550",2015,"35","C","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=319&stats_player_seq=1439550",319,"New Jersey City","/team/319/12080",891,"NJAC",3,12080
"Gibney, Sean","Fr","1667067",2015,"4","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=319&stats_player_seq=1667067",319,"New Jersey City","/team/319/12080",891,"NJAC",3,12080
"Giordano, Eric","So","1554653",2015,"12","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=319&stats_player_seq=1554653",319,"New Jersey City","/team/319/12080",891,"NJAC",3,12080
"Jamandron, Matt","So","1667081",2015,"41","C","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=319&stats_player_seq=1667081",319,"New Jersey City","/team/319/12080",891,"NJAC",3,12080
