"name","class","player_id","season","number","position","player_url"
"Akins, Ryan","Fr","1557924",2015,"19","C","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=30171&stats_player_seq=1557924"
"Belleville, Devin","N/A","1670959",2015,"16","3B","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=30171&stats_player_seq=1670959"
"Blevens, Ryan","N/A","1670954",2015,"1","SS","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=30171&stats_player_seq=1670954"
"Brown, Chad","Fr","1557932",2015,"28","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=30171&stats_player_seq=1557932"
"Crowe, Blake","Fr",NA,2015,"13","SS",NA
"Cullings, Kenneth","N/A",NA,2015,"10","3B",NA
"Effoe, Aaron","N/A",NA,2015,"27","CF",NA
"Glass, Cord","Fr","1557931",2015,"32","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=30171&stats_player_seq=1557931"
"Hackney, Evan","Fr","1557929",2015,"22","DH","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=30171&stats_player_seq=1557929"
"Helm, Alex","Fr",NA,2015,"25","LF",NA
"Hislope, Will","N/A","1670956",2015,"20","1B","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=30171&stats_player_seq=1670956"
"Hunt, Logan","Fr","1557927",2015,"35","RF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=30171&stats_player_seq=1557927"
"Hunt, Austin","Fr",NA,2015,"34","1B",NA
"Ives, Johnathan","Fr",NA,2015,"11","CF",NA
"Jackson, Lawton","N/A",NA,2015,"6","P",NA
"Oconner, Chase","N/A","1670960",2015,"3","LF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=30171&stats_player_seq=1670960"
"Overstreet, Ron","N/A","1670955",2015,"33","1B","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=30171&stats_player_seq=1670955"
"Plagueman, Tyler","N/A","1670953",2015,"21","2B","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=30171&stats_player_seq=1670953"
"Pope, Tyler","Fr","1557933",2015,"2","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=30171&stats_player_seq=1557933"
"Puleo, Alex","Fr",NA,2015,"9","2B",NA
"Sanders, Nolan","N/A","1670975",2015,"26","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=30171&stats_player_seq=1670975"
"Sheets, Lance","Fr",NA,2015,"40","P",NA
"Shelton, Lance","N/A","1670962",2015,"15","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=30171&stats_player_seq=1670962"
"Shipley, Ty","Fr",NA,2015,"14","3B",NA
"Smither, Michael","N/A","1670963",2015,"14","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=30171&stats_player_seq=1670963"
"Stafford, Tyler","N/A",NA,2015,"30","P",NA
"Taylor, Jake","N/A",NA,2015,"5","DH",NA
"Works, Chris","N/A","1670961",2015,"8","2B","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=30171&stats_player_seq=1670961"
