"name","class","player_id","season","number","position","player_url","team_id","team_name","team_url","conference_id","conference","division","season_id"
"Andrews, Collin","Fr","1667817",2015,"41","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=764&stats_player_seq=1667817",764,"Wesleyan (CT)","/team/764/12080",12817,"NESCAC",3,12080
"Baratta, Marco","Jr","1667805",2015,"7","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=764&stats_player_seq=1667805",764,"Wesleyan (CT)","/team/764/12080",12817,"NESCAC",3,12080
"Butler, Beau","Fr","1667812",2015,"30","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=764&stats_player_seq=1667812",764,"Wesleyan (CT)","/team/764/12080",12817,"NESCAC",3,12080
"Chatterji, Om","Fr",NA,2015,"40","INF",NA,764,"Wesleyan (CT)","/team/764/12080",12817,"NESCAC",3,12080
"Cimino, Donnie","Sr","1330373",2015,"11","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=764&stats_player_seq=1330373",764,"Wesleyan (CT)","/team/764/12080",12817,"NESCAC",3,12080
"Cooney, Nick","Sr","1330376",2015,"21","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=764&stats_player_seq=1330376",764,"Wesleyan (CT)","/team/764/12080",12817,"NESCAC",3,12080
"Coppola, Nick","Fr","1667808",2015,"22","C","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=764&stats_player_seq=1667808",764,"Wesleyan (CT)","/team/764/12080",12817,"NESCAC",3,12080
"Davidson, Guy","Jr","1447409",2015,"6","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=764&stats_player_seq=1447409",764,"Wesleyan (CT)","/team/764/12080",12817,"NESCAC",3,12080
"DeLalio, Mike","Sr","1330382",2015,"37","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=764&stats_player_seq=1330382",764,"Wesleyan (CT)","/team/764/12080",12817,"NESCAC",3,12080
"DeLoughry, Ryan","Fr",NA,2015,"24","P",NA,764,"Wesleyan (CT)","/team/764/12080",12817,"NESCAC",3,12080
