jersey,stats_player_seq,name,position,class_year,games_played,games_started,season,season_id,school,school_id
17,1211604,Zachary Brian,P,So,1,0,2012,10942,St. Anselm,593
40,1101368,Rett Ostafin,OF,Jr,1,0,2012,10942,St. Anselm,593
8,1101351,William O'Connor,P,Jr,1,0,2012,10942,St. Anselm,593
19,1330457,Joe Morin,1B,Fr,2,1,2012,10942,St. Anselm,593
11,1101356,Richie Manzi,SS,Jr,2,1,2012,10942,St. Anselm,593
36,1330456,Matt Lessard,P,So,2,0,2012,10942,St. Anselm,593
26,1211605,Dan Lagasse,INF,So,2,2,2012,10942,St. Anselm,593
34,1330455,David Kent,P,Fr,2,1,2012,10942,St. Anselm,593
27,1101359,Robert Kelly,1B,Jr,2,2,2012,10942,St. Anselm,593
23,1101358,Neil Hesek,P,Sr,1,1,2012,10942,St. Anselm,593
1,1211601,Tito Lluberes,INF,So,2,2,2012,10942,St. Anselm,593
9,1211602,Kyle Grumoli,INF,So,2,2,2012,10942,St. Anselm,593
31,1211606,Nate Gonya,C,So,1,1,2012,10942,St. Anselm,593
6,1101350,James Farrington,P,Jr,0,0,2012,10942,St. Anselm,593
10,1211603,Mike Desimone,C,So,1,0,2012,10942,St. Anselm,593
18,978714,Daniel Decoste,3B,Sr,1,1,2012,10942,St. Anselm,593
2,1211608,Jeffrey Criscuolo,INF,Sr,1,1,2012,10942,St. Anselm,593
14,1330453,Ryan Cosmopulos,P,Fr,2,0,2012,10942,St. Anselm,593
16,1101355,Andrew Chandler,OF,Jr,2,2,2012,10942,St. Anselm,593
35,1330452,Bobby Carkhuff,3B,Fr,2,1,2012,10942,St. Anselm,593
22,1330454,Mike Hayden,DH,Fr,2,2,2012,10942,St. Anselm,593
32,1437720,Allan Mcquarrie,C,Fr,36,35,2013,11320,St. Anselm,593
19,1330457,Joe Morin,1B,So,46,46,2013,11320,St. Anselm,593
4,1437717,Ken Morrisino,OF,Fr,27,16,2013,11320,St. Anselm,593
31,1211606,Nate Gonya,C,Jr,0,0,2013,11320,St. Anselm,593
23,1437754,Tom Murphy,C,Fr,15,12,2013,11320,St. Anselm,593
16,1437751,Clayton Welch,P,Fr,14,4,2013,11320,St. Anselm,593
40,1101368,Rett Ostafin,OF,Sr,44,44,2013,11320,St. Anselm,593
15,1437750,Paul Trabucco,P,Fr,13,3,2013,11320,St. Anselm,593
3,1437719,Terrence Walsh,P,Fr,16,0,2013,11320,St. Anselm,593
24,1437755,Matt Wojichowski,P,Fr,5,0,2013,11320,St. Anselm,593
11,1101356,Richie Manzi,SS,Sr,42,42,2013,11320,St. Anselm,593
8,1101351,William O'Connor,P,Sr,17,0,2013,11320,St. Anselm,593
1,1211601,Tito Lluberes,INF,Jr,22,19,2013,11320,St. Anselm,593
6,1101350,James Farrington,P,Sr,12,10,2013,11320,St. Anselm,593
26,1211605,Dan Lagasse,INF,Jr,42,42,2013,11320,St. Anselm,593
17,1211604,Zachary Brian,P,Jr,12,5,2013,11320,St. Anselm,593
20,1437752,Tyler Buck,P,Fr,11,2,2013,11320,St. Anselm,593
35,1330452,Bobby Carkhuff,3B,So,24,17,2013,11320,St. Anselm,593
29,1437756,Seve Llanio,P,Fr,7,2,2013,11320,St. Anselm,593
22,1330454,Mike Hayden,DH,So,46,46,2013,11320,St. Anselm,593
14,1330453,Ryan Cosmopulos,P,So,13,4,2013,11320,St. Anselm,593
21,1437753,Tom Hudon,P,Fr,11,8,2013,11320,St. Anselm,593
13,1437718,Zach Husband,INF,Fr,22,11,2013,11320,St. Anselm,593
27,1101359,Robert Kelly,1B,Sr,47,47,2013,11320,St. Anselm,593
34,1330455,David Kent,P,So,9,9,2013,11320,St. Anselm,593
25,1437722,Jack Hopkins,3B,Fr,11,11,2013,11320,St. Anselm,593
9,1211602,Kyle Grumoli,INF,Jr,44,35,2013,11320,St. Anselm,593
27,1553696,Christopher Bunero,P,Fr,15,0,2014,11620,St. Anselm,593
8,1553695,Nick Bragole,3B,Fr,43,42,2014,11620,St. Anselm,593
17,1211604,Zachary Brian,P,Sr,11,10,2014,11620,St. Anselm,593
20,1437752,Tyler Buck,P,So,11,2,2014,11620,St. Anselm,593
35,1330452,Bobby Carkhuff,OF,Jr,20,9,2014,11620,St. Anselm,593
14,1330453,Ryan Cosmopulos,P,Jr,5,0,2014,11620,St. Anselm,593
24,1437755,Matt Wojichowski,P,Sr,37,32,2014,11620,St. Anselm,593
16,1437751,Clayton Welch,P,So,10,9,2014,11620,St. Anselm,593
3,1437719,Terrence Walsh,P,So,15,0,2014,11620,St. Anselm,593
15,1437750,Paul Trabucco,P,So,5,4,2014,11620,St. Anselm,593
23,1437754,Tom Murphy,C,So,23,15,2014,11620,St. Anselm,593
4,1437717,Ken Morrisino,OF,So,38,31,2014,11620,St. Anselm,593
19,1330457,Joe Morin,OF,Jr,45,45,2014,11620,St. Anselm,593
6,1553706,Jon Mcquarrie,INF,Fr,19,10,2014,11620,St. Anselm,593
32,1437720,Allan Mcquarrie,C,So,31,29,2014,11620,St. Anselm,593
1,1211601,Tito Lluberes,INF,Sr,20,20,2014,11620,St. Anselm,593
29,1437756,Seve Llanio,P,So,12,0,2014,11620,St. Anselm,593
13,1555290,Andrew Chandler,OF,Sr,18,12,2014,11620,St. Anselm,593
18,1553697,Joseph Levasseur,P,Fr,12,5,2014,11620,St. Anselm,593
10,1553720,Cameron Latta,P,Fr,12,0,2014,11620,St. Anselm,593
34,1330455,David Kent,P,Jr,8,5,2014,11620,St. Anselm,593
21,1437753,Tom Hudon,P,So,10,10,2014,11620,St. Anselm,593
22,1330454,Mike Hayden,1B,Jr,12,12,2014,11620,St. Anselm,593
9,1211602,Kyle Grumoli,INF,Sr,32,28,2014,11620,St. Anselm,593
11,1553703,Autrey Gates,P,Fr,14,2,2014,11620,St. Anselm,593
2,1553708,Matthew Flynn,2B,Fr,27,16,2014,11620,St. Anselm,593
36,1553718,Mack Flynn,P,So,6,0,2014,11620,St. Anselm,593
40,1553694,Macneill Finnegan,OF,Fr,41,39,2014,11620,St. Anselm,593
33,1553709,Bryan Even,1B,Fr,7,2,2014,11620,St. Anselm,593
25,1553707,Frank D'Amato,3B,Fr,26,15,2014,11620,St. Anselm,593
5,1553717,John Lavoie,P,Fr,9,1,2014,11620,St. Anselm,593
26,1211605,Dan Lagasse,INF,Sr,45,45,2014,11620,St. Anselm,593
24,1659172,Andy Williams,P,Fr,8,0,2015,12080,St. Anselm,593
8,1553695,Nick Bragole,3B,So,33,33,2015,12080,St. Anselm,593
3,1437719,Terrence Walsh,P,Jr,5,0,2015,12080,St. Anselm,593
26,1657624,Max Wadington,INF,Fr,35,35,2015,12080,St. Anselm,593
15,1437750,Paul Trabucco,P,Jr,5,4,2015,12080,St. Anselm,593
23,1657625,Luke Nerney,P,Fr,6,0,2015,12080,St. Anselm,593
4,1437717,Ken Morrisino,OF,Jr,35,35,2015,12080,St. Anselm,593
19,1330457,Joe Morin,OF,Sr,35,35,2015,12080,St. Anselm,593
32,1437720,Allan Mcquarrie,C,Jr,7,6,2015,12080,St. Anselm,593
6,1553706,Jon Mcquarrie,INF,So,24,24,2015,12080,St. Anselm,593
33,1657623,John Maculitis,OF,Fr,35,35,2015,12080,St. Anselm,593
29,1437756,Seve Llanio,P,Jr,11,0,2015,12080,St. Anselm,593
9,1659171,Dan Bodi,INF,Fr,5,1,2015,12080,St. Anselm,593
18,1553697,Joseph Levasseur,P,So,10,5,2015,12080,St. Anselm,593
10,1553720,Cameron Latta,P,So,12,2,2015,12080,St. Anselm,593
13,1658367,Adam Krol,P,Fr,7,0,2015,12080,St. Anselm,593
34,1330455,David Kent,P,Sr,9,9,2015,12080,St. Anselm,593
21,1437753,Tom Hudon,P,Jr,10,9,2015,12080,St. Anselm,593
22,1330454,Mike Hayden,1B,Sr,35,35,2015,12080,St. Anselm,593
11,1553703,Autrey Gates,P,So,6,4,2015,12080,St. Anselm,593
2,1553708,Matthew Flynn,2B,So,35,35,2015,12080,St. Anselm,593
35,1659194,Cody Carr,C,Fr,9,5,2015,12080,St. Anselm,593
1,1657626,Shaine Carpenter,C,Fr,32,32,2015,12080,St. Anselm,593
20,1437752,Tyler Buck,P,Jr,15,2,2015,12080,St. Anselm,593
5,1553717,John Lavoie,P,So,7,4,2015,12080,St. Anselm,593
16,1437751,Clayton Welch,P,Jr,4,0,2015,12080,St. Anselm,593
9,1659171,Dan Bodi,INF,So,14,8,2016,12360,St. Anselm,593
32,1437720,Allan Mcquarrie,C,Sr,35,34,2016,12360,St. Anselm,593
20,1437752,Tyler Buck,P,Sr,8,6,2016,12360,St. Anselm,593
40,1766415,Zane Byrne,P,Fr,12,0,2016,12360,St. Anselm,593
1,1657626,Shaine Carpenter,C,So,30,26,2016,12360,St. Anselm,593
34,1766408,Aaron Crandall,OF,Fr,30,22,2016,12360,St. Anselm,593
17,1766417,Sean Doherty,SS,Fr,18,13,2016,12360,St. Anselm,593
12,1766416,Jonathan Dunn,P,Fr,11,3,2016,12360,St. Anselm,593
2,1553708,Matthew Flynn,INF,Jr,39,37,2016,12360,St. Anselm,593
30,1766410,Vincent Fortini,INF,Fr,18,6,2016,12360,St. Anselm,593
11,1553703,Autrey Gates,P,Jr,10,6,2016,12360,St. Anselm,593
21,1437753,Tom Hudon,P,Sr,11,10,2016,12360,St. Anselm,593
25,1772796,Justin Kerhulas,P,Fr,3,0,2016,12360,St. Anselm,593
13,1658367,Adam Krol,P,So,12,1,2016,12360,St. Anselm,593
10,1553720,Cameron Latta,P,Jr,0,0,2016,12360,St. Anselm,593
5,1553717,John Lavoie,P,Jr,4,1,2016,12360,St. Anselm,593
18,1553697,Joseph Levasseur,P,Jr,9,9,2016,12360,St. Anselm,593
29,1437756,Seve Llanio,P,Sr,17,2,2016,12360,St. Anselm,593
33,1657623,John Maculitis,OF,So,28,25,2016,12360,St. Anselm,593
27,1766409,Tyler Mckeon,INF,Fr,25,16,2016,12360,St. Anselm,593
24,1659172,Andy Williams,P,So,9,4,2016,12360,St. Anselm,593
6,1553706,Jon Mcquarrie,INF,Jr,37,35,2016,12360,St. Anselm,593
4,1437717,Ken Morrisino,OF,Sr,39,39,2016,12360,St. Anselm,593
31,1766413,Connor Parent,OF,Fr,21,13,2016,12360,St. Anselm,593
7,1766414,Jonathan Pierce,INF,Fr,16,4,2016,12360,St. Anselm,593
19,1766411,Colin Rios,C,Fr,11,5,2016,12360,St. Anselm,593
15,1437750,Paul Trabucco,P,Sr,41,41,2016,12360,St. Anselm,593
22,1766412,Jason Turner,3B,Fr,17,4,2016,12360,St. Anselm,593
26,1657624,Max Wadington,INF,So,21,19,2016,12360,St. Anselm,593
8,1553695,Nick Bragole,3B,Jr,40,40,2016,12360,St. Anselm,593
3,1437719,Terrence Walsh,P,Sr,2,0,2016,12360,St. Anselm,593
16,1437751,Clayton Welch,P,Sr,12,0,2016,12360,St. Anselm,593
40,1766415,Zane Byrne,P,So,11,0,2017,12560,St. Anselm,593
13,1658367,Adam Krol,P,Jr,11,8,2017,12560,St. Anselm,593
15,1872278,Max Hall,P,So,11,0,2017,12560,St. Anselm,593
4,1872277,Mike Goddu,OF,Fr,21,8,2017,12560,St. Anselm,593
21,1872282,Andre Gaudet,1B,Fr,9,5,2017,12560,St. Anselm,593
11,1553703,Autrey Gates,P,Sr,9,9,2017,12560,St. Anselm,593
30,1766410,Vincent Fortini,INF,So,21,13,2017,12560,St. Anselm,593
10,1553720,Cameron Latta,P,Sr,0,0,2017,12560,St. Anselm,593
2,1553708,Matthew Flynn,INF,Sr,43,42,2017,12560,St. Anselm,593
28,1872284,Jared Ferris,P,Fr,11,0,2017,12560,St. Anselm,593
12,1766416,Jonathan Dunn,P,So,11,8,2017,12560,St. Anselm,593
34,1766408,Aaron Crandall,OF,So,37,35,2017,12560,St. Anselm,593
1,1657626,Shaine Carpenter,C,Jr,22,21,2017,12560,St. Anselm,593
8,1553695,Nick Bragole,INF,Sr,39,39,2017,12560,St. Anselm,593
9,1659171,Dan Bodi,INF,Jr,29,28,2017,12560,St. Anselm,593
