"name","class","player_id","season","number","position","player_url"
"Ashford, Wilson","So","1334912",2013,"2","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30147&stats_player_seq=1334912"
"Bench, Jeff","So","1432720",2013,"29","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30147&stats_player_seq=1432720"
"Bishop, Brett","Jr","1432696",2013,"11","C","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30147&stats_player_seq=1432696"
"Bower, Baron","Fr","1432716",2013,"25","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30147&stats_player_seq=1432716"
"Cantu, Anthony","Jr","1432713",2013,"21","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30147&stats_player_seq=1432713"
"Castadio, Ryan","Sr","1432714",2013,"22","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30147&stats_player_seq=1432714"
"Chambas, Robert","Jr","1432695",2013,"10","C","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30147&stats_player_seq=1432695"
"Cheek, Ryan","Sr","1432735",2013,"35","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30147&stats_player_seq=1432735"
"Coppom, Kyle","Jr","1432733",2013,"32","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30147&stats_player_seq=1432733"
"Costa, Garrett","Sr","1432740",2013,"40","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30147&stats_player_seq=1432740"
"Cronin, Matt","Jr","1432691",2013,"4","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30147&stats_player_seq=1432691"
"Daily, Bryce","Jr","1432718",2013,"27","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30147&stats_player_seq=1432718"
"De La Torre, Chris","Jr","1432717",2013,"26","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30147&stats_player_seq=1432717"
"Dunn, Jake","Fr","1432744",2013,"47","C","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30147&stats_player_seq=1432744"
"Fox, Matt","Sr","1432692",2013,"5","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30147&stats_player_seq=1432692"
"Garabedian, Joseph","Fr","1432743",2013,"45","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30147&stats_player_seq=1432743"
"Gaspar, Kaohu","Jr","1432694",2013,"9","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30147&stats_player_seq=1432694"
