jersey,stats_player_seq,name,position,class_year,games_played,games_started,season,season_id,school,school_id
21,1105189,Matthew Ashby,P,Jr,0,0,2012,10942,La Verne,341
03,1308812,Mason Stoltenberg,INF,Jr,0,0,2012,10942,La Verne,341
35,1308820,Mike Stewart,C,Jr,0,0,2012,10942,La Verne,341
12,1105186,Jason Moralez,C,Jr,0,0,2012,10942,La Verne,341
19,1105181,Brandon Montalvo,P,Jr,0,0,2012,10942,La Verne,341
13,1105184,Dylan Leong,OF,Jr,0,0,2012,10942,La Verne,341
31,1199419,Kevin Knight,P,So,0,0,2012,10942,La Verne,341
09,1308815,Javi Iniguez,P,Fr,0,0,2012,10942,La Verne,341
04,1308814,Jared Hovsepian,INF,Fr,0,0,2012,10942,La Verne,341
34,1199421,Phil Schick,P,So,0,0,2012,10942,La Verne,341
01,1105180,Cody Hazel,OF,Jr,0,0,2012,10942,La Verne,341
16,1199395,George Hanna,INF,So,0,0,2012,10942,La Verne,341
26,1308818,Christian Grossi,P,Jr,0,0,2012,10942,La Verne,341
29,1308819,Adrian Franco,OF,Jr,0,0,2012,10942,La Verne,341
23,1308816,David Finneran,OF,Fr,0,0,2012,10942,La Verne,341
20,1317981,Pedro Espinoza,INF,Fr,0,0,2012,10942,La Verne,341
24,1308817,Jc Barcelo,P,Jr,0,0,2012,10942,La Verne,341
15,1199394,George Holland,C,So,0,0,2012,10942,La Verne,341
5,1436031,Gavin Lewis,P,Fr,2,0,2013,11320,La Verne,341
19,1105181,Brandon Montalvo,P,Sr,7,0,2013,11320,La Verne,341
31,1199419,Kevin Knight,P,Jr,15,12,2013,11320,La Verne,341
12,1105186,Jason Moralez,C,Sr,37,31,2013,11320,La Verne,341
17,1436034,Mariano Padilla,OF,Fr,2,0,2013,11320,La Verne,341
32,1436039,Tim Ralston,INF,So,28,22,2013,11320,La Verne,341
3,1308812,Mason Stoltenberg,INF,Sr,32,29,2013,11320,La Verne,341
34,1199421,Phil Schick,P,Jr,17,9,2013,11320,La Verne,341
7,1308820,Mike Stewart,1B,Sr,36,29,2013,11320,La Verne,341
8,1436033,Josh Surdo,OF,Jr,34,28,2013,11320,La Verne,341
27,1436036,Ben White,OF,Fr,1,0,2013,11320,La Verne,341
13,1105184,Dylan Leong,OF,Sr,19,13,2013,11320,La Verne,341
18,1436035,Woody Reyes,INF,Fr,31,18,2013,11320,La Verne,341
4,1308814,Jared Hovsepian,INF,So,24,15,2013,11320,La Verne,341
9,1308815,Javi Iniguez,P,So,12,0,2013,11320,La Verne,341
2,1436030,Nolan Henley,OF,Fr,35,27,2013,11320,La Verne,341
21,1105189,Matthew Ashby,P,Sr,10,0,2013,11320,La Verne,341
24,1308817,Jc Barcelo,P,Sr,13,0,2013,11320,La Verne,341
28,1436037,Sean Beckman,P,So,12,9,2013,11320,La Verne,341
15,1199394,George Holland,C,Jr,20,12,2013,11320,La Verne,341
30,1436038,Brett Early,P,Fr,19,2,2013,11320,La Verne,341
20,1317981,Pedro Espinoza,INF,So,18,13,2013,11320,La Verne,341
6,1436032,Nick Bergara,INF,Jr,32,27,2013,11320,La Verne,341
29,1308819,Adrian Franco,OF,Sr,21,15,2013,11320,La Verne,341
10,1308818,Christian Grossi,P,Sr,12,4,2013,11320,La Verne,341
16,1199395,George Hanna,INF,Jr,36,33,2013,11320,La Verne,341
1,1105180,Cody Hazel,OF,Sr,31,24,2013,11320,La Verne,341
23,1308816,David Finneran,OF,So,26,6,2013,11320,La Verne,341
33,1436040,Alec Garcia,P,Fr,7,2,2013,11320,La Verne,341
16,1199395,George Hanna,INF,Sr,33,32,2014,11620,La Verne,341
18,1543166,Joey Blair,P,Fr,8,0,2014,11620,La Verne,341
28,1543171,Diego Cortes,OF,Fr,12,0,2014,11620,La Verne,341
43,1436038,Brett Early,P,So,26,1,2014,11620,La Verne,341
11,1543164,Ashton Edior,OF,Fr,20,4,2014,11620,La Verne,341
20,1317981,Pedro Espinoza,INF,Jr,35,35,2014,11620,La Verne,341
3,1436030,Nolan Henley,OF,So,40,38,2014,11620,La Verne,341
15,1199394,George Holland,C,Sr,36,29,2014,11620,La Verne,341
1,1543159,Justin Wright,INF,Fr,2,0,2014,11620,La Verne,341
25,1543170,Joe Winterburn,C,Sr,40,40,2014,11620,La Verne,341
12,1543165,Nikko Williams,C,Fr,2,0,2014,11620,La Verne,341
21,1543167,Corey Werneth,P,Fr,8,3,2014,11620,La Verne,341
29,1543172,Michael Watson,OF,Fr,8,5,2014,11620,La Verne,341
7,1543162,Tyler Watkins,OF,Jr,31,19,2014,11620,La Verne,341
8,1436033,Josh Surdo,OF,Sr,37,26,2014,11620,La Verne,341
34,1199421,Phil Schick,P,Sr,16,10,2014,11620,La Verne,341
13,1436035,Woody Reyes,INF,So,37,33,2014,11620,La Verne,341
32,1436039,Tim Ralston,INF,Jr,22,9,2014,11620,La Verne,341
24,1543169,Zach Quinones,C,So,22,0,2014,11620,La Verne,341
6,1543161,Christien Pena,OF,So,8,2,2014,11620,La Verne,341
5,1436034,Mariano Padilla,OF,So,2,0,2014,11620,La Verne,341
31,1199419,Kevin Knight,P,Sr,16,14,2014,11620,La Verne,341
10,1543163,Mark Jebbia,P,Jr,40,35,2014,11620,La Verne,341
9,1308815,Javi Iniguez,P,Jr,0,0,2014,11620,La Verne,341
4,1308814,Jared Hovsepian,INF,Jr,40,29,2014,11620,La Verne,341
22,1543168,Donald Hernandez,P,Fr,12,2,2014,11620,La Verne,341
27,1436036,Ben White,OF,So,37,32,2014,11620,La Verne,341
19,1543159,Justin Wright,INF,So,3,0,2015,12080,La Verne,341
33,1657610,Alex Bernstein,P,So,22,5,2015,12080,La Verne,341
27,1436036,Ben White,INF,Jr,44,44,2015,12080,La Verne,341
36,1543167,Corey Werneth,P,So,1,0,2015,12080,La Verne,341
28,1543172,Michael Watson,OF,So,2,0,2015,12080,La Verne,341
7,1543162,Tyler Watkins,OF,Sr,44,39,2015,12080,La Verne,341
25,1657604,Jakob Thomas,INF,Fr,46,45,2015,12080,La Verne,341
34,1657611,Shawn Salm,P,Fr,2,0,2015,12080,La Verne,341
29,1657606,Victor Salas,P,Fr,6,0,2015,12080,La Verne,341
13,1436035,Woody Reyes,INF,Jr,44,38,2015,12080,La Verne,341
24,1543169,Zach Quinones,C,Jr,40,31,2015,12080,La Verne,341
35,1657612,Nick Pringle,P,Fr,0,0,2015,12080,La Verne,341
6,1543161,Christien Pena,OF,Jr,9,2,2015,12080,La Verne,341
31,1657608,Phillip Parga,C,Jr,11,7,2015,12080,La Verne,341
5,1436034,Mariano Padilla,OF,Jr,2,0,2015,12080,La Verne,341
15,1657600,Aaron Orona,INF,Jr,23,20,2015,12080,La Verne,341
30,1657607,Mark Abbate,C,Fr,19,1,2015,12080,La Verne,341
00,1657597,Nick Michaels,OF,Fr,15,6,2015,12080,La Verne,341
40,1657615,Dan Mcdonnel,1B,Jr,15,5,2015,12080,La Verne,341
39,1657614,Andy Martinez,C,Fr,5,2,2015,12080,La Verne,341
10,1543163,Mark Jebbia,P,Sr,46,45,2015,12080,La Verne,341
9,1308815,Javi Iniguez,P,Sr,16,16,2015,12080,La Verne,341
4,1308814,Jared Hovsepian,INF,Sr,35,20,2015,12080,La Verne,341
3,1436030,Nolan Henley,OF,Jr,43,38,2015,12080,La Verne,341
26,1657605,Luke Gutierrez,INF,Fr,0,0,2015,12080,La Verne,341
18,1657601,Hayden Firth,OF,Fr,10,1,2015,12080,La Verne,341
11,1543164,Ashton Edior,OF,So,30,10,2015,12080,La Verne,341
43,1436038,Brett Early,P,Jr,17,13,2015,12080,La Verne,341
2,1657598,Andrew Douglas,INF,So,41,31,2015,12080,La Verne,341
21,1543171,Diego Cortes,P,So,15,0,2015,12080,La Verne,341
23,1657603,Matt Caselli,OF,Jr,34,26,2015,12080,La Verne,341
8,1657599,Nick Byrd,INF,Fr,25,2,2015,12080,La Verne,341
22,1657602,David Mckeller,P,Jr,13,1,2015,12080,La Verne,341
12,1543165,Nikko Williams,C,So,20,8,2015,12080,La Verne,341
30,1657607,Mark Abbate,C,So,17,2,2016,12360,La Verne,341
1,1770744,Eric Munsey,INF,Fr,10,1,2016,12360,La Verne,341
9,1308815,Javi Iniguez,P,Sr,18,5,2016,12360,La Verne,341
3,1436030,Nolan Henley,OF,Sr,31,25,2016,12360,La Verne,341
29,1657605,Luke Gutierrez,INF,So,0,0,2016,12360,La Verne,341
32,1770757,Alex Gorzelany,P,Fr,10,0,2016,12360,La Verne,341
7,1770747,Anthony Gonzalez,INF,Jr,31,28,2016,12360,La Verne,341
12,1770749,Ethan Fulsher,P,Fr,1,0,2016,12360,La Verne,341
18,1657601,Hayden Firth,OF,So,9,0,2016,12360,La Verne,341
17,1770752,Cristian Fajardo,P,Jr,0,0,2016,12360,La Verne,341
20,1317981,Pedro Espinoza,DH,Sr,11,2,2016,12360,La Verne,341
4,1770745,Chris Ligot,OF,Fr,32,23,2016,12360,La Verne,341
11,1543164,Ashton Edior,OF,Jr,21,6,2016,12360,La Verne,341
2,1657598,Andrew Douglas,INF,Jr,39,38,2016,12360,La Verne,341
42,1770763,Cameron Dice,P,Fr,0,0,2016,12360,La Verne,341
21,1543171,Diego Cortes,P,Jr,5,0,2016,12360,La Verne,341
40,1770762,Anthony Cisneros,1B,Jr,0,0,2016,12360,La Verne,341
8,1657599,Nick Byrd,P,So,20,4,2016,12360,La Verne,341
15,1770750,Anthony Braun,P,Fr,15,4,2016,12360,La Verne,341
33,1657610,Alex Bernstein,P,Jr,14,8,2016,12360,La Verne,341
35,1770759,Brent Backlund,P,Sr,15,12,2016,12360,La Verne,341
31,1770756,Chris Arcos,OF,Fr,19,8,2016,12360,La Verne,341
43,1436038,Brett Early,P,Sr,19,6,2016,12360,La Verne,341
23,1657615,Dan Mcdonnel,OF,Sr,31,26,2016,12360,La Verne,341
39,1657614,Andy Martinez,C,So,16,6,2016,12360,La Verne,341
10,1657597,Nick Michaels,OF,So,26,21,2016,12360,La Verne,341
19,1543159,Justin Wright,INF,Jr,4,0,2016,12360,La Verne,341
14,1543165,Nikko Williams,C,Jr,0,0,2016,12360,La Verne,341
22,1657602,David Mckeller,P,Sr,8,0,2016,12360,La Verne,341
28,1543172,Michael Watson,OF,Jr,9,2,2016,12360,La Verne,341
24,1770754,Andrew Vrtar,C,Fr,21,11,2016,12360,La Verne,341
6,1770746,Brandon Vogel,OF,Fr,17,4,2016,12360,La Verne,341
36,1770760,Miles Tsujimoto,P,Fr,4,0,2016,12360,La Verne,341
27,1436036,Ben White,1B,Sr,29,28,2016,12360,La Verne,341
13,1436035,Woody Reyes,SS,Sr,39,39,2016,12360,La Verne,341
26,1770755,Jeryd Reuss,OF,Fr,11,6,2016,12360,La Verne,341
37,1770761,Ishwar Persaud,C,Fr,1,0,2016,12360,La Verne,341
34,1770758,Chris Peres,INF,Fr,38,38,2016,12360,La Verne,341
5,1436034,Mariano Padilla,OF,Sr,11,0,2016,12360,La Verne,341
25,1657604,Jakob Thomas,C,So,37,37,2016,12360,La Verne,341
2,1657598,Andrew Douglas,INF,Sr,40,36,2017,12560,La Verne,341
40,1770763,Cameron Dice,P,So,1,0,2017,12560,La Verne,341
3,1878973,Isaiah Cruz,OF,Jr,36,26,2017,12560,La Verne,341
1,1878972,Jacob Benson,INF,Fr,36,23,2017,12560,La Verne,341
41,1878987,Koby Babb,P,Fr,0,0,2017,12560,La Verne,341
32,1878984,Tyler Agajanian,P,Fr,3,0,2017,12560,La Verne,341
17,1878978,Dylan Alhanati,1B,Fr,14,2,2017,12560,La Verne,341
30,1657607,Mark Abbate,C,Jr,26,14,2017,12560,La Verne,341
11,1543164,Ashton Edior,OF,Sr,30,8,2017,12560,La Verne,341
21,1770762,Anthony Cisneros,1B,Sr,6,0,2017,12560,La Verne,341
5,1878974,Brendan Campbell,C,Jr,27,18,2017,12560,La Verne,341
31,1770756,Chris Arcos,OF,So,25,18,2017,12560,La Verne,341
43,1878989,Brenden Bergen,P,Fr,13,4,2017,12560,La Verne,341
18,1657601,Hayden Firth,P,Jr,21,0,2017,12560,La Verne,341
29,1878983,Logan Frye,P,Fr,4,0,2017,12560,La Verne,341
42,1878988,Aaron Fong,OF,Fr,10,4,2017,12560,La Verne,341
19,1543159,Justin Wright,INF,Sr,36,26,2017,12560,La Verne,341
35,1543165,Nikko Williams,C,Sr,15,8,2017,12560,La Verne,341
28,1543172,Michael Watson,OF,Sr,16,0,2017,12560,La Verne,341
24,1770754,Andrew Vrtar,C,So,11,1,2017,12560,La Verne,341
6,1770746,Brandon Vogel,OF,So,26,11,2017,12560,La Verne,341
36,1770760,Miles Tsujimoto,P,So,4,0,2017,12560,La Verne,341
27,1878982,Grant Thompson,OF,Jr,23,6,2017,12560,La Verne,341
25,1657604,Jakob Thomas,C,Jr,41,41,2017,12560,La Verne,341
34,1770758,Chris Peres,INF,So,39,38,2017,12560,La Verne,341
13,1878976,Cody Norman,INF,Fr,23,6,2017,12560,La Verne,341
33,1770744,Eric Munsey,INF,So,0,0,2017,12560,La Verne,341
8,1657599,Nick Byrd,P,Jr,0,0,2017,12560,La Verne,341
26,1878981,Travis Moffatt,P,Fr,1,0,2017,12560,La Verne,341
22,1878979,Brennan Morales,P,Fr,16,0,2017,12560,La Verne,341
38,1878986,Jared Galindo,P,Fr,0,0,2017,12560,La Verne,341
7,1770747,Anthony Gonzalez,INF,Sr,25,15,2017,12560,La Verne,341
9,1878975,Nico Gonzalez,OF,Fr,20,3,2017,12560,La Verne,341
20,1657605,Luke Gutierrez,INF,Jr,3,1,2017,12560,La Verne,341
12,1770749,Ethan Fulsher,P,So,17,0,2017,12560,La Verne,341
4,1770745,Chris Ligot,OF,So,36,26,2017,12560,La Verne,341
15,1878977,Dylan Lowenstein,C,Sr,40,39,2017,12560,La Verne,341
39,1657614,Andy Martinez,C,Jr,8,2,2017,12560,La Verne,341
10,1657597,Nick Michaels,OF,Jr,30,16,2017,12560,La Verne,341
37,1878985,Sean Holt,P,Fr,16,5,2017,12560,La Verne,341
29,1878983,Logan Frye,P,So,3,0,2018,12973,La Verne,341
42,1770749,Ethan Fulsher,P,Jr,9,1,2018,12973,La Verne,341
15,1993179,Ryan Galan,INF,Jr,12,3,2018,12973,La Verne,341
36,1878986,Jared Galindo,P,So,1,1,2018,12973,La Verne,341
3,1993205,Mauricio Guadarrama,SS,Sr,41,37,2018,12973,La Verne,341
20,1657605,Luke Gutierrez,INF,Sr,1,0,2018,12973,La Verne,341
28,1993231,Roy Hirota,C,Jr,3,0,2018,12973,La Verne,341
37,1878985,Sean Holt,P,So,0,0,2018,12973,La Verne,341
51,1878988,Aaron Fong,INF,So,12,6,2018,12973,La Verne,341
12,1993180,Aj Jimenez,P,Jr,23,2,2018,12973,La Verne,341
9,1993177,Lukas Granado,3B,Jr,34,30,2018,12973,La Verne,341
18,1657601,Hayden Firth,P,Sr,22,0,2018,12973,La Verne,341
8,1657599,Nick Byrd,P,Sr,14,7,2018,12973,La Verne,341
39,1657614,Andy Martinez,C,Sr,26,14,2018,12973,La Verne,341
24,1993228,Art Corona Jr.,P,Jr,9,0,2018,12973,La Verne,341
5,1993176,Rudy Casarez Iii,INF,Jr,26,17,2018,12973,La Verne,341
21,1993212,Steven Canedo,P,Jr,7,0,2018,12973,La Verne,341
43,1878989,Brenden Bergen,P,So,6,0,2018,12973,La Verne,341
2,1878972,Jacob Benson,INF,So,43,40,2018,12973,La Verne,341
44,1993223,Garrett Barnes,OF,Jr,2,0,2018,12973,La Verne,341
41,1878987,Koby Babb,P,So,1,0,2018,12973,La Verne,341
31,1770756,Chris Arcos,OF,Jr,14,14,2018,12973,La Verne,341
22,1993214,Ryan Aguilar,1B,Jr,22,5,2018,12973,La Verne,341
30,1657607,Mark Abbate,C,Sr,14,1,2018,12973,La Verne,341
40,1770763,Cameron Dice,P,Jr,7,0,2018,12973,La Verne,341
32,1878984,Tyler Agajanian,P,So,6,3,2018,12973,La Verne,341
10,1657597,Nick Michaels,1B,Sr,43,43,2018,12973,La Verne,341
4,1770745,Chris Ligot,OF,Jr,40,34,2018,12973,La Verne,341
19,1878981,Travis Moffatt,P,So,6,0,2018,12973,La Verne,341
1,1770744,Eric Munsey,INF,Jr,12,2,2018,12973,La Verne,341
13,1878976,Cody Norman,INF,So,14,13,2018,12973,La Verne,341
34,1770758,Chris Peres,INF,Jr,34,24,2018,12973,La Verne,341
27,1770761,Ishwar Persaud,C,Jr,7,1,2018,12973,La Verne,341
26,1993219,Ben Rodriguez,P,Fr,7,2,2018,12973,La Verne,341
23,1993215,Adam Santa Cruz,C,So,37,29,2018,12973,La Verne,341
25,1657604,Jakob Thomas,OF,Sr,40,40,2018,12973,La Verne,341
7,1878982,Grant Thompson,OF,Sr,35,8,2018,12973,La Verne,341
33,1770760,Miles Tsujimoto,P,Jr,1,1,2018,12973,La Verne,341
6,1770746,Brandon Vogel,OF,Jr,43,42,2018,12973,La Verne,341
11,1993178,Zach Wichmann,P,Jr,4,0,2018,12973,La Verne,341
16,1993181,Gabe Lopez,C,Fr,16,9,2018,12973,La Verne,341
13,1995255,Will Locken,PH/RF,Fr,5,1,2018,12973,La Verne,341
34,1770758,Chris Peres,INF,Sr,40,38,2019,14781,La Verne,341
44,1993223,Garrett Barnes,OF,Sr,1,0,2019,14781,La Verne,341
41,1878987,Koby Babb,P,Jr,0,0,2019,14781,La Verne,341
31,1770756,Chris Arcos,1B,Sr,7,4,2019,14781,La Verne,341
16,2128101,Andrew Aguilera,P,Jr,4,3,2019,14781,La Verne,341
22,1993214,Ryan Aguilar,1B,Sr,23,9,2019,14781,La Verne,341
32,1878984,Tyler Agajanian,P,Jr,9,0,2019,14781,La Verne,341
30,2128104,Phillip Rojas,OF,Fr,3,0,2019,14781,La Verne,341
33,2128105,Vincent Rojas,P,Fr,0,0,2019,14781,La Verne,341
24,2128121,Jacob Barriga,OF,Fr,23,3,2019,14781,La Verne,341
99,2142587,A S,UT,Sr,0,0,2019,14781,La Verne,341
7,2128126,Brandon Shiota,OF,Fr,37,29,2019,14781,La Verne,341
8,2128127,Tanner Siffert,1B,Fr,43,38,2019,14781,La Verne,341
11,1873076,Alec Telles,INF,Jr,6,1,2019,14781,La Verne,341
35,2128128,Gerald Terry,P,Fr,2,0,2019,14781,La Verne,341
0,2128129,Peter Thorsen,P,Fr,0,0,2019,14781,La Verne,341
20,2128130,Charlie Verrone,,Jr,13,6,2019,14781,La Verne,341
6,1770746,Brandon Vogel,OF,Sr,39,28,2019,14781,La Verne,341
26,2128106,Dean Watson,1B,Fr,3,0,2019,14781,La Verne,341
23,1993215,Adam Santa Cruz,C,Jr,42,42,2019,14781,La Verne,341
2,1878972,Jacob Benson,SS,Jr,43,42,2019,14781,La Verne,341
43,1878989,Brenden Bergen,P,Jr,11,2,2019,14781,La Verne,341
10,2128122,John Bike,1B,Fr,27,17,2019,14781,La Verne,341
13,1878976,Cody Norman,P,Jr,14,13,2019,14781,La Verne,341
1,1770744,Eric Munsey,INF,Sr,2,0,2019,14781,La Verne,341
19,1878981,Travis Moffatt,P,Jr,9,0,2019,14781,La Verne,341
4,1770745,Chris Ligot,OF,Sr,42,38,2019,14781,La Verne,341
25,2128125,Christian Killian,C,Fr,10,6,2019,14781,La Verne,341
12,1993180,Aj Jimenez,P,Sr,11,2,2019,14781,La Verne,341
37,1878985,Sean Holt,P,Jr,4,2,2019,14781,La Verne,341
28,1993231,Roy Hirota,C,Sr,4,0,2019,14781,La Verne,341
9,1993177,Lukas Granado,3B,Sr,31,21,2019,14781,La Verne,341
15,1993179,Ryan Galan,INF,Sr,40,39,2019,14781,La Verne,341
42,1770749,Ethan Fulsher,P,Sr,11,0,2019,14781,La Verne,341
29,1878983,Logan Frye,P,Jr,0,0,2019,14781,La Verne,341
18,2128124,Alfredo Frey,P,Fr,8,7,2019,14781,La Verne,341
5,2128103,Drew Reddick,SS,Fr,5,3,2019,14781,La Verne,341
51,1878988,Aaron Fong,INF,Jr,27,5,2019,14781,La Verne,341
40,1770763,Cameron Dice,P,Sr,1,0,2019,14781,La Verne,341
21,1993212,Steven Canedo,P,Sr,11,0,2019,14781,La Verne,341
17,2128102,Devon Burhans,P,Jr,17,8,2019,14781,La Verne,341
3,1757553,Tanner Browning,UT,Jr,27,19,2019,14781,La Verne,341
27,1770761,Ishwar Persaud,C,Sr,3,0,2019,14781,La Verne,341
36,2128123,Jacob Freedman,INF,Fr,16,4,2019,14781,La Verne,341
15,2337767,Chase Siffert,INF,Fr,10,4,2020,15204,La Verne,341
26,2128106,Dean Watson,1B,So,1,0,2020,15204,La Verne,341
11,2337764,Tyler Lawson,P,Jr,6,0,2020,15204,La Verne,341
1,2337763,Cole Mccollum,INF,Fr,7,4,2020,15204,La Verne,341
34,2337780,Ryan Mclernon,P,Fr,0,0,2020,15204,La Verne,341
19,1878981,Travis Moffatt,P,Sr,7,0,2020,15204,La Verne,341
38,2337782,Vicente Molina,C,Fr,3,0,2020,15204,La Verne,341
9,1770744,Eric Munsey,INF,Sr,3,0,2020,15204,La Verne,341
13,1878976,Cody Norman,P,Sr,5,5,2020,15204,La Verne,341
33,2128105,Vincent Rojas,P,So,1,0,2020,15204,La Verne,341
25,2128125,Christian Killian,C,So,13,9,2020,15204,La Verne,341
30,2128104,Phillip Rojas,OF,So,0,0,2020,15204,La Verne,341
4,2337754,Dylan Sannicolas,SS,Fr,12,5,2020,15204,La Verne,341
23,1993215,Adam Santa Cruz,C,Sr,18,17,2020,15204,La Verne,341
7,2128126,Brandon Shiota,OF,So,18,15,2020,15204,La Verne,341
8,2128127,Tanner Siffert,1B,So,16,14,2020,15204,La Verne,341
20,2337756,Cameron Slessor,UT,Fr,10,6,2020,15204,La Verne,341
35,2128128,Gerald Terry,P,So,6,0,2020,15204,La Verne,341
0,2128129,Peter Thorsen,P,So,1,0,2020,15204,La Verne,341
27,2337758,Brandon Wedge,P,Fr,1,0,2020,15204,La Verne,341
6,2337755,Anthony Salcedo,INF,Fr,17,14,2020,15204,La Verne,341
22,2337768,Patrick Keller,OF,Jr,18,18,2020,15204,La Verne,341
5,2128103,Drew Reddick,SS,So,12,7,2020,15204,La Verne,341
40,2337825,Evan Hanneman,P,Jr,2,0,2020,15204,La Verne,341
32,1878984,Tyler Agajanian,P,Sr,1,0,2020,15204,La Verne,341
