"name","class","player_id","season","number","position","player_url"
"Bain, Trae","Fr","1425165",2013,"3","3B","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30153&stats_player_seq=1425165"
"Bryan, Kyle","Jr","1327769",2013,"11","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30153&stats_player_seq=1327769"
"Bryan, Justin","Sr","1425190",2013,"30","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30153&stats_player_seq=1425190"
"Cunningham, Cody","Jr","1425187",2013,"14","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30153&stats_player_seq=1425187"
"Davis, Jared","Sr","1327775",2013,"22","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30153&stats_player_seq=1327775"
"Embry, Will","So","1327779",2013,"26","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30153&stats_player_seq=1327779"
"Fesmire, Benjie","Sr","1327766",2013,"8","2B","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30153&stats_player_seq=1327766"
"Flores, Michael","Jr","1425164",2013,"2","SS","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30153&stats_player_seq=1425164"
"Fuller, Matthew","Fr","1425162",2013,"44","1B","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30153&stats_player_seq=1425162"
"Hatch, Colin","Jr","1327794",2013,"32","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30153&stats_player_seq=1327794"
"Long, Christian","Fr",NA,2013,"15","OF",NA
"Martin, Jim","So","1327774",2013,"20","1B","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30153&stats_player_seq=1327774"
"Mathis, Daniel","Fr","1425188",2013,"27","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30153&stats_player_seq=1425188"
"McAdams, Cole","Sr","1327768",2013,"10","3B","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30153&stats_player_seq=1327768"
"McGee, Trevor","Fr",NA,2013,"28","P",NA
"Pinson, Kody","Sr","1327767",2013,"9","1B","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30153&stats_player_seq=1327767"
"Reed, John","Sr","1327773",2013,"17","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30153&stats_player_seq=1327773"
"Roof, Derek","Jr","1425167",2013,"6","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30153&stats_player_seq=1425167"
"Royer, Brad","Jr","1425168",2013,"7","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30153&stats_player_seq=1425168"
"Russell, Wacey","Jr","1327777",2013,"24","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30153&stats_player_seq=1327777"
"Self, Cody","So","1425166",2013,"4","C","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30153&stats_player_seq=1425166"
"Smith, Hunter","Jr","1327776",2013,"23","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30153&stats_player_seq=1327776"
"Speed, Colton","Sr","1425163",2013,"1","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30153&stats_player_seq=1425163"
"Stack, Jeremey","Sr","1425191",2013,"33","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30153&stats_player_seq=1425191"
"Tidwell, Tyler","Fr",NA,2013,"13","C",NA
"Waring, Pierson","N/A","1444892",2013,"5","2B","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30153&stats_player_seq=1444892"
"Wylie, Zach","Fr","1425170",2013,"21","C","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30153&stats_player_seq=1425170"
