"player_name","class","player_id","season","number","position","player_url","team_id","team_name","team_url","conference_id","conference","division","year","season_id"
"Bandera Jr., Alex","Fr","2687407",2022,"33","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=15860&org_id=11839&stats_player_seq=2687407",11839,"Pitt.-Greensburg","/team/11839/15860",30022,"AMCC",3,2022,15860
"Bonadio, Brody","Sr","2149696",2022,"13","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=15860&org_id=11839&stats_player_seq=2149696",11839,"Pitt.-Greensburg","/team/11839/15860",30022,"AMCC",3,2022,15860
"Borges, Alex","Fr","2687382",2022,"2","UT","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=15860&org_id=11839&stats_player_seq=2687382",11839,"Pitt.-Greensburg","/team/11839/15860",30022,"AMCC",3,2022,15860
"Bursic, Reed","Sr","2143297",2022,"8","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=15860&org_id=11839&stats_player_seq=2143297",11839,"Pitt.-Greensburg","/team/11839/15860",30022,"AMCC",3,2022,15860
"Calleja, Jacob","Fr","2687404",2022,"28","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=15860&org_id=11839&stats_player_seq=2687404",11839,"Pitt.-Greensburg","/team/11839/15860",30022,"AMCC",3,2022,15860
"Cappellini, Jace","So","2363644",2022,"16","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=15860&org_id=11839&stats_player_seq=2363644",11839,"Pitt.-Greensburg","/team/11839/15860",30022,"AMCC",3,2022,15860
"Caseres, Jaycob","Fr","2687384",2022,"3","C","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=15860&org_id=11839&stats_player_seq=2687384",11839,"Pitt.-Greensburg","/team/11839/15860",30022,"AMCC",3,2022,15860
"Cavanaugh, Jordan","Sr","2149752",2022,"22","C","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=15860&org_id=11839&stats_player_seq=2149752",11839,"Pitt.-Greensburg","/team/11839/15860",30022,"AMCC",3,2022,15860
"Davey, Jacob","Sr","2005365",2022,"20","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=15860&org_id=11839&stats_player_seq=2005365",11839,"Pitt.-Greensburg","/team/11839/15860",30022,"AMCC",3,2022,15860
"Flynn, Collyn","So","2511173",2022,"10","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=15860&org_id=11839&stats_player_seq=2511173",11839,"Pitt.-Greensburg","/team/11839/15860",30022,"AMCC",3,2022,15860
"Fracek, Joey","Sr","2363651",2022,"21","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=15860&org_id=11839&stats_player_seq=2363651",11839,"Pitt.-Greensburg","/team/11839/15860",30022,"AMCC",3,2022,15860
"Gideons, Hunter","Fr","2687405",2022,"29","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=15860&org_id=11839&stats_player_seq=2687405",11839,"Pitt.-Greensburg","/team/11839/15860",30022,"AMCC",3,2022,15860
"Goodwin, Chandler","Jr","2363637",2022,"27","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=15860&org_id=11839&stats_player_seq=2363637",11839,"Pitt.-Greensburg","/team/11839/15860",30022,"AMCC",3,2022,15860
"Hammond, Christopher","Jr","2687408",2022,"34","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=15860&org_id=11839&stats_player_seq=2687408",11839,"Pitt.-Greensburg","/team/11839/15860",30022,"AMCC",3,2022,15860
"Hubbard, Randy","Jr","2363508",2022,"35","p","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=15860&org_id=11839&stats_player_seq=2363508",11839,"Pitt.-Greensburg","/team/11839/15860",30022,"AMCC",3,2022,15860
"Kubacka, Christian","Jr","2687399",2022,"12","C","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=15860&org_id=11839&stats_player_seq=2687399",11839,"Pitt.-Greensburg","/team/11839/15860",30022,"AMCC",3,2022,15860
"Lopatic, Coleby","Fr","2687389",2022,"6","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=15860&org_id=11839&stats_player_seq=2687389",11839,"Pitt.-Greensburg","/team/11839/15860",30022,"AMCC",3,2022,15860
"Lopez, Dereck","Fr","2687402",2022,"23","UT","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=15860&org_id=11839&stats_player_seq=2687402",11839,"Pitt.-Greensburg","/team/11839/15860",30022,"AMCC",3,2022,15860
"Maritz, Zackary","So","2513874",2022,"5","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=15860&org_id=11839&stats_player_seq=2513874",11839,"Pitt.-Greensburg","/team/11839/15860",30022,"AMCC",3,2022,15860
"Maxwell, Drizzt","Fr","2687401",2022,"19","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=15860&org_id=11839&stats_player_seq=2687401",11839,"Pitt.-Greensburg","/team/11839/15860",30022,"AMCC",3,2022,15860
"McCormack, Brock","Sr","2687406",2022,"31","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=15860&org_id=11839&stats_player_seq=2687406",11839,"Pitt.-Greensburg","/team/11839/15860",30022,"AMCC",3,2022,15860
"Monroe, Spencer","So","2510484",2022,"24","1B","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=15860&org_id=11839&stats_player_seq=2510484",11839,"Pitt.-Greensburg","/team/11839/15860",30022,"AMCC",3,2022,15860
"Muratore, Steven","Fr","2687400",2022,"15","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=15860&org_id=11839&stats_player_seq=2687400",11839,"Pitt.-Greensburg","/team/11839/15860",30022,"AMCC",3,2022,15860
"Renzi, Devin","Jr","2363636",2022,"26","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=15860&org_id=11839&stats_player_seq=2363636",11839,"Pitt.-Greensburg","/team/11839/15860",30022,"AMCC",3,2022,15860
"Russell, Zach","Jr","2363640",2022,"11","1B","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=15860&org_id=11839&stats_player_seq=2363640",11839,"Pitt.-Greensburg","/team/11839/15860",30022,"AMCC",3,2022,15860
"Santos, Diego","Fr","2687403",2022,"25","C","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=15860&org_id=11839&stats_player_seq=2687403",11839,"Pitt.-Greensburg","/team/11839/15860",30022,"AMCC",3,2022,15860
"Starvaggi, Tyler","Fr","2687396",2022,"4","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=15860&org_id=11839&stats_player_seq=2687396",11839,"Pitt.-Greensburg","/team/11839/15860",30022,"AMCC",3,2022,15860
"Sullivan, Mikey","Sr","2149698",2022,"1","UT","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=15860&org_id=11839&stats_player_seq=2149698",11839,"Pitt.-Greensburg","/team/11839/15860",30022,"AMCC",3,2022,15860
"Thorp, Will","Jr","2363638",2022,"9","UT","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=15860&org_id=11839&stats_player_seq=2363638",11839,"Pitt.-Greensburg","/team/11839/15860",30022,"AMCC",3,2022,15860
"Welsh, Brendan","Fr","2687391",2022,"7","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=15860&org_id=11839&stats_player_seq=2687391",11839,"Pitt.-Greensburg","/team/11839/15860",30022,"AMCC",3,2022,15860
