"player_name","class","player_id","season","number","position","player_url","team_id","team_name","team_url","conference_id","conference","division","year","season_id"
"Avila, Alejandro","Fr","2682778",2022,"8","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=15860&org_id=30171&stats_player_seq=2682778",30171,"Berea","/team/30171/15860",842,"USA South",3,2022,15860
"Blackwell, Spencer","Fr","2682922",2022,"27","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=15860&org_id=30171&stats_player_seq=2682922",30171,"Berea","/team/30171/15860",842,"USA South",3,2022,15860
"Brown, Eli","Fr","2682218",2022,"18","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=15860&org_id=30171&stats_player_seq=2682218",30171,"Berea","/team/30171/15860",842,"USA South",3,2022,15860
"Brown, Justin","Fr","2682217",2022,"25","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=15860&org_id=30171&stats_player_seq=2682217",30171,"Berea","/team/30171/15860",842,"USA South",3,2022,15860
"Clay, Zion","Fr","2682935",2022,"40","1B","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=15860&org_id=30171&stats_player_seq=2682935",30171,"Berea","/team/30171/15860",842,"USA South",3,2022,15860
"Dailey, Andrew","Fr","2682808",2022,"42","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=15860&org_id=30171&stats_player_seq=2682808",30171,"Berea","/team/30171/15860",842,"USA South",3,2022,15860
"Davis, Darius","N/A","2685358",2022,"7","p","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=15860&org_id=30171&stats_player_seq=2685358",30171,"Berea","/team/30171/15860",842,"USA South",3,2022,15860
"Gomez, Stephano","Fr","2682219",2022,"6","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=15860&org_id=30171&stats_player_seq=2682219",30171,"Berea","/team/30171/15860",842,"USA South",3,2022,15860
"Griffey, Lawrence","Fr","2682817",2022,"11","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=15860&org_id=30171&stats_player_seq=2682817",30171,"Berea","/team/30171/15860",842,"USA South",3,2022,15860
"Hay, Derek","Fr","2682220",2022,"10","UT","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=15860&org_id=30171&stats_player_seq=2682220",30171,"Berea","/team/30171/15860",842,"USA South",3,2022,15860
"Henderson, Kenneth","Fr","2682221",2022,"12","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=15860&org_id=30171&stats_player_seq=2682221",30171,"Berea","/team/30171/15860",842,"USA South",3,2022,15860
"Hooper, Peyton","Fr","2324191",2022,"2","C","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=15860&org_id=30171&stats_player_seq=2324191",30171,"Berea","/team/30171/15860",842,"USA South",3,2022,15860
"Junta, Jayden","Fr","2682231",2022,"20","UT","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=15860&org_id=30171&stats_player_seq=2682231",30171,"Berea","/team/30171/15860",842,"USA South",3,2022,15860
"Long, Bryan","Fr","2682223",2022,"3","C","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=15860&org_id=30171&stats_player_seq=2682223",30171,"Berea","/team/30171/15860",842,"USA South",3,2022,15860
"Madrid, Nick","Fr","2682934",2022,"35","UT","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=15860&org_id=30171&stats_player_seq=2682934",30171,"Berea","/team/30171/15860",842,"USA South",3,2022,15860
"Manrique, Marcelo","Fr","2682224",2022,"45","C","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=15860&org_id=30171&stats_player_seq=2682224",30171,"Berea","/team/30171/15860",842,"USA South",3,2022,15860
"Maynard, Ben","So","2152802",2022,"30","C","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=15860&org_id=30171&stats_player_seq=2152802",30171,"Berea","/team/30171/15860",842,"USA South",3,2022,15860
"McLaughlin, Nick","Fr","2682915",2022,"13","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=15860&org_id=30171&stats_player_seq=2682915",30171,"Berea","/team/30171/15860",842,"USA South",3,2022,15860
