"name","class","player_id","season","number","position","player_url"
"Allen, Hunter","N/A","1541061",2014,"12","RF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&org_id=30164&stats_player_seq=1541061"
"Andrus, CJ","N/A","1541056",2014,"11","SS","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&org_id=30164&stats_player_seq=1541056"
"Bigelow, Gage","N/A","1541068",2014,"10","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&org_id=30164&stats_player_seq=1541068"
"Bigelow, Colin","N/A","1541065",2014,"30","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&org_id=30164&stats_player_seq=1541065"
"Cooper, Justin","N/A","1541066",2014,"1","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&org_id=30164&stats_player_seq=1541066"
"Gabriel, Ryan","N/A","1541059",2014,"24","C","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&org_id=30164&stats_player_seq=1541059"
"Johnson, Keenan","N/A","1541060",2014,"4","LF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&org_id=30164&stats_player_seq=1541060"
"Keefer, Jordan","N/A","1541058",2014,"23","2B","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&org_id=30164&stats_player_seq=1541058"
"King, Tyler","N/A","1541064",2014,"21","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&org_id=30164&stats_player_seq=1541064"
"Lyons, Nick","N/A","1541057",2014,"28","3B","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&org_id=30164&stats_player_seq=1541057"
"Madison, Chris","N/A","1541067",2014,"32","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&org_id=30164&stats_player_seq=1541067"
"Mantle, Mitch","N/A","1541055",2014,"18","CF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&org_id=30164&stats_player_seq=1541055"
"McNally, Zach","N/A","1541062",2014,"5","1B","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&org_id=30164&stats_player_seq=1541062"
"Pacheco, Taylor","N/A","1557790",2014,"8","SS","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&org_id=30164&stats_player_seq=1557790"
"Price, Andrew","N/A","1541063",2014,"14","DH","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&org_id=30164&stats_player_seq=1541063"
"Stanton, Jack","N/A","1557791",2014,"26","1B","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&org_id=30164&stats_player_seq=1557791"
"Tate, Stephen","N/A","1557792",2014,"17","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&org_id=30164&stats_player_seq=1557792"
"Walker, Jeremy","N/A","1554102",2014,"3","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&org_id=30164&stats_player_seq=1554102"
