jersey,stats_player_seq,name,position,class_year,games_played,games_started,season,season_id,school,school_id
21,1099951,Anthony Benvenuti,C,Jr,0,0,2012,10942,Nichols,484
16,1325560,Evan Thompson,OF,Fr,0,0,2012,10942,Nichols,484
20,1208605,Tyler Shute,P,So,0,0,2012,10942,Nichols,484
14,1208602,Nick Shaw,OF,So,0,0,2012,10942,Nichols,484
23,1099955,John Micciche,INF,Jr,0,0,2012,10942,Nichols,484
15,1208603,Shayne Mcnally,INF,So,0,0,2012,10942,Nichols,484
25,1325586,Brett Lewis,P,Fr,0,0,2012,10942,Nichols,484
19,1325567,Chris Johnson,P,Fr,0,0,2012,10942,Nichols,484
24,1099953,Cody Jankins,C,Jr,0,0,2012,10942,Nichols,484
9,1099957,Kyle Russell,INF,Jr,0,0,2012,10942,Nichols,484
4,1099952,Bryan Gill,INF,Jr,0,0,2012,10942,Nichols,484
8,1325553,Collin Geagan,P,Fr,0,0,2012,10942,Nichols,484
33,1325588,Brett Franciosi,INF,Fr,0,0,2012,10942,Nichols,484
11,1208600,James Curto,P,Jr,0,0,2012,10942,Nichols,484
17,1208604,Ray Curto,P,Jr,0,0,2012,10942,Nichols,484
28,1325587,Nick Croteau,P,So,0,0,2012,10942,Nichols,484
22,1325575,Mike Cattaruzza,INF,Fr,0,0,2012,10942,Nichols,484
2,1208599,Chris Bruno,INF,So,0,0,2012,10942,Nichols,484
10,1325554,Brett Jackson,OF,Fr,0,0,2012,10942,Nichols,484
15,1208603,Shayne Mcnally,INF,Jr,24,17,2013,11320,Nichols,484
23,1099955,John Micciche,INF,Sr,34,34,2013,11320,Nichols,484
25,1445052,Joseph Nicolace,OF,Fr,33,32,2013,11320,Nichols,484
19,1325567,Chris Johnson,P,So,13,1,2013,11320,Nichols,484
26,1445053,Ryan Pichel,P,Fr,7,1,2013,11320,Nichols,484
20,1208605,Tyler Shute,P,Jr,9,7,2013,11320,Nichols,484
9,1099957,Kyle Russell,INF,Sr,25,22,2013,11320,Nichols,484
14,1208602,Nick Shaw,OF,Jr,26,23,2013,11320,Nichols,484
16,1325560,Evan Thompson,OF,So,13,13,2013,11320,Nichols,484
13,1445050,Ryan Mclane,P,Fr,8,5,2013,11320,Nichols,484
18,1445051,Greg Poll,OF,Fr,17,12,2013,11320,Nichols,484
7,1445048,Tim Mchugh,INF,Fr,10,2,2013,11320,Nichols,484
24,1099953,Cody Jankins,C,Sr,30,28,2013,11320,Nichols,484
4,1099952,Bryan Gill,INF,Sr,30,29,2013,11320,Nichols,484
21,1099951,Anthony Benvenuti,C,Sr,25,20,2013,11320,Nichols,484
5,1445046,Benjamin Harrow,INF,Fr,13,4,2013,11320,Nichols,484
2,1208599,Chris Bruno,INF,Sr,31,24,2013,11320,Nichols,484
22,1325575,Mike Cattaruzza,INF,So,10,6,2013,11320,Nichols,484
6,1445047,Kevin Cotton,OF,Fr,13,4,2013,11320,Nichols,484
12,1445049,Brady Boisvert,P,Fr,34,33,2013,11320,Nichols,484
17,1208604,Ray Curto,P,Sr,10,2,2013,11320,Nichols,484
3,1325588,Brett Franciosi,INF,So,23,16,2013,11320,Nichols,484
8,1325553,Collin Geagan,P,So,17,12,2013,11320,Nichols,484
28,1325587,Nick Croteau,P,Jr,7,0,2013,11320,Nichols,484
