"name","class","player_id","season","number","position","player_url"
"Allensworth, Landon","Fr","1439145",2013,"51","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30151&stats_player_seq=1439145"
"Bagwell, Brack","Fr","1439144",2013,"50","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30151&stats_player_seq=1439144"
"Bennett, James","So",NA,2013,"49","OF",NA
"Blackwood, Beau","Jr","1439142",2013,"48","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30151&stats_player_seq=1439142"
"Borneman, Walker","Fr","1439114",2013,"12","C","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30151&stats_player_seq=1439114"
"Charleston, Stuart","Sr","1439128",2013,"28","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30151&stats_player_seq=1439128"
"Crosby, Russell","So","1439134",2013,"36","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30151&stats_player_seq=1439134"
"Donovan, Patrick","Fr",NA,2013,"99","C",NA
"Doty, Eric","Sr","1439133",2013,"33","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30151&stats_player_seq=1439133"
"Drake, Sheldon","So",NA,2013,"46","OF",NA
"Evans, Dustin","Jr","1439104",2013,"2","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30151&stats_player_seq=1439104"
"Felder, Chadd","So","1439140",2013,"45","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30151&stats_player_seq=1439140"
"Finch, Ryan","So","1439130",2013,"30","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30151&stats_player_seq=1439130"
"Forrest, Jacob","Jr","1439109",2013,"7","C","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30151&stats_player_seq=1439109"
"Gavigan, Jesse","Jr","1439107",2013,"5","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30151&stats_player_seq=1439107"
"Gillis, Charlie","Jr","1439132",2013,"32","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30151&stats_player_seq=1439132"
"Griffin, Ross","Jr",NA,2013,"44","OF",NA
"Hardie, Cal","Sr","1439110",2013,"8","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30151&stats_player_seq=1439110"
"Harrison, Will","Jr","1439111",2013,"24","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30151&stats_player_seq=1439111"
"Hays, Dustin","So","1439119",2013,"19","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30151&stats_player_seq=1439119"
"Herndon, Taylor","Jr","1439106",2013,"4","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30151&stats_player_seq=1439106"
"Ikerd, Chad","Jr","1439105",2013,"3","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30151&stats_player_seq=1439105"
"Jennings, Darrius","So","1439103",2013,"1","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30151&stats_player_seq=1439103"
"Jones, Juwan","Fr",NA,2013,"43","OF",NA
"Lewis, Willie","Sr","1439125",2013,"24","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30151&stats_player_seq=1439125"
"Little, Joshua","So",NA,2013,"42","INF",NA
"Martin, Dalton","Fr",NA,2013,"13","P",NA
"McClelland, Mark","Jr","1439120",2013,"19","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30151&stats_player_seq=1439120"
"Miranda, Michael","Sr","1439131",2013,"31","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30151&stats_player_seq=1439131"
"Nix, Ryan","So",NA,2013,"21","P",NA
"Orr, Brodie","So","1439108",2013,"6","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30151&stats_player_seq=1439108"
"Patterson, Ryan","Sr","1439112",2013,"10","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30151&stats_player_seq=1439112"
"Rich, Cameron","Sr","1439127",2013,"27","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30151&stats_player_seq=1439127"
"Shavers, Kevin","Fr",NA,2013,"29","C",NA
"Stamey, Trenton","Sr",NA,2013,"41","INF",NA
"Stell, Ben","Sr","1439116",2013,"14","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30151&stats_player_seq=1439116"
"Summerall, David","Sr","1439135",2013,"40","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30151&stats_player_seq=1439135"
"Swafford, Timothy","Fr",NA,2013,"15","C",NA
"Thompson, Micah","Jr","1439113",2013,"11","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30151&stats_player_seq=1439113"
"Thurman, Charles","Sr","1439118",2013,"17","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30151&stats_player_seq=1439118"
"Trenary, Tyler","Jr","1439124",2013,"22","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30151&stats_player_seq=1439124"
"Watson, Joshua","Sr",NA,2013,"25","P",NA
",","N/A","1439289",2013,"34","1B","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30151&stats_player_seq=1439289"
