"name","class","player_id","season","number","position","player_url","team_id","team_name","team_url","conference_id","conference","division","season_id"
"Alvarez, Rolando","So","1889997",2018,"16","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12973&org_id=357&stats_player_seq=1889997",357,"Lincoln (PA)","/team/357/12973",99010,"DII Independent",2,12973
"Bludson, Anthony","Fr","2007762",2018,"2","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12973&org_id=357&stats_player_seq=2007762",357,"Lincoln (PA)","/team/357/12973",99010,"DII Independent",2,12973
"Bradshaw, Julian","Jr","1775672",2018,"22","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12973&org_id=357&stats_player_seq=1775672",357,"Lincoln (PA)","/team/357/12973",99010,"DII Independent",2,12973
"Castillo, Marcos","Jr","1779295",2018,"14","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12973&org_id=357&stats_player_seq=1779295",357,"Lincoln (PA)","/team/357/12973",99010,"DII Independent",2,12973
"Chambers, Terrance","Fr","2006569",2018,"20","DH","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12973&org_id=357&stats_player_seq=2006569",357,"Lincoln (PA)","/team/357/12973",99010,"DII Independent",2,12973
"Coleman, Marquis","Jr","1775674",2018,"8","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12973&org_id=357&stats_player_seq=1775674",357,"Lincoln (PA)","/team/357/12973",99010,"DII Independent",2,12973
"Gil, Christian","Jr","1779781",2018,"3","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12973&org_id=357&stats_player_seq=1779781",357,"Lincoln (PA)","/team/357/12973",99010,"DII Independent",2,12973
"Givens, Willie","Fr","2007358",2018,"12","PR","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12973&org_id=357&stats_player_seq=2007358",357,"Lincoln (PA)","/team/357/12973",99010,"DII Independent",2,12973
"Gomes, Aidan","Jr","1779782",2018,"7","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12973&org_id=357&stats_player_seq=1779782",357,"Lincoln (PA)","/team/357/12973",99010,"DII Independent",2,12973
"Hill, Kashif","Fr","2006567",2018,"25","CF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12973&org_id=357&stats_player_seq=2006567",357,"Lincoln (PA)","/team/357/12973",99010,"DII Independent",2,12973
"Hines, Willie","Fr","2006547",2018,"13","SS","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12973&org_id=357&stats_player_seq=2006547",357,"Lincoln (PA)","/team/357/12973",99010,"DII Independent",2,12973
"Hoskins, Jeremiah","Fr","2007551",2018,"11","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12973&org_id=357&stats_player_seq=2007551",357,"Lincoln (PA)","/team/357/12973",99010,"DII Independent",2,12973
"Lindsey, Grant","Jr","2007550",2018,"15","SS","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12973&org_id=357&stats_player_seq=2007550",357,"Lincoln (PA)","/team/357/12973",99010,"DII Independent",2,12973
"Louissaint, Daniel","Sr",NA,2018,"25","OF",NA,357,"Lincoln (PA)","/team/357/12973",99010,"DII Independent",2,12973
