"name","class","player_id","season","number","position","player_url"
"Adams, Brad","N/A","1671518",2015,"29","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=30202&stats_player_seq=1671518"
"Ballard, Keach","N/A",NA,2015,"6","SS",NA
"Bennett, Chad","N/A","1671489",2015,"34","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=30202&stats_player_seq=1671489"
"Bickerstaff, Colt","N/A",NA,2015,"11","DH",NA
"Coon, Landon","N/A",NA,2015,"13","3B",NA
"Fimbrez, Kyle","N/A",NA,2015,"35","P",NA
"Gallacher, Garett","N/A",NA,2015,"1","PH",NA
"Gomez,","N/A",NA,2015,"24","P",NA
"Gonzalez, Felipe","N/A","1671486",2015,"12","1B","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=30202&stats_player_seq=1671486"
"Gonzalez, Yariel","N/A",NA,2015,"33","2B",NA
"Gunter, Jeff","N/A",NA,2015,"22","P",NA
"Hearn, Taylor","N/A",NA,2015,"27","P",NA
"Joyce, Ryan","N/A","1671488",2015,"4","CF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=30202&stats_player_seq=1671488"
"Melton, Tyler","N/A",NA,2015,"3","LF",NA
"Newton, Shakeel","N/A",NA,2015,"23","LF",NA
"Northcutt, Les","N/A",NA,2015,"8","P",NA
"Parker, Tallen","N/A",NA,2015,"26","P",NA
"Parra, Jinny","N/A","1671519",2015,"30","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=30202&stats_player_seq=1671519"
"Ricker, Jeff","N/A",NA,2015,"5","PR/2B",NA
"Szczepanski, Joey","N/A",NA,2015,"2","RF",NA
"Thompson,","N/A","1671768",2015,"18","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=30202&stats_player_seq=1671768"
"Ziegler, Cody","N/A","1671487",2015,"31","C","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=30202&stats_player_seq=1671487"
