"name","class","player_id","season","number","position","player_url","team_id","team_name","team_url","conference_id","conference","division","season_id"
"Angjelo, Jordan","Fr","1779023",2016,"2","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&org_id=12399&stats_player_seq=1779023",12399,"Gwynedd Mercy","/team/12399/12360",21062,"CSAC",3,12360
"Blount, David","Sr","1443439",2016,"20","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&org_id=12399&stats_player_seq=1443439",12399,"Gwynedd Mercy","/team/12399/12360",21062,"CSAC",3,12360
"Brown, Cody","So","1658185",2016,"23","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&org_id=12399&stats_player_seq=1658185",12399,"Gwynedd Mercy","/team/12399/12360",21062,"CSAC",3,12360
"Carmolingo, Chris","Sr","1443448",2016,"7","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&org_id=12399&stats_player_seq=1443448",12399,"Gwynedd Mercy","/team/12399/12360",21062,"CSAC",3,12360
"Cavanaugh, Mike","So","1671530",2016,"24","3B","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&org_id=12399&stats_player_seq=1671530",12399,"Gwynedd Mercy","/team/12399/12360",21062,"CSAC",3,12360
"Chubb, Frank","Fr","1775305",2016,"3","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&org_id=12399&stats_player_seq=1775305",12399,"Gwynedd Mercy","/team/12399/12360",21062,"CSAC",3,12360
"Curtin, Justin","Fr","1775311",2016,"6","SS","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&org_id=12399&stats_player_seq=1775311",12399,"Gwynedd Mercy","/team/12399/12360",21062,"CSAC",3,12360
"DeRitis, Nick","So","1658184",2016,"5","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&org_id=12399&stats_player_seq=1658184",12399,"Gwynedd Mercy","/team/12399/12360",21062,"CSAC",3,12360
"Dennis, Zach","Fr","1775301",2016,"18","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&org_id=12399&stats_player_seq=1775301",12399,"Gwynedd Mercy","/team/12399/12360",21062,"CSAC",3,12360
"Di Ianni, Mike","So","1658183",2016,"27","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&org_id=12399&stats_player_seq=1658183",12399,"Gwynedd Mercy","/team/12399/12360",21062,"CSAC",3,12360
"Diciano, Brandon","Jr","1557098",2016,"12","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&org_id=12399&stats_player_seq=1557098",12399,"Gwynedd Mercy","/team/12399/12360",21062,"CSAC",3,12360
"Dilks, Connor","Jr","1557099",2016,"4","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&org_id=12399&stats_player_seq=1557099",12399,"Gwynedd Mercy","/team/12399/12360",21062,"CSAC",3,12360
"Fleming, Beau","Sr","1443687",2016,"45","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&org_id=12399&stats_player_seq=1443687",12399,"Gwynedd Mercy","/team/12399/12360",21062,"CSAC",3,12360
"Forktus, Justin","So","1658182",2016,"1","2B","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&org_id=12399&stats_player_seq=1658182",12399,"Gwynedd Mercy","/team/12399/12360",21062,"CSAC",3,12360
"Gray, Brandon","N/A","1783583",2016,"10","PR","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&org_id=12399&stats_player_seq=1783583",12399,"Gwynedd Mercy","/team/12399/12360",21062,"CSAC",3,12360
"Heimbach, Austin","Jr","1443441",2016,"35","DH","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&org_id=12399&stats_player_seq=1443441",12399,"Gwynedd Mercy","/team/12399/12360",21062,"CSAC",3,12360
"Hens, Christopher","Sr","1443442",2016,"26","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&org_id=12399&stats_player_seq=1443442",12399,"Gwynedd Mercy","/team/12399/12360",21062,"CSAC",3,12360
"Hill, Andrew","Sr","1443445",2016,"9","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&org_id=12399&stats_player_seq=1443445",12399,"Gwynedd Mercy","/team/12399/12360",21062,"CSAC",3,12360
"Humski, Brad","So","1658179",2016,"22","DH","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&org_id=12399&stats_player_seq=1658179",12399,"Gwynedd Mercy","/team/12399/12360",21062,"CSAC",3,12360
"Joyce, Nick","Fr","1775285",2016,"13","1B","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&org_id=12399&stats_player_seq=1775285",12399,"Gwynedd Mercy","/team/12399/12360",21062,"CSAC",3,12360
"Kozlowski, Brett","So","1658176",2016,"2","SS","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&org_id=12399&stats_player_seq=1658176",12399,"Gwynedd Mercy","/team/12399/12360",21062,"CSAC",3,12360
"Lescanec, Austin","N/A","1783117",2016,"36","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&org_id=12399&stats_player_seq=1783117",12399,"Gwynedd Mercy","/team/12399/12360",21062,"CSAC",3,12360
"Lopez, Josh","Fr","1775302",2016,"21","C","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&org_id=12399&stats_player_seq=1775302",12399,"Gwynedd Mercy","/team/12399/12360",21062,"CSAC",3,12360
"McCarney, Matt","So","1666886",2016,"37","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&org_id=12399&stats_player_seq=1666886",12399,"Gwynedd Mercy","/team/12399/12360",21062,"CSAC",3,12360
"Miller, Evan","N/A","1781541",2016,"37","PH","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&org_id=12399&stats_player_seq=1781541",12399,"Gwynedd Mercy","/team/12399/12360",21062,"CSAC",3,12360
"Mulvey, Jason","So","1658175",2016,"16","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&org_id=12399&stats_player_seq=1658175",12399,"Gwynedd Mercy","/team/12399/12360",21062,"CSAC",3,12360
"Mulvey, Nick","Fr","1775290",2016,"17","3B","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&org_id=12399&stats_player_seq=1775290",12399,"Gwynedd Mercy","/team/12399/12360",21062,"CSAC",3,12360
"Nardini, Tommy","Fr","1775298",2016,"23","C","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&org_id=12399&stats_player_seq=1775298",12399,"Gwynedd Mercy","/team/12399/12360",21062,"CSAC",3,12360
"Pisani, Jimmy","Fr","1775284",2016,"44","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&org_id=12399&stats_player_seq=1775284",12399,"Gwynedd Mercy","/team/12399/12360",21062,"CSAC",3,12360
"Ryder, Pat","Fr","1775293",2016,"32","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&org_id=12399&stats_player_seq=1775293",12399,"Gwynedd Mercy","/team/12399/12360",21062,"CSAC",3,12360
"Sciarretta, Sachael","Fr","1775295",2016,"12","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&org_id=12399&stats_player_seq=1775295",12399,"Gwynedd Mercy","/team/12399/12360",21062,"CSAC",3,12360
