"player_name","class","player_id","season","number","position","player_url","team_id","team_name","team_url","conference_id","conference","division","year","season_id"
"Backs, Riley","Sr","2133626",2023,"34","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16340&org_id=1400&stats_player_seq=2133626",1400,"Texas Lutheran","/team/1400/16340",835,"SCAC",3,2023,16340
"Beard, Brendan","Jr","2360582",2023,"40","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16340&org_id=1400&stats_player_seq=2360582",1400,"Texas Lutheran","/team/1400/16340",835,"SCAC",3,2023,16340
"Bonnell, Asher","Jr","2335507",2023,"13","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16340&org_id=1400&stats_player_seq=2335507",1400,"Texas Lutheran","/team/1400/16340",835,"SCAC",3,2023,16340
"Bourgeois, Chase","Fr","2828339",2023,"3","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16340&org_id=1400&stats_player_seq=2828339",1400,"Texas Lutheran","/team/1400/16340",835,"SCAC",3,2023,16340
"Briscoe, AJ","Sr","2335523",2023,"38","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16340&org_id=1400&stats_player_seq=2335523",1400,"Texas Lutheran","/team/1400/16340",835,"SCAC",3,2023,16340
"Burch, Joe","Sr","2133611",2023,"31","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16340&org_id=1400&stats_player_seq=2133611",1400,"Texas Lutheran","/team/1400/16340",835,"SCAC",3,2023,16340
"Burnett, Drew","Fr","2801110",2023,"45","1B","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16340&org_id=1400&stats_player_seq=2801110",1400,"Texas Lutheran","/team/1400/16340",835,"SCAC",3,2023,16340
"Cappadona, Blake","Sr","2133629",2023,"2","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16340&org_id=1400&stats_player_seq=2133629",1400,"Texas Lutheran","/team/1400/16340",835,"SCAC",3,2023,16340
"Carrillo, RJ","So","2650828",2023,"1","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16340&org_id=1400&stats_player_seq=2650828",1400,"Texas Lutheran","/team/1400/16340",835,"SCAC",3,2023,16340
"Dahl, Payton","Sr","2650845",2023,"14","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16340&org_id=1400&stats_player_seq=2650845",1400,"Texas Lutheran","/team/1400/16340",835,"SCAC",3,2023,16340
"De Luna, Joseph","Sr","2650834",2023,"21","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16340&org_id=1400&stats_player_seq=2650834",1400,"Texas Lutheran","/team/1400/16340",835,"SCAC",3,2023,16340
"Draehn, Carson","Jr","2497047",2023,"8","UT","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16340&org_id=1400&stats_player_seq=2497047",1400,"Texas Lutheran","/team/1400/16340",835,"SCAC",3,2023,16340
"Garcia, Niko","So","2650855",2023,"6","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16340&org_id=1400&stats_player_seq=2650855",1400,"Texas Lutheran","/team/1400/16340",835,"SCAC",3,2023,16340
"Garza Jr., Johnny","Jr","2801111",2023,"4","UT","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16340&org_id=1400&stats_player_seq=2801111",1400,"Texas Lutheran","/team/1400/16340",835,"SCAC",3,2023,16340
"Gates, Kyle","Jr","2801088",2023,"9","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16340&org_id=1400&stats_player_seq=2801088",1400,"Texas Lutheran","/team/1400/16340",835,"SCAC",3,2023,16340
"Goudeau, Mason","Fr","2833390",2023,"10","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16340&org_id=1400&stats_player_seq=2833390",1400,"Texas Lutheran","/team/1400/16340",835,"SCAC",3,2023,16340
"Greene, Chance","Jr","2650857",2023,"36","C","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16340&org_id=1400&stats_player_seq=2650857",1400,"Texas Lutheran","/team/1400/16340",835,"SCAC",3,2023,16340
"Hampton, Jonathan","Jr","2527513",2023,"43","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16340&org_id=1400&stats_player_seq=2527513",1400,"Texas Lutheran","/team/1400/16340",835,"SCAC",3,2023,16340
"Helpenstill, Garrett","Fr","2801089",2023,"18","C","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16340&org_id=1400&stats_player_seq=2801089",1400,"Texas Lutheran","/team/1400/16340",835,"SCAC",3,2023,16340
"Hendershot, Kai","Jr","2650830",2023,"30","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16340&org_id=1400&stats_player_seq=2650830",1400,"Texas Lutheran","/team/1400/16340",835,"SCAC",3,2023,16340
"Huerta, Randy","Sr","2497045",2023,"17","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16340&org_id=1400&stats_player_seq=2497045",1400,"Texas Lutheran","/team/1400/16340",835,"SCAC",3,2023,16340
"Kellum, Noah","Jr","2359684",2023,"11","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16340&org_id=1400&stats_player_seq=2359684",1400,"Texas Lutheran","/team/1400/16340",835,"SCAC",3,2023,16340
"Kesselring, Hayden","Sr","2650829",2023,"22","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16340&org_id=1400&stats_player_seq=2650829",1400,"Texas Lutheran","/team/1400/16340",835,"SCAC",3,2023,16340
"Kinkade, Kolby","So","2691498",2023,"27","UT","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16340&org_id=1400&stats_player_seq=2691498",1400,"Texas Lutheran","/team/1400/16340",835,"SCAC",3,2023,16340
"Kreusler, Keene","So","2650837",2023,"35","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16340&org_id=1400&stats_player_seq=2650837",1400,"Texas Lutheran","/team/1400/16340",835,"SCAC",3,2023,16340
"Longshore, Zach","So","2650859",2023,"41","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16340&org_id=1400&stats_player_seq=2650859",1400,"Texas Lutheran","/team/1400/16340",835,"SCAC",3,2023,16340
"Martinez, Jake","So","2695958",2023,"23","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16340&org_id=1400&stats_player_seq=2695958",1400,"Texas Lutheran","/team/1400/16340",835,"SCAC",3,2023,16340
"McGowan, Triston","Fr","2828301",2023,"15","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16340&org_id=1400&stats_player_seq=2828301",1400,"Texas Lutheran","/team/1400/16340",835,"SCAC",3,2023,16340
"McInvale, Nolan","So","2695959",2023,"29","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16340&org_id=1400&stats_player_seq=2695959",1400,"Texas Lutheran","/team/1400/16340",835,"SCAC",3,2023,16340
"Novosad-Wagner, Coker","Sr",NA,2023,"39","C",NA,1400,"Texas Lutheran","/team/1400/16340",835,"SCAC",3,2023,16340
"Peavy, Adam","Fr","2801090",2023,"24","UT","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16340&org_id=1400&stats_player_seq=2801090",1400,"Texas Lutheran","/team/1400/16340",835,"SCAC",3,2023,16340
"Philippus, Holden","Sr","2497044",2023,"16","C","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16340&org_id=1400&stats_player_seq=2497044",1400,"Texas Lutheran","/team/1400/16340",835,"SCAC",3,2023,16340
"Post, Tyler","Jr","2335525",2023,"44","1B","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16340&org_id=1400&stats_player_seq=2335525",1400,"Texas Lutheran","/team/1400/16340",835,"SCAC",3,2023,16340
"Sanchez, Alec","Sr","2650854",2023,"20","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16340&org_id=1400&stats_player_seq=2650854",1400,"Texas Lutheran","/team/1400/16340",835,"SCAC",3,2023,16340
"Strzelczyk, Blade","Sr","2133650",2023,"5","UT","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16340&org_id=1400&stats_player_seq=2133650",1400,"Texas Lutheran","/team/1400/16340",835,"SCAC",3,2023,16340
"Taylor, JT","Jr","2335508",2023,"19","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16340&org_id=1400&stats_player_seq=2335508",1400,"Texas Lutheran","/team/1400/16340",835,"SCAC",3,2023,16340
"Tittle, Wade","Jr","2684952",2023,"25","C","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16340&org_id=1400&stats_player_seq=2684952",1400,"Texas Lutheran","/team/1400/16340",835,"SCAC",3,2023,16340
"Vasquez, Aric","Jr","2497049",2023,"7","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16340&org_id=1400&stats_player_seq=2497049",1400,"Texas Lutheran","/team/1400/16340",835,"SCAC",3,2023,16340
"Vinton, Diego","So","2650831",2023,"28","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16340&org_id=1400&stats_player_seq=2650831",1400,"Texas Lutheran","/team/1400/16340",835,"SCAC",3,2023,16340
