"name","class","player_id","season","number","position","player_url"
"Arroyo, S.","N/A",NA,2016,"12","P",NA
"Boone, D.","N/A",NA,2016,"1","SS",NA
"Calloway, Chance","N/A",NA,2016,"31","P",NA
"Carter, J.","N/A",NA,2016,"9","P",NA
"Cosby, J.","N/A",NA,2016,"20","DH",NA
"Davenport, H.","N/A",NA,2016,"34","C",NA
"Davis, B.","N/A",NA,2016,"15","3B",NA
"Dean, James","N/A",NA,2016,"28","P",NA
"Dewrell, Josh","N/A",NA,2016,"17","P",NA
"Eldridge, B.","N/A",NA,2016,"10","P",NA
"Folmar, J.","N/A",NA,2016,"14","RF",NA
"Goodwin, C.","N/A",NA,2016,"18","P",NA
"Grill, B.","N/A",NA,2016,"19","LF",NA
"Harris, K.","N/A",NA,2016,"24","1B",NA
"Johnson, Chase","N/A",NA,2016,"21","P",NA
"Kelley, D.","N/A",NA,2016,"11","2B/CF",NA
"Matherson, Trey","N/A",NA,2016,"33","PH/1B",NA
"Nason, R.","N/A",NA,2016,"26","P",NA
"Pooler, Brandon","So",NA,2016,"5","3B",NA
"Rush, C.","N/A",NA,2016,"4","PH/LF",NA
"Seibert, M.","N/A",NA,2016,"25","1B",NA
"Smith, S.","N/A",NA,2016,"8","CF",NA
"Suther, K.","N/A",NA,2016,"16","P",NA
"Tedford, M.","N/A",NA,2016,"2","PH/2B",NA
