"player_name","class","player_id","season","number","position","player_url","team_id","team_name","team_url","conference_id","conference","division","year","season_id"
"Aug, Max","So",NA,2024,"70","P",NA,790,"Winona St.","/team/790/16580",12853,"NSIC",2,2024,16580
"Beltrand, Mason","Fr","2955635",2024,"16","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=790&stats_player_seq=2955635",790,"Winona St.","/team/790/16580",12853,"NSIC",2,2024,16580
"Berreth, Alex","Jr","2955740",2024,"27","UT","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=790&stats_player_seq=2955740",790,"Winona St.","/team/790/16580",12853,"NSIC",2,2024,16580
"Beyer, Austin","Sr","2525210",2024,"3","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=790&stats_player_seq=2525210",790,"Winona St.","/team/790/16580",12853,"NSIC",2,2024,16580
"Beyer, Payton","So","2833275",2024,"11","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=790&stats_player_seq=2833275",790,"Winona St.","/team/790/16580",12853,"NSIC",2,2024,16580
"Campbell, Alec","So","2843063",2024,"19","C","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=790&stats_player_seq=2843063",790,"Winona St.","/team/790/16580",12853,"NSIC",2,2024,16580
"Flis, Tyler","Jr","2955638",2024,"17","C","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=790&stats_player_seq=2955638",790,"Winona St.","/team/790/16580",12853,"NSIC",2,2024,16580
"Frey, Mitch","Fr",NA,2024,"71","INF",NA,790,"Winona St.","/team/790/16580",12853,"NSIC",2,2024,16580
"Fuecker, Cole","Jr","2955771",2024,"35","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=790&stats_player_seq=2955771",790,"Winona St.","/team/790/16580",12853,"NSIC",2,2024,16580
"Funke, Jack","So","2955610",2024,"9","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=790&stats_player_seq=2955610",790,"Winona St.","/team/790/16580",12853,"NSIC",2,2024,16580
"Giedd, Theo","Jr","2955614",2024,"10","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=790&stats_player_seq=2955614",790,"Winona St.","/team/790/16580",12853,"NSIC",2,2024,16580
"Goelz, Brock","Jr","2955605",2024,"7","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=790&stats_player_seq=2955605",790,"Winona St.","/team/790/16580",12853,"NSIC",2,2024,16580
"Gritzmaker, Pierce","So","2833273",2024,"33","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=790&stats_player_seq=2833273",790,"Winona St.","/team/790/16580",12853,"NSIC",2,2024,16580
"Gullickson, Josh","Jr","2520375",2024,"2","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=790&stats_player_seq=2520375",790,"Winona St.","/team/790/16580",12853,"NSIC",2,2024,16580
"Guzzo, Anthony","So",NA,2024,"18","P",NA,790,"Winona St.","/team/790/16580",12853,"NSIC",2,2024,16580
"Harer, Dylan","Fr",NA,2024,"72","OF",NA,790,"Winona St.","/team/790/16580",12853,"NSIC",2,2024,16580
"Hawkins, Klayton","Jr",NA,2024,"73","OF",NA,790,"Winona St.","/team/790/16580",12853,"NSIC",2,2024,16580
"Hawksford, Joshua","Jr","2672073",2024,"1","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=790&stats_player_seq=2672073",790,"Winona St.","/team/790/16580",12853,"NSIC",2,2024,16580
"Hefel, Ben","So","2833278",2024,"15","C","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=790&stats_player_seq=2833278",790,"Winona St.","/team/790/16580",12853,"NSIC",2,2024,16580
"Hinrichsen, Kole","Sr","2955743",2024,"28","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=790&stats_player_seq=2955743",790,"Winona St.","/team/790/16580",12853,"NSIC",2,2024,16580
"Hoffman, Sawyer","Fr","2955752",2024,"31","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=790&stats_player_seq=2955752",790,"Winona St.","/team/790/16580",12853,"NSIC",2,2024,16580
"Klein, Spencer","Fr",NA,2024,"74","C",NA,790,"Winona St.","/team/790/16580",12853,"NSIC",2,2024,16580
"Kohnle, Payton","Fr",NA,2024,"75","INF",NA,790,"Winona St.","/team/790/16580",12853,"NSIC",2,2024,16580
"Kramer, Cameron","Sr","2955761",2024,"32","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=790&stats_player_seq=2955761",790,"Winona St.","/team/790/16580",12853,"NSIC",2,2024,16580
"Kreidermacher, Cole","Fr",NA,2024,"76","OF",NA,790,"Winona St.","/team/790/16580",12853,"NSIC",2,2024,16580
"LaPlante, Logan","Fr",NA,2024,"77","P",NA,790,"Winona St.","/team/790/16580",12853,"NSIC",2,2024,16580
"Larson, Jake","So",NA,2024,"46","P",NA,790,"Winona St.","/team/790/16580",12853,"NSIC",2,2024,16580
"LeTourneau, Logan","Jr","2955764",2024,"34","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=790&stats_player_seq=2955764",790,"Winona St.","/team/790/16580",12853,"NSIC",2,2024,16580
"Lee, Peyton","So","2833280",2024,"30","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=790&stats_player_seq=2833280",790,"Winona St.","/team/790/16580",12853,"NSIC",2,2024,16580
