"name","class","player_id","season","number","position","player_url","team_id","team_name","team_url","conference_id","conference","division","season_id"
"Abueva, Aidan","So","1637442",2016,"9","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&org_id=1124&stats_player_seq=1637442",1124,"Hendrix","/team/1124/12360",30169,"SAA",3,12360
"Barker, Taylor","Fr","1751040",2016,"22","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&org_id=1124&stats_player_seq=1751040",1124,"Hendrix","/team/1124/12360",30169,"SAA",3,12360
"Barry, John","Fr","1751036",2016,"11","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&org_id=1124&stats_player_seq=1751036",1124,"Hendrix","/team/1124/12360",30169,"SAA",3,12360
"Billings, Brooks","Fr","1666158",2016,"26","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&org_id=1124&stats_player_seq=1666158",1124,"Hendrix","/team/1124/12360",30169,"SAA",3,12360
"Bowers, Dylan","Fr","1751034",2016,"7","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&org_id=1124&stats_player_seq=1751034",1124,"Hendrix","/team/1124/12360",30169,"SAA",3,12360
"Brabson, Will","Fr","1751037",2016,"12","C","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&org_id=1124&stats_player_seq=1751037",1124,"Hendrix","/team/1124/12360",30169,"SAA",3,12360
"Commerford, Brian","Sr","1444214",2016,"31","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&org_id=1124&stats_player_seq=1444214",1124,"Hendrix","/team/1124/12360",30169,"SAA",3,12360
"Cooper, Tanner","Fr","1751041",2016,"24","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&org_id=1124&stats_player_seq=1751041",1124,"Hendrix","/team/1124/12360",30169,"SAA",3,12360
"Epstein, Brian","So","1637448",2016,"14","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&org_id=1124&stats_player_seq=1637448",1124,"Hendrix","/team/1124/12360",30169,"SAA",3,12360
"Faye, Harley","Jr","1641867",2016,"5","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&org_id=1124&stats_player_seq=1641867",1124,"Hendrix","/team/1124/12360",30169,"SAA",3,12360
"Helton, Baker","Jr","1525658",2016,"25","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&org_id=1124&stats_player_seq=1525658",1124,"Hendrix","/team/1124/12360",30169,"SAA",3,12360
"Hogan, Wyatt","Jr","1525661",2016,"30","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&org_id=1124&stats_player_seq=1525661",1124,"Hendrix","/team/1124/12360",30169,"SAA",3,12360
"Horton, Garrett","Fr",NA,2016,"35","C",NA,1124,"Hendrix","/team/1124/12360",30169,"SAA",3,12360
"Imbro, Daniel","Sr","1417711",2016,"16","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&org_id=1124&stats_player_seq=1417711",1124,"Hendrix","/team/1124/12360",30169,"SAA",3,12360
"Jones, Ellis","Fr","1751047",2016,"40","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&org_id=1124&stats_player_seq=1751047",1124,"Hendrix","/team/1124/12360",30169,"SAA",3,12360
"Judson, Drew","So","1637444",2016,"17","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&org_id=1124&stats_player_seq=1637444",1124,"Hendrix","/team/1124/12360",30169,"SAA",3,12360
"Leon, Jorge","Fr","1751033",2016,"6","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&org_id=1124&stats_player_seq=1751033",1124,"Hendrix","/team/1124/12360",30169,"SAA",3,12360
"Lillard, Matthew","So","1751042",2016,"28","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&org_id=1124&stats_player_seq=1751042",1124,"Hendrix","/team/1124/12360",30169,"SAA",3,12360
"Martell, Colin","So","1637450",2016,"27","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&org_id=1124&stats_player_seq=1637450",1124,"Hendrix","/team/1124/12360",30169,"SAA",3,12360
"Martin, James","Jr","1525655",2016,"4","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&org_id=1124&stats_player_seq=1525655",1124,"Hendrix","/team/1124/12360",30169,"SAA",3,12360
"McAuley, JR","So","1751044",2016,"33","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&org_id=1124&stats_player_seq=1751044",1124,"Hendrix","/team/1124/12360",30169,"SAA",3,12360
