"name","class","player_id","season","number","position","player_url"
"Bogart, Cody","N/A","1671783",2015,"33","PH","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=9680&stats_player_seq=1671783"
"Brown, Jordan","N/A","1672042",2015,"21","DH","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=9680&stats_player_seq=1672042"
"Bruehl, Hunter","N/A",NA,2015,"6","1B",NA
"Buchanan, Kyle","N/A",NA,2015,"8","RF",NA
"Cavender, Jake","N/A",NA,2015,"11","3B/1B",NA
"Cyr, Tyler","N/A",NA,2015,"2","P",NA
"Garcia, Joshua","N/A","1671772",2015,"4","2B","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=9680&stats_player_seq=1671772"
"Goodall, Liam","N/A","1671774",2015,"9","LF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=9680&stats_player_seq=1671774"
"Grotz, Zac","N/A",NA,2015,"18","P",NA
"Hughes, Dalton","N/A","1671779",2015,"19","C","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=9680&stats_player_seq=1671779"
"Jacobs, Matt","N/A","1671775",2015,"3","DH","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=9680&stats_player_seq=1671775"
"Malphurs, Logan","N/A","1672043",2015,"43","PR","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=9680&stats_player_seq=1672043"
"Maxon, Ryan","N/A","1672044",2015,"28","C","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=9680&stats_player_seq=1672044"
"Moreno, Tobias","N/A","1671770",2015,"23","CF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=9680&stats_player_seq=1671770"
"Nelson, Stetson","N/A",NA,2015,"40","P",NA
"Velasquez, Enderson","N/A","1671773",2015,"13","SS","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=9680&stats_player_seq=1671773"
"Wagner, Clayton","N/A",NA,2015,"12","P",NA
"Zirbes, Kyle","N/A","1671777",2015,"5","3B","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=9680&stats_player_seq=1671777"
