"player_name","class","player_id","season","number","position","player_url","team_id","team_name","team_url","conference_id","conference","division","year","season_id"
"Bonn, Nick","So","2797983",2024,"4","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=541&stats_player_seq=2797983",541,"Pepperdine","/team/541/16580",922,"WCC",1,2024,16580
"Boyer, Matthew","Sr","2310058",2024,"45","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=541&stats_player_seq=2310058",541,"Pepperdine","/team/541/16580",922,"WCC",1,2024,16580
"Bradshaw, Connor","Sr","2494041",2024,"21","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=541&stats_player_seq=2494041",541,"Pepperdine","/team/541/16580",922,"WCC",1,2024,16580
"Callis, John","Jr","2973409",2024,"33","p","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=541&stats_player_seq=2973409",541,"Pepperdine","/team/541/16580",922,"WCC",1,2024,16580
"Carey, Jack","Fr","2945466",2024,"43","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=541&stats_player_seq=2945466",541,"Pepperdine","/team/541/16580",922,"WCC",1,2024,16580
"Chonkich, Zach","Sr","2494042",2024,"3","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=541&stats_player_seq=2494042",541,"Pepperdine","/team/541/16580",922,"WCC",1,2024,16580
"Cole, Jordan","Fr","2945455",2024,"28","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=541&stats_player_seq=2945455",541,"Pepperdine","/team/541/16580",922,"WCC",1,2024,16580
"Conley, Cam","Jr","2655446",2024,"26","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=541&stats_player_seq=2655446",541,"Pepperdine","/team/541/16580",922,"WCC",1,2024,16580
"Croghan, Kam","Fr","2945467",2024,"55","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=541&stats_player_seq=2945467",541,"Pepperdine","/team/541/16580",922,"WCC",1,2024,16580
"Grossman, Jacob","Fr","2798000",2024,"38","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=541&stats_player_seq=2798000",541,"Pepperdine","/team/541/16580",922,"WCC",1,2024,16580
"Guentz, Braden","Fr","2945440",2024,"16","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=541&stats_player_seq=2945440",541,"Pepperdine","/team/541/16580",922,"WCC",1,2024,16580
"Hemmingsen, Corwin","Fr","2945457",2024,"31","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=541&stats_player_seq=2945457",541,"Pepperdine","/team/541/16580",922,"WCC",1,2024,16580
"Jansen, Hunter","Fr",NA,2024,"36","OF",NA,541,"Pepperdine","/team/541/16580",922,"WCC",1,2024,16580
"Lingley, Nolan","Sr","2494043",2024,"7","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=541&stats_player_seq=2494043",541,"Pepperdine","/team/541/16580",922,"WCC",1,2024,16580
"Liyeos, MJ","Fr","2945439",2024,"15","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=541&stats_player_seq=2945439",541,"Pepperdine","/team/541/16580",922,"WCC",1,2024,16580
"Llewellyn, Brandon","Sr","2494044",2024,"14","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=541&stats_player_seq=2494044",541,"Pepperdine","/team/541/16580",922,"WCC",1,2024,16580
"MacCallum, Dylan","Jr","2494045",2024,"23","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=541&stats_player_seq=2494045",541,"Pepperdine","/team/541/16580",922,"WCC",1,2024,16580
"Martin, Cooper","Fr",NA,2024,"29","INF",NA,541,"Pepperdine","/team/541/16580",922,"WCC",1,2024,16580
"Masino, Charles","Sr","2494046",2024,"32","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=541&stats_player_seq=2494046",541,"Pepperdine","/team/541/16580",922,"WCC",1,2024,16580
"Nichol, Wyatt","Fr","2945436",2024,"10","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=541&stats_player_seq=2945436",541,"Pepperdine","/team/541/16580",922,"WCC",1,2024,16580
"Nichols, Gunnar","So","2797994",2024,"51","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=541&stats_player_seq=2797994",541,"Pepperdine","/team/541/16580",922,"WCC",1,2024,16580
"Nunez, Julian","Jr","2945434",2024,"6","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=541&stats_player_seq=2945434",541,"Pepperdine","/team/541/16580",922,"WCC",1,2024,16580
"Pemberton, Luke","Jr","2494048",2024,"27","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=541&stats_player_seq=2494048",541,"Pepperdine","/team/541/16580",922,"WCC",1,2024,16580
"Queen, Matt","Fr","2945446",2024,"19","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=541&stats_player_seq=2945446",541,"Pepperdine","/team/541/16580",922,"WCC",1,2024,16580
"Rebrook, Jacob","Jr","2655445",2024,"20","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=541&stats_player_seq=2655445",541,"Pepperdine","/team/541/16580",922,"WCC",1,2024,16580
"Renck, Brady","Sr","2840691",2024,"12","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=541&stats_player_seq=2840691",541,"Pepperdine","/team/541/16580",922,"WCC",1,2024,16580
"Rubin, Justin","Jr","2662245",2024,"11","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=541&stats_player_seq=2662245",541,"Pepperdine","/team/541/16580",922,"WCC",1,2024,16580
"Savage, Andrew","Jr","2945465",2024,"35","C","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=541&stats_player_seq=2945465",541,"Pepperdine","/team/541/16580",922,"WCC",1,2024,16580
"Scavone, Tommy","So","2651107",2024,"24","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=541&stats_player_seq=2651107",541,"Pepperdine","/team/541/16580",922,"WCC",1,2024,16580
"Schwartz, Dylan","So","2494049",2024,"30","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=541&stats_player_seq=2494049",541,"Pepperdine","/team/541/16580",922,"WCC",1,2024,16580
"Sheehan, Cole","Jr","2655451",2024,"13","C","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=541&stats_player_seq=2655451",541,"Pepperdine","/team/541/16580",922,"WCC",1,2024,16580
"Stewart, Dylan","So","2797993",2024,"44","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=541&stats_player_seq=2797993",541,"Pepperdine","/team/541/16580",922,"WCC",1,2024,16580
"Troy, Adam","Fr","2797988",2024,"18","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=541&stats_player_seq=2797988",541,"Pepperdine","/team/541/16580",922,"WCC",1,2024,16580
"Upstill, Nick","Sr","2310336",2024,"1","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=541&stats_player_seq=2310336",541,"Pepperdine","/team/541/16580",922,"WCC",1,2024,16580
"Valentine, Collin","Fr","2945451",2024,"22","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=541&stats_player_seq=2945451",541,"Pepperdine","/team/541/16580",922,"WCC",1,2024,16580
"Vine, Beckett","So","2494051",2024,"17","C","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=541&stats_player_seq=2494051",541,"Pepperdine","/team/541/16580",922,"WCC",1,2024,16580
"Walczykowski , Devon","Jr","2655448",2024,"34","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=541&stats_player_seq=2655448",541,"Pepperdine","/team/541/16580",922,"WCC",1,2024,16580
"Walsh, Connor","Sr","2331986",2024,"5","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=541&stats_player_seq=2331986",541,"Pepperdine","/team/541/16580",922,"WCC",1,2024,16580
"Wipf, Cal","Fr",NA,2024,"25","INF",NA,541,"Pepperdine","/team/541/16580",922,"WCC",1,2024,16580
