"name","class","player_id","season","number","position","player_url","team_id","team_name","team_url","conference_id","conference","division","season_id"
"Anderson, Connor","Sr","1759011",2017,"27","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&org_id=8744&stats_player_seq=1759011",8744,"Southwestern Okla.","/team/8744/12560",30144,"GAC",2,12560
"Baxley, Joel","Sr","1759010",2017,"26","C","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&org_id=8744&stats_player_seq=1759010",8744,"Southwestern Okla.","/team/8744/12560",30144,"GAC",2,12560
"Berrones, Vincent","Sr","1759009",2017,"22","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&org_id=8744&stats_player_seq=1759009",8744,"Southwestern Okla.","/team/8744/12560",30144,"GAC",2,12560
"Branum, Kegan","So",NA,2017,"15","INF",NA,8744,"Southwestern Okla.","/team/8744/12560",30144,"GAC",2,12560
"Cable, D.","Fr","1884676",2017,"18","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&org_id=8744&stats_player_seq=1884676",8744,"Southwestern Okla.","/team/8744/12560",30144,"GAC",2,12560
"Cook, Gunnar","Sr","1759005",2017,"13","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&org_id=8744&stats_player_seq=1759005",8744,"Southwestern Okla.","/team/8744/12560",30144,"GAC",2,12560
"Dougherty, Quinton","Sr","1759012",2017,"34","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&org_id=8744&stats_player_seq=1759012",8744,"Southwestern Okla.","/team/8744/12560",30144,"GAC",2,12560
"Freeman, Justin","Sr","1759003",2017,"5","C","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&org_id=8744&stats_player_seq=1759003",8744,"Southwestern Okla.","/team/8744/12560",30144,"GAC",2,12560
"Gaunt, Garret","So","1881184",2017,"3","DH","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&org_id=8744&stats_player_seq=1881184",8744,"Southwestern Okla.","/team/8744/12560",30144,"GAC",2,12560
"Gooden, Blake","Sr","1759008",2017,"20","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&org_id=8744&stats_player_seq=1759008",8744,"Southwestern Okla.","/team/8744/12560",30144,"GAC",2,12560
"Graham, Chris","Jr","1537435",2017,"30","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&org_id=8744&stats_player_seq=1537435",8744,"Southwestern Okla.","/team/8744/12560",30144,"GAC",2,12560
"Linahan, Danny-David","So","1881191",2017,"8","RF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&org_id=8744&stats_player_seq=1881191",8744,"Southwestern Okla.","/team/8744/12560",30144,"GAC",2,12560
"Maddox, Peyton","So","1759002",2017,"14","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&org_id=8744&stats_player_seq=1759002",8744,"Southwestern Okla.","/team/8744/12560",30144,"GAC",2,12560
"Marches, Richard","Fr","1881185",2017,"15","RF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&org_id=8744&stats_player_seq=1881185",8744,"Southwestern Okla.","/team/8744/12560",30144,"GAC",2,12560
"Martin, S.","Jr","1884675",2017,"19","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&org_id=8744&stats_player_seq=1884675",8744,"Southwestern Okla.","/team/8744/12560",30144,"GAC",2,12560
"Moore, Lane","Sr","1759007",2017,"17","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&org_id=8744&stats_player_seq=1759007",8744,"Southwestern Okla.","/team/8744/12560",30144,"GAC",2,12560
"Moreno, Justin","Jr","1881193",2017,"25","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&org_id=8744&stats_player_seq=1881193",8744,"Southwestern Okla.","/team/8744/12560",30144,"GAC",2,12560
"Nichols, Jason","Jr","1881181",2017,"6","1B","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&org_id=8744&stats_player_seq=1881181",8744,"Southwestern Okla.","/team/8744/12560",30144,"GAC",2,12560
"O'Toole, Patrick","Sr","1759001",2017,"3","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&org_id=8744&stats_player_seq=1759001",8744,"Southwestern Okla.","/team/8744/12560",30144,"GAC",2,12560
"Otero, Rafael","Jr","1881180",2017,"29","LF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&org_id=8744&stats_player_seq=1881180",8744,"Southwestern Okla.","/team/8744/12560",30144,"GAC",2,12560
"Pagendarm, Stephen","Jr","1881972",2017,"4","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&org_id=8744&stats_player_seq=1881972",8744,"Southwestern Okla.","/team/8744/12560",30144,"GAC",2,12560
"Peitsmeyer, Brendan","Jr","1881186",2017,"16","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&org_id=8744&stats_player_seq=1881186",8744,"Southwestern Okla.","/team/8744/12560",30144,"GAC",2,12560
"Richardson, Daniel","Jr","1881178",2017,"11","3B","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&org_id=8744&stats_player_seq=1881178",8744,"Southwestern Okla.","/team/8744/12560",30144,"GAC",2,12560
"Ring, Devin","Sr","1759014",2017,"28","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&org_id=8744&stats_player_seq=1759014",8744,"Southwestern Okla.","/team/8744/12560",30144,"GAC",2,12560
"Rodriguez, Ruben","Jr","1881177",2017,"2","2B","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&org_id=8744&stats_player_seq=1881177",8744,"Southwestern Okla.","/team/8744/12560",30144,"GAC",2,12560
"Salmon, Jacob","Fr","1783313",2017,"15","DH","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&org_id=8744&stats_player_seq=1783313",8744,"Southwestern Okla.","/team/8744/12560",30144,"GAC",2,12560
"Sanchez, Rogelio","Jr","1881192",2017,"9","PH","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&org_id=8744&stats_player_seq=1881192",8744,"Southwestern Okla.","/team/8744/12560",30144,"GAC",2,12560
"Santos, Joshua","Sr","1759004",2017,"12","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&org_id=8744&stats_player_seq=1759004",8744,"Southwestern Okla.","/team/8744/12560",30144,"GAC",2,12560
"Schander, Justin","Jr","1884367",2017,"26","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&org_id=8744&stats_player_seq=1884367",8744,"Southwestern Okla.","/team/8744/12560",30144,"GAC",2,12560
"Smith, Jeremy","Sr","1759013",2017,"29","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&org_id=8744&stats_player_seq=1759013",8744,"Southwestern Okla.","/team/8744/12560",30144,"GAC",2,12560
"Wagner, Cole","Sr","1537457",2017,"16","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&org_id=8744&stats_player_seq=1537457",8744,"Southwestern Okla.","/team/8744/12560",30144,"GAC",2,12560
"Wisdom, Ted","Jr","1884366",2017,"23","1B","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&org_id=8744&stats_player_seq=1884366",8744,"Southwestern Okla.","/team/8744/12560",30144,"GAC",2,12560
