jersey,stats_player_seq,name,position,class_year,games_played,games_started,season,season_id,school,school_id
12,1200290,Steve Ambrosino,OF,So,0,0,2012,10942,Western New Eng.,775
22,1200285,Ryan Skelly,P,So,0,0,2012,10942,Western New Eng.,775
11,1201241,Taylor Searles,INF,So,0,0,2012,10942,Western New Eng.,775
40,1317477,Nick Salerno,P,Fr,0,0,2012,10942,Western New Eng.,775
21,1092001,Mike Rubino,INF,Jr,0,0,2012,10942,Western New Eng.,775
16,1091999,Jeff Richardson,P,Jr,0,0,2012,10942,Western New Eng.,775
17,1091998,Taylor Perun,OF,Jr,0,0,2012,10942,Western New Eng.,775
15,1200284,Brendan Nugent,P,So,0,0,2012,10942,Western New Eng.,775
8,1091996,Kyle Mckelvey,SS,Jr,0,0,2012,10942,Western New Eng.,775
1,1317468,Brian Mazella,P,Fr,0,0,2012,10942,Western New Eng.,775
27,1200287,Jeff Schult,INF,So,0,0,2012,10942,Western New Eng.,775
19,1091993,Kevin Jefferis,P,Jr,0,0,2012,10942,Western New Eng.,775
32,1317474,Jason Haddy,P,Fr,0,0,2012,10942,Western New Eng.,775
6,1091991,Casey Dadio,OF,Jr,0,0,2012,10942,Western New Eng.,775
5,1091988,Tim Clark,INF,Jr,0,0,2012,10942,Western New Eng.,775
25,1317472,Steve Buckley,1B,Fr,0,0,2012,10942,Western New Eng.,775
24,1317471,Trevor Breton,P,Fr,0,0,2012,10942,Western New Eng.,775
9,1091986,Tom Booth,C,Jr,0,0,2012,10942,Western New Eng.,775
10,1091983,Matt Anthonis,OF,Jr,0,0,2012,10942,Western New Eng.,775
13,1200283,Mike Lospinuso,P,Jr,0,0,2012,10942,Western New Eng.,775
8,1091996,Kyle Mckelvey,SS,Sr,46,46,2013,11320,Western New Eng.,775
28,1437785,Doug Milne,INF,Fr,9,0,2013,11320,Western New Eng.,775
15,1200284,Brendan Nugent,P,Jr,14,12,2013,11320,Western New Eng.,775
17,1091998,Taylor Perun,OF,Sr,45,45,2013,11320,Western New Eng.,775
36,1437789,Connor Hayes,INF,Fr,0,0,2013,11320,Western New Eng.,775
44,1437792,Bryan Previte,OF,Fr,1,0,2013,11320,Western New Eng.,775
11,1201241,Taylor Searles,INF,Jr,12,1,2013,11320,Western New Eng.,775
21,1092001,Mike Rubino,3B,Sr,47,47,2013,11320,Western New Eng.,775
40,1317477,Nick Salerno,P,So,16,3,2013,11320,Western New Eng.,775
27,1200287,Jeff Schult,OF,Jr,47,47,2013,11320,Western New Eng.,775
22,1200285,Ryan Skelly,P,Jr,8,0,2013,11320,Western New Eng.,775
29,1437786,T.J. Wyrebek,INF,Fr,25,11,2013,11320,Western New Eng.,775
1,1317468,Brian Mazella,P,So,4,0,2013,11320,Western New Eng.,775
16,1091999,Jeff Richardson,P,Sr,9,8,2013,11320,Western New Eng.,775
4,1437782,Kevin Marciano,INF,Fr,17,5,2013,11320,Western New Eng.,775
32,1317474,Jason Haddy,P,So,8,0,2013,11320,Western New Eng.,775
13,1200283,Mike Lospinuso,P,Sr,15,9,2013,11320,Western New Eng.,775
12,1200290,Steve Ambrosino,1B,Jr,46,45,2013,11320,Western New Eng.,775
10,1091983,Matt Anthonis,OF,Sr,34,34,2013,11320,Western New Eng.,775
9,1091986,Tom Booth,C,Sr,26,20,2013,11320,Western New Eng.,775
24,1317471,Trevor Breton,P,So,12,12,2013,11320,Western New Eng.,775
18,1440852,Tom Mahoney,P,Fr,12,3,2013,11320,Western New Eng.,775
14,1437783,Tim Budd,C,Fr,30,24,2013,11320,Western New Eng.,775
20,1437784,Matt Calzone,C,Fr,3,3,2013,11320,Western New Eng.,775
25,1317472,Steve Buckley,1B,So,44,44,2013,11320,Western New Eng.,775
5,1091988,Tim Clark,2B,Sr,46,46,2013,11320,Western New Eng.,775
6,1091991,Casey Dadio,OF,Sr,12,3,2013,11320,Western New Eng.,775
47,1437794,Matt Fedor,P,Fr,2,0,2013,11320,Western New Eng.,775
42,1437790,Scott Hubener,OF,Fr,3,0,2013,11320,Western New Eng.,775
19,1091993,Kevin Jefferis,P,Sr,17,0,2013,11320,Western New Eng.,775
3,1437781,Chris Casey,OF,Fr,18,2,2013,11320,Western New Eng.,775
48,1437795,David Cherry,P,Fr,11,0,2013,11320,Western New Eng.,775
25,1317472,Steve Buckley,1B,Jr,39,37,2014,11620,Western New Eng.,775
12,1200290,Steve Ambrosino,1B,Sr,39,39,2014,11620,Western New Eng.,775
5,1537409,Matt Anziano,C,Jr,37,37,2014,11620,Western New Eng.,775
30,1537410,Jacques Boilard,P,Fr,1,0,2014,11620,Western New Eng.,775
37,1537411,Sean Brennan,C,Fr,1,0,2014,11620,Western New Eng.,775
24,1317471,Trevor Breton,P,Jr,9,9,2014,11620,Western New Eng.,775
20,1437784,Matt Calzone,C,So,9,5,2014,11620,Western New Eng.,775
