"player_name","class","player_id","season","number","position","player_url","team_id","team_name","team_url","conference_id","conference","division","year","season_id"
"Beverlin, Cole","Sr","2472432",2024,"10","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=769&stats_player_seq=2472432",769,"Western Caro.","/team/769/16580",912,"SoCon",1,2024,16580
"Budd, Davis","Fr",NA,2024,"47","P",NA,769,"Western Caro.","/team/769/16580",912,"SoCon",1,2024,16580
"Cox, Clay","Sr","2804698",2024,"8","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=769&stats_player_seq=2804698",769,"Western Caro.","/team/769/16580",912,"SoCon",1,2024,16580
"Drye, Maret","Jr",NA,2024,"33","P",NA,769,"Western Caro.","/team/769/16580",912,"SoCon",1,2024,16580
"Friese, Hayden","So","2804714",2024,"35","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=769&stats_player_seq=2804714",769,"Western Caro.","/team/769/16580",912,"SoCon",1,2024,16580
"Fuller, Kaden","Fr",NA,2024,"42","P",NA,769,"Western Caro.","/team/769/16580",912,"SoCon",1,2024,16580
"Guinther, Griffin","Fr",NA,2024,"40","P",NA,769,"Western Caro.","/team/769/16580",912,"SoCon",1,2024,16580
"Hamblen, Spenser","Jr","2966357",2024,"18","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=769&stats_player_seq=2966357",769,"Western Caro.","/team/769/16580",912,"SoCon",1,2024,16580
"Harbison, Kyle","Sr","2804712",2024,"19","C","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=769&stats_player_seq=2804712",769,"Western Caro.","/team/769/16580",912,"SoCon",1,2024,16580
"Hensley, Tafton","Jr","2805157",2024,"27","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=769&stats_player_seq=2805157",769,"Western Caro.","/team/769/16580",912,"SoCon",1,2024,16580
"Hinson, James","Sr","2680058",2024,"15","1B","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=769&stats_player_seq=2680058",769,"Western Caro.","/team/769/16580",912,"SoCon",1,2024,16580
"Holton, Mason","Jr","2966355",2024,"4","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=769&stats_player_seq=2966355",769,"Western Caro.","/team/769/16580",912,"SoCon",1,2024,16580
"Huntsberger, Shane","Fr",NA,2024,"6","P",NA,769,"Western Caro.","/team/769/16580",912,"SoCon",1,2024,16580
"Ingle, Coby","Jr","2473260",2024,"12","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=769&stats_player_seq=2473260",769,"Western Caro.","/team/769/16580",912,"SoCon",1,2024,16580
"Jones, Cole","Sr","2804724",2024,"7","UT","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=769&stats_player_seq=2804724",769,"Western Caro.","/team/769/16580",912,"SoCon",1,2024,16580
"Ketterman, Zach","Sr","2472414",2024,"14","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=769&stats_player_seq=2472414",769,"Western Caro.","/team/769/16580",912,"SoCon",1,2024,16580
"Lowder, Carson","Sr","2347340",2024,"20","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=769&stats_player_seq=2347340",769,"Western Caro.","/team/769/16580",912,"SoCon",1,2024,16580
"McGonigal, Paddy","Jr","2680057",2024,"17","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=769&stats_player_seq=2680057",769,"Western Caro.","/team/769/16580",912,"SoCon",1,2024,16580
"Mortenson, Gavin","Sr","2472424",2024,"11","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=769&stats_player_seq=2472424",769,"Western Caro.","/team/769/16580",912,"SoCon",1,2024,16580
"Mowery, Landon","Fr","2966354",2024,"3","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=769&stats_player_seq=2966354",769,"Western Caro.","/team/769/16580",912,"SoCon",1,2024,16580
"Murray, Cameron","Jr","2680079",2024,"16","C","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=769&stats_player_seq=2680079",769,"Western Caro.","/team/769/16580",912,"SoCon",1,2024,16580
"Needham, Drew","Sr","2472429",2024,"34","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=769&stats_player_seq=2472429",769,"Western Caro.","/team/769/16580",912,"SoCon",1,2024,16580
"Ossiander, Josh","Fr","2966365",2024,"44","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=769&stats_player_seq=2966365",769,"Western Caro.","/team/769/16580",912,"SoCon",1,2024,16580
"Pickell, Cannon","Jr","2966358",2024,"25","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=769&stats_player_seq=2966358",769,"Western Caro.","/team/769/16580",912,"SoCon",1,2024,16580
"Quarless, Noah","Fr",NA,2024,"50","C",NA,769,"Western Caro.","/team/769/16580",912,"SoCon",1,2024,16580
"Quincy, Adam","So","2804715",2024,"46","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=769&stats_player_seq=2804715",769,"Western Caro.","/team/769/16580",912,"SoCon",1,2024,16580
"Raleigh, Brody","Fr","2966364",2024,"43","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=769&stats_player_seq=2966364",769,"Western Caro.","/team/769/16580",912,"SoCon",1,2024,16580
"Reid, Jackson","Sr","2328127",2024,"39","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=769&stats_player_seq=2328127",769,"Western Caro.","/team/769/16580",912,"SoCon",1,2024,16580
"Revis, Dusty","So","2658462",2024,"36","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=769&stats_player_seq=2658462",769,"Western Caro.","/team/769/16580",912,"SoCon",1,2024,16580
"Riesselmann, Kyle","Sr","2336284",2024,"9","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=769&stats_player_seq=2336284",769,"Western Caro.","/team/769/16580",912,"SoCon",1,2024,16580
"Sikes, Yates","Fr",NA,2024,"2","OF",NA,769,"Western Caro.","/team/769/16580",912,"SoCon",1,2024,16580
"Smith, Elijah","Fr","2966352",2024,"1","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=769&stats_player_seq=2966352",769,"Western Caro.","/team/769/16580",912,"SoCon",1,2024,16580
"Spyke, Jack","Jr","2666556",2024,"29","C","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=769&stats_player_seq=2666556",769,"Western Caro.","/team/769/16580",912,"SoCon",1,2024,16580
"Stanley, Wyatt","Fr",NA,2024,"38","INF",NA,769,"Western Caro.","/team/769/16580",912,"SoCon",1,2024,16580
"Stocum, Nate","Sr","2472426",2024,"26","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=769&stats_player_seq=2472426",769,"Western Caro.","/team/769/16580",912,"SoCon",1,2024,16580
"Tabola, Bowen","Fr",NA,2024,"30","C",NA,769,"Western Caro.","/team/769/16580",912,"SoCon",1,2024,16580
"Todd, Jonathan","Sr","2804721",2024,"21","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=769&stats_player_seq=2804721",769,"Western Caro.","/team/769/16580",912,"SoCon",1,2024,16580
"Turner, Trent","Jr","2966356",2024,"5","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=769&stats_player_seq=2966356",769,"Western Caro.","/team/769/16580",912,"SoCon",1,2024,16580
"Visconti, Dante","Sr","2308048",2024,"22","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=769&stats_player_seq=2308048",769,"Western Caro.","/team/769/16580",912,"SoCon",1,2024,16580
"Wheeler, Dylan","Jr","2347323",2024,"28","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=769&stats_player_seq=2347323",769,"Western Caro.","/team/769/16580",912,"SoCon",1,2024,16580
"White, Ryan","So","2804716",2024,"32","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=769&stats_player_seq=2804716",769,"Western Caro.","/team/769/16580",912,"SoCon",1,2024,16580
