"name","class","player_id","season","number","position","player_url"
"Badder, Caleb","N/A","1439625",2013,"41","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30146&stats_player_seq=1439625"
"Belk, Joel","Fr","1439585",2013,"9","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30146&stats_player_seq=1439585"
"Bennett, Cam","Fr","1439578",2013,"2","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30146&stats_player_seq=1439578"
"Biagini, Domenic","Jr","1439599",2013,"14","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30146&stats_player_seq=1439599"
"Blancon, Julien","Fr","1439600",2013,"16","C","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30146&stats_player_seq=1439600"
"Bradley, Royal","Fr","1439624",2013,"43","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30146&stats_player_seq=1439624"
"Brown, Richie","Sr","1439579",2013,"3","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30146&stats_player_seq=1439579"
"Brown, Hunter","Jr","1439586",2013,"10","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30146&stats_player_seq=1439586"
"Cage, Jacob","Jr","1439587",2013,"11","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30146&stats_player_seq=1439587"
"Calderaro, Nico","Jr",NA,2013,"34","P",NA
"Carrillo, Andrew","Fr","1648309",2013,"1","SS","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30146&stats_player_seq=1648309"
"Casey, Brendan","Sr","1439602",2013,"19","C","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30146&stats_player_seq=1439602"
"Daris, Joseph","Jr","1439614",2013,"25","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30146&stats_player_seq=1439614"
"DeMarcus, Zach","Fr","1439615",2013,"26","SS","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30146&stats_player_seq=1439615"
"Dergazarian, Mitch","Fr","1439620",2013,"31","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30146&stats_player_seq=1439620"
"Finnigan, Michael","Sr","1439619",2013,"30","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30146&stats_player_seq=1439619"
"Friederich, Casey","Jr","1439623",2013,"38","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30146&stats_player_seq=1439623"
"Garispe, Daniel","Fr","1439612",2013,"23","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30146&stats_player_seq=1439612"
"Gonzales, Danny","Jr","1439611",2013,"22","3B","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30146&stats_player_seq=1439611"
"Hedges, Zachary","So","1439601",2013,"18","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30146&stats_player_seq=1439601"
"Henley, Ryan","Sr","1439582",2013,"6","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30146&stats_player_seq=1439582"
"Huthsing, Joe","Fr","1439588",2013,"12","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30146&stats_player_seq=1439588"
"Kimmel, Matt","Jr","1439583",2013,"7","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30146&stats_player_seq=1439583"
"Martin, Daniel","Fr","1439581",2013,"5","SS","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30146&stats_player_seq=1439581"
"Namanny, Nate","Fr","1439621",2013,"33","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30146&stats_player_seq=1439621"
"Pine, Kyle","Jr","1439616",2013,"29","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30146&stats_player_seq=1439616"
"Plowman, Jason","Sr","1439613",2013,"24","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30146&stats_player_seq=1439613"
"Putjenter, Tyler","Sr","1439580",2013,"4","2B","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30146&stats_player_seq=1439580"
"Sanderson, Dusty","So","1439584",2013,"8","2B","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30146&stats_player_seq=1439584"
"Snider, Matt","Fr","1439603",2013,"20","C","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30146&stats_player_seq=1439603"
"Winkler, Matt","Sr","1439604",2013,"21","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30146&stats_player_seq=1439604"
