"player_name","class","player_id","season","number","position","player_url","team_id","team_name","team_url","conference_id","conference","division","year","season_id"
"Amos, Bryce","So","2813320",2024,"36","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=768&stats_player_seq=2813320",768,"West Virginia","/team/768/16580",25354,"Big 12",1,2024,16580
"Barnett, Spencer","Fr","2941827",2024,"18","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=768&stats_player_seq=2941827",768,"West Virginia","/team/768/16580",25354,"Big 12",1,2024,16580
"Barone, Nick","So","2813340",2024,"26","1B","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=768&stats_player_seq=2813340",768,"West Virginia","/team/768/16580",25354,"Big 12",1,2024,16580
"Beam, Tommy","Jr","2673154",2024,"42","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=768&stats_player_seq=2673154",768,"West Virginia","/team/768/16580",25354,"Big 12",1,2024,16580
"Callaway, Andrew","Fr",NA,2024,"3","P",NA,768,"West Virginia","/team/768/16580",25354,"Big 12",1,2024,16580
"Chumley, Reed","Sr","2661014",2024,"13","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=768&stats_player_seq=2661014",768,"West Virginia","/team/768/16580",25354,"Big 12",1,2024,16580
"Clark, Derek","Sr","2501565",2024,"2","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=768&stats_player_seq=2501565",768,"West Virginia","/team/768/16580",25354,"Big 12",1,2024,16580
"Cooper, Hayden","Sr","2803169",2024,"54","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=768&stats_player_seq=2803169",768,"West Virginia","/team/768/16580",25354,"Big 12",1,2024,16580
"Cox, Tyler","Jr","2673161",2024,"25","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=768&stats_player_seq=2673161",768,"West Virginia","/team/768/16580",25354,"Big 12",1,2024,16580
"Dalton, Brody","Fr",NA,2024,"8","C",NA,768,"West Virginia","/team/768/16580",25354,"Big 12",1,2024,16580
"Estridge, Carson","So","2813341",2024,"40","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=768&stats_player_seq=2813341",768,"West Virginia","/team/768/16580",25354,"Big 12",1,2024,16580
"Fehrman, Cole","So","2813342",2024,"21","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=768&stats_player_seq=2813342",768,"West Virginia","/team/768/16580",25354,"Big 12",1,2024,16580
"Fredericks, Jospeh","Fr","2942285",2024,"17","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=768&stats_player_seq=2942285",768,"West Virginia","/team/768/16580",25354,"Big 12",1,2024,16580
"Garcia, Ellis","So","2813321",2024,"23","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=768&stats_player_seq=2813321",768,"West Virginia","/team/768/16580",25354,"Big 12",1,2024,16580
"Glasscock, JJ","Fr",NA,2024,"1","P",NA,768,"West Virginia","/team/768/16580",25354,"Big 12",1,2024,16580
"Guzman, Armani","Fr","2942298",2024,"5","UT","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=768&stats_player_seq=2942298",768,"West Virginia","/team/768/16580",25354,"Big 12",1,2024,16580
"Hagaman, David","Jr","2673169",2024,"16","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=768&stats_player_seq=2673169",768,"West Virginia","/team/768/16580",25354,"Big 12",1,2024,16580
"Hussey, Grant","Jr","2673191",2024,"9","1B","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=768&stats_player_seq=2673191",768,"West Virginia","/team/768/16580",25354,"Big 12",1,2024,16580
"Jamison, Aaron","Fr","2942303",2024,"4","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=768&stats_player_seq=2942303",768,"West Virginia","/team/768/16580",25354,"Big 12",1,2024,16580
"King, Skylar","So","2813344",2024,"6","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=768&stats_player_seq=2813344",768,"West Virginia","/team/768/16580",25354,"Big 12",1,2024,16580
"Konopiots, Tony","Fr",NA,2024,"7","INF",NA,768,"West Virginia","/team/768/16580",25354,"Big 12",1,2024,16580
