"name","class","player_id","season","number","position","player_url"
"Abillar, Gerald","Fr","1669183",2015,"2","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=30165&stats_player_seq=1669183"
"Ashton, Jamie","Fr","1669010",2015,"16","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=30165&stats_player_seq=1669010"
"Baez, Jeremy","So","1558154",2015,"17","2B","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=30165&stats_player_seq=1558154"
"Barton, Jesse","Fr","1557753",2015,"1","SS","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=30165&stats_player_seq=1557753"
"Bigelow, Travis","Fr","1558471",2015,"32","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=30165&stats_player_seq=1558471"
"Bondinello, Vinny","Fr","1669007",2015,"8","C","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=30165&stats_player_seq=1669007"
"Bratton, Khalil","Jr","1447156",2015,"11","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=30165&stats_player_seq=1447156"
"Castro, Wesly","So","1557756",2015,"30","1B","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=30165&stats_player_seq=1557756"
"Clemente, Bobby","Fr","1669002",2015,"21","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=30165&stats_player_seq=1669002"
"Coant, Dan","N/A","1669814",2015,"41","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=30165&stats_player_seq=1669814"
"Cruz, Christian","N/A","1668999",2015,"33","CF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=30165&stats_player_seq=1668999"
"Delberti, Dom","Sr","1449387",2015,"34","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=30165&stats_player_seq=1449387"
"Demarais, Nicolas","Fr","1558153",2015,"20","1B","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=30165&stats_player_seq=1558153"
"Demarco, Dalton","So","1669001",2015,"44","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=30165&stats_player_seq=1669001"
"Dobies, Greg","So","1447036",2015,"9","SS","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=30165&stats_player_seq=1447036"
"Douglas, Seth","So","1669005",2015,"27","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=30165&stats_player_seq=1669005"
"Flores, Chayan","Fr","1558155",2015,"24","C","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=30165&stats_player_seq=1558155"
"Garcia, Casey","Fr","1669013",2015,"29","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=30165&stats_player_seq=1669013"
"Hall, Matt","Fr","1557754",2015,"12","2B","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=30165&stats_player_seq=1557754"
"Harkin, Derek","Fr","1557958",2015,"15","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=30165&stats_player_seq=1557958"
"Hill, Kevin","N/A","1671362",2015,"7","RF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=30165&stats_player_seq=1671362"
"Jones, Chris","Sr","1445130",2015,"4","2B","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=30165&stats_player_seq=1445130"
"Krotje, Andrew","Fr","1559870",2015,"35","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=30165&stats_player_seq=1559870"
"Lawrence, Zach","Fr","1557757",2015,"13","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=30165&stats_player_seq=1557757"
