"name","class","player_id","season","number","position","player_url"
"Cassar, Kevin","N/A","1557890",2014,"28","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&org_id=30160&stats_player_seq=1557890"
"Cornell, Seth","N/A","1556358",2014,"16","DH","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&org_id=30160&stats_player_seq=1556358"
"Flemington, Kyle","N/A","1556367",2014,"24","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&org_id=30160&stats_player_seq=1556367"
"Gilligan, J.","N/A","1556439",2014,"20","1B","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&org_id=30160&stats_player_seq=1556439"
"Gowing, Alexander","N/A","1556366",2014,"19","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&org_id=30160&stats_player_seq=1556366"
"Hodge, Bryan","N/A","1556364",2014,"12","C","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&org_id=30160&stats_player_seq=1556364"
"Hoffman, Tanner","N/A","1559682",2014,"35","PR","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&org_id=30160&stats_player_seq=1559682"
"Kerr, Michael","N/A","1556360",2014,"7","RF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&org_id=30160&stats_player_seq=1556360"
"Kirkpatrick, Garret","N/A","1556438",2014,"22","C","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&org_id=30160&stats_player_seq=1556438"
"Knapp, Michael","N/A","1556359",2014,"17","SS","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&org_id=30160&stats_player_seq=1556359"
"Knowlton, Jared","N/A","1557889",2014,"9","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&org_id=30160&stats_player_seq=1557889"
"Langdon, Benjamin","N/A","1557233",2014,"21","1B","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&org_id=30160&stats_player_seq=1557233"
"Leathersich, Tim","N/A","1556475",2014,"18","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&org_id=30160&stats_player_seq=1556475"
"McKay, Christopher","N/A","1556365",2014,"36","CF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&org_id=30160&stats_player_seq=1556365"
"Monthie, Ned","N/A","1557234",2014,"5","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&org_id=30160&stats_player_seq=1557234"
"Muise, C.","N/A","1556477",2014,"32","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&org_id=30160&stats_player_seq=1556477"
"Omdal, Jens","N/A","1556474",2014,"13","LF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&org_id=30160&stats_player_seq=1556474"
"Parsons, Patrick","N/A","1556363",2014,"15","1B","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&org_id=30160&stats_player_seq=1556363"
"Rapan, Brett","N/A","1556361",2014,"8","LF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&org_id=30160&stats_player_seq=1556361"
"Schmidt, Robert","N/A","1559797",2014,"14","2B","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&org_id=30160&stats_player_seq=1559797"
"Sukhdeo, Enrico","N/A","1556357",2014,"6","2B","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&org_id=30160&stats_player_seq=1556357"
"Unverdorben,","N/A","1556437",2014,"4","3B","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&org_id=30160&stats_player_seq=1556437"
"Walker, Tommy","N/A","1556362",2014,"38","3B","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&org_id=30160&stats_player_seq=1556362"
