"name","class","player_id","season","number","position","player_url"
"Bahlinger, Christian","Sr","1558948",2017,"23","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&org_id=30191&stats_player_seq=1558948"
"Barrios, Austin","So","1754307",2017,"31","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&org_id=30191&stats_player_seq=1754307"
"Bolton, Ben","Fr","1870364",2017,"26","DH","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&org_id=30191&stats_player_seq=1870364"
"Brannan, Jacob","Fr","1867424",2017,"5","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&org_id=30191&stats_player_seq=1867424"
"Bretz, Sean","Fr","1867432",2017,"25","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&org_id=30191&stats_player_seq=1867432"
"Breymier, Ben","Sr","1754302",2017,"21","1B","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&org_id=30191&stats_player_seq=1754302"
"Chiasson, Nicholas","So","1754299",2017,"17","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&org_id=30191&stats_player_seq=1754299"
"Collier, Justin","Fr","1867431",2017,"24","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&org_id=30191&stats_player_seq=1867431"
"Crimmins, Gavin","So","1754306",2017,"30","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&org_id=30191&stats_player_seq=1754306"
"DArmond, Hunter","So","1644504",2017,"15","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&org_id=30191&stats_player_seq=1644504"
"Donoghue, Brandon","Jr","1754296",2017,"10","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&org_id=30191&stats_player_seq=1754296"
"Druhan, Michael","Sr","1754294",2017,"8","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&org_id=30191&stats_player_seq=1754294"
"Fell, A.J.","Fr","1882066",2017,"35","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&org_id=30191&stats_player_seq=1882066"
"Fluellen, Ulysses","Sr","1754308",2017,"34","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&org_id=30191&stats_player_seq=1754308"
"Fontenelle, Jordan","Sr","1644503",2017,"3","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&org_id=30191&stats_player_seq=1644503"
"Fontenot, Brennan","So","1754298",2017,"16","C","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&org_id=30191&stats_player_seq=1754298"
"Harigel, Brandon","Sr","1867426",2017,"12","3B","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&org_id=30191&stats_player_seq=1867426"
"Harrison, Conner","Jr","1644510",2017,"6","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&org_id=30191&stats_player_seq=1644510"
"Jacques, Austyn","Sr","1543669",2017,"1","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&org_id=30191&stats_player_seq=1543669"
"Kiene, Dylan","Sr","1754301",2017,"20","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&org_id=30191&stats_player_seq=1754301"
"Kramer, Colin","Fr","1896432",2017,"11","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&org_id=30191&stats_player_seq=1896432"
"Latour, Maverick","So","1754295",2017,"4","SS","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&org_id=30191&stats_player_seq=1754295"
"North, William","Sr","1754305",2017,"29","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&org_id=30191&stats_player_seq=1754305"
"Ring, Neil","Fr","1867428",2017,"14","C","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&org_id=30191&stats_player_seq=1867428"
"Rodriguez, Daniel","Fr","1867425",2017,"9","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&org_id=30191&stats_player_seq=1867425"
"Romano, Michael","Fr","1867427",2017,"13","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&org_id=30191&stats_player_seq=1867427"
"Romero, Hunter","Fr","1867433",2017,"33","C","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&org_id=30191&stats_player_seq=1867433"
"Saucier, Steven","Sr","1754303",2017,"27","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&org_id=30191&stats_player_seq=1754303"
"Smith, Thomas","Sr","1644502",2017,"2","SS","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&org_id=30191&stats_player_seq=1644502"
"Whitsett, Justin","Jr","1867429",2017,"18","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&org_id=30191&stats_player_seq=1867429"
"Williams, Jonathan","Fr","1754304",2017,"28","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&org_id=30191&stats_player_seq=1754304"
"Yelverton, Luke","Fr","1867430",2017,"22","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&org_id=30191&stats_player_seq=1867430"
