"name","class","player_id","season","number","position","player_url"
"Bratton, Khalil","N/A","1447156",2013,"11","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30165&stats_player_seq=1447156"
"Delberti, Dom","N/A","1449387",2013,"34","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30165&stats_player_seq=1449387"
"Dobies, Greg","N/A","1447036",2013,"9","SS","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30165&stats_player_seq=1447036"
"Jones, Chris","N/A","1445130",2013,"4","2B","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30165&stats_player_seq=1445130"
"Legacy, Travis","N/A","1448685",2013,"13","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30165&stats_player_seq=1448685"
"Mancini, John","N/A","1445137",2013,"7","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30165&stats_player_seq=1445137"
"Petrelli, Mike","N/A","1447037",2013,"12","LF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30165&stats_player_seq=1447037"
"Thomas, Tyler","N/A","1448666",2013,"19","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30165&stats_player_seq=1448666"
"Zelyez, Michael","N/A","1447035",2013,"21","RF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30165&stats_player_seq=1447035"
",","N/A","1445135",2013,"18","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30165&stats_player_seq=1445135"
",","N/A","1445124",2013,"17","RF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30165&stats_player_seq=1445124"
",","N/A","1445121",2013,"5","LF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30165&stats_player_seq=1445121"
",","N/A","1445131",2013,"8","LF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30165&stats_player_seq=1445131"
",","N/A","1445129",2013,"24","DP","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30165&stats_player_seq=1445129"
",","N/A","1445125",2013,"1","2B","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30165&stats_player_seq=1445125"
",","N/A","1445116",2013,"29","CF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30165&stats_player_seq=1445116"
",","N/A","1445127",2013,"44","1B","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30165&stats_player_seq=1445127"
",","N/A","1445134",2013,"20","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30165&stats_player_seq=1445134"
",","N/A","1445126",2013,"32","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30165&stats_player_seq=1445126"
",","N/A","1445115",2013,"15","3B","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30165&stats_player_seq=1445115"
",","N/A","1445117",2013,"16","DP","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30165&stats_player_seq=1445117"
",","N/A","1445120",2013,"22","1B","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30165&stats_player_seq=1445120"
",","N/A","1447155",2013,"6","2B","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30165&stats_player_seq=1447155"
",","N/A","1445114",2013,"2","SS","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30165&stats_player_seq=1445114"
",","N/A","1445123",2013,"33","C","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30165&stats_player_seq=1445123"
",","N/A","1445136",2013,"27","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30165&stats_player_seq=1445136"
