"name","class","player_id","season","number","position","player_url","team_id","team_name","team_url","conference_id","conference","division","season_id"
"Argyilan, Grant","Fr","1876142",2017,"9","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&org_id=297&stats_player_seq=1876142",297,"Illinois Col.","/team/297/12560",23119,"MWC",3,12560
"Barlow, Brendan","Sr","1876106",2017,"49","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&org_id=297&stats_player_seq=1876106",297,"Illinois Col.","/team/297/12560",23119,"MWC",3,12560
"Bergstrahl, Brennan","So","1755948",2017,"38","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&org_id=297&stats_player_seq=1755948",297,"Illinois Col.","/team/297/12560",23119,"MWC",3,12560
"Bonnett, Kevin","So","1755936",2017,"14","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&org_id=297&stats_player_seq=1755936",297,"Illinois Col.","/team/297/12560",23119,"MWC",3,12560
"Boston, Brock","Fr",NA,2017,"41","INF",NA,297,"Illinois Col.","/team/297/12560",23119,"MWC",3,12560
"Brady, Cain","Sr","1755933",2017,"5","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&org_id=297&stats_player_seq=1755933",297,"Illinois Col.","/team/297/12560",23119,"MWC",3,12560
"Cooper, Robbie","Jr","1643539",2017,"27","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&org_id=297&stats_player_seq=1643539",297,"Illinois Col.","/team/297/12560",23119,"MWC",3,12560
"Crain, Ethan","Jr","1643540",2017,"21","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&org_id=297&stats_player_seq=1643540",297,"Illinois Col.","/team/297/12560",23119,"MWC",3,12560
"Durdel, Mason","Fr","1876117",2017,"13","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&org_id=297&stats_player_seq=1876117",297,"Illinois Col.","/team/297/12560",23119,"MWC",3,12560
"Ferguson, Seth","So",NA,2017,"18","INF",NA,297,"Illinois Col.","/team/297/12560",23119,"MWC",3,12560
"Fox, Eli","Fr","1876115",2017,"10","C","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&org_id=297&stats_player_seq=1876115",297,"Illinois Col.","/team/297/12560",23119,"MWC",3,12560
"Fredrickson, Taw","Jr","1755939",2017,"24","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&org_id=297&stats_player_seq=1755939",297,"Illinois Col.","/team/297/12560",23119,"MWC",3,12560
