"name","class","player_id","season","number","position","player_url","team_id","team_name","team_url","conference_id","conference","division","season_id"
"Adams, Will","Fr","1646302",2015,"17","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=28749&stats_player_seq=1646302",28749,"Transylvania","/team/28749/12080",9174,"HCAC",3,12080
"Bale, Ryan","So","1534696",2015,"9","1B","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=28749&stats_player_seq=1534696",28749,"Transylvania","/team/28749/12080",9174,"HCAC",3,12080
"Banahan, Tom","So","1534675",2015,"19","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=28749&stats_player_seq=1534675",28749,"Transylvania","/team/28749/12080",9174,"HCAC",3,12080
"Beavers, Gage","So","1534676",2015,"21","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=28749&stats_player_seq=1534676",28749,"Transylvania","/team/28749/12080",9174,"HCAC",3,12080
"Birkenhauer, Matt","Jr","1419119",2015,"34","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=28749&stats_player_seq=1419119",28749,"Transylvania","/team/28749/12080",9174,"HCAC",3,12080
"Birkenhauer, Mike","Sr","1442766",2015,"16","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=28749&stats_player_seq=1442766",28749,"Transylvania","/team/28749/12080",9174,"HCAC",3,12080
"Blevins, Connor","So","1534660",2015,"10","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=28749&stats_player_seq=1534660",28749,"Transylvania","/team/28749/12080",9174,"HCAC",3,12080
"Boone, Adam","So","1551149",2015,"43","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=28749&stats_player_seq=1551149",28749,"Transylvania","/team/28749/12080",9174,"HCAC",3,12080
"Crader, Bryce","So","1534656",2015,"1","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=28749&stats_player_seq=1534656",28749,"Transylvania","/team/28749/12080",9174,"HCAC",3,12080
"Edwards, Nick","Sr","1304892",2015,"5","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=28749&stats_player_seq=1304892",28749,"Transylvania","/team/28749/12080",9174,"HCAC",3,12080
"Hart, Blake","Fr","1646303",2015,"12","C","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12080&org_id=28749&stats_player_seq=1646303",28749,"Transylvania","/team/28749/12080",9174,"HCAC",3,12080
