"name","class","player_id","season","number","position","player_url"
"Ashburn, Micah","Jr","1437941",2014,"38","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&org_id=30175&stats_player_seq=1437941"
"Bannister, Jayse","So","1437811",2014,"11","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&org_id=30175&stats_player_seq=1437811"
"Billburg, James","Jr","1535408",2014,"13","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&org_id=30175&stats_player_seq=1535408"
"Briseno, Luis","Jr","1535407",2014,"34","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&org_id=30175&stats_player_seq=1535407"
"Carr, Jared","So","1535411",2014,"44","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&org_id=30175&stats_player_seq=1535411"
"Carrier, Trent","So","1535410",2014,"50","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&org_id=30175&stats_player_seq=1535410"
"Carrington, Sean","So","1437927",2014,"20","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&org_id=30175&stats_player_seq=1437927"
"Catalan, Daniel","Sr","1437723",2014,"7","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&org_id=30175&stats_player_seq=1437723"
"Dentoni, Jacob","Jr","1535406",2014,"35","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&org_id=30175&stats_player_seq=1535406"
"Dodson, Hunter","So","1437955",2014,"30","C","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&org_id=30175&stats_player_seq=1437955"
"Doyle, James","Fr","1437940",2014,"27","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&org_id=30175&stats_player_seq=1437940"
"Dufford, Matthew","Jr","1535403",2014,"18","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&org_id=30175&stats_player_seq=1535403"
"Farias, Matthew","Jr","1535404",2014,"24","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&org_id=30175&stats_player_seq=1535404"
"Gamba, Benjamin","So","1437725",2014,"6","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&org_id=30175&stats_player_seq=1437725"
"Glynn, Brian","Sr","1441963",2014,"14","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&org_id=30175&stats_player_seq=1441963"
"Gnos, Christopher","So","1447626",2014,"10","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&org_id=30175&stats_player_seq=1447626"
"Hammer, Josh","So","1448362",2014,"29","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&org_id=30175&stats_player_seq=1448362"
"Hart, Nainoa","So","1437958",2014,"9","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&org_id=30175&stats_player_seq=1437958"
"Hokama, Blaine","Fr","1535402",2014,"12","DH","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&org_id=30175&stats_player_seq=1535402"
"Kiyota, Matthew","So","1449407",2014,"16","C","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&org_id=30175&stats_player_seq=1449407"
"Korte, Zachary","So","1438076",2014,"25","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&org_id=30175&stats_player_seq=1438076"
"Lazalde, Anthony","Sr","1441962",2014,"21","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11620&org_id=30175&stats_player_seq=1441962"
