"name","class","player_id","season","number","position","player_url"
"Asbury, Tyler","Sr","1326345",2013,"39","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30141&stats_player_seq=1326345"
"Bettura, Jared","So","1326343",2013,"46","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30141&stats_player_seq=1326343"
"Boggs, Forrest","Sr","1326275",2013,"6","1B","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30141&stats_player_seq=1326275"
"Bonnette, Andrew","So","1326309",2013,"14","1B","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30141&stats_player_seq=1326309"
"Campbell, Taylor","Fr","1421735",2013,"7","2B","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30141&stats_player_seq=1421735"
"Clark, Brook","Fr","1421742",2013,"36","3B","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30141&stats_player_seq=1421742"
"Clements, Justin","Jr","1326270",2013,"1","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30141&stats_player_seq=1326270"
"Daugherty, Mike","So","1421738",2013,"25","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30141&stats_player_seq=1421738"
"DePeel, Andy","Sr","1326273",2013,"4","C","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30141&stats_player_seq=1326273"
"Drapcho, Ian","Jr","1326314",2013,"19","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30141&stats_player_seq=1326314"
"Edwards, Neal","So","1326340",2013,"34","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30141&stats_player_seq=1326340"
"Faetanini, Sal","Fr","1421739",2013,"27","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30141&stats_player_seq=1421739"
"Festi, Spencer","So",NA,2013,"18","P",NA
"Fondriest, Sam","Jr","1326327",2013,"22","SS","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30141&stats_player_seq=1326327"
"Johnston, Cory","Sr","1326328",2013,"23","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30141&stats_player_seq=1326328"
"Kotlar, Jeff","Sr","1326331",2013,"26","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30141&stats_player_seq=1326331"
"Lee, Michael","Jr","1326307",2013,"11","C","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30141&stats_player_seq=1326307"
"Link, Drew","Jr","1326272",2013,"3","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30141&stats_player_seq=1326272"
"Macko, Donnie","So","1421740",2013,"28","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30141&stats_player_seq=1421740"
"Morales, Roberto","Sr","1326316",2013,"21","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30141&stats_player_seq=1326316"
"Palidar, Jake","Jr","1326276",2013,"24","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30141&stats_player_seq=1326276"
"Robinson, Seth","Fr","1421737",2013,"16","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30141&stats_player_seq=1421737"
"Roper, David","Sr","1326338",2013,"32","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30141&stats_player_seq=1326338"
"Roper, Danny","So","1326347",2013,"12","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30141&stats_player_seq=1326347"
"Shank, Jordan","So","1326346",2013,"2","SS","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30141&stats_player_seq=1326346"
"Shelton, Matt","N/A","1447289",2013,"38","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30141&stats_player_seq=1447289"
"Smith, Trevor","Sr","1326274",2013,"5","3B","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30141&stats_player_seq=1326274"
"Speer, Zach","Sr","1326335",2013,"30","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30141&stats_player_seq=1326335"
"Stephenson, John","Jr","1326310",2013,"15","C","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=11320&org_id=30141&stats_player_seq=1326310"
