"name","class","player_id","season","number","position","player_url","team_id","team_name","team_url","conference_id","conference","division","season_id"
"Alexander, Tommy","Sr","1654331",2016,"22","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&org_id=384&stats_player_seq=1654331",384,"Mansfield","/team/384/12360",906,"PSAC",2,12360
"Chavarria, Jerry","Jr","1774962",2016,"10","C","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&org_id=384&stats_player_seq=1774962",384,"Mansfield","/team/384/12360",906,"PSAC",2,12360
"Collins, Curtis","So","1775501",2016,"31","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&org_id=384&stats_player_seq=1775501",384,"Mansfield","/team/384/12360",906,"PSAC",2,12360
"Covel, Alec","So","1654350",2016,"14","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&org_id=384&stats_player_seq=1654350",384,"Mansfield","/team/384/12360",906,"PSAC",2,12360
"Custer, Wes","Jr","1442582",2016,"16","C","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&org_id=384&stats_player_seq=1442582",384,"Mansfield","/team/384/12360",906,"PSAC",2,12360
"DePerno, Joseph","Fr","1774967",2016,"44","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&org_id=384&stats_player_seq=1774967",384,"Mansfield","/team/384/12360",906,"PSAC",2,12360
"Garrett, Brandon","Jr","1551623",2016,"15","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&org_id=384&stats_player_seq=1551623",384,"Mansfield","/team/384/12360",906,"PSAC",2,12360
"Gregory, Billy","Fr","1775502",2016,"32","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&org_id=384&stats_player_seq=1775502",384,"Mansfield","/team/384/12360",906,"PSAC",2,12360
"Harms, Eric","Jr","1654333",2016,"12","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&org_id=384&stats_player_seq=1654333",384,"Mansfield","/team/384/12360",906,"PSAC",2,12360
"Hillson, Taylor","Jr","1551622",2016,"5","SS","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&org_id=384&stats_player_seq=1551622",384,"Mansfield","/team/384/12360",906,"PSAC",2,12360
"Hils, Luke","So","1654353",2016,"26","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&org_id=384&stats_player_seq=1654353",384,"Mansfield","/team/384/12360",906,"PSAC",2,12360
"House, Tyler","Jr","1654336",2016,"24","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&org_id=384&stats_player_seq=1654336",384,"Mansfield","/team/384/12360",906,"PSAC",2,12360
"Huyett, Hunter","Jr","1551983",2016,"17","1B","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&org_id=384&stats_player_seq=1551983",384,"Mansfield","/team/384/12360",906,"PSAC",2,12360
"Jankowski, Michael","Jr","1775503",2016,"3","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&org_id=384&stats_player_seq=1775503",384,"Mansfield","/team/384/12360",906,"PSAC",2,12360
"Kash, Zephan","Sr","1551985",2016,"30","1B","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&org_id=384&stats_player_seq=1551985",384,"Mansfield","/team/384/12360",906,"PSAC",2,12360
"Klein, Tanner","Jr","1774961",2016,"13","3B","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&org_id=384&stats_player_seq=1774961",384,"Mansfield","/team/384/12360",906,"PSAC",2,12360
"Kurelja, Matt","Sr","1654334",2016,"20","1B","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&org_id=384&stats_player_seq=1654334",384,"Mansfield","/team/384/12360",906,"PSAC",2,12360
"Lewis, Dalton","So","1654330",2016,"8","2B","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&org_id=384&stats_player_seq=1654330",384,"Mansfield","/team/384/12360",906,"PSAC",2,12360
"Lukens, Owen","Jr","1551986",2016,"19","2B","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&org_id=384&stats_player_seq=1551986",384,"Mansfield","/team/384/12360",906,"PSAC",2,12360
"McAndrew, Evan","Jr","1775504",2016,"11","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&org_id=384&stats_player_seq=1775504",384,"Mansfield","/team/384/12360",906,"PSAC",2,12360
"Merkle, Zach","So","1774963",2016,"4","C","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&org_id=384&stats_player_seq=1774963",384,"Mansfield","/team/384/12360",906,"PSAC",2,12360
"Paige, Ryan","Jr","1654329",2016,"7","3B","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&org_id=384&stats_player_seq=1654329",384,"Mansfield","/team/384/12360",906,"PSAC",2,12360
"Pena, Peter","Jr","1775505",2016,"42","C","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&org_id=384&stats_player_seq=1775505",384,"Mansfield","/team/384/12360",906,"PSAC",2,12360
"Pepper, Chase","So","1775515",2016,"36","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&org_id=384&stats_player_seq=1775515",384,"Mansfield","/team/384/12360",906,"PSAC",2,12360
"Rockwell, Scott","Jr","1442584",2016,"9","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&org_id=384&stats_player_seq=1442584",384,"Mansfield","/team/384/12360",906,"PSAC",2,12360
"Rummings, Billy","Fr","1775506",2016,"21","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&org_id=384&stats_player_seq=1775506",384,"Mansfield","/team/384/12360",906,"PSAC",2,12360
"Worlinsky, Jeremy","So","1654351",2016,"37","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&org_id=384&stats_player_seq=1654351",384,"Mansfield","/team/384/12360",906,"PSAC",2,12360
"Zielen, Matt","Sr","1654328",2016,"2","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&org_id=384&stats_player_seq=1654328",384,"Mansfield","/team/384/12360",906,"PSAC",2,12360
"Zuraski, Spencer","So","1774965",2016,"29","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&org_id=384&stats_player_seq=1774965",384,"Mansfield","/team/384/12360",906,"PSAC",2,12360
