"name","class","player_id","season","number","position","player_url","team_id","team_name","team_url","conference_id","conference","division","season_id"
"Bernal, Aaron","Sr","1989171",2019,"35","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=14781&org_id=30125&stats_player_seq=1989171",30125,"Minot St.","/team/30125/14781",12853,"NSIC",2,14781
"Black, Andrew","Sr","1988987",2019,"5","SS","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=14781&org_id=30125&stats_player_seq=1988987",30125,"Minot St.","/team/30125/14781",12853,"NSIC",2,14781
"Borst, Michael","Sr","1758726",2019,"20","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=14781&org_id=30125&stats_player_seq=1758726",30125,"Minot St.","/team/30125/14781",12853,"NSIC",2,14781
"Buckmeier, Dillon","Fr","2148899",2019,"17","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=14781&org_id=30125&stats_player_seq=2148899",30125,"Minot St.","/team/30125/14781",12853,"NSIC",2,14781
"Cervantes, Jaymon","Sr","1989155",2019,"6","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=14781&org_id=30125&stats_player_seq=1989155",30125,"Minot St.","/team/30125/14781",12853,"NSIC",2,14781
"Collins, Jake","Fr","2148897",2019,"15","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=14781&org_id=30125&stats_player_seq=2148897",30125,"Minot St.","/team/30125/14781",12853,"NSIC",2,14781
"Deasy, Cameron","Fr","2148860",2019,"19","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=14781&org_id=30125&stats_player_seq=2148860",30125,"Minot St.","/team/30125/14781",12853,"NSIC",2,14781
"Doll, Darrel","Sr","1988989",2019,"11","UT","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=14781&org_id=30125&stats_player_seq=1988989",30125,"Minot St.","/team/30125/14781",12853,"NSIC",2,14781
"Fleming, Ethan","Sr","1989156",2019,"29","SS","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=14781&org_id=30125&stats_player_seq=1989156",30125,"Minot St.","/team/30125/14781",12853,"NSIC",2,14781
"Forcella, Dawson","Fr","2148903",2019,"36","UT","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=14781&org_id=30125&stats_player_seq=2148903",30125,"Minot St.","/team/30125/14781",12853,"NSIC",2,14781
"Fulbright, Mark","Sr","1758729",2019,"18","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=14781&org_id=30125&stats_player_seq=1758729",30125,"Minot St.","/team/30125/14781",12853,"NSIC",2,14781
"Galey, Tannar","Sr","1989167",2019,"23","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=14781&org_id=30125&stats_player_seq=1989167",30125,"Minot St.","/team/30125/14781",12853,"NSIC",2,14781
"Gamba, Jack","Sr","1988962",2019,"2","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=14781&org_id=30125&stats_player_seq=1988962",30125,"Minot St.","/team/30125/14781",12853,"NSIC",2,14781
"Gifford, Mason","Jr","2148894",2019,"4","C","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=14781&org_id=30125&stats_player_seq=2148894",30125,"Minot St.","/team/30125/14781",12853,"NSIC",2,14781
"Green, Connor","Fr","2148901",2019,"28","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=14781&org_id=30125&stats_player_seq=2148901",30125,"Minot St.","/team/30125/14781",12853,"NSIC",2,14781
"Hackman, Andres","Sr","1989158",2019,"33","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=14781&org_id=30125&stats_player_seq=1989158",30125,"Minot St.","/team/30125/14781",12853,"NSIC",2,14781
"Humrighouse, Ryley","Jr","2148893",2019,"1","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=14781&org_id=30125&stats_player_seq=2148893",30125,"Minot St.","/team/30125/14781",12853,"NSIC",2,14781
"Kern, Aaron","Jr","1872707",2019,"26","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=14781&org_id=30125&stats_player_seq=1872707",30125,"Minot St.","/team/30125/14781",12853,"NSIC",2,14781
"Larson, Sam","So","1989131",2019,"16","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=14781&org_id=30125&stats_player_seq=1989131",30125,"Minot St.","/team/30125/14781",12853,"NSIC",2,14781
"Luban, Tyler","Fr","2148896",2019,"14","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=14781&org_id=30125&stats_player_seq=2148896",30125,"Minot St.","/team/30125/14781",12853,"NSIC",2,14781
"Martinez, RJ","So","2148895",2019,"9","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=14781&org_id=30125&stats_player_seq=2148895",30125,"Minot St.","/team/30125/14781",12853,"NSIC",2,14781
"McDougall, Geordie","Sr","1758731",2019,"7","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=14781&org_id=30125&stats_player_seq=1758731",30125,"Minot St.","/team/30125/14781",12853,"NSIC",2,14781
"Moroz, Ryan","Jr","1872712",2019,"31","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=14781&org_id=30125&stats_player_seq=1872712",30125,"Minot St.","/team/30125/14781",12853,"NSIC",2,14781
"Morse, Logan","So","1989092",2019,"13","C","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=14781&org_id=30125&stats_player_seq=1989092",30125,"Minot St.","/team/30125/14781",12853,"NSIC",2,14781
"Newman, Zach","So","1989159",2019,"27","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=14781&org_id=30125&stats_player_seq=1989159",30125,"Minot St.","/team/30125/14781",12853,"NSIC",2,14781
"O'Rourke, Reilly","Sr","1872713",2019,"34","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=14781&org_id=30125&stats_player_seq=1872713",30125,"Minot St.","/team/30125/14781",12853,"NSIC",2,14781
"Ouwehand, Max","Sr","1989073",2019,"12","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=14781&org_id=30125&stats_player_seq=1989073",30125,"Minot St.","/team/30125/14781",12853,"NSIC",2,14781
"Parkhurst, Dominick","Fr","2148902",2019,"32","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=14781&org_id=30125&stats_player_seq=2148902",30125,"Minot St.","/team/30125/14781",12853,"NSIC",2,14781
"Pokorney, Jackson","Fr","2148859",2019,"10","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=14781&org_id=30125&stats_player_seq=2148859",30125,"Minot St.","/team/30125/14781",12853,"NSIC",2,14781
"Ponder, Grant","Sr","1989168",2019,"22","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=14781&org_id=30125&stats_player_seq=1989168",30125,"Minot St.","/team/30125/14781",12853,"NSIC",2,14781
"Roach, Dylan","Jr","1872714",2019,"99","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=14781&org_id=30125&stats_player_seq=1872714",30125,"Minot St.","/team/30125/14781",12853,"NSIC",2,14781
"Rodriguez, Celestino","Sr","1758734",2019,"21","1B","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=14781&org_id=30125&stats_player_seq=1758734",30125,"Minot St.","/team/30125/14781",12853,"NSIC",2,14781
"Rodriguez, Jordan","Fr","2148922",2019,"38","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=14781&org_id=30125&stats_player_seq=2148922",30125,"Minot St.","/team/30125/14781",12853,"NSIC",2,14781
"Sartwell, Matt","Jr","2148904",2019,"41","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=14781&org_id=30125&stats_player_seq=2148904",30125,"Minot St.","/team/30125/14781",12853,"NSIC",2,14781
"Schlosser, Wyatt","Sr","1872715",2019,"8","1B","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=14781&org_id=30125&stats_player_seq=1872715",30125,"Minot St.","/team/30125/14781",12853,"NSIC",2,14781
"Selz, Austin","Fr","2148921",2019,"37","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=14781&org_id=30125&stats_player_seq=2148921",30125,"Minot St.","/team/30125/14781",12853,"NSIC",2,14781
"Slobodian, Nathan","So","2148923",2019,"40","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=14781&org_id=30125&stats_player_seq=2148923",30125,"Minot St.","/team/30125/14781",12853,"NSIC",2,14781
"Smith, Trevaun","Jr","1758736",2019,"3","SS","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=14781&org_id=30125&stats_player_seq=1758736",30125,"Minot St.","/team/30125/14781",12853,"NSIC",2,14781
"Stahlecker, Curtis","Jr","2148900",2019,"24","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=14781&org_id=30125&stats_player_seq=2148900",30125,"Minot St.","/team/30125/14781",12853,"NSIC",2,14781
"Wilcox, Dustin","Sr","1989169",2019,"98","C","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=14781&org_id=30125&stats_player_seq=1989169",30125,"Minot St.","/team/30125/14781",12853,"NSIC",2,14781
"Wiltshire, Tyler","Fr","2148924",2019,"13","UT","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=14781&org_id=30125&stats_player_seq=2148924",30125,"Minot St.","/team/30125/14781",12853,"NSIC",2,14781
