"player_name","class","player_id","season","number","position","player_url","team_id","team_name","team_url","conference_id","conference","division","year","season_id"
"Allen, Keegan","So","2679251",2024,"20","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=140&stats_player_seq=2679251",140,"Cincinnati","/team/140/16580",25354,"Big 12",1,2024,16580
"Bergmann, Max","Sr","2493016",2024,"18","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=140&stats_player_seq=2493016",140,"Cincinnati","/team/140/16580",25354,"Big 12",1,2024,16580
"Boba, Tommy","So","2802093",2024,"32","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=140&stats_player_seq=2802093",140,"Cincinnati","/team/140/16580",25354,"Big 12",1,2024,16580
"Brooks, Lauden","Jr","2656295",2024,"8","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=140&stats_player_seq=2656295",140,"Cincinnati","/team/140/16580",25354,"Big 12",1,2024,16580
"Canzoni, Joey","Fr",NA,2024,"25","INF",NA,140,"Cincinnati","/team/140/16580",25354,"Big 12",1,2024,16580
"Carney, Marc","Sr",NA,2024,"43","C",NA,140,"Cincinnati","/team/140/16580",25354,"Big 12",1,2024,16580
"Conte, Michael","Jr","2665507",2024,"16","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=140&stats_player_seq=2665507",140,"Cincinnati","/team/140/16580",25354,"Big 12",1,2024,16580
"Coulter, Bradley","Fr","2945011",2024,"33","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=140&stats_player_seq=2945011",140,"Cincinnati","/team/140/16580",25354,"Big 12",1,2024,16580
"Cross, Kerrington","Jr","2493020",2024,"2","UT","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=140&stats_player_seq=2493020",140,"Cincinnati","/team/140/16580",25354,"Big 12",1,2024,16580
"Earls, Carter","Jr","2657110",2024,"24","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=140&stats_player_seq=2657110",140,"Cincinnati","/team/140/16580",25354,"Big 12",1,2024,16580
"Ehrhardt, Gavin","Fr",NA,2024,"7","OF",NA,140,"Cincinnati","/team/140/16580",25354,"Big 12",1,2024,16580
"Erdmann, Drew","Fr","2945016",2024,"40","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=140&stats_player_seq=2945016",140,"Cincinnati","/team/140/16580",25354,"Big 12",1,2024,16580
"French, Carson","Fr",NA,2024,"46","P",NA,140,"Cincinnati","/team/140/16580",25354,"Big 12",1,2024,16580
"Garula, Brenden","So","2802096",2024,"45","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=140&stats_player_seq=2802096",140,"Cincinnati","/team/140/16580",25354,"Big 12",1,2024,16580
"Guidry, Kameron","Sr","2307463",2024,"9","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=140&stats_player_seq=2307463",140,"Cincinnati","/team/140/16580",25354,"Big 12",1,2024,16580
"Harting, Cole","Sr","2493026",2024,"10","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=140&stats_player_seq=2493026",140,"Cincinnati","/team/140/16580",25354,"Big 12",1,2024,16580
"Hegemann, Josh","Sr","2493027",2024,"22","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=140&stats_player_seq=2493027",140,"Cincinnati","/team/140/16580",25354,"Big 12",1,2024,16580
"Horst, Chase","So","2802086",2024,"26","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=140&stats_player_seq=2802086",140,"Cincinnati","/team/140/16580",25354,"Big 12",1,2024,16580
"Hugus, Griffin","So","2802089",2024,"28","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=140&stats_player_seq=2802089",140,"Cincinnati","/team/140/16580",25354,"Big 12",1,2024,16580
"Hurth, Joey","Sr","2492140",2024,"30","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=140&stats_player_seq=2492140",140,"Cincinnati","/team/140/16580",25354,"Big 12",1,2024,16580
"Insco, Ryan","Sr","2665514",2024,"17","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=140&stats_player_seq=2665514",140,"Cincinnati","/team/140/16580",25354,"Big 12",1,2024,16580
"Jessee, Hunter","Sr","2334961",2024,"5","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=140&stats_player_seq=2334961",140,"Cincinnati","/team/140/16580",25354,"Big 12",1,2024,16580
"Jones, Alec","Sr","2460206",2024,"0","C","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=140&stats_player_seq=2460206",140,"Cincinnati","/team/140/16580",25354,"Big 12",1,2024,16580
"Klingenbeck, Kory","Jr","2802077",2024,"15","C","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=140&stats_player_seq=2802077",140,"Cincinnati","/team/140/16580",25354,"Big 12",1,2024,16580
"Kross, Josh","Jr","2680559",2024,"41","UT","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=140&stats_player_seq=2680559",140,"Cincinnati","/team/140/16580",25354,"Big 12",1,2024,16580
"Logue, Seth","Jr","2463917",2024,"27","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=140&stats_player_seq=2463917",140,"Cincinnati","/team/140/16580",25354,"Big 12",1,2024,16580
"Marsh, Carson","Fr","2944997",2024,"29","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=140&stats_player_seq=2944997",140,"Cincinnati","/team/140/16580",25354,"Big 12",1,2024,16580
"Mitchelle, Christian","So","2829506",2024,"3","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=140&stats_player_seq=2829506",140,"Cincinnati","/team/140/16580",25354,"Big 12",1,2024,16580
"Murphy, Will","So","2829662",2024,"35","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=140&stats_player_seq=2829662",140,"Cincinnati","/team/140/16580",25354,"Big 12",1,2024,16580
"Niehaus, Charlie","Fr",NA,2024,"19","INF",NA,140,"Cincinnati","/team/140/16580",25354,"Big 12",1,2024,16580
"O'Connor, Tommy","Jr","2657114",2024,"44","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=140&stats_player_seq=2657114",140,"Cincinnati","/team/140/16580",25354,"Big 12",1,2024,16580
"Palmieri, Max","Sr","2322191",2024,"6","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=140&stats_player_seq=2322191",140,"Cincinnati","/team/140/16580",25354,"Big 12",1,2024,16580
"Parnell, Shawn","So","2802084",2024,"21","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=140&stats_player_seq=2802084",140,"Cincinnati","/team/140/16580",25354,"Big 12",1,2024,16580
"Pearson, Dalton","Sr","2486693",2024,"42","OF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=140&stats_player_seq=2486693",140,"Cincinnati","/team/140/16580",25354,"Big 12",1,2024,16580
"Schupmann, Kyle","So","2802085",2024,"23","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=140&stats_player_seq=2802085",140,"Cincinnati","/team/140/16580",25354,"Big 12",1,2024,16580
"Sefcik, Luke","Jr","2665506",2024,"31","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=140&stats_player_seq=2665506",140,"Cincinnati","/team/140/16580",25354,"Big 12",1,2024,16580
"Shea, Alex","Sr","2347125",2024,"77","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=140&stats_player_seq=2347125",140,"Cincinnati","/team/140/16580",25354,"Big 12",1,2024,16580
"Springer, Sean","Jr","2493034",2024,"4","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=140&stats_player_seq=2493034",140,"Cincinnati","/team/140/16580",25354,"Big 12",1,2024,16580
"Taylor, Nathan","Fr","2944952",2024,"11","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=140&stats_player_seq=2944952",140,"Cincinnati","/team/140/16580",25354,"Big 12",1,2024,16580
"Vidourek, Landyn","So","2802082",2024,"14","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=140&stats_player_seq=2802082",140,"Cincinnati","/team/140/16580",25354,"Big 12",1,2024,16580
"Wicks, Noah","Fr","2944957",2024,"13","C","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=16580&org_id=140&stats_player_seq=2944957",140,"Cincinnati","/team/140/16580",25354,"Big 12",1,2024,16580
