"name","class","player_id","season","number","position","player_url","team_id","team_name","team_url","conference_id","conference","division","season_id"
"Afthim, Bryce","So","2355861",2022,"25","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=15860&org_id=662&stats_player_seq=2355861",662,"Southern Me.","/team/662/15860",867,"Little East",3,15860
"Barnard, Billy","So","2498803",2022,"5","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=15860&org_id=662&stats_player_seq=2498803",662,"Southern Me.","/team/662/15860",867,"Little East",3,15860
"Bean, Rodney","So","2355863",2022,"4","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=15860&org_id=662&stats_player_seq=2355863",662,"Southern Me.","/team/662/15860",867,"Little East",3,15860
"Bova, Joe","Fr","2682069",2022,"3","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=15860&org_id=662&stats_player_seq=2682069",662,"Southern Me.","/team/662/15860",867,"Little East",3,15860
"Brown, Ethan","So","2355864",2022,"22","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=15860&org_id=662&stats_player_seq=2355864",662,"Southern Me.","/team/662/15860",867,"Little East",3,15860
"Burnett, Matt","So","2355865",2022,"28","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=15860&org_id=662&stats_player_seq=2355865",662,"Southern Me.","/team/662/15860",867,"Little East",3,15860
"Cooledge, Liam","So","2498804",2022,"29","C","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=15860&org_id=662&stats_player_seq=2498804",662,"Southern Me.","/team/662/15860",867,"Little East",3,15860
"Dexter, Colby","Sr","2147618",2022,"1","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=15860&org_id=662&stats_player_seq=2147618",662,"Southern Me.","/team/662/15860",867,"Little East",3,15860
"Francis, Lucas","So","2355866",2022,"11","INF","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=15860&org_id=662&stats_player_seq=2355866",662,"Southern Me.","/team/662/15860",867,"Little East",3,15860
"Joy, Joshua","Sr","1992745",2022,"33","P","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=15860&org_id=662&stats_player_seq=1992745",662,"Southern Me.","/team/662/15860",867,"Little East",3,15860
"King, Camren","Fr","2355868",2022,"12","C","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=15860&org_id=662&stats_player_seq=2355868",662,"Southern Me.","/team/662/15860",867,"Little East",3,15860
"Komulainen, Jason","Sr","1992747",2022,"7","C","https://stats.ncaa.org/player/index?game_sport_year_ctl_id=15860&org_id=662&stats_player_seq=1992747",662,"Southern Me.","/team/662/15860",867,"Little East",3,15860
