season,season_id,school_id,G,AB,H,TB,R,2B,3B,HR,RBI,BB,HBP,SF,SH,K,DP,SB,CS,Picked,IBB,OPP DP,GDP,PA,BA,OBP,SLG,OPS,BAbip,RS%,HR%,K%,BB%,K-BB%,BB/K
2020,15204,2,551,482,107,150,57,22,3,5,52,63,17,3,4,136,0.0,15,3,0,1,13.0,0.0,552,0.22199170124481327,0.338768115942029,0.37344398340248963,0.7122120993445187,0.29651162790697677,0.2857142857142857,0.009057971014492754,0.2463768115942029,0.11413043478260869,0.13224637681159424,0.4632352941176471
2020,15204,3,306,275,74,108,59,18,2,4,53,28,11,3,0,61,0.0,17,4,0,0,8.0,0.0,306,0.2690909090909091,0.369281045751634,0.48,0.849281045751634,0.3286384976525822,0.5045871559633027,0.013071895424836602,0.19934640522875818,0.0915032679738562,0.10784313725490198,0.45901639344262296
2020,15204,4,225,97,22,30,10,8,0,0,10,10,5,2,2,25,0.0,1,0,0,0,3.0,0.0,111,0.2268041237113402,0.3333333333333333,0.3917525773195876,0.7250859106529209,0.2972972972972973,0.2702702702702703,0.0,0.22522522522522523,0.09009009009009009,0.13513513513513514,0.4
2020,15204,5,478,400,58,73,24,7,1,2,22,39,5,2,5,125,0.0,6,6,0,1,6.0,0.0,446,0.145,0.22869955156950672,0.2075,0.43619955156950674,0.20363636363636364,0.22,0.004484304932735426,0.2802690582959641,0.08744394618834081,0.1928251121076233,0.312
2020,15204,6,544,500,106,144,57,20,3,4,50,50,5,8,4,134,0.0,24,13,0,0,6.0,0.0,562,0.212,0.28647686832740216,0.342,0.6284768683274022,0.2756756756756757,0.3375796178343949,0.0071174377224199285,0.23843416370106763,0.08896797153024912,0.14946619217081852,0.373134328358209
2020,15204,7,636,606,154,238,108,21,9,15,94,105,19,1,3,174,0.0,23,7,0,1,10.0,0.0,715,0.25412541254125415,0.3888111888111888,0.466996699669967,0.8558078884811557,0.33253588516746413,0.35361216730038025,0.02097902097902098,0.24335664335664337,0.14685314685314685,0.09650349650349652,0.603448275862069
2020,15204,8,617,590,182,295,148,39,4,22,129,104,33,11,5,121,0.0,29,7,0,7,14.0,0.0,710,0.30847457627118646,0.44929577464788734,0.6101694915254238,1.059465266173311,0.34934497816593885,0.42424242424242425,0.030985915492957747,0.1704225352112676,0.14647887323943662,0.023943661971830982,0.859504132231405
2020,15204,9,512,440,112,173,66,22,3,11,63,52,9,1,4,108,0.0,12,3,0,0,6.0,0.0,497,0.2545454545454545,0.34808853118712274,0.475,0.8230885311871228,0.3136645962732919,0.3395061728395062,0.022132796780684104,0.21730382293762576,0.10462776659959759,0.11267605633802817,0.48148148148148145
2020,15204,10,630,643,204,310,158,41,4,19,153,85,41,11,14,131,0.0,35,5,0,0,6.0,0.0,753,0.31726283048211507,0.43824701195219123,0.5816485225505443,1.0198955345027356,0.36706349206349204,0.44694533762057875,0.025232403718459494,0.17397078353253653,0.11288180610889774,0.06108897742363879,0.648854961832061
2020,15204,13,450,476,115,144,56,14,0,5,53,66,19,2,7,144,0.0,35,12,0,4,7.0,0.0,551,0.2415966386554622,0.3629764065335753,0.34243697478991597,0.7054133813234913,0.3343465045592705,0.26153846153846155,0.009074410163339383,0.2613430127041742,0.11978221415607986,0.14156079854809434,0.4583333333333333
2020,15204,14,384,389,88,109,67,14,2,1,48,53,12,8,7,109,0.0,20,8,0,1,9.0,0.0,457,0.2262210796915167,0.3347921225382932,0.32390745501285345,0.6586995775511466,0.30313588850174217,0.4342105263157895,0.002188183807439825,0.23851203501094093,0.11597374179431072,0.1225382932166302,0.48623853211009177
2020,15204,15,189,257,74,104,60,18,3,2,54,36,8,3,0,51,0.0,13,3,0,0,6.0,0.0,296,0.28793774319066145,0.39864864864864863,0.49416342412451364,0.8928120727731623,0.34782608695652173,0.5,0.006756756756756757,0.17229729729729729,0.12162162162162163,0.05067567567567566,0.7058823529411765
2020,15204,16,253,127,31,48,23,6,1,3,18,21,13,2,3,30,0.0,4,1,0,1,5.0,0.0,153,0.2440944881889764,0.42483660130718953,0.4566929133858268,0.8815295146930163,0.2916666666666667,0.3225806451612903,0.0196078431372549,0.19607843137254902,0.13725490196078433,0.05882352941176469,0.7
2020,15204,17,366,414,102,132,68,9,0,7,63,55,12,5,5,118,0.0,2,3,0,1,6.0,0.0,479,0.2463768115942029,0.35281837160751567,0.357487922705314,0.7103062943128297,0.3231292517006803,0.3765432098765432,0.014613778705636743,0.24634655532359082,0.11482254697286012,0.1315240083507307,0.4661016949152542
2020,15204,19,210,240,70,98,49,17,1,3,43,30,7,4,3,54,0.0,22,4,0,0,2.0,0.0,277,0.2916666666666667,0.3862815884476534,0.49583333333333335,0.8821149217809867,0.3582887700534759,0.4423076923076923,0.010830324909747292,0.19494584837545126,0.10830324909747292,0.08664259927797834,0.5555555555555556
