season,season_id,school_id,G,AB,H,TB,R,2B,3B,HR,RBI,BB,HBP,SF,SH,K,DP,SB,CS,Picked,IBB,OPP DP,GDP,PA,BA,OBP,SLG,OPS,BAbip,RS%,HR%,K%,BB%,K-BB%,BB/K
2014,11620,71,1716,273,483,0,1753,66,15,8,231,189,56,25,46,285,46.0,76,21,0,4,0.0,0.0,533,1.7692307692307692,1.3658536585365855,2.5347985347985347,3.9006521933351204,95.0,2.423611111111111,0.0150093808630394,0.5347091932457786,0.3545966228893058,0.18011257035647277,0.6631578947368421
2014,11620,77,1802,268,561,0,1909,89,10,16,236,149,39,21,28,302,37.0,28,14,0,8,0.0,0.0,466,2.093283582089552,1.6072961373390557,3.1082089552238807,4.715505092562936,-18.79310344827586,2.582537517053206,0.034334763948497854,0.648068669527897,0.3197424892703863,0.3283261802575107,0.49337748344370863
2014,11620,80,1036,166,294,0,1159,55,5,17,145,102,30,10,22,256,24.0,16,11,0,2,0.0,0.0,300,1.7710843373493976,1.42,2.933734939759036,4.353734939759036,-2.8556701030927836,2.7921760391198043,0.056666666666666664,0.8533333333333334,0.34,0.5133333333333334,0.3984375
2014,11620,81,1848,371,556,0,1856,111,13,37,326,205,91,34,34,270,45.0,96,21,0,12,0.0,0.0,644,1.4986522911051212,1.3229813664596273,2.601078167115903,3.92405953357553,5.295918367346939,2.2319018404907975,0.05745341614906832,0.4192546583850932,0.31832298136645965,0.10093167701863354,0.7592592592592593
2014,11620,83,1820,222,383,0,1583,54,19,10,195,147,63,16,27,359,26.0,24,12,0,1,0.0,0.0,412,1.7252252252252251,1.4393203883495145,2.6486486486486487,4.087969036998163,-2.8473282442748094,2.69811320754717,0.024271844660194174,0.8713592233009708,0.3567961165048544,0.5145631067961165,0.40947075208913647
2014,11620,86,1508,297,473,0,1748,93,15,22,265,242,66,30,53,402,32.0,72,19,0,8,0.0,0.0,622,1.5925925925925926,1.2556270096463023,2.6666666666666665,3.922293676312969,-4.649484536082475,2.2740447957839263,0.03536977491961415,0.6463022508038585,0.3890675241157556,0.2572347266881029,0.6019900497512438
2014,11620,90,1829,349,599,0,2016,103,21,23,318,223,60,31,54,341,39.0,46,21,0,6,0.0,0.0,657,1.7163323782234956,1.3424657534246576,2.7507163323782233,4.093182085802881,36.0,2.320139697322468,0.0350076103500761,0.5190258751902588,0.3394216133942161,0.17960426179604266,0.6539589442815249
2014,11620,94,1593,268,525,0,1913,70,24,15,230,167,41,19,36,357,44.0,51,13,0,5,0.0,0.0,490,1.958955223880597,1.4959183673469387,2.9738805970149254,4.469798964361864,-6.0,2.6434540389972145,0.030612244897959183,0.7285714285714285,0.3408163265306122,0.3877551020408163,0.4677871148459384
2014,11620,96,1710,281,527,0,1950,96,9,37,254,209,47,19,62,396,50.0,41,21,0,15,0.0,0.0,571,1.8754448398576513,1.3712784588441331,3.1814946619217084,4.552773120765842,-3.6842105263157894,2.564343163538874,0.0647985989492119,0.6935201401050788,0.3660245183887916,0.3274956217162872,0.5277777777777778
2014,11620,97,1624,274,517,0,1973,77,13,16,248,223,71,14,75,410,44.0,56,21,0,13,0.0,0.0,586,1.8868613138686132,1.3839590443686007,2.8248175182481754,4.208776562616777,-3.630434782608696,2.4616352201257863,0.027303754266211604,0.6996587030716723,0.38054607508532423,0.3191126279863481,0.5439024390243903
2014,11620,99,1920,261,506,0,1945,83,21,8,231,170,54,28,67,340,41.0,75,34,0,14,0.0,0.0,526,1.9386973180076628,1.3878326996197718,2.9386973180076628,4.326530017627435,-8.440677966101696,2.682825484764543,0.015209125475285171,0.6463878326996197,0.3231939163498099,0.3231939163498099,0.5
2014,11620,101,1624,169,416,0,1687,55,8,4,148,136,40,15,37,273,43.0,39,27,0,3,0.0,0.0,357,2.4615384615384617,1.658263305322129,3.3491124260355027,5.007375731357632,-4.43010752688172,2.8622448979591835,0.011204481792717087,0.7647058823529411,0.38095238095238093,0.3837535014005602,0.4981684981684982
2014,11620,104,1768,288,493,0,1723,91,9,15,255,158,94,25,67,257,44.0,86,26,0,9,0.0,0.0,538,1.7118055555555556,1.3847583643122676,2.6458333333333335,4.030591697645601,11.658536585365853,2.33972602739726,0.027881040892193308,0.47769516728624534,0.2936802973977695,0.18401486988847582,0.6147859922178989
2014,11620,107,1920,214,427,0,1779,75,7,23,189,145,56,11,68,297,37.0,43,25,0,4,0.0,0.0,438,1.9953271028037383,1.4337899543378996,3.2242990654205608,4.65808901975846,-4.252631578947368,2.902479338842975,0.05251141552511415,0.678082191780822,0.3310502283105023,0.34703196347031967,0.4882154882154882
2014,11620,108,1749,199,447,0,1599,69,12,11,190,127,58,13,50,257,41.0,33,21,0,7,0.0,0.0,389,2.2462311557788945,1.6246786632390746,3.341708542713568,4.966387205952643,-7.785714285714286,2.5571658615136874,0.028277634961439587,0.6606683804627249,0.3264781491002571,0.33419023136246784,0.49416342412451364
2014,11620,109,2046,287,572,0,2128,84,23,12,247,205,96,32,94,405,49.0,37,29,0,8,0.0,0.0,618,1.9930313588850175,1.412621359223301,2.986062717770035,4.3986840769933355,-5.714285714285714,2.457607433217189,0.019417475728155338,0.6553398058252428,0.33171521035598706,0.3236245954692557,0.5061728395061729
2014,11620,110,1760,195,450,0,1786,75,16,8,180,143,74,17,76,346,35.0,28,30,0,11,0.0,0.0,431,2.3076923076923075,1.5475638051044083,3.4871794871794872,5.0347432922838955,-3.112676056338028,2.6980273141122915,0.018561484918793503,0.802784222737819,0.33178654292343385,0.4709976798143852,0.41329479768786126
2014,11620,111,1728,279,513,0,1820,82,10,25,251,227,52,22,32,366,49.0,74,23,0,7,0.0,0.0,560,1.8387096774193548,1.4142857142857144,2.89247311827957,4.306758832565285,-5.4222222222222225,2.3402868318122554,0.044642857142857144,0.6535714285714286,0.40535714285714286,0.24821428571428572,0.6202185792349727
2014,11620,112,1512,376,533,0,1810,88,16,11,336,278,85,34,30,341,58.0,25,14,0,7,0.0,0.0,718,1.4175531914893618,1.2479108635097493,2.13031914893617,3.3782300124459193,9.0,2.0327683615819208,0.01532033426183844,0.47493036211699163,0.3871866295264624,0.08774373259052926,0.8152492668621701
2014,11620,115,2204,326,551,0,2061,75,13,14,270,163,122,24,66,321,63.0,81,30,0,9,0.0,0.0,579,1.6901840490797546,1.4438687392055267,2.441717791411043,3.88558653061657,35.8,2.4902676399026764,0.024179620034542316,0.5544041450777202,0.2815198618307427,0.2728842832469775,0.5077881619937694
2014,11620,116,1878,414,601,9,1918,106,25,24,365,278,110,27,41,320,40.0,84,25,0,8,0.0,0.0,760,1.4516908212560387,1.3013157894736842,2.3768115942028984,3.678127383676583,5.948453608247423,1.9626943005181348,0.031578947368421054,0.42105263157894735,0.36578947368421055,0.05526315789473679,0.86875
2014,11620,127,1764,176,394,0,1532,44,12,7,149,128,31,17,49,253,33.0,41,14,0,9,0.0,0.0,370,2.2386363636363638,1.4945945945945946,3.102272727272727,4.596867321867322,-5.776119402985074,2.793040293040293,0.01891891891891892,0.6837837837837838,0.34594594594594597,0.33783783783783783,0.5059288537549407
2014,11620,128,1888,335,541,0,1996,81,7,36,303,214,75,34,65,378,27.0,68,32,0,7,0.0,0.0,648,1.6149253731343283,1.2808641975308641,2.591044776119403,3.8719089736502674,-11.222222222222221,2.468513853904282,0.05555555555555555,0.5833333333333334,0.33024691358024694,0.25308641975308643,0.5661375661375662
2014,11620,140,1484,220,414,0,1588,74,10,15,197,170,71,19,29,303,39.0,84,36,0,4,0.0,0.0,438,1.8818181818181818,1.495433789954338,2.963636363636364,4.459070153590702,-5.050632911392405,2.4578125,0.03424657534246575,0.6917808219178082,0.3881278538812785,0.3036529680365297,0.5610561056105611
2014,11620,141,1856,294,539,0,1941,78,3,26,268,221,68,34,46,372,57.0,54,23,0,3,0.0,0.0,595,1.8333333333333333,1.3915966386554621,2.748299319727891,4.139895958383353,-7.328571428571428,2.387780548628429,0.043697478991596636,0.6252100840336134,0.37142857142857144,0.253781512605042,0.5940860215053764
2014,11620,147,2074,337,572,0,2086,116,12,28,303,241,30,32,27,336,42.0,89,29,0,8,0.0,0.0,637,1.6973293768545994,1.3233908948194661,2.8249258160237387,4.148316710843205,108.8,2.525153374233129,0.04395604395604396,0.5274725274725275,0.3783359497645212,0.1491365777080063,0.7172619047619048
2014,11620,149,1824,247,457,0,1804,73,9,17,228,196,54,18,45,333,34.0,59,19,0,5,0.0,0.0,506,1.8502024291497976,1.3972332015810276,2.825910931174089,4.223144132755117,-5.176470588235294,2.5898550724637683,0.03359683794466403,0.658102766798419,0.38735177865612647,0.2707509881422925,0.5885885885885885
2014,11620,158,1296,202,362,0,1390,65,12,17,170,126,64,17,37,264,24.0,61,17,0,5,0.0,0.0,382,1.7920792079207921,1.4450261780104712,2.9504950495049505,4.395521227515422,-5.564516129032258,2.566355140186916,0.04450261780104712,0.6910994764397905,0.3298429319371728,0.36125654450261774,0.4772727272727273
2014,11620,164,1798,286,537,0,2004,82,7,22,253,218,93,16,35,318,57.0,83,37,0,10,0.0,0.0,555,1.8776223776223777,1.5279279279279279,2.832167832167832,4.36009576009576,-13.552631578947368,2.3995157384987893,0.03963963963963964,0.572972972972973,0.3927927927927928,0.18018018018018023,0.6855345911949685
2014,11620,165,1472,173,330,0,1433,46,8,6,155,138,53,10,29,336,40.0,25,22,0,1,0.0,0.0,350,1.907514450867052,1.4885714285714287,2.7167630057803467,4.205334434351776,-2.0377358490566038,2.770873786407767,0.017142857142857144,0.96,0.3942857142857143,0.5657142857142856,0.4107142857142857
2014,11620,167,1292,165,306,0,1219,67,5,19,153,125,39,7,17,242,21.0,46,16,0,6,0.0,0.0,314,1.8545454545454545,1.4968152866242037,3.2181818181818183,4.714997104806022,-3.2247191011235956,2.6607538802660753,0.06050955414012739,0.7707006369426752,0.3980891719745223,0.3726114649681529,0.5165289256198347
2014,11620,169,1392,249,414,0,1578,67,16,19,230,193,52,18,57,277,16.0,40,23,0,7,0.0,0.0,517,1.6626506024096386,1.2746615087040618,2.6987951807228914,3.9734566894269534,-13.620689655172415,2.4359375,0.0367504835589942,0.5357833655705996,0.3733075435203095,0.1624758220502901,0.6967509025270758
2014,11620,172,1131,176,350,0,1280,57,15,20,160,107,30,16,17,219,22.0,26,17,0,5,0.0,0.0,316,1.9886363636363635,1.5411392405063291,3.346590909090909,4.887730149597238,-7.0212765957446805,2.6980728051391862,0.06329113924050633,0.6930379746835443,0.33860759493670883,0.3544303797468355,0.4885844748858447
2014,11620,173,1680,322,515,0,1699,100,7,50,293,178,46,25,15,410,31.0,48,15,0,5,0.0,0.0,540,1.5993788819875776,1.3685185185185185,2.906832298136646,4.275350816655164,-4.115044247787611,2.393323657474601,0.09259259259259259,0.7592592592592593,0.3296296296296296,0.4296296296296297,0.43414634146341463
2014,11620,175,1674,269,448,0,1669,102,5,25,233,148,89,26,40,345,34.0,89,26,0,7,0.0,0.0,483,1.6654275092936803,1.4182194616977226,2.8513011152416357,4.2695205769393585,-5.64,2.4909090909090907,0.051759834368530024,0.7142857142857143,0.3064182194616977,0.4078674948240166,0.4289855072463768
2014,11620,178,1363,386,531,0,1603,101,15,30,332,213,84,23,36,247,27.0,89,19,0,7,0.0,0.0,658,1.3756476683937824,1.2583586626139818,2.326424870466321,3.584783533080303,3.7954545454545454,1.9711779448621554,0.04559270516717325,0.37537993920972645,0.32370820668693007,0.05167173252279639,0.8623481781376519
2014,11620,180,1749,290,510,0,1810,101,10,28,269,157,42,24,42,313,40.0,36,15,0,8,0.0,0.0,513,1.7586206896551724,1.3820662768031189,2.9448275862068964,4.3268938630100156,-17.85185185185185,2.616740088105727,0.05458089668615984,0.6101364522417154,0.3060428849902534,0.304093567251462,0.5015974440894568
2014,11620,193,1881,253,437,0,1659,75,15,23,211,224,44,21,24,331,32.0,51,28,0,7,0.0,0.0,522,1.7272727272727273,1.3505747126436782,2.8616600790513833,4.212234791695062,-5.175,2.398826979472141,0.044061302681992334,0.6340996168582376,0.42911877394636017,0.2049808429118774,0.676737160120846
2014,11620,196,1947,244,535,0,1985,65,6,24,218,185,39,21,53,353,54.0,38,28,0,6,0.0,0.0,503,2.192622950819672,1.5089463220675945,3.192622950819672,4.701569272887267,-4.5625,2.668027210884354,0.04771371769383698,0.7017892644135189,0.36779324055666,0.33399602385685884,0.5240793201133145
2014,11620,198,1824,310,540,0,1953,98,25,38,282,158,41,21,39,295,42.0,53,25,0,22,0.0,0.0,528,1.7419354838709677,1.3996212121212122,3.106451612903226,4.506072825024438,-251.0,2.731811697574893,0.07196969696969698,0.5587121212121212,0.29924242424242425,0.25946969696969696,0.535593220338983
2014,11620,201,1674,305,537,10,1844,91,15,25,285,176,60,23,39,322,50.0,33,22,0,4,0.0,0.0,543,1.7606557377049181,1.423572744014733,2.8327868852459015,4.2563596292606345,-26.94736842105263,2.4318181818181817,0.04604051565377532,0.5930018416206262,0.3241252302025783,0.2688766114180479,0.546583850931677
2014,11620,202,1815,291,478,0,1739,83,11,45,278,194,75,19,12,355,56.0,70,27,0,4,0.0,0.0,516,1.6426116838487972,1.447674418604651,2.9450171821305844,4.392691600735235,-4.811111111111111,2.4131054131054133,0.0872093023255814,0.687984496124031,0.375968992248062,0.312015503875969,0.5464788732394367
2014,11620,219,1485,330,518,0,1830,103,12,17,297,226,82,32,25,309,47.0,45,20,0,7,0.0,0.0,613,1.5696969696969696,1.3474714518760196,2.5090909090909093,3.8565623609669286,13.916666666666666,2.241038318912237,0.02773246329526917,0.5040783034257749,0.36867862969004894,0.13539967373572592,0.7313915857605178
2014,11620,220,1870,275,460,0,1756,75,13,18,235,201,50,20,43,333,32.0,77,16,0,9,0.0,0.0,539,1.6727272727272726,1.3191094619666048,2.6218181818181816,3.9409276437847867,-7.892857142857143,2.507936507936508,0.03339517625231911,0.6178107606679035,0.37291280148423006,0.24489795918367346,0.6036036036036037
2014,11620,222,1645,187,393,0,1465,68,3,6,171,90,25,14,30,230,40.0,32,15,0,3,0.0,0.0,321,2.1016042780748663,1.5825545171339563,3.0053475935828877,4.587902110716844,-11.057142857142857,2.906374501992032,0.018691588785046728,0.7165109034267912,0.2803738317757009,0.43613707165109034,0.391304347826087
2014,11620,228,1404,260,502,0,1813,81,7,19,232,201,46,20,26,383,46.0,52,12,0,8,0.0,0.0,507,1.9307692307692308,1.4773175542406312,2.9269230769230767,4.404240631163708,-3.959016393442623,2.4575342465753423,0.03747534516765286,0.7554240631163708,0.39644970414201186,0.3589743589743589,0.5248041775456919
2014,11620,229,1749,237,494,0,1791,80,7,16,213,183,42,20,35,377,58.0,39,13,0,3,0.0,0.0,475,2.0843881856540083,1.5136842105263157,3.1181434599156117,4.631827670441927,-3.514705882352941,2.5248933143669987,0.03368421052631579,0.7936842105263158,0.38526315789473686,0.4084210526315789,0.4854111405835544
2014,11620,234,1920,350,499,0,1805,94,10,23,324,282,75,39,26,371,52.0,55,12,0,8,0.0,0.0,697,1.4257142857142857,1.2281205164992826,2.3114285714285714,3.539549087927854,-95.2,2.1392557022809124,0.03299856527977044,0.5322812051649928,0.40459110473457677,0.127690100430416,0.7601078167115903
2014,11620,235,2079,289,554,0,2077,76,9,26,260,229,60,34,60,348,65.0,57,27,0,15,0.0,0.0,612,1.9169550173010381,1.3774509803921569,2.8961937716262978,4.273644752018455,-10.352941176470589,2.510403916768666,0.042483660130718956,0.5686274509803921,0.3741830065359477,0.19444444444444442,0.6580459770114943
2014,11620,236,1846,254,451,0,1714,79,12,11,229,151,90,17,49,345,33.0,99,43,0,12,0.0,0.0,471,1.7755905511811023,1.4692144373673035,2.7125984251968505,4.181812862564154,-5.176470588235294,2.500734214390602,0.02335456475583864,0.732484076433121,0.3205944798301486,0.41188959660297236,0.43768115942028984
2014,11620,244,1972,338,592,0,2057,91,15,30,297,227,56,37,24,373,45.0,87,30,0,5,0.0,0.0,626,1.7514792899408285,1.3977635782747604,2.7781065088757395,4.1758700871505,-20.071428571428573,2.3988165680473372,0.04792332268370607,0.5958466453674122,0.36261980830670926,0.2332268370607029,0.6085790884718498
2014,11620,248,1792,270,512,0,1898,100,10,15,236,224,61,29,37,377,50.0,39,17,0,10,0.0,0.0,560,1.8962962962962964,1.4232142857142858,2.9703703703703703,4.393584656084656,-5.344086021505376,2.4079283887468033,0.026785714285714284,0.6732142857142858,0.4,0.27321428571428574,0.5941644562334217
2014,11620,249,1400,200,420,0,1645,58,6,4,176,117,54,17,38,207,45.0,66,31,0,2,0.0,0.0,372,2.1,1.5887096774193548,2.85,4.438709677419355,69.33333333333333,2.79557069846678,0.010752688172043012,0.5564516129032258,0.31451612903225806,0.2419354838709677,0.5652173913043478
2014,11620,251,1344,219,419,0,1609,73,3,10,205,187,56,19,21,331,32.0,39,22,0,4,0.0,0.0,446,1.91324200913242,1.484304932735426,2.8036529680365296,4.287957900771955,-3.970873786407767,2.4524539877300615,0.02242152466367713,0.742152466367713,0.4192825112107623,0.3228699551569507,0.5649546827794562
2014,11620,253,2176,420,642,0,2238,118,7,61,379,262,52,28,28,453,44.0,91,34,0,8,0.0,0.0,738,1.5285714285714285,1.2953929539295392,2.7214285714285715,4.016821525358111,-8.803030303030303,2.4324022346368714,0.08265582655826559,0.6138211382113821,0.35501355013550134,0.2588075880758807,0.5783664459161147
2014,11620,254,1624,336,539,0,1813,119,9,60,318,195,57,19,34,369,36.0,54,22,0,9,0.0,0.0,584,1.6041666666666667,1.3544520547945205,3.107142857142857,4.461594911937378,-6.472972972972973,2.3980848153214773,0.10273972602739725,0.6318493150684932,0.3339041095890411,0.2979452054794521,0.5284552845528455
2014,11620,255,2112,316,611,0,2211,110,21,21,292,208,54,26,54,437,49.0,54,28,0,9,0.0,0.0,604,1.9335443037974684,1.445364238410596,3.0949367088607596,4.540300947271356,-5.086206896551724,2.5704225352112675,0.0347682119205298,0.7235099337748344,0.3443708609271523,0.3791390728476821,0.4759725400457666
2014,11620,257,1705,251,477,0,1851,66,7,13,208,219,46,17,21,389,45.0,41,18,0,5,0.0,0.0,508,1.900398406374502,1.4606299212598426,2.7171314741035855,4.177761395363428,-3.462686567164179,2.521262002743484,0.025590551181102362,0.765748031496063,0.4311023622047244,0.33464566929133854,0.5629820051413882
2014,11620,260,1595,226,465,0,1724,66,8,7,219,187,46,24,66,276,44.0,38,15,0,5,0.0,0.0,503,2.0575221238938055,1.3876739562624254,2.8716814159292037,4.259355372191629,-13.878787878787879,2.4848046309696095,0.013916500994035786,0.5487077534791253,0.3717693836978131,0.17693836978131217,0.677536231884058
2014,11620,261,1296,271,454,0,1625,76,20,16,246,159,38,19,45,318,35.0,80,30,0,1,0.0,0.0,494,1.6752767527675276,1.3178137651821862,2.6937269372693726,4.011540702451558,-9.954545454545455,2.5338582677165356,0.032388663967611336,0.6437246963562753,0.32186234817813764,0.32186234817813764,0.5
2014,11620,272,1458,231,450,0,1784,78,13,14,210,141,54,16,43,334,30.0,49,28,0,6,0.0,0.0,431,1.948051948051948,1.4965197215777262,3.034632034632035,4.531151756209761,-4.316831683168317,2.805071315372425,0.03248259860788863,0.7749419953596288,0.3271461716937355,0.4477958236658933,0.4221556886227545
2014,11620,275,1124,101,226,0,926,40,2,2,92,80,33,7,26,181,13.0,30,5,0,2,0.0,0.0,214,2.237623762376238,1.5841121495327102,3.1683168316831685,4.752428981215878,-2.986666666666667,2.741839762611276,0.009345794392523364,0.8457943925233645,0.37383177570093457,0.47196261682242996,0.4419889502762431
2014,11620,277,1643,226,435,0,1750,59,8,8,194,164,31,17,36,304,43.0,36,20,0,1,0.0,0.0,443,1.924778761061947,1.4221218961625282,2.6946902654867255,4.1168121616492535,-6.188405797101449,2.8006430868167205,0.01805869074492099,0.6862302483069977,0.37020316027088035,0.3160270880361174,0.5394736842105263
2014,11620,283,1408,210,407,0,1484,79,8,19,187,130,22,13,18,252,35.0,88,35,0,3,0.0,0.0,371,1.938095238095238,1.5067385444743935,3.1666666666666665,4.67340521114106,-8.083333333333334,2.712962962962963,0.05121293800539083,0.6792452830188679,0.3504043126684636,0.32884097035040427,0.5158730158730159
2014,11620,285,1452,186,378,0,1443,79,6,16,162,141,50,12,28,284,36.0,50,18,0,0,0.0,0.0,367,2.032258064516129,1.550408719346049,3.3225806451612905,4.872989364507339,-3.549019607843137,2.580470162748644,0.043596730245231606,0.773841961852861,0.38419618528610355,0.3896457765667575,0.4964788732394366
2014,11620,287,1479,238,529,0,1808,63,12,10,210,151,49,16,39,292,36.0,43,16,0,4,0.0,0.0,444,2.222689075630252,1.6418918918918919,3.0714285714285716,4.713320463320463,-10.8125,2.500695410292072,0.02252252252252252,0.6576576576576577,0.3400900900900901,0.3175675675675676,0.5171232876712328
2014,11620,288,1914,293,510,0,1863,68,8,11,238,233,47,13,62,312,41.0,83,21,0,8,0.0,0.0,601,1.7406143344709897,1.3144758735440931,2.4368600682593855,3.751335941803479,-29.352941176470587,2.3774069319640563,0.018302828618968387,0.519134775374376,0.3876871880199667,0.1314475873544093,0.7467948717948718
2014,11620,301,1802,253,487,0,1784,74,14,21,233,198,55,22,23,305,51.0,66,39,0,2,0.0,0.0,496,1.924901185770751,1.4919354838709677,3.007905138339921,4.499840622210889,-9.137254901960784,2.4520166898470097,0.04233870967741935,0.6149193548387096,0.39919354838709675,0.21572580645161288,0.6491803278688525
