season,season_id,school_id,G,AB,H,TB,R,2B,3B,HR,RBI,BB,HBP,SF,SH,K,DP,SB,CS,Picked,IBB,OPP DP,GDP,PA,BA,OBP,SLG,OPS,BAbip,RS%,HR%,K%,BB%,K-BB%,BB/K
2021,15580,287,1924,1627,388,508,176,61,7,15,155,136,42,10,28,441,0.0,86,38,8,4,25.0,0.0,1801,0.23847572218807622,0.31426985008328706,0.3632452366318377,0.6775150867151247,0.31583403895004236,0.29219600725952816,0.00832870627429206,0.24486396446418657,0.07551360355358135,0.16935036091060524,0.30839002267573695
2021,15580,288,1484,1103,264,394,131,36,2,30,129,86,32,13,16,267,0.0,17,9,2,3,27.0,0.0,1218,0.23934723481414324,0.3136288998357964,0.4188576609247507,0.7324865607605471,0.2857142857142857,0.2869318181818182,0.024630541871921183,0.21921182266009853,0.07060755336617405,0.14860426929392448,0.32209737827715357
2021,15580,299,1824,1676,467,677,267,81,12,35,234,204,35,22,21,371,0.0,29,18,7,8,37.0,0.0,1923,0.2786396181384248,0.3671346853874155,0.48031026252983294,0.8474449479172484,0.33436532507739936,0.34575260804769004,0.018200728029121163,0.19292771710868434,0.1060842433697348,0.08684347373894954,0.5498652291105122
2021,15580,301,1496,1487,411,638,290,78,4,47,263,197,48,20,12,336,0.0,31,10,4,8,41.0,0.0,1716,0.27639542703429726,0.3822843822843823,0.515803631472764,0.8980880137571463,0.3238434163701068,0.39901477832512317,0.027389277389277388,0.1958041958041958,0.1148018648018648,0.08100233100233101,0.5863095238095238
2021,15580,302,1680,1635,505,812,357,98,19,57,325,193,61,28,30,363,0.0,41,18,8,1,25.0,0.0,1886,0.308868501529052,0.4024390243902439,0.6030581039755352,1.005497128365779,0.3604183427192277,0.42735042735042733,0.030222693531283137,0.19247083775185578,0.10233297985153765,0.09013785790031813,0.5316804407713499
2021,15580,305,2132,1692,477,736,305,87,8,52,273,215,67,17,22,396,0.0,39,17,7,6,50.0,0.0,1946,0.28191489361702127,0.39003083247687564,0.5218676122931442,0.9118984447700198,0.3370340999206979,0.3578500707213578,0.02672147995889003,0.20349434737923947,0.1104830421377184,0.09301130524152107,0.5429292929292929
2021,15580,306,1320,1044,273,424,178,43,9,30,161,118,40,12,8,297,0.0,26,5,5,2,15.0,0.0,1182,0.2614942528735632,0.3646362098138748,0.4846743295019157,0.8493105393157905,0.3333333333333333,0.3690773067331671,0.025380710659898477,0.2512690355329949,0.09983079526226735,0.15143824027072755,0.39730639730639733
2021,15580,308,1518,1424,357,513,216,55,10,27,189,174,42,11,21,362,0.0,57,17,9,2,37.0,0.0,1630,0.25070224719101125,0.35153374233128837,0.42485955056179775,0.7763932928930861,0.3154875717017208,0.34615384615384615,0.016564417177914112,0.22208588957055214,0.1067484662576687,0.11533742331288344,0.48066298342541436
2021,15580,310,476,268,56,73,35,9,1,2,30,39,14,3,0,79,0.0,4,2,1,0,1.0,0.0,310,0.208955223880597,0.35161290322580646,0.31716417910447764,0.6687770823302841,0.28421052631578947,0.308411214953271,0.0064516129032258064,0.25483870967741934,0.12580645161290321,0.12903225806451613,0.4936708860759494
2021,15580,312,1540,1442,379,604,277,93,12,36,256,242,61,21,16,361,0.0,44,8,5,5,39.0,0.0,1721,0.26282940360610263,0.39628123184195235,0.5166435506241331,0.9129247824660855,0.32176360225140715,0.37306501547987614,0.020918070889018012,0.20976176641487507,0.14061592097617664,0.06914584543869842,0.6703601108033241
2021,15580,314,1271,1366,426,597,366,63,21,22,299,221,45,16,34,274,0.0,135,24,8,1,10.0,0.0,1637,0.3118594436310395,0.42272449602932194,0.5146412884333821,0.937365784462704,0.3720073664825046,0.5134328358208955,0.013439218081857055,0.16737935247403787,0.13500305436774587,0.032376298106292,0.8065693430656934
2021,15580,315,1802,1820,511,797,322,106,12,52,296,218,64,30,8,386,0.0,44,11,0,9,49.0,0.0,2076,0.28076923076923077,0.38198458574181116,0.5313186813186813,0.9133032670604925,0.32507082152974504,0.3643724696356275,0.025048169556840076,0.1859344894026975,0.10500963391136801,0.08092485549132948,0.5647668393782384
2021,15580,316,1550,1714,451,585,247,61,5,21,222,154,44,27,25,386,0.0,36,14,4,2,42.0,0.0,1920,0.2631271878646441,0.3380208333333333,0.3920653442240373,0.7300861775573706,0.32233883058470764,0.35987261146496813,0.0109375,0.20104166666666667,0.08020833333333334,0.12083333333333333,0.39896373056994816
2021,15580,317,980,862,238,355,153,50,5,19,137,95,27,10,19,182,0.0,38,12,4,4,16.0,0.0,986,0.27610208816705334,0.36511156186612576,0.4976798143851508,0.8627913762512766,0.3263785394932936,0.39296187683284456,0.019269776876267748,0.1845841784989858,0.09634888438133875,0.08823529411764706,0.521978021978022
2021,15580,327,1881,1412,381,672,267,70,7,69,260,162,37,13,17,348,0.0,52,21,4,5,26.0,0.0,1604,0.2698300283286119,0.36159600997506236,0.5793201133144475,0.9409161232895099,0.30952380952380953,0.38747553816046965,0.043017456359102244,0.2169576059850374,0.10099750623441396,0.11596009975062345,0.46551724137931033
2021,15580,328,2508,1658,428,614,264,85,13,25,235,211,47,21,31,383,0.0,40,9,5,3,37.0,0.0,1921,0.25814234016887816,0.3571056741280583,0.4445114595898673,0.8016171337179256,0.3170731707317073,0.3615733736762481,0.013014055179593961,0.1993753253513795,0.10983862571577303,0.08953669963560647,0.5509138381201044
2021,15580,331,2128,1777,528,810,363,96,18,50,326,212,55,24,19,453,0.0,77,27,8,5,34.0,0.0,2032,0.297129994372538,0.391240157480315,0.5481148002250985,0.9393549577054134,0.3682588597842835,0.42013422818791946,0.024606299212598427,0.22293307086614172,0.10433070866141732,0.1186023622047244,0.46799116997792495
2021,15580,334,1716,1497,426,681,263,80,8,53,229,142,53,17,13,374,0.0,62,7,5,6,28.0,0.0,1669,0.2845691382765531,0.372079089275015,0.5490981963927856,0.9211772856678005,0.34314627414903404,0.36971830985915494,0.03175554224086279,0.22408627920910726,0.08508088675853805,0.1390053924505692,0.37967914438502676
2021,15580,340,1378,1114,314,453,232,61,18,14,190,171,27,14,11,281,0.0,26,6,6,1,24.0,0.0,1310,0.28186714542190305,0.39083969465648855,0.49012567324955114,0.8809653679060396,0.36014405762304924,0.43775100401606426,0.010687022900763359,0.21450381679389313,0.13053435114503817,0.08396946564885496,0.608540925266904
2021,15580,342,992,863,215,316,158,43,5,16,153,119,48,8,2,215,0.0,43,8,8,1,28.0,0.0,992,0.24913093858632676,0.3850806451612903,0.440324449594438,0.8254050947557283,0.3109375,0.3879781420765027,0.016129032258064516,0.21673387096774194,0.11995967741935484,0.0967741935483871,0.5534883720930233
2021,15580,346,1632,1408,401,595,226,68,6,38,206,134,38,17,14,240,0.0,58,13,4,2,15.0,0.0,1573,0.28480113636363635,0.3642720915448188,0.5021306818181818,0.8664027733630006,0.3164777680906713,0.3514018691588785,0.024157660521296885,0.15257469802924348,0.08518753973299428,0.0673871582962492,0.5583333333333333
2021,15580,352,1333,1257,324,495,204,65,11,28,182,153,64,13,15,335,0.0,34,10,2,3,23.0,0.0,1438,0.2577565632458234,0.3762169680111266,0.47653142402545745,0.852748392036584,0.3263506063947078,0.34307992202729043,0.019471488178025034,0.2329624478442281,0.10639777468706536,0.12656467315716274,0.45671641791044776
2021,15580,355,2166,1889,528,847,358,124,18,53,326,242,59,27,31,415,0.0,47,7,7,7,31.0,0.0,2189,0.2795129698253044,0.37871174052078577,0.5516146109052409,0.9303263514260267,0.3280386740331492,0.39304123711340205,0.024211968935587025,0.189584285061672,0.11055276381909548,0.07903152124257651,0.5831325301204819
2021,15580,361,1225,932,231,310,170,39,5,10,164,153,22,18,9,222,0.0,70,15,6,1,19.0,0.0,1112,0.2478540772532189,0.36510791366906475,0.3905579399141631,0.7556658535832279,0.30779944289693595,0.40404040404040403,0.008992805755395683,0.19964028776978418,0.13758992805755396,0.06205035971223022,0.6891891891891891
2021,15580,363,1666,1619,443,618,270,81,11,24,235,188,65,13,20,417,0.0,40,21,5,5,32.0,0.0,1840,0.2736256948733786,0.3782608695652174,0.4533662754786906,0.8316271450439079,0.3518052057094878,0.36607142857142855,0.013043478260869565,0.2266304347826087,0.10217391304347827,0.12445652173913042,0.45083932853717024
2021,15580,365,2268,2090,570,970,398,92,16,92,372,237,69,25,23,513,0.0,51,23,6,13,39.0,0.0,2375,0.2727272727272727,0.3688421052631579,0.5598086124401914,0.9286507177033494,0.3165562913907285,0.3903061224489796,0.03873684210526316,0.216,0.09978947368421053,0.11621052631578947,0.4619883040935672
2021,15580,366,2170,2098,643,1027,463,130,13,76,429,271,66,32,14,458,0.0,23,10,4,4,43.0,0.0,2415,0.3064823641563394,0.4057971014492754,0.5938989513822688,0.9996960528315442,0.35526315789473684,0.4280973451327434,0.03146997929606625,0.189648033126294,0.11221532091097308,0.07743271221532091,0.5917030567685589
2021,15580,367,2150,1377,377,646,276,61,8,64,255,183,54,18,2,320,0.0,89,20,2,4,19.0,0.0,1580,0.2737835875090777,0.3886075949367089,0.5657225853304285,0.9543301802671373,0.3095944609297725,0.38545454545454544,0.04050632911392405,0.20253164556962025,0.11582278481012659,0.08670886075949366,0.571875
2021,15580,368,1457,1255,336,502,206,68,10,26,191,161,38,15,12,294,0.0,53,14,8,4,34.0,0.0,1443,0.26772908366533865,0.37075537075537074,0.4828685258964143,0.8536238966517851,0.3263157894736842,0.35363457760314343,0.018018018018018018,0.20374220374220375,0.11157311157311157,0.09216909216909218,0.5476190476190477
2021,15580,370,1617,1112,260,357,128,45,11,10,115,112,37,4,15,288,0.0,23,18,4,5,29.0,0.0,1243,0.23381294964028776,0.32904263877715206,0.38039568345323743,0.7094383222303895,0.3056234718826406,0.2957393483709273,0.008045052292839904,0.23169750603378922,0.09010458567980692,0.1415929203539823,0.3888888888888889
2021,15580,380,1232,1397,377,557,256,60,6,36,214,169,52,17,22,325,0.0,28,11,1,1,26.0,0.0,1605,0.2698639942734431,0.37258566978193147,0.47172512526843235,0.8443107950503639,0.3238366571699905,0.3914590747330961,0.022429906542056073,0.20249221183800623,0.10529595015576323,0.09719626168224299,0.52
2021,15580,381,1152,852,236,359,144,38,5,25,137,95,43,13,8,208,0.0,17,6,1,1,23.0,0.0,968,0.27699530516431925,0.38636363636363635,0.5011737089201878,0.8875373452838241,0.3338607594936709,0.34097421203438394,0.025826446280991736,0.21487603305785125,0.0981404958677686,0.11673553719008264,0.4567307692307692
2021,15580,386,986,804,254,385,193,45,7,24,184,129,39,19,8,196,0.0,16,5,1,2,10.0,0.0,960,0.31592039800995025,0.4395833333333333,0.5733830845771144,1.0129664179104476,0.3814262023217247,0.42462311557788945,0.025,0.20416666666666666,0.134375,0.06979166666666667,0.6581632653061225
2021,15580,388,1710,1372,326,535,189,67,8,42,170,150,24,10,10,400,0.0,39,16,11,3,27.0,0.0,1542,0.23760932944606414,0.324254215304799,0.4752186588921283,0.7994728741969273,0.3021276595744681,0.32096069868995636,0.027237354085603113,0.2594033722438392,0.09727626459143969,0.16212710765239952,0.375
2021,15580,391,1720,1285,337,547,280,72,12,38,241,188,82,16,19,321,0.0,74,19,9,2,18.0,0.0,1508,0.2622568093385214,0.40251989389920423,0.5206225680933853,0.9231424619925894,0.3174097664543524,0.4253075571177504,0.025198938992042442,0.21286472148541113,0.1246684350132626,0.08819628647214854,0.5856697819314641
2021,15580,392,1728,1599,420,727,317,75,8,72,286,237,89,17,28,463,0.0,66,17,8,11,27.0,0.0,1881,0.2626641651031895,0.39659755449229134,0.551594746716698,0.9481923012089892,0.32192414431082333,0.36350148367952523,0.03827751196172249,0.24614566719829878,0.12599681020733652,0.12014885699096226,0.5118790496760259
2021,15580,400,1333,1235,277,393,182,56,3,18,151,166,37,14,21,319,0.0,34,12,5,1,31.0,0.0,1436,0.2242914979757085,0.3342618384401114,0.3805668016194332,0.7148286400595446,0.28399122807017546,0.354978354978355,0.012534818941504178,0.22214484679665739,0.11559888579387187,0.10654596100278552,0.5203761755485894
2021,15580,402,2501,1988,554,835,357,99,22,46,321,205,82,30,29,517,0.0,72,17,9,2,28.0,0.0,2252,0.27867203219315895,0.3734458259325044,0.5040241448692153,0.8774699708017197,0.34914089347079036,0.39119496855345914,0.020426287744227355,0.22957371225577264,0.09103019538188277,0.13854351687388988,0.3965183752417795
2021,15580,404,2052,1782,404,679,263,77,6,62,233,204,73,23,17,522,0.0,52,10,4,12,33.0,0.0,2026,0.22671156004489337,0.3361303060217177,0.4624017957351291,0.7985321017568467,0.2800982800982801,0.3247172859450727,0.03060217176702863,0.25765054294175715,0.10069101678183613,0.15695952615992104,0.39080459770114945
2021,15580,406,2052,1647,474,814,372,102,5,76,326,229,71,14,32,399,0.0,40,14,4,14,26.0,0.0,1922,0.2877959927140255,0.40270551508844954,0.6053430479659988,1.0080485630544485,0.33558178752107926,0.42406876790830944,0.03954214360041623,0.20759625390218522,0.11914672216441206,0.08844953173777316,0.5739348370927319
2021,15580,410,1476,1374,326,488,205,62,8,28,177,148,69,15,10,317,0.0,50,17,7,2,31.0,0.0,1547,0.23726346433770015,0.35100193923723333,0.4264919941775837,0.777493933414817,0.28544061302681994,0.34368932038834954,0.01809954751131222,0.20491273432449902,0.09566903684550743,0.1092436974789916,0.4668769716088328
2021,15580,414,2184,1641,392,601,229,82,17,31,216,175,77,26,20,527,0.0,57,29,10,0,23.0,0.0,1862,0.238878732480195,0.3458646616541353,0.445460085313833,0.7913247469679683,0.3255184851217313,0.32300163132137033,0.01664876476906552,0.28302900107411383,0.09398496240601503,0.1890440386680988,0.33206831119544594
2021,15580,415,1728,1621,406,640,278,66,6,52,246,218,52,19,8,437,0.0,23,16,6,7,40.0,0.0,1866,0.25046267735965455,0.36227224008574493,0.4713140037014189,0.8335862437871638,0.30755864465682015,0.36217948717948717,0.027867095391211148,0.2341907824222937,0.11682743837084673,0.11736334405144695,0.4988558352402746
2021,15580,416,1672,1490,387,550,227,80,10,21,207,153,32,16,19,374,0.0,41,23,4,3,33.0,0.0,1678,0.25973154362416107,0.34088200238379024,0.4436241610738255,0.7845061634576158,0.32943294329432943,0.3738656987295826,0.012514898688915376,0.22288438617401668,0.09117997616209773,0.13170441001191896,0.4090909090909091
2021,15580,418,1380,1142,312,512,228,70,5,40,204,154,41,15,10,292,0.0,47,17,5,0,22.0,0.0,1321,0.2732049036777583,0.3838001514004542,0.5490367775831874,0.9328369289836416,0.3296969696969697,0.4025695931477516,0.03028009084027252,0.2210446631339894,0.1165783497350492,0.1044663133989402,0.5273972602739726
2021,15580,419,2014,1589,382,579,229,83,6,34,200,150,40,21,28,411,0.0,100,38,6,4,23.0,0.0,1788,0.24040276903713026,0.319910514541387,0.4417872876022656,0.7616978021436527,0.29871244635193134,0.362453531598513,0.01901565995525727,0.22986577181208054,0.08389261744966443,0.1459731543624161,0.36496350364963503
2021,15580,428,1184,1144,276,423,129,50,2,31,120,127,22,3,16,295,0.0,15,8,7,11,31.0,0.0,1290,0.24125874125874125,0.32945736434108525,0.4423076923076923,0.7717650566487775,0.2984165651644336,0.24873096446700507,0.024031007751937984,0.22868217054263565,0.09844961240310078,0.13023255813953488,0.43050847457627117
2021,15580,430,2516,2257,629,996,467,119,13,74,423,294,72,31,12,438,0.0,72,18,1,8,54.0,0.0,2594,0.2786885245901639,0.3835774865073246,0.5325653522374834,0.916142838744808,0.3125,0.42671009771986973,0.028527370855821126,0.16885119506553586,0.1133384734001542,0.05551272166538167,0.6712328767123288
2021,15580,432,460,512,96,135,41,23,2,4,37,48,13,4,5,196,0.0,15,11,3,1,7.0,0.0,569,0.1875,0.2759226713532513,0.3203125,0.5962351713532513,0.2911392405063291,0.24183006535947713,0.007029876977152899,0.3444639718804921,0.0843585237258348,0.2601054481546573,0.24489795918367346
2021,15580,433,2412,2076,618,974,444,104,9,78,406,265,81,32,3,473,0.0,40,19,2,15,54.0,0.0,2376,0.2976878612716763,0.4057239057239057,0.5611753371868978,0.9668992429108035,0.3468208092485549,0.41309255079006774,0.03282828282828283,0.19907407407407407,0.11153198653198654,0.08754208754208753,0.5602536997885835
2021,15580,434,1938,1071,248,363,167,41,4,22,153,141,24,9,11,322,0.0,34,12,7,5,20.0,0.0,1232,0.2315592903828198,0.3352272727272727,0.40149393090569563,0.7367212036329683,0.3070652173913043,0.37084398976982097,0.017857142857142856,0.26136363636363635,0.11444805194805195,0.1469155844155844,0.43788819875776397
2021,15580,439,1517,1116,301,449,215,57,11,23,188,124,33,16,15,275,0.0,40,10,1,3,18.0,0.0,1271,0.26971326164874554,0.36034618410700237,0.4838709677419355,0.8442171518489379,0.3333333333333333,0.4413793103448276,0.01809598741148702,0.21636506687647522,0.0975609756097561,0.11880409126671912,0.4509090909090909
2021,15580,444,1504,1531,433,705,300,77,9,59,276,192,44,16,23,393,0.0,27,17,7,5,33.0,0.0,1762,0.2828216851730895,0.3796821793416572,0.5551926845199217,0.9348748638615789,0.3415525114155251,0.3950819672131147,0.03348467650397276,0.22304199772985245,0.10896708286038592,0.11407491486946653,0.48854961832061067
2021,15580,450,1332,1216,310,448,190,59,2,25,177,109,35,4,17,297,0.0,41,15,12,5,23.0,0.0,1346,0.25493421052631576,0.337295690936107,0.43914473684210525,0.7764404277782122,0.31737193763919824,0.38461538461538464,0.018573551263001486,0.22065378900445765,0.08098068350668648,0.13967310549777118,0.367003367003367
2021,15580,454,1914,2018,537,930,375,115,13,84,335,247,40,18,22,526,0.0,66,14,9,8,25.0,0.0,2305,0.26610505450941524,0.3574837310195228,0.5659068384539148,0.9233905694734376,0.317671809256662,0.3932432432432432,0.03644251626898048,0.22819956616052062,0.10715835140997831,0.1210412147505423,0.4695817490494297
2021,15580,456,1584,1477,376,562,228,62,14,32,205,156,38,13,23,362,0.0,11,4,4,5,28.0,0.0,1669,0.25457007447528773,0.341521869382864,0.45362220717670954,0.7951440765595735,0.31386861313868614,0.3643122676579926,0.019173157579388856,0.21689634511683642,0.09346914319952067,0.12342720191731575,0.430939226519337
2021,15580,457,2365,1836,475,784,291,95,8,66,272,223,47,20,13,480,0.0,29,13,9,5,43.0,0.0,2092,0.2587145969498911,0.3561185468451243,0.5190631808278867,0.875181727673011,0.31221374045801525,0.33136966126656847,0.03154875717017208,0.2294455066921606,0.10659655831739961,0.12284894837476099,0.46458333333333335
2021,15580,458,2318,1763,514,796,358,101,8,55,311,203,39,24,10,363,0.0,55,17,12,2,38.0,0.0,2000,0.29154849688031764,0.378,0.5445263754963131,0.9225263754963131,0.3352812271731191,0.4322396576319544,0.0275,0.1815,0.1015,0.07999999999999999,0.559228650137741
2021,15580,459,1716,1739,458,705,346,84,14,45,315,236,63,31,16,428,0.0,65,23,7,5,19.0,0.0,2022,0.26336975273145485,0.3743818001978239,0.48763657274295574,0.8620183729407797,0.3184271395528142,0.42275280898876405,0.02225519287833828,0.21167161226508407,0.11671612265084075,0.09495548961424333,0.5514018691588785
2021,15580,460,2106,1671,457,703,307,71,11,51,272,175,40,16,32,404,0.0,53,17,3,4,37.0,0.0,1894,0.27348892878515857,0.35480464625131997,0.5002992220227409,0.8551038682740608,0.32954545454545453,0.41223832528180354,0.02692713833157339,0.2133051742344245,0.09239704329461457,0.12090813093980993,0.43316831683168316
2021,15580,463,1632,1576,443,708,328,73,9,58,286,210,47,10,33,406,0.0,62,15,5,1,26.0,0.0,1829,0.28109137055837563,0.3827227993439038,0.5380710659898477,0.9207938653337515,0.3431372549019608,0.4205607476635514,0.03171131765992345,0.22197922361946418,0.11481683980317113,0.10716238381629305,0.5172413793103449
2021,15580,464,1692,1517,397,607,278,78,9,38,252,209,42,10,29,382,0.0,53,11,0,3,39.0,0.0,1765,0.26170072511535925,0.3671388101983003,0.48253131179960446,0.8496701219979048,0.32429990966576333,0.39344262295081966,0.02152974504249292,0.21643059490084987,0.11841359773371105,0.09801699716713883,0.5471204188481675
2021,15580,465,990,1105,362,582,225,74,10,42,210,122,18,16,8,215,0.0,15,6,2,11,32.0,0.0,1251,0.32760180995475113,0.4012789768185452,0.6407239819004525,1.0420029587189976,0.37037037037037035,0.3978260869565217,0.03357314148681055,0.1718625099920064,0.09752198241406874,0.07434052757793765,0.5674418604651162
2021,15580,466,1845,1555,488,808,323,105,13,63,293,141,66,21,21,312,0.0,32,18,6,7,43.0,0.0,1738,0.31382636655948554,0.3998849252013809,0.6360128617363344,1.0358977869377153,0.35387177352206495,0.41139240506329117,0.03624856156501726,0.17951668584579977,0.0811277330264672,0.09838895281933258,0.4519230769230769
2021,15580,471,1887,1461,379,593,256,70,12,40,230,175,73,16,23,333,0.0,59,5,5,2,28.0,0.0,1675,0.2594113620807666,0.3743283582089552,0.4893908281998631,0.8637191864088183,0.3070652173913043,0.3679727427597956,0.023880597014925373,0.19880597014925372,0.1044776119402985,0.09432835820895522,0.5255255255255256
2021,15580,472,1560,1348,391,560,254,57,11,30,221,181,24,13,15,380,0.0,35,22,7,1,18.0,0.0,1557,0.2900593471810089,0.3827874116891458,0.48813056379821956,0.8709179754873654,0.37960042060988436,0.3957597173144876,0.019267822736030827,0.24405908798972384,0.11624919717405266,0.12780989081567118,0.4763157894736842
2021,15580,473,1353,1355,424,638,248,91,12,33,220,126,51,10,23,266,0.0,32,22,8,7,43.0,0.0,1514,0.3129151291512915,0.39696169088507266,0.5712177121771218,0.9681794030621944,0.36679174484052535,0.3785211267605634,0.021796565389696168,0.17569352708058125,0.083223249669749,0.09247027741083225,0.47368421052631576
2021,15580,474,2223,1836,499,729,337,104,9,36,300,243,54,29,23,389,0.0,34,15,6,4,34.0,0.0,2131,0.2717864923747277,0.3735335523228531,0.4782135076252723,0.8517470599481254,0.3215277777777778,0.3960526315789474,0.01689347724073205,0.18254340685124354,0.11403097137494134,0.0685124354763022,0.6246786632390745
2021,15580,482,1188,1030,284,416,169,60,0,24,151,104,44,12,8,237,0.0,42,1,4,5,16.0,0.0,1154,0.2757281553398058,0.37435008665511266,0.4854368932038835,0.8597869798589961,0.33290653008962867,0.3553921568627451,0.02079722703639515,0.20537261698440207,0.09012131715771231,0.11525129982668976,0.4388185654008439
2021,15580,483,2090,1610,358,507,201,63,13,20,178,185,72,12,33,418,0.0,65,26,6,1,28.0,0.0,1840,0.22236024844720498,0.3342391304347826,0.37453416149068325,0.7087732919254659,0.28547297297297297,0.3042016806722689,0.010869565217391304,0.22717391304347825,0.10054347826086957,0.1266304347826087,0.44258373205741625
2021,15580,485,1643,1610,426,587,260,65,12,24,230,210,48,17,16,378,0.0,110,41,14,6,28.0,0.0,1853,0.2645962732919255,0.3691311386940097,0.42732919254658386,0.7964603312405936,0.32816326530612244,0.3575757575757576,0.012951969778737183,0.20399352401511064,0.11332973556395035,0.0906637884511603,0.5555555555555556
2021,15580,487,1739,1535,346,476,173,69,5,17,147,196,38,10,25,456,0.0,82,26,6,3,25.0,0.0,1766,0.2254071661237785,0.32842582106455265,0.36938110749185665,0.6978069285564092,0.3069029850746269,0.27708703374777977,0.009626274065685165,0.2582106455266138,0.11098527746319366,0.14722536806342018,0.4298245614035088
2021,15580,488,1944,1656,437,630,300,72,5,37,274,251,49,22,31,364,0.0,78,27,9,1,28.0,0.0,1960,0.2638888888888889,0.3760204081632653,0.4492753623188406,0.8252957704821059,0.31323414252153486,0.3757142857142857,0.018877551020408164,0.18571428571428572,0.12806122448979593,0.05765306122448979,0.6895604395604396
2021,15580,489,1504,1429,393,592,280,65,7,40,248,213,79,21,24,369,0.0,36,18,6,3,28.0,0.0,1687,0.27501749475157455,0.4060462359217546,0.4926522043386984,0.898698440260453,0.3390970220941403,0.37209302325581395,0.023710729104919975,0.21873147599288678,0.12625963248369887,0.09247184350918791,0.5772357723577236
2021,15580,490,1904,1946,559,965,383,102,14,92,343,234,27,17,25,473,0.0,75,16,7,5,29.0,0.0,2222,0.28725590955806785,0.369036903690369,0.6027749229188079,0.9718118266091769,0.3340486409155937,0.39972527472527475,0.041404140414041404,0.21287128712871287,0.10531053105310531,0.10756075607560756,0.49471458773784355
2021,15580,493,2124,1964,537,749,357,87,7,37,311,264,65,16,27,533,0.0,73,22,3,5,46.0,0.0,2271,0.27342158859470467,0.3813298106560986,0.4480651731160896,0.8293949837721882,0.3546099290780142,0.38600723763570566,0.016292382210479964,0.23469837076177896,0.11624834874504623,0.11845002201673273,0.49530956848030017
2021,15580,498,1872,1667,459,653,284,84,13,28,234,188,48,18,54,407,0.0,91,24,7,3,35.0,0.0,1927,0.27534493101379726,0.36066424494032173,0.4667066586682663,0.8273709036085881,0.3448,0.383808095952024,0.014530358069538143,0.21120913336792943,0.0975609756097561,0.11364815775817333,0.4619164619164619
2021,15580,500,2064,1611,475,752,347,85,15,54,318,195,78,34,23,363,0.0,118,30,12,12,22.0,0.0,1863,0.2948479205462446,0.4015029522275899,0.5623836126629422,0.9638865648905321,0.34283387622149836,0.42219020172910665,0.028985507246376812,0.19484702093397746,0.10466988727858294,0.09017713365539452,0.5371900826446281
2021,15580,502,1833,1379,347,515,198,62,11,28,189,148,26,9,14,461,0.0,23,14,6,1,25.0,0.0,1550,0.2516316171138506,0.3361290322580645,0.4467005076142132,0.7828295398722778,0.3548387096774194,0.3448275862068966,0.01806451612903226,0.2974193548387097,0.09548387096774194,0.20193548387096774,0.3210412147505423
2021,15580,503,1998,1647,437,651,247,77,13,37,220,171,43,18,24,428,0.0,60,31,5,3,37.0,0.0,1860,0.26533090467516696,0.35,0.4723740133576199,0.8223740133576198,0.3333333333333333,0.34201954397394135,0.01989247311827957,0.23010752688172043,0.09193548387096774,0.1381720430107527,0.39953271028037385
2021,15580,505,1680,1335,324,489,224,63,12,26,192,158,52,13,13,381,0.0,28,16,4,0,25.0,0.0,1519,0.24269662921348314,0.35154707044107963,0.4419475655430712,0.7934946359841508,0.31668437832093516,0.38976377952755903,0.017116524028966424,0.25082290980908495,0.10401579986833442,0.14680710994075052,0.4146981627296588
2021,15580,508,1976,1619,365,539,213,65,5,33,189,201,64,16,22,477,0.0,44,14,10,10,26.0,0.0,1858,0.22544780728844965,0.33907427341227125,0.3965410747374923,0.7356153481497636,0.2951111111111111,0.3015075376884422,0.01776103336921421,0.25672766415500536,0.10818083961248655,0.14854682454251883,0.42138364779874216
2021,15580,509,1152,1242,326,594,202,66,2,66,190,121,35,4,9,346,0.0,20,11,5,3,15.0,0.0,1376,0.26247987117552335,0.3502906976744186,0.5861513687600645,0.936442066434483,0.3117505995203837,0.3269230769230769,0.04796511627906977,0.251453488372093,0.08793604651162791,0.16351744186046513,0.34971098265895956
2021,15580,513,1598,1591,447,756,331,89,11,66,308,210,53,20,23,397,0.0,63,23,6,15,26.0,0.0,1844,0.2809553739786298,0.38503253796095444,0.57950974230044,0.9645422802613943,0.3318815331010453,0.4114906832298137,0.03579175704989154,0.21529284164859003,0.113882863340564,0.10140997830802603,0.5289672544080605
2021,15580,514,1645,1477,406,571,278,70,13,23,227,218,37,17,19,368,0.0,67,24,5,3,44.0,0.0,1731,0.27488151658767773,0.38186019641825536,0.4583615436696005,0.8402217400878559,0.3472348141432457,0.3996865203761755,0.013287117273252455,0.21259387637203928,0.12593876372039284,0.08665511265164644,0.592391304347826
2021,15580,518,1428,1403,346,567,225,72,10,43,203,178,31,11,13,385,0.0,28,13,6,4,39.0,0.0,1605,0.2466143977191732,0.34579439252336447,0.4932287954383464,0.8390231879617109,0.30730223123732253,0.35546875,0.02679127725856698,0.2398753894080997,0.11090342679127727,0.12897196261682242,0.4623376623376623
2021,15580,519,1855,1486,391,611,263,75,5,45,228,180,37,20,32,388,0.0,45,10,8,2,35.0,0.0,1718,0.2631224764468372,0.3538998835855646,0.4952893674293405,0.849189251014905,0.32246039142590865,0.3872113676731794,0.02619324796274738,0.22584400465657742,0.10477299185098952,0.1210710128055879,0.4639175257731959
