season,season_id,school_id,division,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,K,IBB,TB,GDP,HBP,SH,SF,DP,Picked,OPP DP,RC,PA,BA,SecA,OBP,SLG,OPS,OPS+,ISO,BAbip,XR,XRR,XRB,PSN,RS%,HR%,K%,BB%,K-BB%,BB/K
2013,11320,62,1.0,1650,1756,277,467,80,8,17,229,41,18,210,262,10,0,0.0,50,42,24,45.0,0,0.0,22.161690682036504,2032,0.266,-0.133,0.358,0.409,0.767,89.0,0.059,0.3,240.874,215.698,230.296,24.0,0.366,0.008,0.129,0.103,0.026,0.802
2013,11320,67,1.0,1716,1720,174,359,72,5,13,146,32,15,198,365,4,0,0.0,34,15,10,49.0,0,0.0,17.286251896813354,1943,0.209,-0.084,0.304,0.331,0.635,55.0,0.051,0.256,149.03,134.062,146.724,18.5,0.279,0.007,0.188,0.102,0.086,0.542
2013,11320,71,1.0,1898,1926,280,526,66,17,15,247,36,28,170,346,6,0,0.0,53,42,14,45.0,0,0.0,18.47014058956916,2152,0.273,-0.181,0.348,0.399,0.747,84.0,0.061,0.324,246.972,227.61,248.86,21.2,0.361,0.007,0.161,0.079,0.082,0.491
2013,11320,72,1.0,1715,1672,299,486,105,12,20,262,59,16,172,375,3,0,0.0,69,33,18,43.0,0,0.0,22.43069246435845,1895,0.291,-0.162,0.384,0.486,0.87,120.0,0.084,0.36,288.85,271.922,285.224,29.9,0.395,0.011,0.198,0.091,0.107,0.459
2013,11320,77,1.0,1612,1806,321,538,103,22,35,298,44,12,183,331,14,0,0.0,34,39,30,40.0,0,0.0,18.773565965583174,2058,0.298,-0.179,0.367,0.526,0.893,132.0,0.094,0.342,336.232,307.476,318.032,39.0,0.397,0.017,0.161,0.089,0.072,0.553
2013,11320,80,1.0,1240,1254,124,304,42,6,14,114,32,7,77,302,1,0,0.0,25,21,12,40.0,0,0.0,7.567703383729301,1364,0.242,-0.161,0.298,0.368,0.666,67.0,0.048,0.305,138.614,127.31,133.94,19.5,0.281,0.01,0.221,0.056,0.165,0.255
2013,11320,81,1.0,2079,2035,361,585,109,10,22,328,97,29,221,350,10,0,0.0,84,42,30,46.0,0,0.0,27.415663349917082,2328,0.287,-0.145,0.382,0.453,0.835,108.0,0.068,0.333,335.18,306.86,329.16,35.9,0.391,0.009,0.15,0.095,0.055,0.631
2013,11320,83,1.0,1715,1581,202,373,77,5,11,177,20,14,116,346,4,0,0.0,62,28,16,31.0,0,0.0,13.492601220188574,1741,0.236,-0.159,0.316,0.371,0.687,70.0,0.058,0.292,181.092,164.176,176.172,14.2,0.354,0.006,0.199,0.067,0.132,0.335
2013,11320,86,1.0,61,65,11,19,7,0,1,11,4,1,10,8,0,0,0.0,0,2,1,1.0,0,0.0,0.98,78,0.292,-0.092,0.372,0.569,0.941,147.0,0.108,0.316,12.626,11.872,12.604,1.6,0.357,0.013,0.103,0.128,-0.025,1.25
2013,11320,87,1.0,1632,1754,276,447,98,9,23,239,31,15,172,333,0,0,0.0,57,20,12,41.0,0,0.0,19.547741935483874,1958,0.255,-0.148,0.345,0.434,0.779,96.0,0.071,0.301,241.646,228.044,240.828,26.4,0.387,0.012,0.17,0.088,0.082,0.517
2013,11320,90,1.0,1947,1770,272,495,87,19,31,259,41,18,136,314,8,0,0.0,55,49,29,39.0,0,0.0,15.618106915154488,1984,0.28,-0.19,0.346,0.48,0.826,113.0,0.081,0.319,295.008,269.36,283.98,35.3,0.368,0.016,0.158,0.069,0.089,0.433
2013,11320,94,1.0,1416,2011,346,594,90,21,6,299,26,22,221,366,5,0,0.0,78,42,29,47.0,0,0.0,27.983905921881565,2303,0.295,-0.183,0.388,0.428,0.816,100.0,0.076,0.353,301.342,276.794,294.488,9.8,0.383,0.003,0.159,0.096,0.063,0.604
2013,11320,96,1.0,1456,1870,264,496,93,18,36,229,54,19,166,408,10,0,0.0,35,44,15,44.0,0,0.0,15.834854460093899,2095,0.265,-0.158,0.333,0.471,0.804,108.0,0.079,0.319,287.346,266.058,281.316,43.2,0.345,0.017,0.195,0.079,0.116,0.407
2013,11320,97,1.0,2135,2052,370,584,90,24,35,339,74,31,262,343,7,0,0.0,84,45,28,52.0,0,0.0,32.09805746661271,2387,0.285,-0.136,0.39,0.476,0.866,117.0,0.079,0.323,345.546,319.416,343.032,47.5,0.374,0.015,0.144,0.11,0.034,0.764
2013,11320,99,1.0,1904,1809,236,481,88,22,12,216,52,29,129,304,8,0,0.0,69,56,22,29.0,0,0.0,15.432901678657073,2016,0.266,-0.182,0.337,0.426,0.763,93.0,0.085,0.31,260.708,236.726,258.632,19.5,0.336,0.006,0.151,0.064,0.087,0.424
2013,11320,101,1.0,1824,1903,285,498,86,7,22,253,63,26,198,380,5,0,0.0,51,63,17,45.0,0,0.0,20.52625448028674,2181,0.262,-0.138,0.343,0.409,0.752,87.0,0.056,0.314,252.51,232.04,252.0,32.6,0.363,0.01,0.174,0.091,0.083,0.521
2013,11320,102,1.0,1856,1993,294,536,96,14,34,262,34,18,143,303,8,0,0.0,40,14,22,38.0,0,0.0,14.435759493670886,2172,0.269,-0.189,0.331,0.455,0.786,102.0,0.069,0.299,294.466,271.414,286.248,34.0,0.38,0.016,0.14,0.066,0.074,0.472
2013,11320,104,1.0,2040,1994,320,554,86,14,21,295,78,29,168,328,11,0,0.0,97,52,22,52.0,0,0.0,22.39633090441492,2236,0.278,-0.169,0.366,0.427,0.793,97.0,0.064,0.32,305.946,279.37,301.78,33.1,0.375,0.009,0.147,0.075,0.072,0.512
2013,11320,107,1.0,1836,1852,248,496,71,5,30,225,25,17,163,355,14,0,0.0,57,62,22,44.0,0,0.0,17.391057513914657,2099,0.268,-0.175,0.341,0.417,0.758,90.0,0.046,0.313,259.96,232.502,246.664,27.3,0.318,0.014,0.169,0.078,0.091,0.459
2013,11320,108,1.0,1904,1964,297,556,95,15,13,264,30,17,157,271,12,0,0.0,86,29,16,59.0,0,0.0,20.872966252220248,2166,0.283,-0.197,0.369,0.429,0.798,98.0,0.071,0.32,295.192,271.076,285.632,18.1,0.361,0.006,0.125,0.072,0.053,0.579
2013,11320,109,1.0,1760,1625,256,459,86,18,17,235,37,18,132,271,6,0,0.0,78,58,16,29.0,0,0.0,18.117737035096912,1831,0.282,-0.19,0.365,0.463,0.828,109.0,0.086,0.327,266.712,246.992,261.624,23.3,0.367,0.009,0.148,0.072,0.076,0.487
2013,11320,110,1.0,2112,2140,312,534,88,12,19,278,71,43,280,436,16,0,0.0,82,76,27,40.0,0,0.0,29.491884836852208,2523,0.25,-0.106,0.355,0.384,0.739,80.0,0.058,0.301,271.542,238.892,270.444,30.0,0.334,0.008,0.173,0.111,0.062,0.642
2013,11320,111,1.0,1620,1694,269,482,84,21,12,230,57,28,205,352,5,0,0.0,56,32,26,51.0,0,0.0,23.67123695976155,1957,0.285,-0.146,0.38,0.449,0.829,106.0,0.087,0.347,262.894,241.604,262.508,19.8,0.352,0.006,0.18,0.105,0.075,0.582
2013,11320,115,1.0,2065,1985,419,623,101,20,24,370,130,35,205,261,2,0,0.0,124,42,43,48.0,0,0.0,32.5448686952897,2275,0.314,-0.163,0.418,0.494,0.912,127.0,0.081,0.344,388.042,359.224,385.588,40.5,0.426,0.011,0.115,0.09,0.025,0.785
2013,11320,116,1.0,1856,1928,411,593,97,26,27,364,105,26,261,311,4,0,0.0,124,52,25,47.0,0,0.0,39.49780753138075,2266,0.308,-0.131,0.432,0.505,0.937,132.0,0.091,0.35,376.052,352.93,373.48,43.0,0.404,0.012,0.137,0.115,0.022,0.839
2013,11320,127,1.0,1762,1756,267,478,104,12,16,243,38,15,151,333,6,0,0.0,31,30,22,31.0,0,0.0,14.85527638190955,1959,0.272,-0.173,0.337,0.448,0.785,100.0,0.08,0.323,257.176,236.426,248.892,22.5,0.39,0.008,0.17,0.077,0.093,0.453
2013,11320,128,1.0,1888,1919,289,484,111,9,35,259,42,30,226,401,11,0,0.0,60,32,20,37.0,0,0.0,23.46428001772264,2197,0.252,-0.128,0.35,0.455,0.805,104.0,0.072,0.299,282.852,258.81,281.48,38.2,0.346,0.016,0.183,0.103,0.08,0.564
2013,11320,129,1.0,1995,1976,301,496,79,19,31,262,90,20,211,470,6,0,0.0,61,37,24,34.0,0,0.0,22.438371589432652,2248,0.251,-0.109,0.342,0.423,0.765,92.0,0.069,0.31,276.76,254.17,270.54,46.1,0.366,0.014,0.209,0.094,0.115,0.449
2013,11320,140,1.0,1760,1860,295,508,93,8,20,250,102,29,234,358,5,0,0.0,54,21,19,53.0,0,0.0,25.827102376599633,2134,0.273,-0.108,0.373,0.429,0.802,98.0,0.063,0.325,271.796,252.484,274.288,33.4,0.354,0.009,0.168,0.11,0.058,0.654
2013,11320,141,1.0,1920,2091,434,647,114,18,66,398,67,20,247,367,6,0,0.0,68,61,29,48.0,0,0.0,30.35333333333333,2428,0.309,-0.169,0.396,0.571,0.967,151.0,0.08,0.344,431.934,405.928,422.296,66.5,0.411,0.027,0.151,0.102,0.049,0.673
2013,11320,147,1.0,2046,2124,340,586,85,15,22,298,111,40,257,387,13,0,0.0,35,30,26,44.0,0,0.0,24.625954692556636,2437,0.276,-0.121,0.36,0.419,0.779,93.0,0.061,0.324,297.534,269.486,298.512,36.7,0.371,0.009,0.159,0.105,0.054,0.664
2013,11320,149,1.0,1947,1957,289,527,84,9,21,254,58,39,256,315,9,0,0.0,59,74,25,57.0,0,0.0,26.979468578658793,2312,0.269,-0.129,0.364,0.412,0.776,91.0,0.057,0.307,267.9,240.87,269.28,30.8,0.326,0.009,0.136,0.111,0.025,0.813
2013,11320,158,1.0,1449,1566,232,418,82,10,22,211,75,14,169,259,7,0,0.0,66,54,20,35.0,0,0.0,20.243946666666666,1809,0.267,-0.12,0.361,0.447,0.808,103.0,0.072,0.303,249.878,228.416,240.332,34.0,0.333,0.012,0.143,0.093,0.05,0.653
2013,11320,164,1.0,1922,2131,314,573,81,14,20,270,119,38,251,383,15,0,0.0,86,42,26,60.0,0,0.0,28.825347003154576,2450,0.269,-0.113,0.371,0.402,0.773,88.0,0.058,0.315,303.546,273.136,301.432,34.2,0.33,0.008,0.156,0.102,0.054,0.655
2013,11320,165,1.0,1428,1554,183,362,57,8,2,154,66,27,155,358,1,0,0.0,44,29,17,38.0,0,0.0,15.313262923846585,1755,0.233,-0.108,0.32,0.327,0.647,55.0,0.052,0.297,149.336,134.184,154.288,3.9,0.324,0.001,0.204,0.088,0.116,0.433
2013,11320,167,1.0,1178,1184,155,285,57,4,14,139,60,20,115,236,2,0,0.0,33,27,9,22.0,0,0.0,11.496637426900584,1335,0.241,-0.11,0.324,0.394,0.718,80.0,0.058,0.287,146.272,135.048,149.976,22.7,0.337,0.01,0.177,0.086,0.091,0.487
2013,11320,169,1.0,1488,1590,265,451,63,18,10,235,36,22,213,281,6,0,0.0,59,76,19,38.0,0,0.0,24.808012263668882,1898,0.284,-0.141,0.381,0.422,0.803,97.0,0.074,0.335,232.332,211.268,228.216,15.7,0.358,0.005,0.148,0.112,0.036,0.758
2013,11320,172,1.0,1092,1308,255,397,94,13,22,231,25,7,128,208,6,0,0.0,39,15,20,30.0,0,0.0,15.46173509933775,1471,0.304,-0.192,0.383,0.544,0.927,140.0,0.102,0.342,254.786,237.232,243.924,23.4,0.43,0.015,0.141,0.087,0.054,0.615
2013,11320,173,1.0,1519,1678,247,437,76,10,39,219,49,17,148,415,1,0,0.0,46,23,12,27.0,0,0.0,16.179444153120084,1861,0.26,-0.153,0.339,0.462,0.801,105.0,0.063,0.322,249.74,236.722,250.544,43.4,0.351,0.021,0.223,0.08,0.143,0.357
2013,11320,175,1.0,1650,1662,182,390,65,7,19,164,80,36,143,354,4,0,0.0,47,33,15,31.0,0,0.0,13.881263157894738,1853,0.235,-0.122,0.313,0.371,0.684,70.0,0.052,0.285,187.218,170.174,196.228,30.7,0.291,0.01,0.191,0.077,0.114,0.404
2013,11320,178,1.0,1175,1545,337,493,76,18,6,280,143,19,173,212,3,0,0.0,107,67,32,28.0,0,0.0,28.289459459459454,1817,0.319,-0.127,0.425,0.468,0.893,118.0,0.084,0.358,304.534,280.454,295.788,11.5,0.432,0.003,0.117,0.095,0.022,0.816
2013,11320,180,1.0,1840,1973,376,604,121,16,46,335,30,22,181,333,10,0,0.0,33,51,24,45.0,0,0.0,18.688965517241378,2229,0.306,-0.21,0.367,0.546,0.913,139.0,0.086,0.345,372.526,347.088,364.236,36.3,0.427,0.021,0.149,0.081,0.068,0.544
2013,11320,193,1.0,1705,1643,254,454,79,13,13,223,43,23,182,308,4,0,0.0,49,34,23,46.0,0,0.0,20.26061108234076,1882,0.276,-0.153,0.364,0.428,0.792,97.0,0.072,0.328,235.916,216.148,233.736,20.0,0.359,0.007,0.164,0.097,0.067,0.591
2013,11320,196,1.0,1824,1963,291,548,91,7,33,264,48,25,222,320,8,0,0.0,27,43,29,41.0,0,0.0,21.206619964973733,2257,0.279,-0.154,0.353,0.45,0.803,103.0,0.057,0.314,291.4,265.2,284.3,39.1,0.338,0.015,0.142,0.098,0.044,0.694
2013,11320,198,1.0,1920,2071,334,597,101,15,32,296,88,30,170,327,13,0,0.0,67,64,21,45.0,0,0.0,19.6050647722524,2326,0.288,-0.178,0.359,0.469,0.828,110.0,0.07,0.326,344.644,316.798,339.616,46.9,0.377,0.014,0.141,0.073,0.068,0.52
2013,11320,201,1.0,1488,1630,261,460,80,6,22,237,27,18,171,291,8,0,0.0,44,47,18,44.0,0,0.0,18.537999999999997,1866,0.282,-0.172,0.362,0.445,0.807,102.0,0.06,0.328,245.212,224.48,238.78,24.2,0.366,0.012,0.156,0.092,0.064,0.588
2013,11320,202,1.0,1653,2018,370,592,123,9,41,334,87,29,217,367,3,0,0.0,52,11,22,44.0,0,0.0,24.82910344827586,2268,0.293,-0.157,0.38,0.51,0.89,128.0,0.074,0.338,356.094,336.752,358.684,55.7,0.401,0.018,0.162,0.096,0.066,0.591
2013,11320,204,1.0,1683,1790,333,495,85,23,24,285,53,23,232,327,10,0,0.0,47,37,22,33.0,0,0.0,24.710140977443604,2081,0.277,-0.13,0.372,0.464,0.836,110.0,0.086,0.322,281.694,257.96,275.74,33.0,0.412,0.012,0.157,0.111,0.046,0.709
2013,11320,219,1.0,1798,1871,279,494,67,12,21,252,47,23,233,362,6,0,0.0,61,61,33,39.0,0,0.0,25.390225763612218,2198,0.264,-0.127,0.359,0.4,0.759,86.0,0.055,0.311,251.164,224.244,242.328,29.0,0.336,0.01,0.165,0.106,0.059,0.644
2013,11320,220,1.0,1440,1578,244,413,60,9,11,211,60,16,166,287,4,0,0.0,37,43,14,45.0,0,0.0,16.923199129488573,1801,0.262,-0.129,0.342,0.383,0.725,78.0,0.055,0.311,195.274,178.62,191.56,18.6,0.385,0.006,0.159,0.092,0.067,0.578
2013,11320,222,1.0,1200,1549,177,406,74,10,4,153,25,10,148,249,4,0,0.0,37,21,15,54.0,0,0.0,15.46529943502825,1733,0.262,-0.157,0.341,0.387,0.728,79.0,0.067,0.307,190.208,173.936,182.992,6.9,0.295,0.002,0.144,0.085,0.059,0.594
2013,11320,228,1.0,1921,1782,174,412,46,8,10,154,67,36,108,413,2,0,0.0,31,37,6,41.0,0,0.0,9.36939918533605,1933,0.231,-0.153,0.285,0.319,0.604,48.0,0.039,0.295,151.196,138.35,164.44,17.4,0.303,0.005,0.214,0.056,0.158,0.262
2013,11320,229,1.0,2115,2239,377,632,112,18,49,344,46,27,244,471,7,0,0.0,48,52,27,60.0,0,0.0,25.49145593869732,2562,0.282,-0.165,0.361,0.494,0.855,120.0,0.074,0.334,369.682,343.914,364.888,47.5,0.375,0.019,0.184,0.095,0.089,0.518
2013,11320,231,1.0,1740,1989,312,564,110,11,46,280,44,24,204,364,8,0,0.0,45,33,13,50.0,0,0.0,21.66617338003503,2239,0.284,-0.171,0.363,0.503,0.866,123.0,0.072,0.325,334.108,314.32,332.98,45.0,0.347,0.021,0.163,0.091,0.072,0.56
2013,11320,234,1.0,2240,2101,435,604,146,18,35,394,44,27,359,390,7,0,0.0,104,32,33,60.0,0,0.0,46.92243438569798,2525,0.287,-0.109,0.423,0.519,0.942,136.0,0.095,0.333,390.65,363.134,384.448,39.0,0.388,0.014,0.154,0.142,0.012,0.921
2013,11320,235,1.0,1770,1983,286,533,78,7,28,247,55,26,190,281,11,0,0.0,63,37,30,58.0,0,0.0,20.791419887103782,2240,0.269,-0.158,0.351,0.415,0.766,90.0,0.05,0.296,279.582,250.53,270.7,37.1,0.34,0.012,0.125,0.085,0.04,0.676
2013,11320,236,1.0,1836,1749,236,440,62,15,10,200,64,29,195,344,4,0,0.0,88,47,13,35.0,0,0.0,24.09523900573614,2004,0.252,-0.12,0.361,0.371,0.732,76.0,0.061,0.305,215.288,197.638,219.696,17.3,0.317,0.005,0.172,0.097,0.075,0.567
2013,11320,248,1.0,1643,1831,246,500,97,16,22,212,37,24,186,379,9,0,0.0,38,14,29,40.0,0,0.0,18.670924690181124,2060,0.273,-0.164,0.351,0.453,0.804,104.0,0.079,0.328,273.838,249.242,267.644,27.6,0.319,0.011,0.184,0.09,0.094,0.491
2013,11320,249,1.0,1887,1872,249,471,80,8,10,213,110,46,168,259,5,0,0.0,62,37,21,53.0,0,0.0,17.78002777777778,2098,0.252,-0.128,0.334,0.371,0.705,73.0,0.056,0.284,226.018,204.062,236.924,18.3,0.346,0.005,0.123,0.08,0.043,0.649
2013,11320,251,1.0,1749,1827,252,465,74,5,18,215,50,23,158,316,5,0,0.0,59,27,21,58.0,0,0.0,17.38768642447419,2033,0.255,-0.153,0.335,0.383,0.718,77.0,0.049,0.295,225.292,204.534,222.568,26.5,0.352,0.009,0.155,0.078,0.077,0.5
2013,11320,253,1.0,1624,1979,316,512,99,8,32,283,72,25,225,505,9,0,0.0,68,28,25,41.0,0,0.0,24.80008602150538,2257,0.259,-0.121,0.357,0.436,0.793,99.0,0.062,0.327,289.37,265.314,284.928,44.3,0.367,0.014,0.224,0.1,0.124,0.446
2013,11320,254,1.0,1736,2022,432,650,134,15,44,381,60,19,217,396,8,0,0.0,77,38,21,50.0,0,0.0,28.987317894736844,2298,0.321,-0.194,0.411,0.563,0.974,150.0,0.089,0.378,418.702,396.114,411.788,50.8,0.431,0.019,0.172,0.094,0.078,0.548
2013,11320,255,1.0,2176,2244,414,683,117,24,58,385,77,33,257,449,12,0,0.0,44,32,30,54.0,0,0.0,27.43782892213272,2563,0.304,-0.17,0.384,0.544,0.928,140.0,0.084,0.354,427.858,399.062,423.744,66.2,0.384,0.023,0.175,0.1,0.075,0.572
2013,11320,257,1.0,1802,1831,258,510,73,12,31,246,29,21,168,360,5,0,0.0,24,23,27,57.0,0,0.0,15.991944042450557,2049,0.279,-0.182,0.343,0.446,0.789,100.0,0.06,0.327,263.43,241.642,257.964,30.0,0.338,0.015,0.176,0.082,0.094,0.467
2013,11320,260,1.0,1696,1787,250,469,65,16,14,229,55,8,179,275,13,0,0.0,60,76,26,46.0,0,0.0,19.367312030075187,2068,0.262,-0.136,0.342,0.393,0.735,82.0,0.063,0.299,245.35,216.076,224.432,22.3,0.34,0.007,0.133,0.087,0.046,0.651
2013,11320,261,1.0,1518,1578,253,416,74,19,15,229,66,21,125,316,3,0,0.0,53,41,21,23.0,0,0.0,14.377370737073708,1765,0.264,-0.156,0.337,0.432,0.769,95.0,0.083,0.316,229.892,211.414,227.708,24.4,0.411,0.008,0.179,0.071,0.108,0.396
2013,11320,272,1.0,1378,1649,206,390,74,11,8,180,43,34,149,370,3,0,0.0,62,57,21,40.0,0,0.0,15.854633642930857,1876,0.237,-0.141,0.32,0.366,0.686,69.0,0.065,0.296,184.73,165.178,190.076,13.5,0.334,0.004,0.197,0.079,0.118,0.403
2013,11320,275,1.0,1191,1517,177,381,62,6,11,153,30,16,160,316,3,0,0.0,41,23,7,44.0,0,0.0,16.687002288329523,1707,0.251,-0.136,0.341,0.374,0.715,75.0,0.053,0.309,171.952,159.702,172.624,16.1,0.291,0.006,0.185,0.094,0.091,0.506
2013,11320,277,1.0,1479,1680,168,401,72,8,4,155,22,22,143,282,12,0,0.0,21,38,9,52.0,0,0.0,11.367128503437335,1870,0.239,-0.154,0.302,0.348,0.65,61.0,0.057,0.283,165.044,144.928,161.776,6.8,0.292,0.002,0.151,0.076,0.075,0.507
2013,11320,283,1.0,1581,1535,256,416,67,4,18,213,115,39,140,264,8,0,0.0,50,25,14,31.0,0,0.0,15.255396825396826,1714,0.271,-0.13,0.354,0.413,0.767,90.0,0.051,0.314,219.618,201.378,229.076,31.1,0.405,0.011,0.154,0.082,0.072,0.53
2013,11320,285,1.0,1696,1726,317,499,94,14,22,287,68,18,181,315,1,0,0.0,61,48,20,35.0,0,0.0,22.28580550098232,1975,0.289,-0.155,0.375,0.473,0.848,114.0,0.079,0.339,287.6,269.784,284.368,33.2,0.41,0.011,0.159,0.092,0.067,0.575
2013,11320,287,1.0,1566,1654,284,472,89,17,14,266,50,20,177,243,1,0,0.0,73,45,34,44.0,0,0.0,22.952375189107414,1910,0.285,-0.16,0.378,0.458,0.836,109.0,0.085,0.32,271.986,248.774,264.668,21.9,0.381,0.007,0.127,0.093,0.034,0.728
2013,11320,288,1.0,1798,1861,313,515,75,25,14,279,80,19,232,382,10,0,0.0,46,62,29,37.0,0,0.0,24.22477130044843,2184,0.277,-0.119,0.363,0.428,0.791,96.0,0.081,0.335,276.534,249.252,264.564,23.8,0.384,0.006,0.175,0.106,0.069,0.607
2013,11320,299,1.0,2005,1941,366,566,100,13,29,332,79,18,277,432,3,0,0.0,44,45,30,43.0,0,0.0,30.778348309798893,2293,0.292,-0.117,0.387,0.474,0.861,116.0,0.072,0.356,321.164,298.51,313.22,42.4,0.393,0.013,0.188,0.121,0.067,0.641
