season,season_id,school_id,division,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,K,IBB,TB,GDP,HBP,SH,SF,DP,Picked,OPP DP,PA,BA,OBP,SLG,OPS,BAbip,RS%,HR%,K%,BB%,K-BB%,BB/K
2015,12080,2,1.0,1705,1854,219,451,60,10,14,191,52,19,140,471,5,0,0.0,45,56,14,38.0,0,0.0,2064,0.24325782092772383,0.3081395348837209,0.35436893203883496,0.6625084669225558,0.31597975415762836,0.3295819935691318,0.006782945736434108,0.22819767441860464,0.06782945736434108,0.16036821705426357,0.29723991507430997
2015,12080,5,1.0,1508,1956,277,535,80,10,13,237,73,17,195,375,9,0,0.0,50,56,17,42.0,0,0.0,2224,0.27351738241308793,0.35071942446043164,0.39723926380368096,0.7479586882641126,0.32933753943217664,0.34419817470664926,0.005845323741007194,0.16861510791366907,0.08767985611510791,0.08093525179856116,0.52
2015,12080,6,1.0,1938,1709,324,508,110,11,40,295,43,16,193,375,3,0,0.0,44,37,16,36.0,0,0.0,1955,0.2972498537156232,0.38107416879795397,0.5389116442363956,0.9199858130343496,0.35725190839694654,0.40283687943262414,0.020460358056265986,0.1918158567774936,0.09872122762148337,0.09309462915601023,0.5146666666666667
2015,12080,7,1.0,1750,1679,390,507,88,15,38,354,55,19,231,349,2,0,0.0,100,36,29,51.0,0,0.0,1975,0.3019654556283502,0.42430379746835445,0.5241215008933889,0.9484252983617434,0.3550340651021953,0.44,0.019240506329113925,0.17670886075949366,0.11696202531645569,0.059746835443037966,0.66189111747851
2015,12080,8,1.0,1980,2089,315,575,105,20,27,285,61,20,192,485,9,0,0.0,52,30,21,36.0,0,0.0,2332,0.2752513164193394,0.35120068610634647,0.4561991383437051,0.8073998244500515,0.3429286608260325,0.36363636363636365,0.011578044596912522,0.20797598627787306,0.0823327615780446,0.12564322469982847,0.3958762886597938
2015,12080,9,1.0,1798,1880,278,471,76,13,32,248,55,10,193,405,5,0,0.0,49,41,18,35.0,0,0.0,2132,0.25053191489361704,0.3344277673545966,0.42021276595744683,0.7546405333120434,0.3004791238877481,0.36123348017621143,0.0150093808630394,0.1899624765478424,0.09052532833020638,0.09943714821763602,0.4765432098765432
2015,12080,14,1.0,1344,1324,179,335,61,11,6,161,44,19,154,286,3,0,0.0,41,18,20,26.0,0,0.0,1516,0.25302114803625375,0.3496042216358839,0.38821752265861026,0.7378217442944941,0.3127376425855513,0.3301526717557252,0.00395778364116095,0.18865435356200527,0.10158311345646438,0.08707124010554089,0.5384615384615384
2015,12080,27,1.0,1855,1814,254,473,86,10,40,222,28,15,187,407,5,0,0.0,42,29,13,48.0,0,0.0,2043,0.2607497243660419,0.3436123348017621,0.46030871003307605,0.8039210448348382,0.31376811594202897,0.32326283987915405,0.01957905041605482,0.19921683798335782,0.09153206069505629,0.10768477728830153,0.4594594594594595
2015,12080,28,1.0,1768,2068,321,610,114,16,35,294,49,36,190,390,13,0,0.0,40,32,34,39.0,0,0.0,2324,0.29497098646034814,0.3614457831325301,0.4961315280464217,0.8575773111789518,0.3428741800834824,0.3552795031055901,0.015060240963855422,0.16781411359724613,0.08175559380378658,0.08605851979345955,0.48717948717948717
2015,12080,29,1.0,1760,1889,343,563,104,20,31,285,71,34,224,336,8,0,0.0,30,50,27,38.0,0,0.0,2190,0.2980412916887242,0.3730593607305936,0.505558496559026,0.8786178572896195,0.3434473854099419,0.3969465648854962,0.014155251141552512,0.15342465753424658,0.10228310502283106,0.05114155251141553,0.6666666666666666
2015,12080,30,1.0,1938,1955,326,529,116,8,28,287,53,19,243,382,10,0,0.0,94,77,22,39.0,0,0.0,2297,0.27058823529411763,0.37701349586417066,0.4588235294117647,0.8358370252759353,0.31971920867900444,0.3556085918854415,0.012189812799303439,0.16630387461906834,0.10579016107966914,0.0605137135393992,0.6361256544502618
2015,12080,31,1.0,2015,2142,383,621,107,18,53,343,55,23,263,413,9,0,0.0,57,29,31,64.0,0,0.0,2465,0.28991596638655465,0.3817444219066937,0.5140056022408963,0.89575002414759,0.3327475102519039,0.3716216216216216,0.02150101419878296,0.16754563894523328,0.10669371196754564,0.06085192697768764,0.6368038740920097
2015,12080,32,1.0,1372,1575,186,404,66,4,10,166,38,13,150,333,6,0,0.0,49,30,15,44.0,0,0.0,1770,0.2565079365079365,0.34067796610169493,0.37333333333333335,0.7140112994350283,0.31595829991980756,0.29679595278246207,0.005649717514124294,0.188135593220339,0.0847457627118644,0.10338983050847458,0.45045045045045046
