season,season_id,school_id,division,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,K,IBB,TB,GDP,HBP,SH,SF,DP,Picked,OPP DP,RC,PA,BA,SecA,OBP,SLG,OPS,OPS+,ISO,BAbip,XR,XRR,XRB,PSN,RS%,HR%,K%,BB%,K-BB%,BB/K
2014,11620,31,1.0,1984,322,2067,543,91,9,28,293,55,16,217,392,12,0,0.0,85,53,35,43.0,0,0.0,87.89460674157304,627,1.686,-0.891,1.348,2.683,4.031,90.0,0.366,-8.175,459.284,441.188,451.836,37.1,2.496,0.045,0.625,0.346,0.279,0.554
2014,11620,32,1.0,1728,263,1737,448,71,10,36,233,87,23,204,426,3,0,0.0,56,38,16,31.0,0,0.0,79.4541074523397,521,1.703,-0.684,1.359,2.905,4.264,103.0,0.384,-2.251,387.152,382.27,397.18,50.9,2.531,0.069,0.818,0.392,0.426,0.479
2014,11620,37,1.0,1960,235,1839,497,65,9,15,212,81,37,192,298,4,0,0.0,76,50,19,48.0,0,0.0,87.49636363636364,496,2.115,-1.111,1.542,3.038,4.58,115.0,0.391,-8.169,387.426,379.756,403.672,25.3,2.432,0.03,0.601,0.387,0.214,0.644
2014,11620,43,1.0,1792,349,1886,514,105,15,36,299,82,38,266,488,8,9,0.0,40,36,26,37.0,0,0.0,94.42432357043236,677,1.473,-0.559,1.211,2.616,3.827,82.0,0.43,-3.208,446.026,434.98,459.46,50.0,2.36,0.053,0.721,0.393,0.328,0.545
2014,11620,48,1.0,1792,299,1960,584,101,6,20,273,45,24,179,275,8,0,0.0,40,54,21,43.0,0,0.0,72.17258010118044,553,1.953,-1.284,1.452,2.957,4.409,108.0,0.398,22.56,451.88,441.31,456.5,27.7,2.478,0.036,0.497,0.324,0.173,0.651
2014,11620,51,1.0,1938,225,1803,419,75,12,17,201,52,25,176,363,2,0,0.0,60,39,16,39.0,0,0.0,74.38922480620155,456,1.862,-0.96,1.436,2.991,4.427,110.0,0.493,-2.892,345.436,340.632,356.844,25.6,2.799,0.037,0.796,0.386,0.41,0.485
2014,11620,61,1.0,1860,256,1962,493,75,16,9,213,50,17,196,381,5,0,0.0,75,45,20,41.0,0,0.0,87.36878378378378,517,1.926,-1.031,1.478,2.84,4.318,102.0,0.48,-4.246,389.592,381.636,392.792,15.3,2.587,0.017,0.737,0.379,0.358,0.514
2014,11620,62,1.0,1508,263,1744,481,85,14,18,242,75,13,203,309,0,13,0.0,48,35,20,46.0,0,0.0,99.00973637961336,521,1.829,-0.772,1.405,2.909,4.314,104.0,0.483,-10.523,398.208,393.014,401.508,29.0,2.417,0.035,0.593,0.39,0.203,0.657
2014,11620,67,1.0,1620,205,1841,448,88,5,12,189,37,23,201,348,7,0,0.0,39,34,17,48.0,0,0.0,81.31342741935485,457,2.185,-1.137,1.505,3.351,4.856,133.0,0.502,-3.159,353.266,345.824,360.448,18.1,2.706,0.026,0.761,0.44,0.321,0.578
2014,11620,71,1.0,1716,273,1753,483,66,15,8,231,76,21,189,285,4,0,0.0,56,46,25,46.0,0,0.0,75.34305602716469,533,1.769,-0.875,1.366,2.535,3.901,81.0,0.407,95.0,372.21,362.16,375.74,14.5,2.424,0.015,0.535,0.355,0.18,0.663
2014,11620,77,1.0,1802,268,1909,561,89,10,16,236,28,14,149,302,8,0,0.0,39,28,21,37.0,0,0.0,68.19413861386138,466,2.093,-1.485,1.607,3.108,4.715,121.0,0.444,-18.793,429.404,420.164,428.928,20.4,2.583,0.034,0.648,0.32,0.328,0.493
2014,11620,80,1.0,1036,166,1159,294,55,5,17,145,16,11,102,256,2,0,0.0,30,22,10,24.0,0,0.0,42.58169696969697,300,1.771,-1.127,1.42,2.934,4.354,106.0,0.422,-2.856,241.072,238.084,245.168,16.5,2.792,0.057,0.853,0.34,0.513,0.398
2014,11620,81,1.0,1848,371,1856,556,111,13,37,326,96,21,205,270,12,0,0.0,91,34,34,45.0,0,0.0,83.60043537414965,644,1.499,-0.744,1.323,2.601,3.924,84.0,0.404,5.296,501.73,483.44,497.42,53.4,2.232,0.057,0.419,0.318,0.101,0.759
2014,11620,83,1.0,1820,222,1583,383,54,19,10,195,24,12,147,359,1,0,0.0,63,27,16,26.0,0,0.0,66.53974736842106,412,1.725,-1.009,1.439,2.649,4.088,90.0,0.5,-2.847,305.648,301.588,309.576,14.1,2.698,0.024,0.871,0.357,0.514,0.409
2014,11620,90,1.0,1829,349,2016,599,103,21,23,318,46,21,223,341,6,0,0.0,60,54,31,39.0,0,0.0,86.57927475592747,657,1.716,-1.006,1.342,2.751,4.093,94.0,0.476,36.0,487.522,474.48,488.02,30.7,2.32,0.035,0.519,0.339,0.18,0.654
2014,11620,94,1.0,1593,268,1913,525,70,24,15,230,51,13,167,357,5,0,0.0,41,36,19,44.0,0,0.0,71.66990583804143,490,1.959,-1.194,1.496,2.974,4.47,110.0,0.53,-6.0,410.114,403.196,411.412,23.2,2.643,0.031,0.729,0.341,0.388,0.468
2014,11620,96,1.0,1710,281,1950,527,96,9,37,254,41,21,209,396,15,0,0.0,47,62,19,50.0,0,0.0,77.36304207119743,571,1.875,-1.06,1.371,3.181,4.552,119.0,0.438,-3.684,449.232,435.538,448.956,38.9,2.564,0.065,0.694,0.366,0.328,0.528
2014,11620,97,1.0,1624,274,1973,517,77,13,16,248,56,21,223,410,13,0,0.0,71,75,14,44.0,0,0.0,87.96468797564688,586,1.887,-0.945,1.384,2.825,4.209,99.0,0.423,-3.63,412.44,401.104,414.768,24.9,2.462,0.027,0.7,0.381,0.319,0.544
2014,11620,99,1.0,1920,261,1945,506,83,21,8,231,75,34,170,340,14,0,0.0,54,67,28,41.0,0,0.0,65.67241379310344,526,1.939,-1.13,1.388,2.939,4.327,106.0,0.559,-8.441,407.73,390.57,412.38,14.5,2.683,0.015,0.646,0.323,0.323,0.5
2014,11620,101,1.0,1624,169,1687,416,55,8,4,148,39,27,136,273,3,0,0.0,40,37,15,43.0,0,0.0,64.1335516372796,357,2.462,-1.586,1.658,3.349,5.007,136.0,0.467,-4.43,302.506,297.466,314.652,7.3,2.862,0.011,0.765,0.381,0.384,0.498
2014,11620,104,1.0,1768,288,1723,493,91,9,15,255,86,26,158,257,9,0,0.0,94,67,25,44.0,0,0.0,72.02370253164557,538,1.712,-0.955,1.385,2.646,4.031,88.0,0.41,11.659,415.734,401.25,418.42,25.5,2.34,0.028,0.478,0.294,0.184,0.615
2014,11620,107,1.0,1920,214,1779,427,75,7,23,189,43,25,145,297,4,0,0.0,56,68,11,37.0,0,0.0,62.65,438,1.995,-1.234,1.434,3.224,4.658,123.0,0.449,-4.253,352.624,346.994,363.128,30.0,2.902,0.053,0.678,0.331,0.347,0.488
2014,11620,108,1.0,1749,199,1599,447,69,12,11,190,33,21,127,257,7,0,0.0,58,50,13,41.0,0,0.0,63.371364653243845,389,2.246,-1.548,1.625,3.342,4.967,135.0,0.528,-7.786,351.644,344.164,357.688,16.5,2.557,0.028,0.661,0.326,0.335,0.494
2014,11620,109,1.0,2046,287,2128,572,84,23,12,247,37,29,205,405,8,0,0.0,96,94,32,49.0,0,0.0,90.16901960784315,618,1.993,-1.251,1.413,2.986,4.399,109.0,0.533,-5.714,460.43,444.67,463.62,18.1,2.458,0.019,0.655,0.332,0.323,0.506
2014,11620,110,1.0,1760,195,1786,450,75,16,8,180,28,30,143,346,11,0,0.0,74,76,17,35.0,0,0.0,67.68443564356436,431,2.308,-1.585,1.548,3.487,5.035,142.0,0.631,-3.113,363.762,352.01,371.44,12.4,2.698,0.019,0.803,0.332,0.471,0.413
2014,11620,111,1.0,1728,279,1820,513,82,10,25,251,74,23,227,366,7,0,0.0,52,32,22,49.0,0,0.0,88.97098039215686,560,1.839,-0.842,1.414,2.892,4.306,103.0,0.401,-5.422,417.262,407.992,422.764,37.4,2.34,0.045,0.654,0.405,0.249,0.62
2014,11620,115,1.0,2204,326,2061,551,75,13,14,270,81,30,163,321,9,0,0.0,122,66,24,63.0,0,0.0,82.63549215406563,579,1.69,-1.034,1.444,2.442,3.886,78.0,0.35,35.8,444.152,430.47,450.44,23.9,2.49,0.024,0.554,0.282,0.272,0.508
2014,11620,116,1.0,1878,414,1918,601,106,25,24,365,84,25,278,320,8,9,0.0,110,41,27,40.0,0,0.0,119.53820689655171,760,1.452,-0.616,1.301,2.377,3.678,71.0,0.437,5.948,515.58,502.096,518.912,37.3,1.963,0.032,0.421,0.366,0.055,0.869
2014,11620,127,1.0,1764,176,1532,394,44,12,7,149,41,14,128,253,9,0,0.0,31,49,17,33.0,0,0.0,52.560199501246885,370,2.239,-1.358,1.495,3.102,4.597,118.0,0.455,-5.776,295.836,285.734,294.568,12.0,2.793,0.019,0.684,0.346,0.338,0.506
2014,11620,128,1.0,1888,335,1996,541,81,7,36,303,68,32,214,378,7,0,0.0,75,65,34,27.0,0,0.0,81.04591977869987,648,1.615,-0.869,1.281,2.591,3.872,83.0,0.304,-11.222,450.266,434.878,455.696,47.1,2.469,0.056,0.583,0.33,0.253,0.566
2014,11620,140,1.0,1484,220,1588,414,74,10,15,197,84,36,170,303,4,0,0.0,71,29,19,39.0,0,0.0,75.07155206286838,438,1.882,-0.891,1.495,2.964,4.459,110.0,0.473,-5.051,345.606,338.322,361.684,25.5,2.458,0.034,0.692,0.388,0.304,0.561
2014,11620,141,1.0,1856,294,1941,539,78,3,26,268,54,23,221,372,3,0,0.0,68,46,34,57.0,0,0.0,90.39137254901961,595,1.833,-0.976,1.392,2.748,4.14,95.0,0.296,-7.329,426.964,415.03,429.94,35.1,2.388,0.044,0.625,0.371,0.254,0.594
2014,11620,147,1.0,2074,337,2086,572,116,12,28,303,89,29,241,336,8,0,0.0,30,27,32,42.0,0,0.0,83.5656371814093,637,1.697,-0.804,1.323,2.825,4.148,97.0,0.451,108.8,475.362,461.99,480.38,42.6,2.525,0.044,0.527,0.378,0.149,0.717
2014,11620,149,1.0,1824,247,1804,457,73,9,17,228,59,19,196,333,5,0,0.0,54,45,18,34.0,0,0.0,78.37328571428571,506,1.85,-0.895,1.397,2.826,4.223,99.0,0.405,-5.176,365.446,357.84,370.12,26.4,2.59,0.034,0.658,0.387,0.271,0.589
2014,11620,158,1.0,1296,202,1390,362,65,12,17,170,61,17,126,264,5,0,0.0,64,37,17,24.0,0,0.0,57.83251121076233,382,1.792,-0.95,1.445,2.95,4.395,108.0,0.5,-5.565,315.068,307.1,318.3,26.6,2.566,0.045,0.691,0.33,0.361,0.477
2014,11620,164,1.0,1798,286,2004,537,82,7,22,253,83,37,218,318,10,0,0.0,93,35,16,57.0,0,0.0,98.0533024691358,555,1.878,-0.955,1.528,2.832,4.36,103.0,0.36,-13.553,434.486,424.888,448.996,34.8,2.4,0.04,0.573,0.393,0.18,0.686
2014,11620,165,1.0,1472,173,1433,330,46,8,6,155,25,22,138,336,1,0,0.0,53,29,10,40.0,0,0.0,61.250322580645154,350,1.908,-1.092,1.489,2.717,4.206,95.0,0.405,-2.038,247.452,245.416,259.712,9.7,2.771,0.017,0.96,0.394,0.566,0.411
2014,11620,167,1.0,1292,165,1219,306,67,5,19,153,46,16,125,242,6,0,0.0,39,17,7,21.0,0,0.0,52.936883852691224,314,1.855,-0.915,1.497,3.218,4.715,125.0,0.497,-3.225,267.784,263.648,273.996,26.9,2.661,0.061,0.771,0.398,0.373,0.517
2014,11620,169,1.0,1392,249,1578,414,67,16,19,230,40,23,193,277,7,0,0.0,52,57,18,16.0,0,0.0,69.27149384885765,517,1.663,-0.819,1.275,2.699,3.974,89.0,0.462,-13.621,342.464,332.41,347.32,25.8,2.436,0.037,0.536,0.373,0.163,0.697
2014,11620,172,1.0,1131,176,1280,350,57,15,20,160,26,17,107,219,5,0,0.0,30,17,16,22.0,0,0.0,46.70832369942197,316,1.989,-1.33,1.541,3.347,4.888,133.0,0.58,-7.021,293.338,286.632,297.464,22.6,2.698,0.063,0.693,0.339,0.354,0.489
2014,11620,173,1.0,1680,322,1699,515,100,7,50,293,48,15,178,410,5,0,0.0,46,15,25,31.0,0,0.0,70.42716723549489,540,1.599,-0.944,1.369,2.907,4.276,103.0,0.376,-4.115,455.15,446.714,456.388,49.0,2.393,0.093,0.759,0.33,0.429,0.434
2014,11620,175,1.0,1674,269,1669,448,102,5,25,233,89,26,148,345,7,0,0.0,89,40,26,34.0,0,0.0,69.03636363636365,483,1.665,-0.881,1.418,2.851,4.269,101.0,0.435,-5.64,405.3,393.252,410.424,39.0,2.491,0.052,0.714,0.306,0.408,0.429
2014,11620,178,1.0,1363,386,1603,531,101,15,30,332,89,19,213,247,7,0,0.0,84,36,23,27.0,0,0.0,82.31207547169812,658,1.376,-0.642,1.258,2.326,3.584,67.0,0.378,3.795,460.674,448.89,461.6,44.9,1.971,0.046,0.375,0.324,0.051,0.862
2014,11620,180,1.0,1749,290,1810,510,101,10,28,269,36,15,157,313,8,0,0.0,42,42,24,40.0,0,0.0,62.19293693693694,513,1.759,-1.145,1.382,2.945,4.327,106.0,0.452,-17.852,426.976,415.54,425.12,31.5,2.617,0.055,0.61,0.306,0.304,0.502
2014,11620,193,1.0,1881,253,1659,437,75,15,23,211,51,28,224,331,7,0,0.0,44,24,21,32.0,0,0.0,81.25643109540636,522,1.727,-0.751,1.351,2.862,4.213,100.0,0.474,-5.175,363.172,353.992,371.984,31.7,2.399,0.044,0.634,0.429,0.205,0.677
2014,11620,196,1.0,1947,244,1985,535,65,6,24,218,38,28,185,353,6,0,0.0,39,53,21,54.0,0,0.0,76.55225092250923,503,2.193,-1.393,1.509,3.193,4.702,123.0,0.34,-4.562,403.036,394.368,412.096,29.4,2.668,0.048,0.702,0.368,0.334,0.524
2014,11620,198,1.0,1824,310,1953,540,98,25,38,282,53,25,158,295,22,0,0.0,41,39,21,42.0,0,0.0,57.85068541300527,528,1.742,-1.142,1.4,3.106,4.506,116.0,0.558,-251.0,477.41,458.89,474.84,44.3,2.732,0.072,0.559,0.299,0.26,0.536
2014,11620,201,1.0,1674,305,1844,537,91,15,25,285,33,22,176,322,4,10,0.0,60,39,23,50.0,0,0.0,87.66122719734659,543,1.761,-1.115,1.424,2.833,4.257,100.0,0.446,-26.947,439.054,430.356,444.672,28.4,2.432,0.046,0.593,0.324,0.269,0.547
2014,11620,202,1.0,1815,291,1739,478,83,11,45,278,70,27,194,355,4,0,0.0,75,12,19,56.0,0,0.0,84.02795262267344,516,1.643,-0.828,1.448,2.945,4.393,107.0,0.399,-4.811,428.32,422.036,439.692,54.8,2.413,0.087,0.688,0.376,0.312,0.546
2014,11620,219,1.0,1485,330,1830,518,103,12,17,297,45,20,226,309,7,0,0.0,82,25,32,47.0,0,0.0,90.83539568345324,613,1.57,-0.809,1.347,2.509,3.856,79.0,0.421,13.917,431.118,417.304,430.548,24.7,2.241,0.028,0.504,0.369,0.135,0.731
2014,11620,220,1.0,1870,275,1756,460,75,13,18,235,77,16,201,333,9,0,0.0,50,43,20,32.0,0,0.0,74.36706281833617,539,1.673,-0.72,1.319,2.622,3.941,85.0,0.415,-7.893,377.596,366.81,377.18,29.2,2.508,0.033,0.618,0.373,0.245,0.604
2014,11620,222,1.0,1645,187,1465,393,68,3,6,171,32,15,90,230,3,0,0.0,25,30,14,40.0,0,0.0,41.606011560693645,321,2.102,-1.529,1.583,3.005,4.588,114.0,0.412,-11.057,291.53,286.618,296.056,10.1,2.906,0.019,0.717,0.28,0.437,0.391
2014,11620,228,1.0,1404,260,1813,502,81,7,19,232,52,12,201,383,8,0,0.0,46,26,20,46.0,0,0.0,82.90802893309223,507,1.931,-1.004,1.477,2.927,4.404,107.0,0.392,-3.959,396.996,388.376,396.032,27.8,2.458,0.037,0.755,0.396,0.359,0.525
2014,11620,229,1.0,1749,237,1791,494,80,7,16,213,39,13,183,377,3,0,0.0,42,35,20,58.0,0,0.0,78.91528046421664,475,2.084,-1.203,1.514,3.118,4.632,119.0,0.426,-3.515,382.744,376.826,385.052,22.7,2.525,0.034,0.794,0.385,0.409,0.485
2014,11620,234,1.0,1920,350,1805,499,94,10,23,324,55,12,282,371,8,0,0.0,75,26,39,52.0,0,0.0,99.28362694300519,697,1.426,-0.497,1.228,2.311,3.539,65.0,0.354,-95.2,422.892,406.112,414.244,32.4,2.139,0.033,0.532,0.405,0.127,0.76
2014,11620,235,1.0,2079,289,2077,554,76,9,26,260,57,27,229,348,15,0,0.0,60,60,34,65.0,0,0.0,86.62255952380954,612,1.917,-1.021,1.377,2.896,4.273,103.0,0.356,-10.353,445.436,425.91,443.26,35.7,2.51,0.042,0.569,0.374,0.195,0.658
2014,11620,236,1.0,1846,254,1714,451,79,12,11,229,99,43,151,345,12,0,0.0,90,49,17,33.0,0,0.0,69.03254901960784,471,1.776,-0.961,1.469,2.713,4.182,94.0,0.453,-5.176,375.66,363.766,391.792,19.8,2.501,0.023,0.732,0.321,0.411,0.438
2014,11620,248,1.0,1792,270,1898,512,100,10,15,236,39,17,224,377,10,0,0.0,61,37,29,50.0,0,0.0,89.89468599033816,560,1.896,-0.985,1.423,2.97,4.393,108.0,0.481,-5.344,419.194,405.426,416.432,21.7,2.408,0.027,0.673,0.4,0.273,0.594
2014,11620,249,1.0,1400,200,1645,420,58,6,4,176,66,31,117,207,2,0,0.0,54,38,17,45.0,0,0.0,57.90920187793427,372,2.1,-1.34,1.589,2.85,4.439,105.0,0.38,69.333,311.214,305.1,325.04,7.5,2.796,0.011,0.556,0.315,0.241,0.565
2014,11620,251,1.0,1344,219,1609,419,73,3,10,205,39,22,187,331,4,0,0.0,56,21,19,32.0,0,0.0,79.30414342629481,446,1.913,-0.982,1.484,2.804,4.288,100.0,0.374,-3.971,324.182,317.64,331.88,15.9,2.452,0.022,0.742,0.419,0.323,0.565
2014,11620,253,1.0,2142,413,2190,627,116,7,61,372,89,34,256,445,7,0,0.0,49,27,28,41.0,0,0.0,90.10597671410092,724,1.518,-0.765,1.287,2.722,4.009,90.0,0.332,-8.708,545.21,534.422,556.244,72.4,2.444,0.084,0.615,0.354,0.261,0.575
2014,11620,254,1.0,1624,336,1813,539,119,9,60,318,54,22,195,369,9,0,0.0,57,34,19,36.0,0,0.0,75.88308892355694,584,1.604,-0.929,1.354,3.107,4.461,115.0,0.435,-6.473,502.018,492.324,506.568,56.8,2.398,0.103,0.632,0.334,0.298,0.528
2014,11620,255,1.0,2112,316,2211,611,110,21,21,292,54,28,208,437,9,0,0.0,54,54,26,49.0,0,0.0,84.58021276595744,604,1.934,-1.193,1.445,3.095,4.54,116.0,0.547,-5.086,496.044,484.27,502.14,30.2,2.57,0.035,0.724,0.344,0.38,0.476
2014,11620,257,1.0,1705,251,1851,477,66,7,13,208,41,18,219,389,5,0,0.0,46,21,17,45.0,0,0.0,88.41783393501807,508,1.9,-0.936,1.461,2.717,4.178,94.0,0.347,-3.463,356.588,350.968,362.496,19.7,2.521,0.026,0.766,0.431,0.335,0.563
2014,11620,260,1.0,1595,226,1724,465,66,8,7,219,38,15,187,276,5,0,0.0,46,66,24,44.0,0,0.0,73.87030965391621,503,2.058,-1.128,1.388,2.872,4.26,102.0,0.398,-13.879,349.872,339.062,348.644,11.8,2.485,0.014,0.549,0.372,0.177,0.678
2014,11620,261,1.0,1296,271,1625,454,76,20,16,246,80,30,159,318,1,0,0.0,38,45,19,35.0,0,0.0,59.62601503759399,494,1.675,-0.904,1.318,2.694,4.012,90.0,0.502,-9.955,366.626,360.834,380.048,26.7,2.534,0.032,0.644,0.322,0.322,0.5
2014,11620,272,1.0,1458,231,1784,450,78,13,14,210,49,28,141,334,6,0,0.0,54,43,16,30.0,0,0.0,62.6299793814433,431,1.948,-1.247,1.497,3.035,4.532,114.0,0.506,-4.317,361.278,353.982,372.004,21.8,2.805,0.032,0.775,0.327,0.448,0.422
2014,11620,275,1.0,1124,101,926,226,40,2,2,92,30,5,80,181,2,0,0.0,33,26,7,13.0,0,0.0,39.1578947368421,214,2.238,-1.198,1.584,3.168,4.752,124.0,0.455,-2.987,176.392,173.7,176.98,3.8,2.742,0.009,0.846,0.374,0.472,0.442
2014,11620,277,1.0,1643,226,1750,435,59,8,8,194,36,20,164,304,1,0,0.0,31,36,17,43.0,0,0.0,65.00987341772152,443,1.925,-1.128,1.422,2.695,4.117,92.0,0.367,-6.188,315.138,310.612,323.304,13.1,2.801,0.018,0.686,0.37,0.316,0.539
2014,11620,283,1.0,1408,210,1484,407,79,8,19,187,88,35,130,252,3,0,0.0,22,18,13,35.0,0,0.0,51.81078880407126,371,1.938,-1.067,1.507,3.167,4.674,122.0,0.49,-8.083,331.194,327.266,349.492,31.3,2.713,0.051,0.679,0.35,0.329,0.516
2014,11620,285,1.0,1452,186,1443,378,79,6,16,162,50,18,141,284,0,0,0.0,50,28,12,36.0,0,0.0,65.73011990407674,367,2.032,-1.102,1.55,3.323,4.873,132.0,0.522,-3.549,315.968,313.716,325.352,24.2,2.58,0.044,0.774,0.384,0.39,0.496
2014,11620,287,1.0,1479,238,1808,529,63,12,10,210,43,16,151,292,4,0,0.0,49,39,16,36.0,0,0.0,73.80413793103449,444,2.223,-1.475,1.642,3.071,4.713,119.0,0.416,-10.812,389.714,384.048,394.196,16.2,2.501,0.023,0.658,0.34,0.318,0.517
2014,11620,288,1.0,1914,293,1863,510,68,8,11,238,83,21,233,312,8,0,0.0,47,62,13,41.0,0,0.0,84.05222222222223,601,1.741,-0.734,1.314,2.437,3.751,74.0,0.314,-29.353,381.364,373.116,386.592,19.4,2.377,0.018,0.519,0.388,0.131,0.747
2014,11620,301,1.0,1802,253,1784,487,74,14,21,233,66,39,198,305,2,0,0.0,55,23,22,51.0,0,0.0,83.13063520871144,496,1.925,-1.036,1.492,3.008,4.5,112.0,0.458,-9.137,388.54,382.062,407.104,31.9,2.452,0.042,0.615,0.399,0.216,0.649
2014,11620,302,1.0,1581,306,1622,489,81,10,23,262,37,19,198,297,2,0,0.0,61,47,21,45.0,0,0.0,77.04009478672987,572,1.598,-0.892,1.308,2.526,3.834,79.0,0.363,66.571,392.584,384.984,397.388,28.4,2.206,0.04,0.519,0.346,0.173,0.667
2014,11620,305,1.0,1643,265,1828,496,71,13,14,244,70,22,192,324,2,0,0.0,74,35,16,29.0,0,0.0,87.38233676975945,508,1.872,-0.966,1.5,2.766,4.266,98.0,0.415,-8.456,390.218,385.418,399.776,23.3,2.425,0.028,0.638,0.378,0.26,0.593
2014,11620,306,1.0,1829,365,2015,602,112,22,43,337,67,29,191,316,16,0,0.0,39,42,21,36.0,0,0.0,68.00382978723404,619,1.649,-1.022,1.344,2.915,4.259,103.0,0.488,20.704,520.172,505.316,523.792,52.4,2.499,0.069,0.511,0.309,0.202,0.604
2014,11620,310,1.0,1434,179,1418,363,53,7,4,156,68,24,153,285,5,0,0.0,43,15,16,38.0,0,0.0,65.56546798029557,363,2.028,-0.927,1.54,2.827,4.367,103.0,0.413,-3.819,275.63,269.482,284.904,7.6,2.548,0.011,0.785,0.421,0.364,0.537
2014,11620,312,1.0,1590,337,1869,553,83,11,23,301,79,22,197,354,8,0,0.0,82,35,26,49.0,0,0.0,84.40974889217135,595,1.641,-0.887,1.398,2.504,3.902,80.0,0.344,-37.857,448.228,436.228,450.696,35.6,2.282,0.039,0.595,0.331,0.264,0.556
2014,11620,315,1.0,2079,379,2252,661,126,22,38,344,79,20,253,468,12,0,0.0,45,39,37,43.0,0,0.0,92.83484727755643,708,1.744,-0.921,1.355,2.984,4.339,108.0,0.507,-6.922,565.906,549.126,561.812,51.3,2.404,0.054,0.661,0.357,0.304,0.541
2014,11620,316,1.0,1620,259,1799,490,79,13,14,235,69,19,182,321,6,0,0.0,63,61,19,47.0,0,0.0,76.31801369863014,521,1.892,-0.996,1.411,2.869,4.28,102.0,0.456,-8.351,394.552,385.328,397.656,23.3,2.476,0.027,0.616,0.349,0.267,0.567
2014,11620,317,1.0,1749,289,1847,512,104,18,34,271,29,20,199,367,9,0,0.0,57,19,12,34.0,0,0.0,83.45097222222222,519,1.772,-1.052,1.48,3.149,4.629,120.0,0.547,-4.78,444.404,438.044,450.968,31.3,2.47,0.066,0.707,0.383,0.324,0.542
2014,11620,327,1.0,1815,318,1828,518,82,11,15,288,89,17,236,317,7,10,0.0,79,31,34,46.0,0,0.0,105.42315186246418,619,1.629,-0.629,1.346,2.437,3.783,75.0,0.362,25.15,425.334,410.63,422.0,25.7,2.216,0.024,0.512,0.381,0.131,0.744
