season,season_id,school_id,G,AB,H,TB,R,2B,3B,HR,RBI,BB,HBP,SF,SH,K,DP,SB,CS,Picked,IBB,OPP DP,GDP,PA,BA,OBP,SLG,OPS,BAbip,RS%,HR%,K%,BB%,K-BB%,BB/K
2017,12560,15,1248,955,275,358,178,54,4,7,153,99,22,12,15,172,17.0,36,8,0,0,0.0,0.0,1081,0.2879581151832461,0.36632747456059206,0.44293193717277485,0.8092594117333669,0.3401015228426396,0.43958868894601544,0.0064754856614246065,0.15911193339500462,0.09158186864014801,0.06753006475485661,0.5755813953488372
2017,12560,16,1073,1139,284,374,134,46,7,10,104,114,24,6,16,255,24.0,32,11,0,1,0.0,0.0,1275,0.24934152765583845,0.33098039215686276,0.38366988586479367,0.7146502780216564,0.31136363636363634,0.30097087378640774,0.00784313725490196,0.2,0.08941176470588236,0.11058823529411765,0.4470588235294118
2017,12560,17,1305,1497,377,504,200,60,8,17,175,161,34,13,19,376,37.0,30,12,0,1,0.0,0.0,1690,0.2518370073480294,0.3384615384615385,0.39345357381429524,0.7319151122758337,0.3222918531781558,0.32972972972972975,0.010059171597633136,0.22248520710059172,0.09526627218934912,0.1272189349112426,0.42819148936170215
2017,12560,19,1280,1292,407,549,299,68,13,16,268,149,49,21,47,154,27.0,56,14,0,4,0.0,0.0,1509,0.31501547987616096,0.40092776673293573,0.5,0.9009277667329357,0.342082239720035,0.48047538200339557,0.010603048376408217,0.10205434062292909,0.09874088800530152,0.0033134526176275686,0.9675324675324676
2017,12560,20,1428,1388,435,585,307,74,11,18,271,220,54,21,26,259,25.0,72,17,0,0,0.0,0.0,1655,0.3134005763688761,0.4283987915407855,0.4956772334293948,0.9240760249701803,0.36837455830388693,0.4182344428364689,0.010876132930513595,0.1564954682779456,0.13293051359516617,0.023564954682779443,0.8494208494208494
2017,12560,21,1280,1264,371,473,219,69,9,5,191,137,34,16,22,273,23.0,55,19,0,2,0.0,0.0,1439,0.2935126582278481,0.3766504517025712,0.439873417721519,0.8165238694240902,0.3652694610778443,0.3985102420856611,0.0034746351633078527,0.18971507991660877,0.09520500347463516,0.09451007644197361,0.5018315018315018
2017,12560,22,1100,1072,269,365,155,53,8,9,122,123,39,12,24,240,23.0,66,32,0,2,0.0,0.0,1231,0.25093283582089554,0.35012185215272135,0.40578358208955223,0.7559054342422735,0.31137724550898205,0.3459715639810427,0.007311129163281885,0.19496344435418358,0.09991876523151909,0.0950446791226645,0.5125
2017,12560,24,1008,1263,399,542,252,72,13,15,218,107,41,20,18,218,29.0,59,11,0,0,0.0,0.0,1408,0.3159144893111639,0.3884943181818182,0.5083135391923991,0.8968078573742173,0.3657142857142857,0.44548872180451127,0.01065340909090909,0.15482954545454544,0.07599431818181818,0.07883522727272727,0.4908256880733945
2017,12560,25,1566,1778,592,880,406,111,24,43,377,238,76,23,25,339,32.0,113,32,0,2,0.0,0.0,2064,0.3329583802024747,0.438953488372093,0.595050618672666,1.034004107044759,0.386892177589852,0.4206257242178447,0.020833333333333332,0.16424418604651161,0.11531007751937984,0.04893410852713177,0.7020648967551623
2017,12560,26,912,1057,256,341,160,45,14,4,135,140,28,15,5,223,24.0,71,16,0,0,0.0,0.0,1217,0.24219489120151372,0.3483976992604766,0.38221381267738885,0.7306115119378654,0.2982248520710059,0.37142857142857144,0.003286770747740345,0.18323746918652423,0.11503697617091208,0.06820049301561215,0.6278026905829597
2017,12560,27,1540,1799,444,653,238,75,7,40,209,205,40,11,31,501,37.0,28,17,0,4,1.0,0.0,2046,0.24680377987770985,0.3367546432062561,0.43079488604780436,0.7675495292540604,0.31836091410559497,0.3050847457627119,0.019550342130987292,0.24486803519061584,0.10019550342130987,0.14467253176930597,0.4091816367265469
2017,12560,28,1870,1872,506,753,277,89,22,38,250,162,21,29,23,390,37.0,42,23,0,8,1.0,0.0,2086,0.2702991452991453,0.3302972195589645,0.48183760683760685,0.8121348263965713,0.31771894093686354,0.3671274961597542,0.01821668264621285,0.186960690316395,0.07766059443911794,0.10930009587727707,0.4153846153846154
2017,12560,29,2065,2055,633,908,453,133,17,36,396,276,70,31,50,343,47.0,49,18,0,9,0.0,0.0,2412,0.30802919708029197,0.4058872305140962,0.532360097323601,0.9382473278376973,0.34973637961335674,0.44220572640509015,0.014925373134328358,0.14220563847429518,0.11442786069651742,0.027777777777777762,0.8046647230320699
2017,12560,30,1815,1792,455,674,331,89,14,34,297,246,100,31,46,451,30.0,62,16,0,6,9.0,0.0,2115,0.25390625,0.37872340425531914,0.4525669642857143,0.8312903685410334,0.3146487294469357,0.38722294654498046,0.01607565011820331,0.2132387706855792,0.11631205673758865,0.09692671394799054,0.5454545454545454
2017,12560,31,2432,2116,606,974,412,95,12,83,365,248,62,23,24,441,33.0,27,16,0,14,1.0,0.0,2411,0.28638941398865786,0.37992534218166735,0.5500945179584121,0.9300198601400795,0.3238390092879257,0.3949579831932773,0.03442554956449606,0.18291165491497305,0.10286188303608461,0.08004977187888844,0.562358276643991
2017,12560,32,1870,1919,519,768,300,109,10,40,275,187,44,16,26,423,54.0,32,13,0,5,0.0,0.0,2148,0.27045336112558627,0.34916201117318435,0.48306409588327254,0.8322261070564569,0.32540760869565216,0.36619718309859156,0.0186219739292365,0.19692737430167598,0.08705772811918064,0.10986964618249534,0.44208037825059104
2017,12560,36,1134,1401,361,481,197,48,6,20,174,153,40,13,12,309,30.0,13,13,0,2,0.0,0.0,1579,0.25767309064953603,0.35085497150094996,0.3961456102783726,0.7470005817793226,0.3142857142857143,0.33146067415730335,0.01266624445851805,0.19569347688410385,0.09689677010766308,0.09879670677644077,0.49514563106796117
2017,12560,37,2205,2115,579,819,363,124,13,30,327,280,52,32,17,445,72.0,55,22,0,9,0.0,0.0,2444,0.27375886524822696,0.3727495908346972,0.466193853427896,0.8389434442625932,0.3283492822966507,0.3779795686719637,0.012274959083469721,0.1820785597381342,0.11456628477905073,0.06751227495908346,0.6292134831460674
2017,12560,39,1334,1566,429,601,258,72,17,22,230,157,32,16,27,327,19.0,74,13,0,5,0.0,0.0,1766,0.2739463601532567,0.34994337485843713,0.454661558109834,0.8046049329682712,0.33008921330089214,0.3959731543624161,0.01245753114382786,0.18516421291053228,0.08890147225368063,0.09626274065685166,0.4801223241590214
2017,12560,40,1320,920,284,356,214,42,3,8,179,112,28,22,34,106,22.0,30,6,0,1,0.0,0.0,1088,0.30869565217391304,0.3897058823529412,0.44456521739130433,0.8342710997442455,0.3333333333333333,0.4951923076923077,0.007352941176470588,0.0974264705882353,0.10294117647058823,-0.0055147058823529355,1.0566037735849056
2017,12560,41,2183,1883,574,864,385,112,8,54,336,200,57,24,18,353,32.0,112,13,0,6,0.0,0.0,2125,0.3048327137546468,0.3910588235294118,0.5512480084970791,0.9423068320264909,0.3466666666666667,0.425997425997426,0.025411764705882352,0.16611764705882354,0.09411764705882353,0.07200000000000001,0.56657223796034
2017,12560,42,1008,1029,330,495,227,74,5,27,212,117,39,20,14,164,20.0,22,10,0,4,0.0,0.0,1180,0.3206997084548105,0.411864406779661,0.5840621963070942,0.9959266030867553,0.3531468531468531,0.4357298474945534,0.02288135593220339,0.13898305084745763,0.09915254237288136,0.03983050847457627,0.7134146341463414
2017,12560,43,1856,2051,589,984,391,115,14,84,360,249,61,19,34,480,47.0,60,25,0,9,4.0,0.0,2353,0.28717698683568993,0.3820654483637909,0.5836177474402731,0.9656831958040639,0.3353253652058433,0.37668711656441717,0.035699107522311944,0.20399490012749683,0.10582235444113897,0.09817254568635786,0.51875
2017,12560,44,875,961,216,263,123,45,1,0,97,108,26,13,28,207,28.0,31,15,0,0,0.0,0.0,1110,0.2247658688865765,0.3153153153153153,0.3215400624349636,0.6368553777502789,0.2816166883963494,0.3514285714285714,0.0,0.1864864864864865,0.0972972972972973,0.0891891891891892,0.5217391304347826
2017,12560,45,1364,1207,342,517,218,67,6,32,198,137,35,20,11,183,33.0,48,20,0,3,0.0,0.0,1375,0.28334714167357083,0.3738181818181818,0.5153272576636289,0.8891454394818107,0.30632411067193677,0.38589211618257263,0.02327272727272727,0.1330909090909091,0.09963636363636363,0.03345454545454546,0.7486338797814208
2017,12560,46,1131,1179,366,531,243,66,9,27,220,130,47,16,14,151,30.0,60,17,0,1,0.0,0.0,1339,0.3104325699745547,0.4055265123226288,0.5368956743002544,0.9424221866228832,0.3333333333333333,0.4186046511627907,0.020164301717699777,0.11277072442120986,0.0970873786407767,0.015683345780433164,0.8609271523178808
2017,12560,47,1856,1960,536,779,342,110,17,33,308,255,49,22,51,443,37.0,35,24,0,4,5.0,0.0,2288,0.27346938775510204,0.36713286713286714,0.47908163265306125,0.8462144997859284,0.3339973439575033,0.3828996282527881,0.014423076923076924,0.19361888111888112,0.11145104895104894,0.08216783216783217,0.5756207674943566
2017,12560,48,1632,1785,477,687,261,84,9,36,234,172,28,20,13,361,26.0,45,12,0,3,5.0,0.0,1990,0.2672268907563025,0.3402010050251256,0.45714285714285713,0.7973438621679827,0.3132102272727273,0.35101404056162244,0.018090452261306532,0.1814070351758794,0.0864321608040201,0.0949748743718593,0.47645429362880887
2017,12560,49,1600,1752,522,748,339,96,2,42,286,193,42,18,24,357,40.0,91,30,0,5,0.0,0.0,1987,0.2979452054794521,0.3809763462506291,0.5068493150684932,0.8878256613191222,0.350109409190372,0.4153846153846154,0.021137393054856568,0.17966784096628083,0.09713135379969803,0.0825364871665828,0.5406162464985994
2017,12560,50,1156,1041,244,306,141,27,4,9,126,129,41,13,16,231,25.0,20,20,0,1,0.0,0.0,1199,0.23439000960614795,0.34528773978315264,0.3323727185398655,0.6776604583230181,0.28869778869778867,0.32592592592592595,0.007506255212677231,0.1926605504587156,0.10758965804837364,0.08507089241034196,0.5584415584415584
2017,12560,51,1938,1913,565,849,344,103,14,51,318,233,42,21,39,360,49.0,23,18,0,7,4.0,0.0,2206,0.2953476215368531,0.38077969174977333,0.5316257187663356,0.9124054105161089,0.33749179251477346,0.37135614702154623,0.023118766999093383,0.1631912964641886,0.1056210335448776,0.057570262919310985,0.6472222222222223
2017,12560,52,2310,1750,535,733,314,83,11,31,284,181,43,24,30,336,37.0,45,23,0,4,0.0,0.0,1985,0.3057142857142857,0.382367758186398,0.49028571428571427,0.8726534724721122,0.3582089552238806,0.38873626373626374,0.015617128463476071,0.16926952141057935,0.09118387909319899,0.07808564231738037,0.5386904761904762
2017,12560,53,1092,974,286,359,206,51,2,6,160,126,38,13,14,153,28.0,24,8,0,3,0.0,0.0,1127,0.2936344969199179,0.3992901508429459,0.42915811088295686,0.8284482617259028,0.33816425120772947,0.45045045045045046,0.005323868677905945,0.13575865128660158,0.11180124223602485,0.023957409050576736,0.8235294117647058
2017,12560,54,1450,1525,396,565,241,76,12,23,214,154,33,22,17,289,26.0,61,23,0,3,0.0,0.0,1718,0.259672131147541,0.3393480791618161,0.4432786885245902,0.7826267676864063,0.3020242914979757,0.3892857142857143,0.01338766006984866,0.16821885913853318,0.08963911525029103,0.07857974388824215,0.532871972318339
2017,12560,55,1025,1341,444,677,400,79,20,38,348,197,54,21,12,262,27.0,113,23,0,4,0.0,0.0,1571,0.33109619686800895,0.44239338001273076,0.6070096942580164,1.0494030742707472,0.3822975517890772,0.5509893455098934,0.0241884150222788,0.16677275620623808,0.12539783577339275,0.041374920432845325,0.7519083969465649
2017,12560,56,1025,1422,341,447,151,53,13,9,127,103,47,18,20,315,30.0,32,13,0,1,0.0,0.0,1563,0.23980309423347398,0.3141394753678823,0.3670886075949367,0.681228082962819,0.2974910394265233,0.2946058091286307,0.005758157389635317,0.20153550863723607,0.06589891234804862,0.13563659628918745,0.326984126984127
2017,12560,58,1080,1116,302,378,162,44,7,6,135,98,26,7,13,203,32.0,66,9,0,0,0.0,0.0,1234,0.27060931899641577,0.34521880064829824,0.3897849462365591,0.7350037468848574,0.3238512035010941,0.37142857142857144,0.004862236628849271,0.16450567260940033,0.07941653160453808,0.08508914100486224,0.4827586206896552
2017,12560,59,1184,928,269,319,132,36,1,4,123,85,21,10,15,125,17.0,26,4,0,4,0.0,0.0,1038,0.28987068965517243,0.36127167630057805,0.3879310344827586,0.7492027107833367,0.32756489493201485,0.3450134770889488,0.0038535645472061657,0.12042389210019268,0.08188824662813102,0.03853564547206166,0.68
2017,12560,60,1118,855,271,386,193,53,7,16,174,101,34,17,9,117,16.0,24,3,0,0,0.0,0.0,982,0.3169590643274854,0.4134419551934827,0.5403508771929825,0.9537928323864652,0.34506089309878213,0.45384615384615384,0.016293279022403257,0.11914460285132383,0.10285132382892057,0.016293279022403268,0.8632478632478633
2017,12560,61,2074,2006,578,833,373,103,22,36,323,196,68,34,35,435,44.0,56,20,0,3,0.0,0.0,2271,0.288135593220339,0.3707617789520035,0.4955134596211366,0.86627523857314,0.3454429572976418,0.41811414392059554,0.015852047556142668,0.19154557463672392,0.08630559225011009,0.10523998238661383,0.45057471264367815
2017,12560,62,1376,1418,404,609,253,88,9,33,234,172,20,24,16,266,28.0,36,14,0,7,0.0,0.0,1630,0.2849083215796897,0.3656441717791411,0.5211565585331452,0.8868007303122863,0.32458442694663164,0.3907637655417407,0.020245398773006136,0.16319018404907976,0.10552147239263804,0.05766871165644172,0.6466165413533834
2017,12560,64,1064,1162,285,371,154,47,3,11,140,103,28,3,10,258,25.0,15,12,0,1,0.0,0.0,1278,0.2452667814113597,0.325508607198748,0.3717728055077453,0.6972814127064932,0.30580357142857145,0.3530864197530864,0.008607198748043818,0.20187793427230047,0.08059467918622848,0.12128325508607199,0.3992248062015504
2017,12560,67,1802,1708,432,561,248,72,6,15,221,208,36,19,28,420,26.0,76,24,0,4,5.0,0.0,1963,0.2529274004683841,0.3443708609271523,0.382903981264637,0.7272748421917893,0.32275541795665635,0.3524962178517398,0.007641365257259297,0.21395822720326033,0.10596026490066225,0.10799796230259807,0.49523809523809526
2017,12560,69,924,999,259,351,137,57,7,7,123,90,32,11,21,223,14.0,32,13,0,8,0.0,0.0,1121,0.25925925925925924,0.33987511150758254,0.42242242242242245,0.762297533930005,0.3230769230769231,0.34759358288770054,0.006244424620874219,0.19892952720785012,0.08028545941123996,0.11864406779661016,0.40358744394618834
2017,12560,71,1519,1479,348,492,201,67,4,23,163,156,44,16,29,394,35.0,11,12,0,1,2.0,0.0,1680,0.23529411764705882,0.3261904761904762,0.3962136578769439,0.7224041340674201,0.3014842300556586,0.33904761904761904,0.01369047619047619,0.23452380952380952,0.09285714285714286,0.14166666666666666,0.39593908629441626
2017,12560,72,1683,1733,464,698,288,73,13,45,258,169,60,18,36,400,29.0,40,17,0,1,0.0,0.0,1956,0.26774379688401617,0.35429447852760737,0.4783612233121754,0.8326557018397828,0.3208269525267994,0.375,0.023006134969325152,0.20449897750511248,0.08640081799591003,0.11809815950920245,0.4225
2017,12560,73,675,823,171,214,69,27,2,4,59,66,28,4,16,199,26.0,13,6,0,0,0.0,0.0,909,0.2077764277035237,0.2915291529152915,0.3001215066828676,0.5916506595981591,0.2676282051282051,0.24904214559386972,0.0044004400440044,0.21892189218921893,0.07260726072607261,0.14631463146314633,0.3316582914572864
2017,12560,74,1496,1522,449,602,274,92,11,13,239,177,38,20,27,251,30.0,54,23,0,2,0.0,0.0,1746,0.29500657030223393,0.38029782359679265,0.47174770039421815,0.8520455239910107,0.3411580594679186,0.4009216589861751,0.0074455899198167235,0.14375715922107674,0.1013745704467354,0.04238258877434134,0.7051792828685259
2017,12560,75,1014,1303,392,505,219,58,5,15,199,125,33,15,30,199,34.0,13,10,0,4,0.0,0.0,1473,0.30084420567920184,0.37338764426340804,0.4474290099769762,0.8208166542403843,0.34148550724637683,0.3813084112149533,0.010183299389002037,0.13509843856076034,0.08486082824168364,0.0502376103190767,0.628140703517588
2017,12560,77,1593,2160,688,1064,469,121,15,75,433,237,37,40,18,353,54.0,35,7,0,3,0.0,0.0,2455,0.31851851851851853,0.3918533604887984,0.5902777777777778,0.9821311382665762,0.3459367945823928,0.44419391206313413,0.03054989816700611,0.14378818737270876,0.09653767820773931,0.04725050916496945,0.6713881019830028
2017,12560,78,1482,1229,355,454,207,60,9,7,186,149,46,21,25,207,29.0,39,24,0,0,0.0,0.0,1424,0.28885272579332794,0.3862359550561798,0.4312449145646867,0.8174808696208665,0.3359073359073359,0.3683241252302026,0.0049157303370786515,0.14536516853932585,0.10463483146067416,0.04073033707865169,0.7198067632850241
2017,12560,80,1110,1176,311,443,156,54,12,18,143,149,23,14,18,290,24.0,26,19,0,2,0.0,0.0,1357,0.26445578231292516,0.3559322033898305,0.4481292517006803,0.8040614550905107,0.3321995464852608,0.2967741935483871,0.013264554163596167,0.21370670596904937,0.10980103168754606,0.10390567428150331,0.5137931034482759
2017,12560,81,1595,1851,510,746,324,94,20,34,298,248,63,26,32,329,34.0,51,16,0,4,0.0,0.0,2157,0.2755267423014587,0.3806212331942513,0.4829821717990275,0.8636034049932788,0.3143989431968296,0.3684879288437103,0.01576263328697265,0.15252665739452945,0.11497450162262401,0.03755215577190543,0.7537993920972644
2017,12560,83,1617,1609,430,615,237,91,14,22,219,186,41,14,19,322,29.0,29,9,0,1,0.0,0.0,1828,0.26724673710379115,0.35940919037199126,0.46115599751398384,0.8205651878859751,0.3189992181391712,0.33858267716535434,0.012035010940919038,0.1761487964989059,0.10175054704595186,0.07439824945295405,0.577639751552795
2017,12560,84,1290,1430,408,554,225,74,12,16,206,129,46,16,23,264,32.0,53,14,0,2,0.0,0.0,1598,0.2853146853146853,0.3648310387984981,0.45874125874125876,0.8235722975397568,0.3361921097770154,0.36860670194003525,0.010012515644555695,0.16520650813516896,0.08072590738423029,0.08448060075093868,0.48863636363636365
2017,12560,86,1530,1731,455,641,258,73,13,29,235,215,62,11,23,505,35.0,34,15,0,4,1.0,0.0,1980,0.2628538417099942,0.3696969696969697,0.43674176776429807,0.8064387374612678,0.3526490066225166,0.32574679943101,0.014646464646464647,0.255050505050505,0.10858585858585859,0.14646464646464644,0.42574257425742573
2017,12560,87,1785,1710,436,626,256,71,7,35,222,195,43,16,30,389,39.0,37,18,0,5,0.0,0.0,1951,0.2549707602339181,0.345463864684777,0.43216374269005847,0.7776276073748355,0.30798771121351765,0.3458528951486698,0.017939518195797026,0.19938493080471553,0.0999487442337263,0.09943618657098924,0.5012853470437018
2017,12560,88,896,921,240,322,158,47,4,9,141,111,32,12,13,227,22.0,54,11,0,1,0.0,0.0,1057,0.26058631921824105,0.3623462630085147,0.4147665580890337,0.7771128210975484,0.3314203730272597,0.3983957219251337,0.008514664143803218,0.21475875118259224,0.10501419110690634,0.1097445600756859,0.4889867841409692
2017,12560,89,684,1046,275,356,115,51,6,6,93,84,25,7,4,220,28.0,26,9,0,0,0.0,0.0,1141,0.26290630975143403,0.33654688869412797,0.4005736137667304,0.7371205024608584,0.3252720677146312,0.28835978835978837,0.0052585451358457495,0.19281332164767748,0.0736196319018405,0.11919368974583698,0.38181818181818183
2017,12560,90,1705,1891,516,709,262,85,18,24,239,179,37,19,35,354,0.0,36,23,0,2,37.0,0.0,2124,0.27287149656266524,0.3446327683615819,0.4420941300898995,0.7867268984514815,0.32114882506527415,0.3361581920903955,0.011299435028248588,0.16666666666666666,0.08427495291902072,0.08239171374764594,0.5056497175141242
2017,12560,91,1512,1327,409,560,233,67,9,22,219,144,22,20,15,170,42.0,29,11,0,4,0.0,0.0,1506,0.3082140165787491,0.38180610889774236,0.4958553127354936,0.8776614216332359,0.33506493506493507,0.38155515370705245,0.014608233731739707,0.11288180610889774,0.09561752988047809,0.017264276228419653,0.8470588235294118
2017,12560,92,1225,1625,486,655,239,99,5,20,211,125,35,16,11,246,39.0,35,16,0,6,0.0,0.0,1777,0.2990769230769231,0.3635340461451885,0.4793846153846154,0.8429186615298039,0.3389090909090909,0.3498402555910543,0.011254924029262802,0.13843556555993247,0.07034327518289252,0.06809229037703995,0.508130081300813
2017,12560,93,1550,1391,375,504,211,71,5,16,192,134,37,17,56,239,20.0,17,10,0,2,0.0,0.0,1598,0.2695902228612509,0.34167709637046306,0.4284687275341481,0.7701458239046112,0.3113616652211622,0.36792452830188677,0.010012515644555695,0.14956195244055068,0.08385481852315395,0.06570713391739673,0.5606694560669456
2017,12560,94,1680,1935,600,740,351,79,20,7,317,206,51,27,17,320,56.0,80,24,0,2,4.0,0.0,2185,0.31007751937984496,0.3922196796338673,0.4372093023255814,0.8294289819594487,0.36269113149847093,0.4047058823529412,0.003203661327231121,0.14645308924485126,0.094279176201373,0.052173913043478265,0.64375
2017,12560,95,1512,1733,548,778,374,101,21,29,320,202,96,23,75,242,55.0,108,33,0,4,0.0,0.0,2033,0.31621465666474324,0.4161337924249877,0.536064627813041,0.9521984202380287,0.34949494949494947,0.4222766217870257,0.01426463354648303,0.11903590752582391,0.09936055090998525,0.019675356615838663,0.8347107438016529
2017,12560,96,1980,2206,700,1110,455,136,23,76,423,213,43,12,47,444,44.0,40,17,0,3,8.0,0.0,2478,0.3173164097914778,0.38579499596448746,0.6097008159564823,0.9954958119209698,0.3674911660777385,0.43068181818181817,0.03066989507667474,0.1791767554479419,0.08595641646489104,0.09322033898305086,0.4797297297297297
2017,12560,97,2142,2109,563,842,343,97,22,46,316,250,54,21,44,422,47.0,53,16,0,3,6.0,0.0,2424,0.2669511616880038,0.35767326732673266,0.4774774774774775,0.8351507448042101,0.3110709987966306,0.3617539585870889,0.018976897689768978,0.1740924092409241,0.10313531353135313,0.07095709570957096,0.5924170616113744
2017,12560,98,1323,1422,399,532,225,86,4,13,206,164,24,13,22,191,31.0,56,19,0,0,0.0,0.0,1621,0.2805907172995781,0.3621221468229488,0.44655414908579466,0.8086762959087435,0.31356620633631194,0.3693379790940767,0.008019740900678593,0.11782850092535473,0.1011721159777915,0.016656384947563233,0.8586387434554974
2017,12560,99,2072,2094,565,788,310,91,21,30,277,198,86,22,65,423,36.0,75,35,0,11,7.0,0.0,2379,0.26981852913085,0.35687263556116017,0.44412607449856734,0.8009987100597276,0.3217077570655442,0.3418803418803419,0.012610340479192938,0.17780580075662042,0.0832282471626734,0.09457755359394703,0.46808510638297873
2017,12560,100,1581,1802,518,776,316,105,12,43,289,196,53,15,10,342,39.0,25,8,0,12,0.0,0.0,2023,0.2874583795782464,0.3791398912506179,0.5194228634850167,0.8985627547356345,0.33170391061452514,0.3770718232044199,0.021255561047948592,0.1690558576371725,0.09688581314878893,0.07217004448838359,0.5730994152046783
2017,12560,101,1815,1767,459,699,270,92,8,44,247,159,63,23,26,332,34.0,49,18,0,8,2.0,0.0,1975,0.2597623089983022,0.3448101265822785,0.4770797962648557,0.8218899228471341,0.29349363507779347,0.35478806907378335,0.022278481012658228,0.1681012658227848,0.08050632911392405,0.08759493670886076,0.4789156626506024
2017,12560,102,2013,2106,562,847,330,106,19,47,305,213,49,15,22,475,33.0,65,19,0,9,4.0,0.0,2356,0.2668566001899335,0.34974533106960953,0.4838556505223172,0.8336009815919267,0.3220762976860538,0.3642213642213642,0.019949066213921902,0.20161290322580644,0.0904074702886248,0.11120543293718164,0.44842105263157894
2017,12560,103,1716,1645,431,599,276,83,8,23,243,157,54,25,55,333,34.0,75,18,0,2,0.0,0.0,1882,0.2620060790273556,0.34112646121147716,0.43343465045592705,0.7745611116674043,0.3105022831050228,0.4087237479806139,0.012221041445270989,0.1769394261424017,0.08342189160467588,0.09351753453772584,0.47147147147147145
2017,12560,104,1904,1872,507,772,296,85,15,50,265,182,37,19,33,418,47.0,43,25,0,6,2.0,0.0,2106,0.2708333333333333,0.34472934472934474,0.49252136752136755,0.8372507122507122,0.32115249472944485,0.363905325443787,0.023741690408357077,0.19848053181386516,0.08641975308641975,0.11206077872744541,0.4354066985645933
2017,12560,105,1377,1688,536,713,330,102,12,17,288,171,60,31,43,212,36.0,57,15,0,6,0.0,0.0,1933,0.3175355450236967,0.396792550439731,0.5,0.8967925504397309,0.3483221476510067,0.41733333333333333,0.008794619762027936,0.10967408173823073,0.08846352819451629,0.02121055354371444,0.8066037735849056
2017,12560,106,1276,1180,367,570,253,83,6,36,236,162,33,15,6,156,26.0,54,12,0,2,0.0,0.0,1363,0.31101694915254235,0.41232575201760824,0.5889830508474576,1.0013088028650659,0.3300099700897308,0.41254752851711024,0.02641232575201761,0.1144534115920763,0.11885546588407923,-0.004402054292002938,1.0384615384615385
