season,season_id,school_id,division,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,K,IBB,TB,GDP,HBP,SH,SF,DP,Picked,OPP DP,PA,BA,OBP,SLG,OPS,BAbip,RS%,HR%,K%,BB%,K-BB%,BB/K
2018,12973,2,1.0,1827,1863,313,511,103,13,26,271,68,23,208,375,1,718,0.0,55,46,14,31.0,0,0.0,2131,0.27428878153515834,0.36320976067573907,0.46162104133118625,0.8248308020069253,0.32859078590785906,0.3836898395721925,0.012200844673862036,0.17597372125762553,0.09760675739089629,0.07836696386672924,0.5546666666666666
2018,12973,4,3.0,1551,1188,250,358,81,11,14,235,42,8,167,245,6,503,0.0,42,31,14,24.0,0,0.0,1400,0.30134680134680136,0.405,0.5126262626262627,0.9176262626262627,0.3647932131495228,0.4267631103074141,0.01,0.175,0.11928571428571429,0.0557142857142857,0.6816326530612244
2018,12973,6,1.0,1617,1659,228,440,68,18,18,191,44,16,133,331,2,598,0.0,63,24,20,30.0,0,0.0,1836,0.2652200120554551,0.3464052287581699,0.4231464737793852,0.7695517025375551,0.3172932330827068,0.33980582524271846,0.00980392156862745,0.18028322440087147,0.0724400871459695,0.10784313725490197,0.40181268882175225
2018,12973,7,1.0,1456,1821,360,547,94,11,33,321,78,19,234,359,5,762,0.0,86,35,31,49.0,0,0.0,2121,0.300384404173531,0.4087694483734088,0.4942339373970346,0.9030033857704434,0.35205479452054794,0.3920863309352518,0.015558698727015558,0.16925978312116927,0.11032531824611033,0.058934464875058934,0.6518105849582173
2018,12973,8,1.0,1680,1881,309,480,104,8,44,288,34,17,268,464,5,732,0.0,78,15,15,38.0,0,0.0,2179,0.2551834130781499,0.37907296925195044,0.47208931419457734,0.8511622834465278,0.31412103746397696,0.3388746803069054,0.020192748967416244,0.21294171638366224,0.12299219825608076,0.08994951812758148,0.5775862068965517
2018,12973,9,1.0,1674,1744,214,427,78,3,19,187,59,17,172,356,1,568,0.0,61,29,18,36.0,0,7.0,1963,0.2448394495412844,0.33622007131940906,0.3830275229357798,0.7192475942551888,0.29416005767844267,0.3042121684867395,0.00967906265919511,0.18135506877228733,0.08762098828323994,0.09373408048904738,0.48314606741573035
2018,12973,10,2.0,1426,1267,252,386,81,15,23,215,30,12,141,284,2,566,0.0,70,23,13,28.0,0,0.0,1444,0.30465666929755325,0.4134349030470914,0.5406471981057617,0.9540821011528531,0.37307297019527236,0.3989547038327526,0.01592797783933518,0.19667590027700832,0.09764542936288088,0.09903047091412744,0.4964788732394366
2018,12973,13,2.0,1196,1277,309,384,74,8,32,273,73,14,224,272,7,570,0.0,57,26,22,20.0,0,0.0,1549,0.3007047768206735,0.42930923176242736,0.5356303837118246,0.964939615474252,0.35376884422110555,0.43759873617693523,0.02065848934796643,0.17559715945771465,0.14460942543576502,0.030987734021949626,0.8235294117647058
2018,12973,14,1.0,1584,1547,218,378,78,11,25,184,43,28,216,380,2,553,0.0,49,19,15,29.0,0,0.0,1797,0.24434389140271492,0.3578185865331107,0.43115707821590177,0.7889756647490125,0.3050993949870354,0.3122977346278317,0.013912075681691708,0.21146355036171396,0.12020033388981637,0.0912632164718976,0.5684210526315789
2018,12973,15,3.0,1200,993,126,255,45,12,10,109,31,12,75,229,4,354,0.0,24,14,10,22.0,0,0.0,1092,0.256797583081571,0.3241758241758242,0.42396777442094663,0.7481435985967708,0.3206806282722513,0.3372093023255814,0.009157509157509158,0.2097069597069597,0.06868131868131869,0.14102564102564102,0.32751091703056767
2018,12973,16,3.0,891,1024,176,269,52,4,12,153,44,11,119,190,2,365,0.0,19,9,12,20.0,0,0.0,1164,0.2626953125,0.34965635738831613,0.4228515625,0.7725079198883161,0.30815347721822545,0.4151898734177215,0.010309278350515464,0.16323024054982818,0.10223367697594501,0.06099656357388317,0.6263157894736842
2018,12973,17,1.0,1612,1668,238,424,72,6,19,213,40,22,199,407,1,565,0.0,45,28,17,34.0,0,0.0,1912,0.2541966426858513,0.3493723849372385,0.39688249400479614,0.7462548789420347,0.3216838760921366,0.337442218798151,0.00993723849372385,0.21286610878661089,0.10407949790794979,0.1087866108786611,0.48894348894348894
2018,12973,19,3.0,1368,1241,239,358,76,10,11,213,33,22,147,253,4,487,0.0,58,27,21,30.0,0,0.0,1436,0.2884770346494762,0.3920612813370474,0.47058823529411764,0.862649516631165,0.34769539078156314,0.41304347826086957,0.00766016713091922,0.17618384401114207,0.10236768802228412,0.07381615598885795,0.5810276679841897
2018,12973,20,3.0,1408,1403,283,392,87,10,24,243,95,18,199,284,1,571,0.0,37,30,20,41.0,0,0.0,1652,0.2794012829650748,0.3801452784503632,0.4932287954383464,0.8733740738887097,0.33004484304932735,0.4288079470198676,0.014527845036319613,0.17191283292978207,0.12046004842615012,0.05145278450363196,0.7007042253521126
