season,season_id,school_id,division,date,game_id,field,opponent_id,opponent_name,runs_scored,runs_allowed,W,L,SV,CG,SHO,IP,H,R,ER,2B,3B,HR,BB,IBB,SO,HBP,Bk,WP,BF,P-OAB,IR,IRS,SHA,SFA,GO,FO,KL,pickoffs,PF,W-L%,ERA,ERA-,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,RA9
2013,11320,5,1.0,04/14/2013,672376,away,519,Ohio,2,4,0,1,0,0.0,0,8.0,8,4,3,0,0,0,2,0,3,2,0,1,38,33,5,1,1,0,10,9,2,0.0,100.77745383867833,0.0,3.375,77.0,3.0944056369073185,1.25,9.0,0.0,2.25,3.375,1.5,4.5
2013,11320,5,1.0,04/17/2013,673288,home,812,Xavier,3,11,0,1,0,0.0,0,9.0,14,11,4,0,1,1,4,0,10,1,0,0,47,39,3,2,0,3,11,5,2,0.0,100.77745383867833,0.0,4.0,91.0,3.2332945257962074,2.0,14.0,1.0,4.0,10.0,2.5,11.0
2013,11320,5,1.0,04/20/2013,673915,away,71,Bowling Green,6,14,0,1,0,0.0,0,8.0,11,14,10,1,1,1,6,0,4,3,2,0,46,36,3,3,0,1,9,11,1,0.0,100.77745383867833,0.0,11.25,257.0,6.344405636907318,2.125,12.375,1.125,6.75,4.5,0.6666666666666666,15.75
2013,11320,5,1.0,04/20/2013,674381,away,71,Bowling Green,1,5,0,1,0,0.0,0,8.0,9,5,5,2,0,0,3,0,2,0,0,0,35,30,1,0,2,0,9,11,0,0.0,100.77745383867833,0.0,5.625,128.0,2.9694056369073185,1.5,10.125,0.0,3.375,2.25,0.6666666666666666,5.625
2013,11320,5,1.0,04/21/2013,674434,away,71,Bowling Green,7,3,1,0,1,0.0,0,9.0,12,3,2,2,0,0,3,0,3,1,0,0,41,37,3,1,0,0,12,10,2,0.0,100.77745383867833,1.0,2.0,46.0,3.011072303573985,1.6666666666666667,12.0,0.0,3.0,3.0,1.0,3.0
2013,11320,5,1.0,04/23/2013,674989,away,116,Canisius,3,4,0,1,0,0.0,0,8.0,8,4,4,0,0,0,1,0,2,4,2,0,32,26,0,0,1,0,10,7,1,0.0,100.77745383867833,0.0,4.5,103.0,3.7194056369073185,1.125,9.0,0.0,1.125,2.25,2.0,4.5
2013,11320,5,1.0,04/26/2013,675567,home,86,Buffalo,6,7,0,1,0,0.0,0,9.0,11,7,7,4,0,4,1,1,2,2,0,0,39,34,0,0,0,2,8,15,0,0.0,100.77745383867833,0.0,7.0,160.0,8.677738970240652,1.3333333333333333,11.0,4.0,1.0,2.0,2.0,7.0
2013,11320,5,1.0,04/27/2013,675891,home,86,Buffalo,2,7,0,1,0,0.0,0,9.0,9,7,2,3,0,1,5,0,5,0,1,0,42,36,0,0,1,0,9,12,1,0.0,100.77745383867833,0.0,2.0,46.0,4.344405636907318,1.5555555555555556,9.0,1.0,5.0,5.0,1.0,7.0
2013,11320,5,1.0,05/01/2013,677206,away,545,Pittsburgh,6,1,1,0,0,0.0,0,9.0,6,1,1,0,0,0,1,0,1,3,1,0,34,30,0,0,0,0,12,11,1,0.0,100.77745383867833,1.0,1.0,23.0,3.4555167480184297,0.7777777777777778,6.0,0.0,1.0,1.0,1.0,1.0
2013,11320,5,1.0,05/03/2013,677544,home,774,Western Mich.,7,6,1,0,1,0.0,0,9.0,10,6,4,0,0,2,1,0,6,3,0,0,41,36,0,0,1,0,12,8,3,0.0,100.77745383867833,1.0,4.0,91.0,5.233294525796207,1.2222222222222223,10.0,2.0,1.0,6.0,6.0,6.0
2013,11320,5,1.0,05/04/2013,677794,home,774,Western Mich.,3,2,1,0,1,0.0,0,9.0,9,2,2,1,0,0,1,0,4,0,0,1,38,37,1,0,0,0,8,15,0,0.0,100.77745383867833,1.0,2.0,46.0,1.788850081351763,1.1111111111111112,9.0,0.0,1.0,4.0,4.0,2.0
2013,11320,5,1.0,05/05/2013,678254,home,774,Western Mich.,2,3,0,1,0,0.0,0,9.0,12,3,3,1,0,1,3,0,3,0,0,0,41,34,4,0,3,1,12,9,2,0.0,100.77745383867833,0.0,3.0,68.0,4.122183414685097,1.6666666666666667,12.0,1.0,3.0,3.0,1.0,3.0
2013,11320,5,1.0,05/07/2013,678537,home,539,Penn St.,11,2,1,0,0,0.0,0,9.0,7,2,2,2,0,0,1,0,8,1,0,0,36,34,0,0,0,0,3,15,3,0.0,100.77745383867833,1.0,2.0,46.0,1.2332945257962074,0.8888888888888888,7.0,0.0,1.0,8.0,8.0,2.0
2013,11320,5,1.0,05/10/2013,678798,away,129,Central Mich.,8,7,1,0,1,0.0,0,11.0,11,7,7,1,0,2,6,1,9,1,1,0,50,40,2,0,2,1,13,9,2,0.0,100.77745383867833,1.0,5.7272727272727275,131.0,4.980769273270955,1.5454545454545454,9.0,1.6363636363636365,4.909090909090908,7.363636363636364,1.5,5.7272727272727275
2013,11320,5,1.0,05/11/2013,679005,away,129,Central Mich.,11,2,1,0,0,0.0,0,9.0,5,2,2,0,0,1,2,0,4,1,0,0,35,30,2,1,0,2,9,13,1,0.0,100.77745383867833,1.0,2.0,46.0,3.8999611924628743,0.7777777777777778,5.0,1.0,2.0,4.0,2.0,2.0
2013,11320,5,1.0,05/12/2013,679240,away,129,Central Mich.,8,18,0,1,0,0.0,0,8.0,23,18,17,4,1,2,6,0,5,0,2,0,54,45,7,4,1,2,6,13,1,0.0,100.77745383867833,0.0,19.125,436.0,6.594405636907318,3.625,25.875,2.25,6.75,5.625,0.8333333333333334,20.25
2013,11320,5,1.0,05/14/2013,679397,away,812,Xavier,4,5,0,1,0,0.0,0,8.333333333333334,11,5,5,3,0,1,2,0,6,1,0,0,39,33,1,0,2,1,10,9,0,0.0,100.77745383867833,0.0,5.3999999999999995,123.0,3.5444056369073182,1.5599999999999998,11.879999999999999,1.08,2.16,6.4799999999999995,3.0,5.3999999999999995
2013,11320,5,1.0,05/16/2013,679552,home,331,Kent St.,4,5,0,1,0,0.0,0,17.0,10,5,3,1,1,1,6,0,10,3,0,0,67,55,0,0,1,2,16,21,3,0.0,100.77745383867833,0.0,1.5882352941176472,36.0,3.5208762251426124,0.9411764705882353,5.294117647058823,0.5294117647058824,3.1764705882352944,5.294117647058823,1.6666666666666667,2.6470588235294117
2013,11320,5,1.0,05/17/2013,679732,home,331,Kent St.,3,4,0,1,0,0.0,0,9.0,13,4,3,2,0,3,6,0,1,1,1,0,44,36,6,1,0,1,10,12,0,0.0,100.77745383867833,0.0,3.0,68.0,8.788850081351763,2.111111111111111,13.0,3.0,6.0,1.0,0.16666666666666666,4.0
2013,11320,5,1.0,05/18/2013,679936,home,331,Kent St.,1,4,0,1,0,0.0,0,9.0,8,4,4,3,0,1,2,0,8,2,1,0,38,34,2,0,0,0,5,13,3,0.0,100.77745383867833,0.0,4.0,91.0,3.3444056369073185,1.1111111111111112,8.0,1.0,2.0,8.0,4.0,4.0
2013,11320,6,1.0,02/15/2013,657914,home,444,Morehead St.,0,11,0,1,0,0.0,0,9.0,16,11,10,4,1,1,5,0,4,1,0,1,44,36,2,2,0,2,11,6,2,0.0,87.51976252702222,0.0,10.0,259.0,4.899961192462873,2.3333333333333335,16.0,1.0,5.0,4.0,0.8,11.0
2013,11320,6,1.0,02/16/2013,658152,home,305,Indiana St.,5,12,0,1,0,0.0,0,9.0,16,12,11,2,3,0,5,0,4,2,0,0,48,36,2,2,1,4,7,14,2,0.0,87.51976252702222,0.0,11.0,285.0,3.7888500813517627,2.3333333333333335,16.0,0.0,5.0,4.0,0.8,12.0
2013,11320,6,1.0,02/17/2013,658468,home,308,Purdue Fort Wayne,7,6,1,0,0,0.0,0,10.0,13,9,9,5,1,1,6,0,7,2,1,0,53,44,0,0,0,0,10,13,1,0.0,87.51976252702222,1.0,8.1,210.0,4.644405636907319,1.9,11.700000000000001,0.9,5.3999999999999995,6.3,1.1666666666666667,8.1
2013,11320,6,1.0,02/19/2013,658692,away,625,Samford,1,12,0,1,0,0.0,0,8.0,15,12,9,4,0,1,9,0,9,1,1,0,50,36,6,4,1,3,3,11,4,0.0,87.51976252702222,0.0,10.125,262.0,5.469405636907318,3.0,16.875,1.125,10.125,10.125,1.0,13.5
2013,11320,6,1.0,02/21/2013,658855,away,254,Georgia St.,0,20,0,0,0,0.0,0,6.0,15,13,12,6,0,0,1,0,3,2,0,0,37,32,2,2,1,1,4,11,0,0.0,87.51976252702222,,18.0,466.0,2.8444056369073185,2.6666666666666665,22.5,0.0,1.5,4.5,3.0,19.5
2013,11320,6,1.0,02/22/2013,658903,away,632,Savannah St.,0,7,0,1,0,0.0,0,8.0,11,7,6,2,0,1,11,0,4,1,0,0,45,31,0,0,2,0,9,7,2,0.0,87.51976252702222,0.0,6.75,175.0,7.469405636907318,2.75,12.375,1.125,12.375,4.5,0.36363636363636365,7.875
2013,11320,6,1.0,02/23/2013,659268,away,632,Savannah St.,7,8,0,1,0,0.0,0,9.333333333333332,9,8,5,0,1,1,11,0,3,0,0,0,45,34,5,4,0,0,12,10,0,0.0,87.51976252702222,0.0,4.821428571428572,125.0,6.6301199226216045,2.1428571428571432,8.67857142857143,0.9642857142857144,10.60714285714286,2.8928571428571432,0.2727272727272727,7.714285714285715
2013,11320,6,1.0,02/24/2013,659467,away,632,Savannah St.,5,10,0,1,0,0.0,0,6.0,12,10,8,3,2,3,2,0,2,1,0,0,33,30,1,0,0,0,5,8,0,0.0,87.51976252702222,0.0,12.0,310.0,9.677738970240652,2.3333333333333335,18.0,4.5,3.0,3.0,1.0,15.0
2013,11320,6,1.0,02/26/2013,659921,away,28600,Lipscomb,6,4,1,0,1,0.0,0,9.0,10,4,4,2,0,1,7,0,3,2,0,0,45,35,5,2,0,1,8,15,2,0.0,87.51976252702222,1.0,4.0,103.0,6.122183414685097,1.8888888888888888,10.0,1.0,7.0,3.0,0.42857142857142855,4.0
2013,11320,6,1.0,03/02/2013,660615,home,314,Jackson St.,0,10,0,1,0,0.0,0,7.0,12,10,10,2,3,0,0,0,4,1,1,0,34,32,0,0,0,1,8,8,3,0.0,87.51976252702222,0.0,12.857142857142858,333.0,1.630119922621604,1.7142857142857142,15.428571428571427,0.0,0.0,5.142857142857142,inf,12.857142857142858
2013,11320,6,1.0,03/02/2013,660699,home,314,Jackson St.,7,10,0,1,0,0.0,0,10.0,15,10,9,2,1,0,4,0,0,2,1,0,48,39,2,2,1,2,9,17,0,0.0,87.51976252702222,0.0,8.1,210.0,4.144405636907319,1.9,13.5,0.0,3.6,0.0,0.0,9.0
2013,11320,6,1.0,03/03/2013,660920,home,314,Jackson St.,5,8,0,1,0,0.0,0,9.0,12,8,7,3,0,1,4,0,5,1,0,0,45,36,0,0,2,2,9,13,4,0.0,87.51976252702222,0.0,7.0,181.0,4.344405636907318,1.7777777777777777,12.0,1.0,4.0,5.0,1.25,8.0
2013,11320,6,1.0,03/06/2013,661621,home,625,Samford,6,7,0,1,0,0.0,0,9.0,9,7,4,4,0,0,4,0,4,1,0,0,42,33,0,0,1,3,9,13,2,0.0,87.51976252702222,0.0,4.0,103.0,3.122183414685096,1.4444444444444444,9.0,0.0,4.0,4.0,1.0,7.0
2013,11320,6,1.0,03/09/2013,662139,away,7,Alabama St.,4,10,0,1,0,0.0,0,14.666666666666666,19,22,7,3,1,7,9,0,11,5,1,2,77,59,0,0,0,4,9,19,2,0.0,87.51976252702222,0.0,4.295454545454546,111.0,9.912587455089136,1.9090909090909092,11.659090909090908,4.295454545454546,5.5227272727272725,6.75,1.2222222222222223,13.5
2013,11320,6,1.0,03/10/2013,662695,away,7,Alabama St.,6,9,0,1,0,0.0,0,8.0,11,9,9,1,1,1,5,0,4,3,2,1,42,32,0,0,2,0,8,11,1,0.0,87.51976252702222,0.0,10.125,262.0,5.969405636907318,2.0,12.375,1.125,5.625,4.5,0.8,10.125
2013,11320,6,1.0,03/12/2013,663162,away,31,Arkansas,2,20,0,1,0,0.0,0,8.0,14,20,16,1,0,1,19,0,7,0,1,0,58,37,5,3,0,2,8,9,2,0.0,87.51976252702222,0.0,18.0,466.0,9.344405636907318,4.125,15.75,1.125,21.375,7.875,0.3684210526315789,22.5
2013,11320,6,1.0,03/13/2013,663388,away,31,Arkansas,0,13,0,1,0,0.0,0,8.0,18,13,11,5,1,1,1,0,5,1,0,0,45,39,0,0,0,4,9,9,3,0.0,87.51976252702222,0.0,12.375,320.0,3.4694056369073185,2.375,20.25,1.125,1.125,5.625,5.0,14.625
2013,11320,6,1.0,03/15/2013,663741,away,472,New Mexico St.,6,20,0,0,0,0.0,0,3.0,5,11,9,0,1,0,10,0,3,1,0,0,27,16,5,4,0,0,0,6,1,0.0,87.51976252702222,,27.0,699.0,11.344405636907318,5.0,15.0,0.0,30.0,9.0,0.3,33.0
2013,11320,6,1.0,03/16/2013,664332,away,472,New Mexico St.,4,24,0,1,0,0.0,0,8.0,21,24,22,5,0,1,11,0,7,3,2,0,61,46,6,5,0,1,6,10,3,0.0,87.51976252702222,0.0,24.75,640.0,7.469405636907318,4.0,23.625,1.125,12.375,7.875,0.6363636363636364,27.0
2013,11320,6,1.0,03/16/2013,664469,away,472,New Mexico St.,3,5,0,1,0,0.0,0,6.0,9,5,5,1,0,0,2,0,6,0,1,0,29,27,0,0,0,0,5,7,3,0.0,87.51976252702222,0.0,7.5,194.0,1.3444056369073185,1.8333333333333333,13.5,0.0,3.0,9.0,3.0,7.5
2013,11320,6,1.0,03/17/2013,664708,away,472,New Mexico St.,3,30,0,1,0,0.0,0,6.0,26,30,22,5,0,3,5,0,4,2,5,1,56,48,6,2,0,1,4,10,1,0.0,87.51976252702222,0.0,33.0,854.0,11.011072303573984,5.166666666666667,39.0,4.5,7.5,6.0,0.8,45.0
2013,11320,6,1.0,03/19/2013,665166,home,692,Tennessee Tech,6,8,0,0,0,0.0,0,9.0,5,2,1,1,0,0,4,0,3,0,0,0,38,32,1,0,0,2,6,18,0,0.0,87.51976252702222,,1.0,26.0,3.011072303573985,1.0,5.0,0.0,4.0,3.0,0.75,2.0
2013,11320,6,1.0,03/27/2013,667071,home,487,North Ala.,1,6,0,1,0,0.0,0,9.0,10,6,5,2,1,0,5,0,6,0,1,0,45,38,0,0,0,2,11,10,2,0.0,87.51976252702222,0.0,5.0,129.0,2.677738970240652,1.6666666666666667,10.0,0.0,5.0,6.0,1.2,6.0
2013,11320,6,1.0,03/29/2013,667779,home,17,Alcorn,5,11,0,1,0,0.0,0,9.0,16,11,8,6,0,0,4,0,9,1,0,0,50,44,2,1,0,1,7,12,1,0.0,87.51976252702222,0.0,8.0,207.0,2.011072303573985,2.2222222222222223,16.0,0.0,4.0,9.0,2.25,11.0
2013,11320,6,1.0,03/29/2013,667903,home,17,Alcorn,10,6,1,0,0,0.0,0,9.0,10,6,5,2,0,1,5,0,6,0,1,0,43,35,0,0,3,0,13,7,3,0.0,87.51976252702222,1.0,5.0,129.0,4.122183414685097,1.6666666666666667,10.0,1.0,5.0,6.0,1.2,6.0
2013,11320,6,1.0,03/30/2013,667951,home,17,Alcorn,0,8,0,1,0,0.0,0,7.0,6,8,8,0,0,2,9,0,6,1,0,1,36,26,0,0,0,0,5,9,1,0.0,87.51976252702222,0.0,10.285714285714285,266.0,8.630119922621605,2.142857142857143,7.7142857142857135,2.571428571428571,11.571428571428573,7.7142857142857135,0.6666666666666666,10.285714285714285
2013,11320,6,1.0,04/06/2013,669818,away,314,Jackson St.,8,9,0,1,0,0.0,0,8.666666666666666,8,9,8,2,0,2,7,0,3,3,0,2,44,29,0,0,3,2,7,15,0,0.0,87.51976252702222,0.0,8.307692307692308,215.0,8.113636406138088,1.7307692307692308,8.307692307692308,2.076923076923077,7.269230769230769,3.115384615384616,0.42857142857142855,9.346153846153847
2013,11320,6,1.0,04/06/2013,670096,away,314,Jackson St.,4,5,0,1,0,0.0,0,9.666666666666666,10,5,4,2,1,0,13,0,4,0,0,0,52,38,2,1,1,0,8,17,1,0.0,87.51976252702222,0.0,3.724137931034483,96.0,5.551302188631457,2.3793103448275863,9.310344827586208,0.0,12.10344827586207,3.724137931034483,0.3076923076923077,4.655172413793104
2013,11320,6,1.0,04/07/2013,670380,away,314,Jackson St.,0,7,0,1,0,0.0,0,8.0,8,7,7,1,0,1,4,0,4,2,1,0,37,28,0,0,3,0,12,6,1,0.0,87.51976252702222,0.0,7.875,204.0,5.219405636907318,1.5,9.0,1.125,4.5,4.5,1.0,7.875
2013,11320,6,1.0,04/13/2013,671859,home,7,Alabama St.,3,8,0,1,0,0.0,0,9.0,8,8,5,2,0,0,4,0,4,2,0,1,41,34,3,1,1,0,7,14,1,0.0,87.51976252702222,0.0,5.0,129.0,3.4555167480184297,1.3333333333333333,8.0,0.0,4.0,4.0,1.0,8.0
2013,11320,6,1.0,04/13/2013,672108,home,7,Alabama St.,6,16,0,1,0,0.0,0,8.0,15,16,13,7,1,2,4,0,4,7,0,0,53,40,1,1,2,0,11,9,1,0.0,87.51976252702222,0.0,14.625,378.0,8.719405636907318,2.375,16.875,2.25,4.5,4.5,1.0,18.0
