season,season_id,school_id,division,date,game_id,opponent_id,opponent_name,runs_scored,runs_allowed,run_difference,App,GS,W,L,SV,CG,SHO,IP,H,R,ER,2B,3B,HR,BB,IBB,SO,HBP,Bk,WP,BF,P-OAB,IR,IRS,SHA,SFA,GO,FO,KL,pickoffs,W-L%,ERA,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,RA9
2014,11620,165,1.0,03/19/2014,593732,37,Auburn,2,13,-11,4,0.0,0,1,0,0.0,0,8.0,17,13,12,2,1,0,5,0,4,3,1,1,49,40,5,2,0,1,9,10,0,0.0,0.0,13.5,31.0,4.1580393802506315,2.75,19.125,0.0,5.625,4.5,0.8,14.625
2014,11620,165,1.0,03/22/2014,594541,178,Delaware St.,1,16,-15,3,0.0,0,1,0,0.0,0,6.0,16,16,10,2,2,0,5,0,3,2,1,0,43,36,4,2,0,0,5,9,1,0.0,0.0,15.0,28.0,4.6580393802506315,3.5,24.0,0.0,7.5,4.5,0.6,24.0
2014,11620,165,1.0,03/22/2014,594724,178,Delaware St.,7,6,1,3,0.0,1,0,0,0.0,0,7.0,12,6,6,1,1,1,3,1,8,3,0,0,41,32,2,0,1,2,8,5,1,0.0,1.0,7.7142857142857135,54.0,4.300896523107774,2.142857142857143,15.428571428571427,1.2857142857142856,3.8571428571428568,10.285714285714285,2.6666666666666665,7.7142857142857135
2014,11620,165,1.0,03/23/2014,595029,178,Delaware St.,8,6,2,2,0.0,1,0,0,0.0,0,9.0,12,6,5,4,0,3,5,0,6,1,0,0,44,37,1,1,1,0,11,8,0,0.0,1.0,5.0,83.0,7.1580393802506315,1.8888888888888888,12.0,3.0,5.0,6.0,1.2,6.0
2014,11620,165,1.0,03/27/2014,595716,711,Towson,1,13,-12,5,0.0,0,1,0,0.0,0,8.0,10,13,9,3,1,1,9,0,8,2,1,0,47,33,1,1,1,2,7,9,3,0.0,0.0,10.125,41.0,5.9080393802506315,2.375,11.25,1.125,10.125,9.0,0.8888888888888888,14.625
2014,11620,165,1.0,03/31/2014,596866,485,Norfolk St.,1,12,-11,3,0.0,0,1,0,0.0,0,6.666666666666666,14,12,8,4,0,2,5,0,6,1,1,0,39,32,2,1,1,0,7,5,2,0.0,0.0,10.8,38.0,6.958039380250632,2.85,18.900000000000002,2.7,6.750000000000001,8.100000000000001,1.2,16.200000000000003
2014,11620,165,1.0,03/31/2014,596913,485,Norfolk St.,0,1,-1,2,0.0,0,1,0,0.0,0,8.0,7,1,0,0,0,0,4,0,7,0,0,0,34,29,0,0,1,0,10,5,4,0.0,0.0,0.0,inf,1.908039380250631,1.375,7.875,0.0,4.5,7.875,1.75,1.125
2014,11620,165,1.0,04/02/2014,597312,726,Navy,5,6,-1,5,0.0,0,1,0,0.0,0,8.0,9,6,5,1,0,1,9,0,2,1,0,0,41,30,3,0,0,1,8,12,1,0.0,0.0,5.625,74.0,7.0330393802506315,2.25,10.125,1.125,10.125,2.25,0.2222222222222222,6.75
2014,11620,165,1.0,04/05/2014,598030,393,UMES,1,9,-8,2,0.0,0,1,0,0.0,0,8.0,13,9,7,3,0,1,3,0,5,0,0,0,39,33,1,1,1,2,9,8,0,0.0,0.0,7.875,53.0,3.658039380250631,2.0,14.625,1.125,3.375,5.625,1.6666666666666667,10.125
2014,11620,165,1.0,04/05/2014,598280,393,UMES,14,3,11,3,0.0,1,0,0,0.0,0,7.0,6,3,3,1,0,0,6,0,8,0,0,1,35,29,2,1,0,0,8,5,4,0.0,1.0,3.8571428571428568,107.0,2.4437536659649166,1.7142857142857142,7.7142857142857135,0.0,7.7142857142857135,10.285714285714285,1.3333333333333333,3.8571428571428568
2014,11620,165,1.0,04/06/2014,598597,393,UMES,4,3,1,3,0.0,1,0,1,0.0,0,9.0,13,3,3,1,0,1,2,0,7,2,0,0,41,37,2,0,0,0,11,5,2,0.0,1.0,3.0,138.0,3.3802616024728533,1.6666666666666667,13.0,1.0,2.0,7.0,3.5,3.0
2014,11620,165,1.0,04/08/2014,599135,249,George Washington,4,10,-6,4,0.0,0,1,0,0.0,0,8.0,12,10,8,4,0,0,5,0,5,4,0,2,42,30,0,0,2,1,10,6,1,0.0,0.0,9.0,46.0,4.2830393802506315,2.125,13.5,0.0,5.625,5.625,1.0,11.25
2014,11620,165,1.0,04/12/2014,600299,178,Delaware St.,1,10,-9,2,0.0,0,1,0,0.0,0,9.0,13,10,6,4,0,1,3,0,7,3,1,0,47,40,0,0,0,1,9,10,3,0.0,0.0,6.0,69.0,4.04692826913952,1.7777777777777777,13.0,1.0,3.0,7.0,2.3333333333333335,10.0
2014,11620,165,1.0,04/12/2014,600562,178,Delaware St.,7,15,-8,5,0.0,0,0,0,0.0,0,7.0,17,15,14,3,0,1,2,0,1,3,0,0,43,34,3,3,2,2,10,9,1,0.0,,18.0,23.0,5.872325094536345,2.7142857142857144,21.857142857142854,1.2857142857142856,2.571428571428571,1.2857142857142856,0.5,19.285714285714285
2014,11620,165,1.0,04/13/2014,600921,178,Delaware St.,5,15,-10,6,0.0,0,1,0,0.0,0,8.0,14,15,15,0,1,1,10,0,7,5,0,1,51,34,9,6,1,1,6,8,3,0.0,0.0,16.875,25.0,7.6580393802506315,3.0,15.75,1.125,11.25,7.875,0.7,16.875
2014,11620,165,1.0,04/16/2014,601473,391,UMBC,0,3,-3,3,0.0,0,1,0,0.0,0,9.0,5,3,1,1,1,0,2,0,10,0,0,0,35,32,0,0,1,0,13,3,2,0.0,0.0,1.0,414.0,0.6024838246950754,0.7777777777777778,5.0,0.0,2.0,10.0,5.0,3.0
2014,11620,165,1.0,04/18/2014,602212,485,Norfolk St.,3,10,-7,2,0.0,0,1,0,0.0,0,9.0,14,10,9,5,0,0,3,0,10,0,0,1,46,38,1,1,4,1,6,10,5,0.0,0.0,9.0,46.0,0.9358171580284087,1.8888888888888888,14.0,0.0,3.0,10.0,3.3333333333333335,10.0
2014,11620,165,1.0,04/18/2014,602398,485,Norfolk St.,2,7,-5,2,0.0,0,1,0,0.0,0,6.0,5,7,5,0,0,0,5,0,4,2,0,0,30,20,2,2,1,2,7,6,2,0.0,0.0,7.5,55.0,4.3247060469172975,1.6666666666666667,7.5,0.0,7.5,6.0,0.8,10.5
2014,11620,165,1.0,04/19/2014,602688,485,Norfolk St.,5,7,-2,3,0.0,0,1,0,0.0,0,9.0,16,7,4,6,0,1,3,0,6,0,0,0,47,41,2,0,3,0,11,9,1,0.0,0.0,4.0,103.0,3.269150491361742,2.111111111111111,16.0,1.0,3.0,6.0,2.0,7.0
2014,11620,165,1.0,04/19/2014,602873,485,Norfolk St.,3,0,3,1,0.0,1,0,0,0.0,1,7.0,2,0,0,0,0,0,2,0,6,2,0,0,27,23,0,0,0,0,6,8,2,0.0,1.0,0.0,inf,2.158039380250631,0.5714285714285714,2.571428571428571,0.0,2.571428571428571,7.7142857142857135,3.0,0.0
2014,11620,165,1.0,04/22/2014,603349,352,Lehigh,3,4,-1,3,0.0,0,1,0,0.0,0,10.0,10,4,3,0,0,1,2,0,4,0,0,1,39,35,1,1,2,0,17,6,2,0.0,0.0,2.6999999999999997,153.0,3.258039380250631,1.2,9.0,0.9,1.8,3.6,2.0,3.6
2014,11620,165,1.0,04/23/2014,603610,391,UMBC,5,6,-1,3,0.0,0,1,0,0.0,0,7.999999999999999,9,6,5,3,0,0,7,0,3,1,0,0,40,30,4,2,1,1,8,12,2,0.0,0.0,5.625000000000001,74.0,4.4080393802506315,2.0000000000000004,10.125000000000002,0.0,7.875000000000001,3.3750000000000004,0.42857142857142855,6.750000000000001
2014,11620,165,1.0,04/26/2014,604503,393,UMES,1,4,-3,1,0.0,0,1,0,0.0,0,9.0,5,4,3,1,0,0,3,0,8,0,1,0,35,32,0,0,0,0,5,12,4,0.0,0.0,3.0,138.0,1.3802616024728533,0.8888888888888888,5.0,0.0,3.0,8.0,2.6666666666666665,4.0
2014,11620,165,1.0,04/26/2014,604708,393,UMES,4,11,-7,4,0.0,0,1,0,0.0,0,7.0,15,11,10,2,2,0,7,0,9,0,2,0,43,36,2,2,0,0,3,9,7,0.0,0.0,12.857142857142858,32.0,2.5866108088220594,3.142857142857143,19.285714285714285,0.0,9.0,11.571428571428573,1.2857142857142858,14.142857142857142
2014,11620,165,1.0,04/27/2014,604979,393,UMES,4,3,1,3,0.0,1,0,0,0.0,0,9.0,7,3,3,1,0,0,5,1,10,1,0,0,36,29,3,0,1,0,8,5,3,0.0,1.0,3.0,138.0,1.9358171580284087,1.3333333333333333,7.0,0.0,5.0,10.0,2.0,3.0
2014,11620,165,1.0,05/03/2014,606183,178,Delaware St.,7,8,-1,4,0.0,0,1,0,0.0,0,9.0,11,8,6,0,0,2,10,0,2,3,0,0,51,36,3,0,2,0,8,15,0,0.0,0.0,6.0,69.0,8.935817158028408,2.3333333333333335,11.0,2.0,10.0,2.0,0.2,8.0
2014,11620,165,1.0,05/03/2014,606326,178,Delaware St.,0,6,-6,2,0.0,0,1,0,0.0,0,6.0,8,6,6,2,0,3,2,0,4,1,1,0,30,26,2,1,0,1,9,5,1,0.0,0.0,9.0,46.0,8.824706046917298,1.6666666666666667,12.0,4.5,3.0,6.0,2.0,9.0
2014,11620,165,1.0,05/04/2014,606538,178,Delaware St.,8,4,4,2,0.0,1,0,0,0.0,0,9.0,7,4,3,1,0,1,4,0,6,0,0,0,38,34,1,1,0,0,10,10,3,0.0,1.0,3.0,138.0,3.602483824695075,1.2222222222222223,7.0,1.0,4.0,6.0,1.5,4.0
2014,11620,165,1.0,05/06/2014,606912,575,Richmond,3,7,-4,4,0.0,0,1,0,0.0,0,9.0,11,7,4,3,0,1,6,0,10,1,0,0,43,35,0,0,1,0,7,7,1,0.0,0.0,4.0,103.0,3.713594935806187,1.8888888888888888,11.0,1.0,6.0,10.0,1.6666666666666667,7.0
2014,11620,165,1.0,05/14/2014,607873,228,Florida A&M,0,10,-10,4,0.0,0,1,0,0.0,0,7.333333333333334,13,10,8,3,0,2,10,0,6,2,0,0,46,33,3,1,0,1,8,6,2,0.0,0.0,9.818181818181817,42.0,8.976221198432448,3.1363636363636362,15.954545454545453,2.454545454545454,12.272727272727272,7.363636363636363,0.6,12.272727272727272
2014,11620,165,1.0,05/15/2014,608009,178,Delaware St.,6,1,5,2,0.0,1,0,0,0.0,0,9.0,3,1,1,1,0,1,2,0,6,1,0,0,33,30,1,0,0,0,7,14,3,0.0,1.0,1.0,414.0,3.269150491361742,0.5555555555555556,3.0,1.0,2.0,6.0,3.0,1.0
2014,11620,165,1.0,05/17/2014,608385,228,Florida A&M,6,11,-5,3,0.0,0,1,0,0.0,0,8.0,15,11,5,3,0,0,5,0,3,1,0,0,47,41,3,2,0,0,10,10,1,0.0,0.0,5.625,74.0,3.658039380250631,2.5,16.875,0.0,5.625,3.375,0.6,12.375
2014,11620,167,1.0,03/01/2014,589303,726,Navy,2,4,-2,2,0.0,0,1,0,0.0,0,6.0,6,4,1,0,0,2,2,0,2,0,0,0,26,23,2,0,1,0,9,6,0,0.0,0.0,1.5,276.0,6.8247060469172975,1.3333333333333333,9.0,3.0,3.0,3.0,1.0,6.0
2014,11620,167,1.0,03/01/2014,589421,726,Navy,3,2,1,3,0.0,1,0,1,0.0,0,9.0,6,2,1,0,0,0,4,0,9,1,0,0,38,32,0,0,1,0,8,9,4,0.0,1.0,1.0,414.0,1.8247060469172978,1.1111111111111112,6.0,0.0,4.0,9.0,2.25,2.0
2014,11620,167,1.0,03/02/2014,589676,726,Navy,4,2,2,1,0.0,1,0,0,0.0,0,6.0,4,1,0,0,0,0,0,0,4,0,0,0,22,20,0,0,2,0,9,3,1,0.0,1.0,0.0,inf,0.8247060469172978,0.6666666666666666,6.0,0.0,0.0,6.0,inf,1.5
2014,11620,167,1.0,03/08/2014,590672,249,George Washington,3,4,-1,3,0.0,0,1,0,0.0,0,8.333333333333332,6,4,2,0,1,0,3,0,4,2,0,0,37,31,1,0,1,0,15,6,1,0.0,0.0,2.1600000000000006,191.0,2.9980393802506313,1.08,6.48,0.0,3.24,4.320000000000001,1.3333333333333333,4.320000000000001
2014,11620,167,1.0,03/08/2014,590780,249,George Washington,6,2,4,2,0.0,1,0,1,0.0,0,7.0,4,2,2,2,0,1,1,0,4,2,0,0,27,22,0,0,1,1,10,6,2,0.0,1.0,2.571428571428571,161.0,4.1580393802506315,0.7142857142857143,5.142857142857142,1.2857142857142856,1.2857142857142856,5.142857142857142,4.0,2.571428571428571
2014,11620,167,1.0,03/09/2014,591246,249,George Washington,8,1,7,3,0.0,1,0,0,0.0,0,9.0,3,1,1,1,0,0,4,0,5,2,1,0,35,29,0,0,0,0,6,14,1,0.0,1.0,1.0,414.0,3.04692826913952,0.7777777777777778,3.0,0.0,4.0,5.0,1.25,1.0
2014,11620,167,1.0,03/15/2014,592676,317,James Madison,15,16,-1,6,0.0,0,1,0,0.0,0,8.333333333333332,18,16,11,8,1,1,9,0,7,3,2,0,53,41,5,4,0,0,3,11,1,0.0,0.0,11.880000000000003,35.0,6.358039380250631,3.2400000000000007,19.44,1.0800000000000003,9.72,7.5600000000000005,0.7777777777777778,17.280000000000005
2014,11620,167,1.0,03/15/2014,592849,317,James Madison,17,8,9,3,0.0,1,0,0,0.0,0,9.0,10,8,8,3,1,2,5,0,13,1,1,2,43,37,2,2,0,0,9,5,7,0.0,1.0,8.0,52.0,4.1580393802506315,1.6666666666666667,10.0,2.0,5.0,13.0,2.6,8.0
2014,11620,167,1.0,03/16/2014,593215,317,James Madison,14,8,6,5,0.0,1,0,0,0.0,0,10.0,15,8,7,0,1,3,9,2,7,1,0,0,54,43,6,5,1,0,14,8,3,0.0,1.0,6.3,66.0,7.6580393802506315,2.4,13.5,2.6999999999999997,8.1,6.3,0.7777777777777778,7.2
2014,11620,167,1.0,03/22/2014,594945,590,Sacred Heart,0,3,-3,2,0.0,0,1,0,0.0,0,8.0,9,3,3,1,0,0,2,0,8,0,0,0,35,30,0,0,2,1,6,8,5,0.0,0.0,3.375,123.0,0.908039380250631,1.375,10.125,0.0,2.25,9.0,4.0,3.375
2014,11620,167,1.0,03/22/2014,594959,590,Sacred Heart,3,5,-2,2,0.0,0,1,0,0.0,0,6.0,8,5,4,0,0,0,2,1,4,1,0,0,29,24,0,0,2,0,9,4,0,0.0,0.0,6.0,69.0,2.3247060469172975,1.6666666666666667,12.0,0.0,3.0,6.0,2.0,7.5
2014,11620,167,1.0,03/23/2014,595300,590,Sacred Heart,2,7,-5,4,0.0,0,1,0,0.0,0,8.0,8,7,6,0,0,1,6,0,7,1,0,0,37,29,0,0,1,0,8,6,3,0.0,0.0,6.75,61.0,4.6580393802506315,1.75,9.0,1.125,6.75,7.875,1.1666666666666667,7.875
2014,11620,167,1.0,03/23/2014,595316,590,Sacred Heart,1,2,-1,1,0.0,0,0,0,0.0,0,6.0,4,2,2,1,0,0,1,0,5,1,0,0,23,21,0,0,0,0,9,3,2,0.0,,3.0,138.0,1.4913727135839645,0.8333333333333334,6.0,0.0,1.5,7.5,5.0,3.0
2014,11620,167,1.0,03/29/2014,596206,172,Dartmouth,3,2,1,2,0.0,1,0,0,0.0,0,7.0,8,2,1,0,2,2,2,0,3,0,0,0,32,30,1,0,0,0,9,9,2,0.0,1.0,1.2857142857142856,322.0,5.872325094536345,1.4285714285714286,10.285714285714285,2.571428571428571,2.571428571428571,3.8571428571428568,1.5,2.571428571428571
2014,11620,167,1.0,03/29/2014,596333,172,Dartmouth,4,5,-1,5,0.0,0,1,0,0.0,0,11.0,9,5,4,0,0,0,9,2,6,0,0,0,51,41,6,1,1,0,10,17,3,0.0,0.0,3.272727272727273,126.0,3.521675743886995,1.6363636363636365,7.363636363636364,0.0,7.363636363636364,4.909090909090908,0.6666666666666666,4.090909090909091
2014,11620,167,1.0,04/01/2014,597200,275,Harvard,5,6,-1,3,0.0,0,1,0,0.0,0,10.0,16,6,3,1,0,1,2,0,6,0,0,0,48,43,0,0,3,0,14,9,2,0.0,0.0,2.6999999999999997,153.0,2.8580393802506308,1.8,14.4,0.9,1.8,5.3999999999999995,3.0,5.3999999999999995
2014,11620,167,1.0,04/01/2014,597210,275,Harvard,6,2,4,3,0.0,1,0,0,0.0,0,9.0,7,2,2,1,0,1,2,0,6,3,0,1,37,31,2,1,0,1,13,6,3,0.0,1.0,2.0,207.0,3.9358171580284087,1.0,7.0,1.0,2.0,6.0,3.0,2.0
2014,11620,167,1.0,04/02/2014,597472,248,George Mason,1,2,-1,3,0.0,0,1,0,0.0,0,6.0,3,2,2,1,0,1,4,0,3,2,0,0,27,20,2,2,1,0,5,10,1,0.0,0.0,3.0,138.0,6.3247060469172975,1.1666666666666667,4.5,1.5,6.0,4.5,0.75,3.0
2014,11620,167,1.0,04/02/2014,597495,248,George Mason,3,2,1,4,0.0,1,0,1,0.0,0,7.0,3,2,1,2,0,1,3,0,3,1,0,0,29,25,4,1,0,0,8,10,1,0.0,1.0,1.2857142857142856,322.0,4.872325094536345,0.8571428571428571,3.8571428571428568,1.2857142857142856,3.8571428571428568,3.8571428571428568,1.0,2.571428571428571
2014,11620,167,1.0,04/05/2014,598231,813,Yale,0,1,-1,2,0.0,0,1,0,0.0,0,7.666666666666666,3,1,0,0,0,0,2,0,9,0,0,0,31,28,3,1,1,0,10,4,2,0.0,0.0,0.0,inf,0.5928219889462831,0.6521739130434783,3.5217391304347827,0.0,2.3478260869565215,10.56521739130435,4.5,1.1739130434782608
2014,11620,167,1.0,04/05/2014,598477,813,Yale,6,4,2,2,0.0,1,0,0,0.0,0,9.0,10,4,4,2,0,2,2,0,8,1,0,1,40,36,2,2,0,1,8,11,3,0.0,1.0,4.0,103.0,4.269150491361742,1.3333333333333333,10.0,2.0,2.0,8.0,4.0,4.0
2014,11620,167,1.0,04/06/2014,598791,80,Brown,4,1,3,1,0.0,1,0,0,0.0,0,7.0,4,1,0,1,0,0,0,0,7,1,0,0,26,25,0,0,0,0,6,8,1,0.0,1.0,0.0,inf,0.5866108088220596,0.5714285714285714,5.142857142857142,0.0,0.0,9.0,inf,1.2857142857142856
2014,11620,167,1.0,04/06/2014,598911,80,Brown,6,5,1,5,0.0,1,0,0,0.0,0,9.0,5,5,3,1,0,1,3,0,11,2,0,0,40,31,4,2,3,1,11,5,3,0.0,1.0,3.0,138.0,2.8247060469172975,0.8888888888888888,5.0,1.0,3.0,11.0,3.6666666666666665,5.0
2014,11620,167,1.0,04/09/2014,599397,62,Binghamton,6,1,5,7,0.0,1,0,0,0.0,0,9.0,6,1,0,0,0,1,4,0,11,2,0,1,38,32,2,0,0,0,6,9,3,0.0,1.0,0.0,inf,3.158039380250631,1.1111111111111112,6.0,1.0,4.0,11.0,2.75,1.0
2014,11620,167,1.0,04/12/2014,600295,540,Penn,9,0,9,2,0.0,1,0,0,0.0,0,7.0,5,0,0,0,0,0,2,0,9,1,0,0,30,26,0,0,0,0,4,8,2,0.0,1.0,0.0,inf,0.8723250945363452,1.0,6.428571428571429,0.0,2.571428571428571,11.571428571428573,4.5,0.0
2014,11620,167,1.0,04/12/2014,600558,540,Penn,2,11,-9,3,0.0,0,1,0,0.0,0,8.0,12,11,8,3,0,1,4,0,8,5,0,0,44,33,3,2,1,1,4,9,2,0.0,0.0,9.0,46.0,5.1580393802506315,2.0,13.5,1.125,4.5,9.0,2.0,12.375
2014,11620,167,1.0,04/13/2014,601093,540,Penn,2,4,-2,2,0.0,0,1,0,0.0,0,6.0,4,4,2,0,1,0,2,0,6,1,0,0,29,24,2,1,1,1,8,3,3,0.0,0.0,3.0,138.0,1.658039380250631,1.0,6.0,0.0,3.0,9.0,3.0,6.0
2014,11620,167,1.0,04/13/2014,601165,540,Penn,2,9,-7,5,0.0,0,1,0,0.0,0,8.0,13,9,9,2,0,2,2,0,8,1,0,0,40,37,3,0,0,0,10,6,3,0.0,0.0,10.125,41.0,4.5330393802506315,1.875,14.625,2.25,2.25,9.0,4.0,10.125
2014,11620,167,1.0,04/17/2014,601773,62,Binghamton,0,7,-7,7,0.0,0,1,0,0.0,0,9.0,15,7,6,3,0,2,4,0,4,2,0,1,47,41,1,1,0,0,11,9,3,0.0,0.0,6.0,69.0,6.1580393802506315,2.111111111111111,15.0,2.0,4.0,4.0,1.0,7.0
2014,11620,167,1.0,04/19/2014,602638,158,Columbia,0,1,-1,1,0.0,0,1,0,0.0,0,7.0,2,1,1,1,0,0,3,0,8,0,0,0,25,20,0,0,2,0,6,6,1,0.0,0.0,1.2857142857142856,322.0,1.158039380250631,0.7142857142857143,2.571428571428571,0.0,3.8571428571428568,10.285714285714285,2.6666666666666665,1.2857142857142856
2014,11620,167,1.0,04/19/2014,602823,158,Columbia,0,8,-8,3,0.0,0,1,0,0.0,0,9.0,13,8,7,4,0,2,3,0,9,2,0,0,46,39,0,0,0,2,8,10,2,0.0,0.0,7.0,59.0,4.713594935806187,1.7777777777777777,13.0,2.0,3.0,9.0,3.0,8.0
2014,11620,167,1.0,04/20/2014,603125,158,Columbia,0,2,-2,1,0.0,0,1,0,0.0,0,7.0,6,2,2,1,0,1,1,0,6,1,0,0,28,24,0,0,2,0,10,4,4,0.0,0.0,2.571428571428571,161.0,3.158039380250631,1.0,7.7142857142857135,1.2857142857142856,1.2857142857142856,7.7142857142857135,6.0,2.571428571428571
2014,11620,167,1.0,04/20/2014,603136,158,Columbia,4,8,-4,4,0.0,0,1,0,0.0,0,9.0,10,8,7,3,1,0,3,0,6,3,1,1,42,35,2,0,0,1,8,11,3,0.0,0.0,7.0,59.0,2.8247060469172975,1.4444444444444444,10.0,0.0,3.0,6.0,2.0,8.0
2014,11620,167,1.0,04/22/2014,603316,62,Binghamton,6,8,-2,3,0.0,0,1,0,0.0,0,9.0,17,8,4,1,2,1,4,0,5,1,0,0,50,44,3,3,1,0,12,9,3,0.0,0.0,4.0,103.0,4.1580393802506315,2.3333333333333335,17.0,1.0,4.0,5.0,1.25,8.0
2014,11620,167,1.0,04/25/2014,604115,554,Princeton,6,4,2,3,0.0,1,0,1,0.0,0,7.0,10,4,4,3,0,0,2,0,3,0,0,0,32,29,3,1,0,1,8,9,0,0.0,1.0,5.142857142857142,80.0,2.158039380250631,1.7142857142857142,12.857142857142858,0.0,2.571428571428571,3.8571428571428568,1.5,5.142857142857142
2014,11620,167,1.0,04/25/2014,604180,554,Princeton,4,2,2,2,0.0,1,0,1,0.0,0,9.0,6,2,1,0,1,0,0,0,7,1,0,0,35,34,0,0,0,0,13,7,1,0.0,1.0,1.0,414.0,0.9358171580284087,0.6666666666666666,6.0,0.0,0.0,7.0,inf,2.0
2014,11620,167,1.0,04/27/2014,605093,554,Princeton,4,2,2,4,0.0,1,0,1,0.0,0,14.0,11,2,1,1,0,0,2,1,13,1,0,0,55,50,3,0,1,1,14,13,2,0.0,1.0,0.6428571428571428,643.0,0.9437536659649168,0.9285714285714286,7.071428571428571,0.0,1.2857142857142856,8.357142857142858,6.5,1.2857142857142856
2014,11620,169,1.0,02/14/2014,586862,32,Little Rock,1,5,-4,4,0.0,0,1,0,0.0,0,8.0,9,5,4,0,0,1,1,0,8,1,0,0,36,33,5,0,1,0,9,7,3,0.0,0.0,4.5,92.0,2.533039380250631,1.25,10.125,1.125,1.125,9.0,8.0,5.625
2014,11620,169,1.0,02/15/2014,587004,32,Little Rock,4,7,-3,4,0.0,0,1,0,0.0,0,4.666666666666666,4,6,5,1,1,1,7,0,7,0,1,0,25,17,3,0,1,0,4,3,1,0.0,0.0,9.642857142857144,43.0,6.443753665964918,2.3571428571428577,7.714285714285715,1.9285714285714288,13.500000000000002,13.500000000000002,1.0,11.571428571428573
2014,11620,169,1.0,02/16/2014,587291,32,Little Rock,1,7,-6,8,0.0,0,1,0,0.0,0,8.0,12,7,7,2,0,0,2,0,4,1,2,0,37,33,0,0,0,1,12,6,2,0.0,0.0,7.875,53.0,2.283039380250631,1.75,13.5,0.0,2.25,4.5,2.0,7.875
2014,11620,169,1.0,02/21/2014,587940,428,Minnesota,5,10,-5,6,0.0,0,1,0,0.0,0,8.0,9,10,9,4,0,3,8,0,4,0,0,0,40,32,6,4,0,0,13,6,0,0.0,0.0,10.125,41.0,9.033039380250631,2.125,10.125,3.375,9.0,4.5,0.5,11.25
2014,11620,169,1.0,02/22/2014,588352,428,Minnesota,11,4,7,2,0.0,0,0,0,0.0,0,2.333333333333333,4,2,2,0,1,2,3,0,0,0,1,0,14,11,0,0,0,0,1,6,0,0.0,,7.714285714285715,54.0,17.15803938025063,3.0000000000000004,15.42857142857143,7.714285714285715,11.571428571428573,0.0,0.0,7.714285714285715
2014,11620,169,1.0,02/23/2014,588662,428,Minnesota,8,0,8,5,0.0,1,0,0,0.0,0,9.0,4,0,0,3,0,0,0,0,3,1,0,0,31,30,0,0,0,0,13,10,1,0.0,1.0,0.0,inf,1.8247060469172978,0.4444444444444444,4.0,0.0,0.0,3.0,inf,0.0
2014,11620,169,1.0,02/28/2014,588977,458,Charlotte,7,6,1,4,0.0,1,0,0,0.0,0,10.0,10,6,6,5,1,1,3,0,4,0,0,0,43,37,1,0,3,0,17,9,1,0.0,1.0,5.3999999999999995,77.0,3.558039380250631,1.3,9.0,0.9,2.6999999999999997,3.6,1.3333333333333333,5.3999999999999995
2014,11620,169,1.0,03/01/2014,589191,458,Charlotte,3,1,2,3,0.0,0,0,1,0.0,0,3.0,2,0,0,0,0,0,0,0,1,1,0,0,11,9,0,0,1,0,4,3,1,0.0,,0.0,inf,2.4913727135839645,0.6666666666666666,6.0,0.0,0.0,3.0,inf,0.0
2014,11620,169,1.0,03/08/2014,590559,30,Arkansas St.,7,3,4,3,0.0,0,0,0,0.0,0,4.0,1,0,0,0,0,0,0,0,5,2,0,0,15,13,2,0,0,0,3,4,2,0.0,,0.0,inf,1.158039380250631,0.25,2.25,0.0,0.0,11.25,inf,0.0
2014,11620,169,1.0,03/09/2014,591070,30,Arkansas St.,5,4,1,5,0.0,1,0,1,0.0,0,9.0,9,4,1,1,0,1,7,2,5,1,0,0,44,33,4,1,3,0,13,7,1,0.0,1.0,1.0,414.0,5.1580393802506315,1.7777777777777777,9.0,1.0,7.0,5.0,0.7142857142857143,4.0
2014,11620,169,1.0,03/10/2014,591465,30,Arkansas St.,2,6,-4,6,0.0,0,1,0,0.0,0,8.0,9,6,6,2,0,1,5,0,4,1,0,0,36,30,4,2,0,0,9,8,2,0.0,0.0,6.75,61.0,5.0330393802506315,1.75,10.125,1.125,5.625,4.5,0.8,6.75
2014,11620,169,1.0,03/11/2014,591650,1004,Central Ark.,10,2,8,3,0.0,1,0,1,0.0,0,9.0,4,2,2,1,0,0,6,0,7,0,0,0,37,30,2,0,0,1,10,10,4,0.0,1.0,2.0,207.0,2.602483824695075,1.1111111111111112,4.0,0.0,6.0,7.0,1.1666666666666667,2.0
2014,11620,169,1.0,03/14/2014,592272,649,South Dakota St.,5,4,1,4,0.0,1,0,0,0.0,0,3.6666666666666665,1,1,1,1,0,0,1,0,4,0,0,0,13,11,3,1,1,0,3,4,0,0.0,1.0,2.454545454545455,168.0,0.7944030166142673,0.5454545454545455,2.454545454545455,0.0,2.454545454545455,9.81818181818182,4.0,2.454545454545455
2014,11620,169,1.0,03/15/2014,592597,649,South Dakota St.,3,1,2,7,0.0,1,0,1,0.0,0,9.0,5,1,1,0,0,1,4,0,6,0,0,0,35,30,4,0,1,0,14,6,4,0.0,1.0,1.0,414.0,3.602483824695075,1.0,5.0,1.0,4.0,6.0,1.5,1.0
2014,11620,169,1.0,03/19/2014,593733,463,Nebraska,4,5,-1,8,0.0,0,1,0,0.0,0,9.666666666666666,12,5,5,0,0,1,3,1,2,0,1,0,43,38,3,1,1,1,13,13,1,0.0,0.0,4.655172413793104,89.0,4.020108345767873,1.5517241379310345,11.172413793103448,0.9310344827586208,2.793103448275862,1.8620689655172415,0.6666666666666666,4.655172413793104
