season,season_id,school_id,division,date,game_id,field,opponent_id,opponent_name,runs_scored,runs_allowed,W,L,SV,CG,SHO,IP,H,R,ER,2B,3B,HR,BB,IBB,SO,HBP,Bk,WP,BF,P-OAB,IR,IRS,SHA,SFA,GO,FO,KL,pickoffs,PF,W-L%,ERA,ERA-,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,RA9
2024,16580,110,1.0,02/18/2024,4526080,home,260,Gonzaga,6,0,1,0,0,0.0,0,9.0,6,0,0,0,0,0,1,0,12,2,0,0,35,32,0,0,0,0,7,7,5,0.0,129.08146492208562,1.0,0.0,0.0,1.3963462549704289,0.7777777777777778,6.0,0.0,1.0,12.0,12.0,0.0
2024,16580,110,1.0,02/23/2024,4526757,away,698,TCU,3,4,0,1,0,0.0,0,8.0,8,4,4,0,1,2,2,0,6,2,0,0,33,28,2,0,0,1,7,8,1,0.0,129.08146492208562,0.0,4.5,56.0,6.313012921637096,1.25,9.0,2.25,2.25,6.75,3.0,4.5
2024,16580,110,1.0,02/24/2024,4527093,away,698,TCU,3,6,0,1,0,0.0,0,8.0,9,6,5,1,0,1,4,0,8,2,0,2,39,32,4,1,0,1,3,12,2,1.0,129.08146492208562,0.0,5.625,70.0,4.938012921637096,1.625,10.125,1.125,4.5,9.0,2.0,6.75
2024,16580,110,1.0,02/25/2024,4527407,away,698,TCU,3,13,0,1,0,0.0,0,5.666666666666667,13,8,8,3,0,1,1,0,1,2,0,0,32,28,3,2,0,1,5,8,0,0.0,129.08146492208562,0.0,12.705882352941176,159.0,6.592424686342978,2.4705882352941173,20.64705882352941,1.588235294117647,1.588235294117647,1.588235294117647,1.0,12.705882352941176
2024,16580,110,1.0,02/27/2024,4527544,home,466,Nevada,5,4,1,0,1,0.0,0,9.0,8,4,4,2,0,1,2,0,10,0,0,0,36,33,0,0,0,1,6,10,1,1.0,129.08146492208562,1.0,4.0,50.0,2.9519018105259844,1.1111111111111112,8.0,1.0,2.0,10.0,5.0,4.0
2024,16580,110,1.0,02/28/2024,4527655,home,99,Long Beach St.,12,11,1,0,0,0.0,0,8.0,6,7,2,0,0,1,4,0,10,1,0,0,36,31,0,0,0,0,3,10,2,0.0,129.08146492208562,1.0,2.25,28.0,4.063012921637096,1.25,6.75,1.125,4.5,11.25,2.5,7.875
2024,16580,110,1.0,03/01/2024,4492266,home,418,Michigan,3,4,0,1,0,0.0,0,8.666666666666666,6,3,1,2,2,0,5,0,9,1,0,0,41,35,0,0,0,0,7,10,1,0.0,129.08146492208562,0.0,1.0384615384615385,13.0,3.0630129216370956,1.2692307692307694,6.230769230769232,0.0,5.1923076923076925,9.346153846153847,1.8,3.115384615384616
2024,16580,110,1.0,03/03/2024,4528546,neutral,109,UC Irvine,2,5,0,1,0,0.0,0,9.0,8,5,4,1,0,2,2,0,3,3,0,0,42,36,0,0,1,0,10,14,0,0.0,129.08146492208562,0.0,4.0,50.0,6.951901810525984,1.1111111111111112,8.0,2.0,2.0,3.0,1.5,5.0
2024,16580,111,1.0,02/16/2024,4525551,home,466,Nevada,3,12,0,1,0,0.0,0,9.0,10,12,6,3,0,2,6,0,11,1,0,0,44,36,3,3,0,1,3,11,4,0.0,263.9267700354941,0.0,6.0,-68.0,5.840790699414873,1.7777777777777777,10.0,2.0,6.0,11.0,1.8333333333333333,12.0
2024,16580,111,1.0,02/18/2024,5246393,home,30024,Utah Valley,8,4,0,0,1,0.0,0,3.0,4,3,1,1,0,0,1,0,4,1,0,2,17,14,3,1,0,1,1,4,2,0.0,263.9267700354941,,3.0,-34.0,2.396346254970429,1.6666666666666667,12.0,0.0,3.0,12.0,4.0,9.0
2024,16580,111,1.0,02/23/2024,4526559,home,30135,California Baptist,3,12,0,1,0,0.0,0,6.666666666666666,7,7,7,1,0,0,7,0,5,2,0,1,36,26,5,3,1,0,12,3,0,0.0,263.9267700354941,0.0,9.450000000000001,-106.0,5.613012921637096,2.1,9.450000000000001,0.0,9.450000000000001,6.750000000000001,0.7142857142857143,9.450000000000001
2024,16580,111,1.0,02/25/2024,4527263,home,30135,California Baptist,8,10,0,1,0,0.0,0,4.0,6,5,5,2,0,0,1,0,2,0,0,0,18,17,1,0,0,0,5,4,2,0.0,263.9267700354941,0.0,11.25,-127.0,2.8130129216370956,1.75,13.5,0.0,2.25,4.5,2.0,11.25
2024,16580,111,1.0,02/27/2024,4527560,home,626,San Diego St.,13,9,1,0,1,0.0,0,6.333333333333333,8,8,5,1,1,0,5,0,6,0,0,0,32,27,1,0,0,0,8,3,0,0.0,263.9267700354941,1.0,7.105263157894737,-80.0,3.5366971321634115,2.0526315789473686,11.36842105263158,0.0,7.105263157894737,8.526315789473685,1.2,11.36842105263158
2024,16580,111,1.0,03/03/2024,4528087,home,541,Pepperdine,13,6,1,0,1,0.0,0,9.0,10,6,6,4,1,0,6,0,8,1,0,0,44,35,0,0,1,1,10,9,4,0.0,263.9267700354941,1.0,6.0,-68.0,3.6185684771926514,1.7777777777777777,10.0,0.0,6.0,8.0,1.3333333333333333,6.0
2024,16580,111,1.0,03/03/2024,4528500,home,541,Pepperdine,17,6,0,0,0,0.0,0,1.0,0,0,0,0,0,0,1,0,2,1,0,0,5,3,0,0,0,0,1,0,0,0.0,263.9267700354941,,0.0,0.0,5.063012921637096,1.0,0.0,0.0,9.0,18.0,2.0,0.0
2024,16580,112,1.0,02/16/2024,4525552,home,630,San Jose St.,3,1,1,0,1,0.0,0,9.0,1,1,0,0,0,0,0,0,19,1,0,0,29,27,0,0,1,0,4,3,8,0.0,86.50666666666667,1.0,0.0,0.0,-0.8258759672517932,0.1111111111111111,1.0,0.0,0.0,19.0,inf,1.0
2024,16580,112,1.0,02/17/2024,4525777,home,630,San Jose St.,15,0,1,0,0,0.0,0,9.0,2,0,0,0,0,0,1,0,11,0,0,0,27,26,0,0,0,0,10,3,5,0.0,86.50666666666667,1.0,0.0,0.0,0.9519018105259844,0.3333333333333333,2.0,0.0,1.0,11.0,11.0,0.0
2024,16580,112,1.0,02/18/2024,4526113,home,630,San Jose St.,12,11,1,0,1,0.0,0,8.0,11,8,8,1,1,1,5,0,6,1,0,1,41,34,3,0,0,1,6,11,2,0.0,86.50666666666667,1.0,9.0,180.0,5.438012921637096,2.0,12.375,1.125,5.625,6.75,1.2,9.0
2024,16580,112,1.0,02/23/2024,4526763,home,732,Utah,3,4,0,1,0,0.0,0,11.0,6,4,1,1,0,0,4,0,7,0,0,0,43,37,0,0,1,1,16,9,5,0.0,86.50666666666667,0.0,0.8181818181818182,16.0,2.881194739818914,0.9090909090909091,4.909090909090908,0.0,3.272727272727273,5.7272727272727275,1.75,3.272727272727273
2024,16580,112,1.0,02/24/2024,4526911,home,434,Missouri,8,4,1,0,0,0.0,0,9.0,10,4,4,1,0,1,2,0,11,0,0,1,39,36,0,0,1,0,8,8,3,1.0,86.50666666666667,1.0,4.0,80.0,2.729679588303762,1.3333333333333333,10.0,1.0,2.0,11.0,5.5,4.0
2024,16580,112,1.0,02/24/2024,4543613,home,434,Missouri,4,5,0,1,0,0.0,0,10.666666666666666,11,5,5,0,0,1,5,0,10,1,0,1,49,41,2,1,1,1,8,14,5,0.0,86.50666666666667,0.0,4.21875,84.0,4.094262921637096,1.5,9.28125,0.84375,4.21875,8.4375,2.0,4.21875
2024,16580,112,1.0,02/25/2024,4527460,home,370,LMU (CA),7,5,1,0,0,0.0,0,8.333333333333332,8,4,4,0,1,2,0,0,9,0,0,0,33,33,0,0,0,0,7,8,2,0.0,86.50666666666667,1.0,4.320000000000001,86.0,4.023012921637096,0.9600000000000002,8.640000000000002,2.1600000000000006,0.0,9.72,inf,4.320000000000001
2024,16580,112,1.0,03/01/2024,4528002,home,676,SFA,10,4,1,0,1,0.0,0,9.0,7,4,4,1,0,1,3,0,6,0,0,0,37,32,0,0,0,2,8,12,1,0.0,86.50666666666667,1.0,4.0,80.0,4.174124032748207,1.1111111111111112,7.0,1.0,3.0,6.0,2.0,4.0
2024,16580,112,1.0,03/01/2024,4528330,home,676,SFA,4,2,1,0,1,0.0,0,9.0,6,2,2,2,0,1,2,0,11,0,0,1,34,31,0,0,1,0,8,7,2,0.0,86.50666666666667,1.0,2.0,40.0,2.729679588303762,0.8888888888888888,6.0,1.0,2.0,11.0,5.5,2.0
2024,16580,112,1.0,03/02/2024,4543645,home,676,SFA,16,1,1,0,1,0.0,0,9.0,4,1,1,1,0,0,1,0,12,0,0,0,33,31,0,0,0,1,9,7,3,0.0,86.50666666666667,1.0,1.0,20.0,0.7296795883037621,0.5555555555555556,4.0,0.0,1.0,12.0,12.0,1.0
2024,16580,112,1.0,03/03/2024,4528621,home,676,SFA,17,2,1,0,0,0.0,0,7.0,5,1,1,0,0,0,2,0,10,0,0,0,28,26,0,0,0,0,4,7,3,0.0,86.50666666666667,1.0,1.2857142857142856,26.0,1.0630129216370956,1.0,6.428571428571429,0.0,2.571428571428571,12.857142857142858,5.0,1.2857142857142856
2024,16580,115,1.0,02/23/2024,4526725,home,519,Ohio,8,2,1,0,0,0.0,0,9.0,7,2,2,0,0,0,3,0,16,2,0,1,39,34,0,0,0,0,5,5,3,0.0,118.89978213507624,1.0,2.0,29.0,1.1741240327482068,1.1111111111111112,7.0,0.0,3.0,16.0,5.333333333333333,2.0
2024,16580,115,1.0,02/24/2024,4527139,home,519,Ohio,14,12,1,0,1,0.0,0,9.0,14,12,8,5,0,0,2,0,5,0,0,1,47,44,3,3,0,1,11,11,0,0.0,118.89978213507624,1.0,8.0,114.0,2.6185684771926514,1.7777777777777777,14.0,0.0,2.0,5.0,2.5,12.0
2024,16580,115,1.0,02/25/2024,4527430,home,519,Ohio,8,7,1,0,0,0.0,0,9.0,11,7,6,1,0,3,1,0,9,1,0,1,41,39,0,0,0,0,9,9,1,0.0,118.89978213507624,1.0,6.0,86.0,6.063012921637096,1.3333333333333333,11.0,3.0,1.0,9.0,9.0,7.0
2024,16580,115,1.0,02/27/2024,4527506,away,149,Coastal Carolina,2,9,0,1,0,0.0,0,8.0,6,7,7,2,0,2,5,0,5,2,0,0,36,28,4,0,1,0,3,14,2,1.0,118.89978213507624,0.0,7.875,112.0,7.688012921637096,1.375,6.75,2.25,5.625,5.625,1.0,7.875
2024,16580,115,1.0,03/01/2024,4528007,away,253,Ga. Southern,4,9,0,1,0,0.0,0,8.0,6,7,6,1,0,0,7,0,7,1,0,2,37,27,7,3,0,2,11,5,1,0.0,118.89978213507624,0.0,6.75,96.0,4.313012921637096,1.625,6.75,0.0,7.875,7.875,1.0,7.875
2024,16580,115,1.0,03/02/2024,4528345,away,253,Ga. Southern,10,7,1,0,1,0.0,0,9.0,12,7,5,0,1,0,3,0,5,5,0,1,45,37,2,0,0,0,10,8,3,0.0,118.89978213507624,1.0,5.0,71.0,4.618568477192651,1.6666666666666667,12.0,0.0,3.0,5.0,1.6666666666666667,7.0
2024,16580,115,1.0,03/03/2024,4528662,away,253,Ga. Southern,10,5,1,0,0,0.0,0,9.0,6,5,5,2,0,1,4,0,8,2,0,1,41,34,4,2,1,0,9,10,2,0.0,118.89978213507624,1.0,5.0,71.0,4.729679588303762,1.1111111111111112,6.0,1.0,4.0,8.0,2.0,5.0
2024,16580,116,1.0,02/24/2024,4526845,away,10411,USC Upstate,1,10,0,1,0,0.0,0,8.0,9,10,10,2,1,2,8,0,2,3,0,2,41,29,1,1,1,0,12,7,1,0.0,,0.0,11.25,,9.938012921637096,2.125,10.125,2.25,9.0,2.25,0.25,11.25
2024,16580,116,1.0,02/28/2024,4527646,away,768,West Virginia,3,10,0,0,0,0.0,0,1.0,1,3,0,0,0,0,3,0,0,0,0,0,8,5,0,0,0,0,2,1,0,0.0,,,0.0,,12.063012921637096,4.0,9.0,0.0,27.0,0.0,0.0,27.0
2024,16580,127,1.0,03/01/2024,4527932,away,786,William & Mary,3,8,0,1,0,0.0,0,8.0,14,8,8,1,0,0,5,0,6,0,0,1,41,35,3,2,0,1,4,12,4,0.0,,0.0,9.0,,3.4380129216370956,2.375,15.75,0.0,5.625,6.75,1.2,9.0
2024,16580,127,1.0,03/02/2024,4528027,away,740,VCU,0,10,0,1,0,0.0,0,7.666666666666666,8,7,6,2,0,0,6,0,3,1,0,2,38,29,0,0,0,2,5,13,1,0.0,,0.0,7.043478260869565,,5.019534660767531,1.8260869565217392,9.391304347826086,0.0,7.043478260869565,3.5217391304347827,0.5,8.217391304347826
2024,16580,127,1.0,03/03/2024,4528615,away,575,Richmond,3,13,0,1,0,0.0,0,3.6666666666666665,4,4,4,0,0,1,1,0,2,3,0,2,19,14,0,0,1,0,5,4,0,0.0,,0.0,9.81818181818182,,8.790285648909823,1.3636363636363638,9.81818181818182,2.454545454545455,2.454545454545455,4.90909090909091,2.0,9.81818181818182
2024,16580,128,1.0,02/16/2024,4525461,home,81,Bryant,12,11,1,0,1,0.0,0,9.0,12,8,8,3,1,1,1,0,13,0,0,1,39,38,2,2,0,0,6,7,1,0.0,110.3174603174603,1.0,8.0,126.0,1.9519018105259844,1.4444444444444444,12.0,1.0,1.0,13.0,13.0,8.0
2024,16580,128,1.0,02/21/2024,4526420,away,415,Miami (FL),4,3,1,0,1,0.0,0,9.0,7,3,3,2,0,0,4,0,10,1,0,2,39,34,5,0,0,0,4,12,4,0.0,110.3174603174603,1.0,3.0,47.0,2.50745736608154,1.2222222222222223,7.0,0.0,4.0,10.0,2.5,3.0
2024,16580,128,1.0,02/23/2024,4526461,home,625,Samford,18,3,1,0,0,0.0,0,7.0,4,3,3,3,1,0,2,0,4,1,0,0,28,24,0,0,0,1,5,12,2,0.0,110.3174603174603,1.0,3.8571428571428568,61.0,3.2058700644942384,0.8571428571428571,5.142857142857142,0.0,2.571428571428571,5.142857142857142,2.0,3.8571428571428568
2024,16580,128,1.0,02/24/2024,4526769,home,625,Samford,9,6,1,0,1,0.0,0,9.0,8,6,6,1,0,2,1,0,10,1,0,1,36,34,2,2,0,0,10,6,3,0.0,110.3174603174603,1.0,6.0,95.0,4.396346254970429,1.0,8.0,2.0,1.0,10.0,10.0,6.0
2024,16580,128,1.0,02/25/2024,4527170,home,625,Samford,12,2,1,0,0,0.0,0,7.0,3,2,2,1,0,1,1,0,10,1,0,0,25,22,0,0,0,1,7,3,3,0.0,110.3174603174603,1.0,2.571428571428571,41.0,2.920155778779953,0.5714285714285714,3.8571428571428568,1.2857142857142856,1.2857142857142856,12.857142857142858,10.0,2.571428571428571
2024,16580,128,1.0,02/27/2024,4527537,away,229,Fla. Atlantic,11,6,1,0,0,0.0,0,8.333333333333334,4,2,2,2,0,1,0,0,11,0,0,1,30,30,0,0,0,0,8,7,2,0.0,110.3174603174603,1.0,2.16,34.0,1.9830129216370957,0.48,4.32,1.08,0.0,11.879999999999999,inf,2.16
2024,16580,128,1.0,03/01/2024,4527735,home,651,South Fla.,3,2,1,0,0,0.0,0,10.0,5,2,2,3,0,0,8,2,8,0,0,1,43,34,4,0,1,0,7,13,4,0.0,110.3174603174603,1.0,1.8,28.0,3.863012921637096,1.3,4.5,0.0,7.2,7.2,1.0,1.8
2024,16580,128,1.0,03/02/2024,4528017,home,651,South Fla.,5,7,0,1,0,0.0,0,9.0,9,7,7,1,1,0,3,0,11,3,0,1,40,31,7,4,0,3,6,7,3,0.0,110.3174603174603,0.0,7.0,111.0,2.6185684771926514,1.3333333333333333,9.0,0.0,3.0,11.0,3.6666666666666665,7.0
2024,16580,128,1.0,03/03/2024,4528419,home,651,South Fla.,1,0,1,0,1,0.0,0,9.0,2,0,0,0,0,0,6,0,7,1,0,0,35,28,4,0,0,0,7,12,2,0.0,110.3174603174603,1.0,0.0,0.0,3.8407906994148733,0.8888888888888888,2.0,0.0,6.0,7.0,1.1666666666666667,0.0
2024,16580,129,1.0,02/16/2024,4525615,away,676,SFA,9,4,1,0,1,0.0,0,9.0,4,4,3,0,1,0,8,0,17,0,0,0,38,30,0,0,0,0,4,3,4,0.0,,1.0,3.0,,1.9519018105259844,1.3333333333333333,4.0,0.0,8.0,17.0,2.125,4.0
2024,16580,129,1.0,02/18/2024,4526256,away,676,SFA,5,6,0,0,0,0.0,0,7.333333333333333,7,4,4,2,0,1,2,0,9,2,1,2,33,29,0,0,0,0,11,2,3,0.0,,,4.90909090909091,,4.01755837618255,1.2272727272727273,8.590909090909092,1.2272727272727275,2.454545454545455,11.045454545454545,4.5,4.90909090909091
2024,16580,129,1.0,02/20/2024,4526399,away,676,SFA,11,3,0,0,0,0.0,0,1.0,1,0,0,0,0,0,1,0,2,0,0,0,5,4,0,0,0,0,0,1,0,0.0,,,0.0,,2.0630129216370956,2.0,9.0,0.0,9.0,18.0,2.0,0.0
2024,16580,129,1.0,02/21/2024,4526443,away,676,SFA,11,10,1,0,1,0.0,0,6.0,7,9,4,1,0,0,2,0,12,2,0,0,30,26,0,0,0,0,3,2,5,0.0,,1.0,6.0,,1.0630129216370956,1.5,10.5,0.0,3.0,18.0,6.0,13.5
2024,16580,129,1.0,02/23/2024,4526705,away,1045,DBU,0,8,0,1,0,0.0,0,7.333333333333333,11,6,5,2,0,1,5,0,9,2,0,0,38,31,1,1,0,0,3,8,3,0.0,,0.0,6.136363636363637,,5.244831103455278,2.181818181818182,13.5,1.2272727272727275,6.136363636363637,11.045454545454545,1.8,7.363636363636364
2024,16580,129,1.0,02/24/2024,4527138,away,1045,DBU,7,16,0,1,0,0.0,0,8.0,15,16,15,4,2,3,5,0,5,0,0,2,44,39,1,0,0,0,9,9,3,0.0,,0.0,16.875,,8.563012921637096,2.5,16.875,3.375,5.625,5.625,1.0,18.0
2024,16580,129,1.0,02/25/2024,4527452,away,1045,DBU,3,16,0,1,0,0.0,0,4.0,5,8,7,1,0,1,3,0,3,2,0,1,23,18,0,0,0,0,2,7,0,0.0,,0.0,15.75,,8.563012921637096,2.0,11.25,2.25,6.75,6.75,1.0,18.0
2024,16580,129,1.0,03/01/2024,4527775,away,521,Oklahoma St.,4,7,0,1,0,0.0,0,6.0,9,6,6,0,0,3,4,0,4,1,0,0,30,25,0,0,0,0,9,4,0,0.0,,0.0,9.0,,10.729679588303762,2.1666666666666665,13.5,4.5,6.0,6.0,1.0,9.0
2024,16580,129,1.0,03/02/2024,4528105,away,521,Oklahoma St.,1,8,0,1,0,0.0,0,8.0,12,8,7,2,2,1,4,0,12,0,0,1,40,35,0,0,1,0,7,5,4,0.0,,0.0,7.875,,3.1880129216370956,2.0,13.5,1.125,4.5,13.5,3.0,9.0
2024,16580,129,1.0,03/03/2024,4528453,away,521,Oklahoma St.,0,19,0,0,0,0.0,0,3.3333333333333335,3,3,3,0,0,3,0,0,3,2,0,0,15,11,5,5,1,1,2,5,1,0.0,,,8.1,,14.763012921637095,0.8999999999999999,8.1,8.1,0.0,8.1,inf,8.1
2024,16580,140,1.0,02/16/2024,5245944,away,316,Jacksonville,6,8,0,0,0,0.0,0,8.333333333333334,8,6,6,0,1,0,5,0,6,0,0,0,37,32,0,0,0,0,6,12,1,0.0,75.20011098009294,,6.4799999999999995,142.0,3.4230129216370955,1.5599999999999998,8.64,0.0,5.3999999999999995,6.4799999999999995,1.2,6.4799999999999995
2024,16580,140,1.0,02/16/2024,5245945,away,316,Jacksonville,3,11,0,1,0,0.0,0,8.0,12,11,11,3,0,1,9,0,13,3,0,2,48,36,4,1,0,0,5,4,5,0.0,75.20011098009294,0.0,12.375,272.0,5.938012921637096,2.625,13.5,1.125,10.125,14.625,1.4444444444444444,12.375
2024,16580,140,1.0,02/24/2024,4492212,neutral,301,Illinois,10,3,1,0,1,0.0,0,9.0,6,3,3,1,0,1,3,0,14,1,0,1,37,33,4,2,0,0,6,7,4,0.0,75.20011098009294,1.0,3.0,66.0,2.729679588303762,1.0,6.0,1.0,3.0,14.0,4.666666666666667,3.0
2024,16580,140,1.0,02/24/2024,4526582,neutral,47,Ball St.,6,5,1,0,0,0.0,0,9.0,9,5,5,3,0,2,1,0,6,2,0,1,40,36,1,1,1,0,10,10,2,0.0,75.20011098009294,1.0,5.0,110.0,5.618568477192651,1.1111111111111112,9.0,2.0,1.0,6.0,6.0,5.0
2024,16580,140,1.0,02/25/2024,4527192,away,149,Coastal Carolina,2,25,0,0,0,0.0,0,7.333333333333333,10,13,3,2,0,0,7,0,7,5,0,1,47,34,6,6,0,1,7,8,3,0.0,75.20011098009294,,3.681818181818182,81.0,6.063012921637096,2.3181818181818183,12.272727272727273,0.0,8.590909090909092,8.590909090909092,1.0,15.954545454545455
2024,16580,141,1.0,02/16/2024,4525467,home,596,St. Bonaventure,14,2,1,0,0,0.0,0,9.0,7,2,2,2,1,0,5,0,5,0,0,0,37,32,0,0,0,0,7,13,2,0.0,83.06409588327254,1.0,2.0,41.0,3.6185684771926514,1.3333333333333333,7.0,0.0,5.0,5.0,1.0,2.0
2024,16580,141,1.0,02/17/2024,4525708,home,596,St. Bonaventure,10,22,0,0,0,0.0,0,9.0,16,17,17,6,1,2,6,0,8,2,0,0,49,39,6,5,0,2,6,11,5,0.0,83.06409588327254,,17.0,350.0,6.840790699414873,2.4444444444444446,16.0,2.0,6.0,8.0,1.3333333333333333,17.0
2024,16580,141,1.0,02/18/2024,4526025,home,596,St. Bonaventure,8,4,1,0,0,0.0,0,9.0,7,4,3,2,0,0,5,0,7,0,0,1,36,29,0,0,1,1,11,6,4,0.0,83.06409588327254,1.0,3.0,62.0,3.1741240327482068,1.3333333333333333,7.0,0.0,5.0,7.0,1.4,4.0
2024,16580,141,1.0,02/20/2024,4526376,away,48,Charleston So.,15,4,1,0,0,0.0,0,9.0,6,4,4,1,0,1,8,0,13,3,0,0,42,31,0,0,0,0,5,6,7,0.0,83.06409588327254,1.0,4.0,82.0,5.2852351438593175,1.5555555555555556,6.0,1.0,8.0,13.0,1.625,4.0
2024,16580,141,1.0,02/23/2024,4526468,home,5,Akron,9,2,1,0,0,0.0,0,9.0,7,2,1,2,0,0,1,0,12,4,0,0,38,31,0,0,1,1,7,7,6,0.0,83.06409588327254,1.0,1.0,21.0,2.0630129216370956,0.8888888888888888,7.0,0.0,1.0,12.0,12.0,2.0
2024,16580,141,1.0,02/24/2024,4526777,home,5,Akron,12,11,1,0,1,0.0,0,9.0,10,11,11,2,0,0,10,0,8,1,0,1,47,35,6,4,0,1,8,9,6,0.0,83.06409588327254,1.0,11.0,226.0,4.951901810525984,2.2222222222222223,10.0,0.0,10.0,8.0,0.8,11.0
2024,16580,141,1.0,02/25/2024,4527176,home,5,Akron,13,2,1,0,1,0.0,0,8.0,5,2,2,0,0,2,2,0,9,3,0,0,34,29,0,0,0,0,5,10,4,0.0,83.06409588327254,1.0,2.25,46.0,5.938012921637096,0.875,5.625,2.25,2.25,10.125,4.5,2.25
2024,16580,141,1.0,02/27/2024,4527494,home,48,Charleston So.,5,4,1,0,0,0.0,0,9.0,5,4,2,1,0,1,2,0,6,1,0,0,36,32,2,2,1,0,10,10,0,0.0,83.06409588327254,1.0,2.0,41.0,4.174124032748207,0.7777777777777778,5.0,1.0,2.0,6.0,3.0,4.0
2024,16580,141,1.0,03/02/2024,4527743,home,275,Harvard,3,4,0,1,0,0.0,0,10.0,10,4,4,1,0,0,2,0,5,1,0,1,43,40,2,0,0,0,12,13,3,0.0,83.06409588327254,0.0,3.6,74.0,2.9630129216370955,1.2,9.0,0.0,1.8,4.5,2.5,3.6
2024,16580,141,1.0,03/02/2024,4528024,home,275,Harvard,10,8,1,0,0,0.0,0,9.0,15,8,3,4,0,1,2,0,9,0,0,0,44,42,0,0,0,0,8,9,5,0.0,83.06409588327254,1.0,3.0,62.0,3.1741240327482068,1.8888888888888888,15.0,1.0,2.0,9.0,4.5,8.0
2024,16580,141,1.0,03/03/2024,4528425,home,275,Harvard,6,3,1,0,0,0.0,0,9.0,8,3,3,0,0,2,2,0,2,0,0,0,37,35,0,0,0,0,15,10,1,0.0,83.06409588327254,1.0,3.0,62.0,6.174124032748207,1.1111111111111112,8.0,2.0,2.0,2.0,1.0,3.0
2024,16580,149,1.0,02/16/2024,4525485,home,248,George Mason,26,0,1,0,1,0.0,0,9.0,1,0,0,1,0,0,1,0,4,1,0,1,30,28,0,0,0,0,11,11,3,0.0,,1.0,0.0,,2.8407906994148733,0.2222222222222222,1.0,0.0,1.0,4.0,4.0,0.0
2024,16580,149,1.0,02/17/2024,4492095,home,306,Indiana,2,7,0,1,0,0.0,0,9.0,10,7,7,1,0,2,5,0,12,3,0,3,45,36,3,2,0,1,9,7,2,0.0,,0.0,7.0,,5.951901810525984,1.6666666666666667,10.0,2.0,5.0,12.0,2.4,7.0
2024,16580,149,1.0,02/18/2024,4526043,home,193,Duke,3,5,0,0,0,0.0,0,3.6666666666666665,1,0,0,0,0,0,1,0,7,2,0,0,14,10,5,0,1,0,3,1,2,0.0,,,0.0,,1.6993765580007318,0.5454545454545455,2.454545454545455,0.0,2.454545454545455,17.181818181818183,7.0,0.0
2024,16580,149,1.0,02/20/2024,4526298,home,460,UNCW,7,2,0,0,0,0.0,0,6.0,5,2,2,1,0,1,6,0,12,0,0,0,26,20,0,0,0,0,1,2,5,1.0,,,3.0,,4.229679588303762,1.8333333333333333,7.5,1.5,9.0,18.0,2.0,3.0
2024,16580,149,1.0,02/23/2024,4492211,home,301,Illinois,17,9,0,0,0,0.0,0,8.0,12,9,9,2,0,3,5,0,4,0,0,0,39,32,2,1,0,2,12,5,2,0.0,,,10.125,,8.813012921637096,2.125,13.5,3.375,5.625,4.5,0.8,10.125
2024,16580,149,1.0,02/24/2024,4526792,home,47,Ball St.,12,2,1,0,0,1.0,0,7.0,3,2,2,1,0,1,0,0,8,0,0,1,24,23,0,0,1,0,5,8,1,0.0,,1.0,2.571428571428571,,2.634441493065667,0.42857142857142855,3.8571428571428568,1.2857142857142856,0.0,10.285714285714285,inf,2.571428571428571
2024,16580,149,1.0,02/25/2024,4527192,home,140,Cincinnati,25,2,0,0,0,0.0,0,3.0,2,0,0,0,0,0,2,0,3,0,0,0,12,10,0,0,0,0,2,3,1,0.0,,,0.0,,3.0630129216370956,1.3333333333333333,6.0,0.0,6.0,9.0,1.5,0.0
2024,16580,149,1.0,02/27/2024,4527506,home,115,Campbell,9,2,1,0,0,0.0,0,9.0,6,2,2,0,0,2,2,0,8,0,0,3,35,33,0,0,0,0,9,10,2,0.0,,1.0,2.0,,4.840790699414873,0.8888888888888888,6.0,2.0,2.0,8.0,4.0,2.0
2024,16580,149,1.0,03/02/2024,4528035,home,355,Liberty,8,7,1,0,0,0.0,0,9.0,9,7,7,3,0,4,4,0,6,0,0,0,40,35,0,0,0,1,8,12,2,0.0,,1.0,7.0,,8.840790699414873,1.4444444444444444,9.0,4.0,4.0,6.0,1.5,7.0
2024,16580,149,1.0,03/03/2024,4527758,home,355,Liberty,12,5,0,0,0,0.0,0,7.0,8,5,4,0,0,2,3,0,4,0,0,1,30,27,2,1,0,0,7,7,1,0.0,,,5.142857142857142,,6.920155778779953,1.5714285714285714,10.285714285714285,2.571428571428571,3.8571428571428568,5.142857142857142,1.3333333333333333,6.428571428571429
2024,16580,149,1.0,03/03/2024,4528439,home,355,Liberty,7,0,0,0,1,0.0,0,3.0,0,0,0,0,0,0,0,0,4,0,0,0,9,9,0,0,0,0,2,3,1,0.0,,,0.0,,0.3963462549704291,0.0,0.0,0.0,0.0,12.0,inf,0.0
2024,16580,158,1.0,02/23/2024,4526470,away,235,Florida,6,15,0,1,0,0.0,0,5.666666666666666,10,11,9,1,1,1,9,0,5,4,0,2,41,27,2,2,0,1,5,7,0,0.0,120.21739130434783,0.0,14.294117647058824,201.0,10.47477762751945,3.3529411764705888,15.882352941176473,1.5882352941176472,14.294117647058824,7.941176470588236,0.5555555555555556,17.47058823529412
