season,season_id,school_id,division,date,game_id,field,opponent_id,opponent_name,runs_scored,runs_allowed,run_difference,W,L,SV,CG,SHO,IP,H,R,ER,2B,3B,HR,BB,IBB,SO,HBP,Bk,WP,BF,P-OAB,IR,IRS,SHA,SFA,GO,FO,KL,pickoffs,W-L%,ERA,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,RA9
2020,15204,346,1.0,03/08/2020,1834412,away,676,SFA,4,5,-1,0,1,0,0.0,0,6.333333333333333,9,5,5,3,0,0,2,0,5,0,0,0,30,27,3,0,1,0,6,8,1,0.0,0.0,7.105263157894737,66.0,2.2921680182177564,1.736842105263158,12.789473684210526,0.0,2.842105263157895,7.105263157894737,2.5,7.105263157894737
2020,15204,346,1.0,03/08/2020,4954532,away,676,SFA,4,5,-1,0,0,0,0.0,0,1.6666666666666665,2,0,0,0,0,0,0,0,2,0,0,0,7,7,0,0,0,0,1,2,2,0.0,,0.0,inf,0.5237469655861773,1.2000000000000002,10.8,0.0,0.0,10.8,inf,0.0
2020,15204,346,1.0,03/10/2020,1835036,away,718,Tulane,12,14,-2,0,1,0,0.0,0,7.333333333333333,7,8,8,0,1,1,7,0,8,3,0,1,40,30,5,1,0,0,7,7,3,0.0,0.0,9.81818181818182,48.0,6.605565147404359,1.9090909090909092,8.590909090909092,1.2272727272727275,8.590909090909092,9.81818181818182,1.1428571428571428,9.81818181818182
2020,15204,346,1.0,03/10/2020,4957658,away,718,Tulane,12,14,-2,0,0,0,0.0,0,0.6666666666666666,6,6,6,4,0,0,1,0,0,0,0,2,9,8,0,0,0,0,1,1,0,0.0,,81.0,6.0,7.423746965586178,10.5,81.0,0.0,13.5,0.0,0.0,81.0
2020,15204,346,1.0,03/11/2020,1835229,away,718,Tulane,3,6,-3,0,1,0,0.0,0,7.666666666666666,9,6,4,2,1,1,0,0,7,2,0,1,36,34,2,0,0,0,8,8,4,0.0,0.0,4.695652173913043,100.0,3.575920878629656,1.173913043478261,10.56521739130435,1.1739130434782608,0.0,8.217391304347826,inf,7.043478260869565
2020,15204,346,1.0,03/11/2020,4958052,away,718,Tulane,3,6,-3,0,0,0,0.0,0,0.3333333333333333,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0.0,,0.0,inf,11.923746965586178,3.0,0.0,0.0,27.0,0.0,0.0,0.0
2020,15204,352,1.0,02/15/2020,1830330,away,173,Davidson,4,5,-1,0,1,0,0.0,0,8.0,7,5,5,1,2,0,3,0,4,0,0,0,33,30,0,0,0,0,9,10,1,0.0,0.0,5.625,84.0,3.0487469655861776,1.25,7.875,0.0,3.375,4.5,1.3333333333333333,5.625
2020,15204,352,1.0,02/15/2020,1830595,away,173,Davidson,2,10,-8,0,1,0,0.0,0,8.0,8,10,8,2,0,0,4,0,12,4,0,1,40,29,0,0,0,3,5,5,3,0.0,0.0,9.0,52.0,2.9237469655861776,1.5,9.0,0.0,4.5,13.5,3.0,11.25
2020,15204,352,1.0,02/16/2020,1830872,away,173,Davidson,3,10,-7,0,1,0,0.0,0,8.0,10,10,7,4,0,0,5,0,5,1,0,0,41,34,6,4,1,0,13,6,4,0.0,0.0,7.875,60.0,3.9237469655861776,1.875,11.25,0.0,5.625,5.625,1.0,11.25
2020,15204,352,1.0,02/22/2020,1831581,away,575,Richmond,4,9,-5,0,1,0,0.0,0,8.0,9,9,4,2,0,1,4,0,13,1,0,1,41,36,1,1,0,0,7,3,4,0.0,0.0,4.5,105.0,3.1737469655861776,1.625,10.125,1.125,4.5,14.625,3.25,10.125
2020,15204,352,1.0,02/23/2020,1831181,away,575,Richmond,1,4,-3,0,1,0,0.0,0,8.0,8,4,3,4,1,0,0,0,10,1,1,0,34,33,0,0,0,0,11,3,5,0.0,0.0,3.375,140.0,0.7987469655861776,1.0,9.0,0.0,0.0,11.25,inf,4.5
2020,15204,352,1.0,02/23/2020,1831880,away,575,Richmond,8,5,3,1,0,1,0.0,0,9.0,11,5,5,2,1,1,4,0,7,1,0,0,43,36,1,0,0,2,9,11,4,0.0,1.0,5.0,94.0,4.479302521141733,1.6666666666666667,11.0,1.0,4.0,7.0,1.75,5.0
2020,15204,352,1.0,02/28/2020,1832348,neutral,545,Pittsburgh,4,15,-11,0,1,0,0.0,0,8.0,14,15,13,6,1,2,9,0,8,0,2,4,48,38,6,5,0,1,4,12,3,0.0,0.0,14.625,32.0,7.548746965586178,2.875,15.75,2.25,10.125,9.0,0.8888888888888888,16.875
2020,15204,352,1.0,02/29/2020,1832808,neutral,127,Central Conn. St.,7,5,2,1,0,1,0.0,0,9.0,8,5,1,5,0,0,3,0,14,1,0,1,38,34,0,0,0,0,8,4,4,0.0,1.0,1.0,471.0,1.1459691878084,1.2222222222222223,8.0,0.0,3.0,14.0,4.666666666666667,5.0
2020,15204,352,1.0,02/29/2020,1832911,neutral,545,Pittsburgh,0,10,-10,0,1,0,0.0,0,7.0,10,10,10,5,1,1,7,0,11,1,0,1,38,30,2,2,0,0,4,5,2,0.0,0.0,12.857142857142858,37.0,5.06660410844332,2.4285714285714284,12.857142857142858,1.2857142857142856,9.0,14.142857142857142,1.5714285714285714,12.857142857142858
2020,15204,352,1.0,03/01/2020,1833021,neutral,127,Central Conn. St.,3,2,1,1,0,0,0.0,0,9.0,8,2,1,0,0,0,2,0,13,1,0,1,40,36,0,0,1,0,9,4,4,0.0,1.0,1.0,471.0,1.0348580766972888,1.1111111111111112,8.0,0.0,2.0,13.0,6.5,2.0
2020,15204,352,1.0,03/04/2020,1833570,home,165,Coppin St.,4,5,-1,0,1,0,0.0,0,9.0,8,5,5,3,1,0,4,1,6,1,0,0,40,34,2,1,1,0,7,12,1,0.0,0.0,5.0,94.0,3.257080298919511,1.3333333333333333,8.0,0.0,4.0,6.0,1.5,5.0
2020,15204,352,1.0,03/06/2020,1834364,away,488,N.C. A&T,9,3,6,1,0,0,0.0,0,15.0,13,3,2,3,0,0,5,1,15,1,0,0,62,54,0,0,2,0,15,13,4,0.0,1.0,1.2,393.0,2.123746965586178,1.2,7.800000000000001,0.0,3.0,9.0,3.0,1.8
2020,15204,352,1.0,03/07/2020,1834792,away,488,N.C. A&T,11,6,5,1,0,0,0.0,0,9.0,12,6,6,1,1,0,2,0,6,1,0,1,38,35,2,1,0,0,12,5,2,0.0,1.0,6.0,79.0,2.590413632252844,1.5555555555555556,12.0,0.0,2.0,6.0,3.0,6.0
2020,15204,352,1.0,03/08/2020,1834720,away,488,N.C. A&T,0,1,-1,0,1,0,0.0,0,8.666666666666666,5,1,0,0,0,0,3,1,4,0,0,0,33,29,0,0,1,0,13,6,2,0.0,0.0,0.0,inf,3.039131580970793,0.9230769230769231,5.1923076923076925,0.0,3.115384615384616,4.153846153846154,1.3333333333333333,1.0384615384615385
2020,15204,352,1.0,03/10/2020,1834930,away,222,Fairleigh Dickinson,4,7,-3,0,1,0,0.0,0,8.0,11,7,4,5,0,0,1,0,9,0,0,3,35,33,1,1,1,0,6,6,4,0.0,0.0,4.5,105.0,1.0487469655861776,1.5,12.375,0.0,1.125,10.125,9.0,7.875
2020,15204,355,1.0,02/14/2020,1830245,away,147,Clemson,3,5,-2,0,1,0,0.0,0,8.0,10,5,3,0,0,1,7,0,5,1,0,3,40,32,2,1,0,0,7,10,2,0.0,0.0,3.375,140.0,6.298746965586178,2.125,11.25,1.125,7.875,5.625,0.7142857142857143,5.625
2020,15204,355,1.0,02/15/2020,1830492,away,147,Clemson,0,1,-1,0,1,0,0.0,0,8.0,6,1,1,0,0,0,2,0,3,2,0,0,31,26,0,0,1,0,12,6,2,0.0,0.0,1.125,419.0,3.6737469655861776,1.0,6.75,0.0,2.25,3.375,1.5,1.125
2020,15204,355,1.0,02/16/2020,1830804,away,147,Clemson,2,6,-4,0,1,0,0.0,0,8.0,12,6,6,3,0,1,3,0,7,0,0,0,39,34,3,1,1,1,7,10,2,0.0,0.0,6.75,70.0,3.9237469655861776,1.875,13.5,1.125,3.375,7.875,2.3333333333333335,6.75
2020,15204,355,1.0,02/19/2020,1830989,home,563,Radford,4,2,2,1,0,1,0.0,0,9.0,3,2,2,0,0,0,4,0,8,1,0,4,35,30,0,0,0,0,8,10,3,0.0,1.0,2.0,236.0,2.8126358544750665,0.7777777777777778,3.0,0.0,4.0,8.0,2.0,2.0
2020,15204,355,1.0,02/21/2020,1831267,home,635,Seton Hall,4,5,-1,0,1,0,0.0,0,9.0,11,5,4,3,0,0,3,0,9,0,0,1,41,38,0,0,0,0,9,7,3,0.0,0.0,4.0,118.0,1.9237469655861776,1.5555555555555556,11.0,0.0,3.0,9.0,3.0,5.0
2020,15204,355,1.0,02/22/2020,1831641,home,635,Seton Hall,3,2,1,1,0,1,0.0,0,9.0,5,2,1,2,0,0,2,0,8,0,0,0,34,32,0,0,0,0,5,12,2,0.0,1.0,1.0,471.0,1.8126358544750665,0.7777777777777778,5.0,0.0,2.0,8.0,4.0,2.0
2020,15204,355,1.0,02/23/2020,1831940,home,635,Seton Hall,5,3,2,1,0,1,0.0,0,9.0,6,3,1,2,0,0,5,1,8,2,0,1,38,31,0,0,0,0,11,5,2,0.0,1.0,1.0,471.0,3.479302521141733,1.2222222222222223,6.0,0.0,5.0,8.0,1.6,3.0
2020,15204,355,1.0,02/25/2020,1832136,home,363,Longwood,16,6,10,1,0,0,0.0,0,9.0,12,6,5,4,0,0,3,0,12,0,0,1,41,38,0,0,0,0,9,5,5,0.0,1.0,5.0,94.0,1.257080298919511,1.6666666666666667,12.0,0.0,3.0,12.0,4.0,6.0
2020,15204,355,1.0,02/28/2020,1832437,home,386,Marist,4,3,1,1,0,1,0.0,0,9.0,6,3,3,2,0,0,6,0,11,0,0,0,37,28,0,0,2,1,8,6,1,0.0,1.0,3.0,157.0,2.479302521141733,1.3333333333333333,6.0,0.0,6.0,11.0,1.8333333333333333,3.0
2020,15204,355,1.0,02/29/2020,1832827,home,386,Marist,6,4,2,1,0,0,0.0,0,9.0,0,4,2,0,0,0,8,0,8,1,0,0,37,27,0,0,1,0,11,7,0,0.0,1.0,2.0,236.0,4.1459691878084,0.8888888888888888,0.0,0.0,8.0,8.0,1.0,4.0
2020,15204,355,1.0,03/01/2020,1833137,home,386,Marist,4,3,1,1,0,0,0.0,0,9.0,11,3,3,0,0,0,2,0,9,0,0,1,38,36,0,0,0,0,11,5,1,0.0,1.0,3.0,157.0,1.5904136322528444,1.4444444444444444,11.0,0.0,2.0,9.0,4.5,3.0
2020,15204,355,1.0,03/03/2020,1833428,home,1068,Elon,3,0,3,1,0,1,0.0,0,9.0,7,0,0,2,0,0,4,0,7,0,0,0,36,32,0,0,0,0,8,9,4,0.0,1.0,0.0,inf,2.7015247433639553,1.2222222222222223,7.0,0.0,4.0,7.0,1.75,0.0
2020,15204,355,1.0,03/04/2020,1833583,away,196,East Carolina,0,11,-11,0,1,0,0.0,0,8.0,11,11,8,2,0,1,7,0,2,1,0,0,44,32,5,4,2,2,14,8,0,0.0,0.0,9.0,52.0,7.048746965586178,2.25,12.375,1.125,7.875,2.25,0.2857142857142857,12.375
2020,15204,355,1.0,03/06/2020,1833854,home,331,Kent St.,2,3,-1,0,1,0,0.0,0,9.0,9,3,3,1,0,1,0,0,11,0,0,0,37,36,0,0,1,0,14,2,4,0.0,0.0,3.0,157.0,1.9237469655861776,1.0,9.0,1.0,0.0,11.0,inf,3.0
2020,15204,355,1.0,03/07/2020,1834283,home,331,Kent St.,7,2,5,1,0,0,0.0,0,9.0,7,2,2,2,0,1,4,0,9,2,0,0,40,33,0,0,1,0,11,6,2,0.0,1.0,2.0,236.0,4.368191410030622,1.2222222222222223,7.0,1.0,4.0,9.0,2.25,2.0
2020,15204,355,1.0,03/08/2020,1834600,home,331,Kent St.,7,0,7,1,0,1,0.0,0,9.0,5,0,0,3,0,0,1,0,9,0,0,0,31,30,0,0,0,0,8,8,1,0.0,1.0,0.0,inf,1.257080298919511,0.6666666666666666,5.0,0.0,1.0,9.0,9.0,0.0
2020,15204,355,1.0,03/11/2020,1835151,away,768,West Virginia,0,7,-7,0,1,0,0.0,0,8.0,8,7,6,1,0,0,7,0,4,0,0,0,39,29,0,0,1,2,9,9,1,0.0,0.0,6.75,70.0,4.548746965586178,1.875,9.0,0.0,7.875,4.5,0.5714285714285714,7.875
2020,15204,361,1.0,02/14/2020,1830255,away,10411,USC Upstate,0,4,-4,0,1,0,0.0,0,8.0,7,4,3,0,0,0,5,0,5,1,0,0,37,29,0,0,2,0,6,12,1,0.0,0.0,3.375,140.0,3.9237469655861776,1.5,7.875,0.0,5.625,5.625,1.0,4.5
2020,15204,361,1.0,02/15/2020,1830572,away,10411,USC Upstate,2,5,-3,0,1,0,0.0,0,8.0,9,5,4,2,0,0,4,0,5,3,0,0,38,30,2,2,1,0,9,7,1,0.0,0.0,4.5,105.0,4.298746965586178,1.625,10.125,0.0,4.5,5.625,1.25,5.625
2020,15204,361,1.0,02/16/2020,1830828,away,10411,USC Upstate,5,4,1,1,0,1,0.0,0,9.0,7,4,2,0,0,1,3,0,8,1,0,0,38,32,0,0,1,1,7,10,5,0.0,1.0,2.0,236.0,3.9237469655861776,1.1111111111111112,7.0,1.0,3.0,8.0,2.6666666666666665,4.0
2020,15204,361,1.0,02/19/2020,1965349,away,236,Fordham,0,3,-3,0,1,0,0.0,0,8.0,5,3,3,1,0,0,1,0,5,1,0,1,32,30,2,1,0,0,11,8,1,0.0,0.0,3.375,140.0,2.4237469655861776,0.75,5.625,0.0,1.125,5.625,5.0,3.375
2020,15204,361,1.0,02/28/2020,1832508,away,483,Nicholls,3,4,-1,0,1,0,0.0,0,8.666666666666666,4,4,3,0,0,0,3,0,13,5,0,0,37,26,0,0,2,0,9,2,2,0.0,0.0,3.115384615384616,151.0,2.692977734816947,0.8076923076923077,4.153846153846154,0.0,3.115384615384616,13.5,4.333333333333333,4.153846153846154
2020,15204,361,1.0,02/29/2020,1969791,away,483,Nicholls,3,0,3,1,0,1,0.0,0,9.0,5,0,0,1,0,0,5,0,6,1,1,0,36,30,0,0,0,0,8,12,2,0.0,1.0,0.0,inf,3.590413632252844,1.1111111111111112,5.0,0.0,5.0,6.0,1.2,0.0
2020,15204,361,1.0,03/01/2020,1832906,away,483,Nicholls,1,12,-11,0,1,0,0.0,0,8.0,12,12,11,2,0,1,4,0,4,3,1,4,41,33,2,2,0,1,10,8,0,0.0,0.0,12.375,38.0,6.173746965586178,2.0,13.5,1.125,4.5,4.5,1.0,13.5
2020,15204,361,1.0,03/01/2020,1849396,away,483,Nicholls,2,3,-1,0,1,0,1.0,0,8.0,3,3,0,1,0,0,3,1,5,0,0,1,32,29,0,0,0,0,14,4,3,0.0,0.0,0.0,inf,2.7987469655861776,0.75,3.375,0.0,3.375,5.625,1.6666666666666667,3.375
2020,15204,361,1.0,03/05/2020,1971001,home,617,Saint Peter's,6,0,6,1,0,1,0.0,0,9.0,5,0,0,1,1,0,3,0,15,0,0,1,34,31,1,0,0,0,7,4,4,0.0,1.0,0.0,inf,0.5904136322528442,0.8888888888888888,5.0,0.0,3.0,15.0,5.0,0.0
2020,15204,361,1.0,03/07/2020,1834194,home,617,Saint Peter's,15,1,14,1,0,0,0.0,0,9.0,5,1,0,2,0,0,1,0,13,0,1,0,35,34,0,0,0,0,8,6,3,0.0,1.0,0.0,inf,0.3681914100306223,0.6666666666666666,5.0,0.0,1.0,13.0,13.0,1.0
2020,15204,361,1.0,03/08/2020,1834585,home,617,Saint Peter's,5,2,3,1,0,1,0.0,0,9.0,10,2,2,1,0,0,4,0,12,0,0,2,41,37,2,1,0,0,6,9,3,0.0,1.0,2.0,236.0,1.5904136322528444,1.5555555555555556,10.0,0.0,4.0,12.0,3.0,2.0
2020,15204,361,1.0,03/11/2020,1972503,away,283,Hofstra,5,9,-4,0,1,0,0.0,0,8.0,11,9,9,4,0,1,5,0,9,2,0,3,41,34,4,1,0,0,5,8,4,0.0,0.0,10.125,47.0,4.923746965586178,2.0,12.375,1.125,5.625,10.125,1.8,10.125
2020,15204,363,1.0,02/14/2020,1830226,home,308,Purdue Fort Wayne,8,10,-2,0,1,0,0.0,0,9.0,8,10,6,1,1,0,10,0,11,3,0,4,47,33,1,1,1,0,6,8,6,0.0,0.0,6.0,79.0,4.812635854475067,2.0,8.0,0.0,10.0,11.0,1.1,10.0
2020,15204,363,1.0,02/15/2020,1830461,home,308,Purdue Fort Wayne,3,8,-5,0,1,0,0.0,0,7.0,8,8,6,3,1,0,4,0,7,1,0,2,35,28,3,3,1,1,8,6,3,0.0,0.0,7.7142857142857135,61.0,3.0666041084433204,1.7142857142857142,10.285714285714285,0.0,5.142857142857142,9.0,1.75,10.285714285714285
2020,15204,363,1.0,02/15/2020,1848361,home,308,Purdue Fort Wayne,0,11,-11,0,1,0,0.0,0,7.0,14,11,10,1,0,0,4,0,7,2,0,1,41,35,3,3,0,0,5,9,3,0.0,0.0,12.857142857142858,37.0,3.495175537014749,2.5714285714285716,18.0,0.0,5.142857142857142,9.0,1.75,14.142857142857142
2020,15204,363,1.0,02/16/2020,1830764,home,308,Purdue Fort Wayne,11,8,3,1,0,1,0.0,0,9.0,10,8,5,5,0,0,3,0,12,0,0,2,41,37,1,0,1,0,7,7,4,0.0,1.0,5.0,94.0,1.257080298919511,1.4444444444444444,10.0,0.0,3.0,12.0,4.0,8.0
2020,15204,363,1.0,02/18/2020,1830978,away,490,NC State,1,6,-5,0,1,0,0.0,0,8.0,6,6,5,1,0,1,9,0,6,2,0,2,41,29,2,0,0,1,4,14,3,0.0,0.0,5.625,84.0,7.173746965586178,1.875,6.75,1.125,10.125,6.75,0.6666666666666666,6.75
2020,15204,363,1.0,02/21/2020,1831248,home,471,NJIT,0,13,-13,0,1,0,0.0,0,9.0,12,13,11,3,2,0,9,0,17,2,0,2,51,35,1,0,0,5,1,9,5,0.0,0.0,11.0,43.0,2.8126358544750665,2.3333333333333335,12.0,0.0,9.0,17.0,1.8888888888888888,13.0
2020,15204,363,1.0,02/22/2020,1831491,home,471,NJIT,11,7,4,1,0,0,0.0,0,9.0,10,7,4,3,0,0,7,1,13,0,0,1,47,38,5,1,2,0,4,10,5,0.0,1.0,4.0,118.0,2.3681914100306223,1.8888888888888888,10.0,0.0,7.0,13.0,1.8571428571428572,7.0
2020,15204,363,1.0,02/23/2020,1831878,home,471,NJIT,5,17,-12,0,1,0,0.0,0,9.0,19,17,16,4,1,2,7,0,8,3,0,3,55,44,6,4,0,1,7,11,5,0.0,0.0,16.0,29.0,7.368191410030622,2.888888888888889,19.0,2.0,7.0,8.0,1.1428571428571428,17.0
2020,15204,363,1.0,02/25/2020,1832136,away,355,Liberty,6,16,-10,0,1,0,0.0,0,8.0,16,16,14,6,0,1,6,0,6,4,0,6,51,39,0,0,0,2,6,11,2,0.0,0.0,15.75,30.0,6.798746965586178,2.75,18.0,1.125,6.75,6.75,1.0,18.0
2020,15204,363,1.0,02/28/2020,1832404,home,62,Binghamton,8,10,-2,0,1,0,0.0,0,9.0,13,10,6,2,0,0,4,0,8,2,0,6,47,40,0,0,0,1,6,12,1,0.0,0.0,6.0,79.0,3.1459691878084,1.8888888888888888,13.0,0.0,4.0,8.0,2.0,10.0
2020,15204,363,1.0,02/29/2020,1832671,home,62,Binghamton,7,2,5,1,0,0,0.0,0,9.0,7,2,2,0,0,1,3,0,10,0,0,0,37,34,3,0,0,0,10,7,3,0.0,1.0,2.0,236.0,3.1459691878084,1.1111111111111112,7.0,1.0,3.0,10.0,3.3333333333333335,2.0
2020,15204,363,1.0,03/01/2020,1833072,home,62,Binghamton,4,11,-7,0,1,0,0.0,0,9.0,15,11,8,1,0,1,7,0,5,3,0,6,53,41,11,4,2,0,12,9,1,0.0,0.0,8.0,59.0,6.590413632252844,2.4444444444444446,15.0,1.0,7.0,5.0,0.7142857142857143,11.0
2020,15204,363,1.0,03/03/2020,1833477,away,694,Tennessee,2,28,-26,0,1,0,0.0,0,8.0,19,28,25,6,1,2,18,0,7,0,0,6,63,42,6,3,0,3,4,14,1,0.0,0.0,28.125,17.0,11.173746965586178,4.625,21.375,2.25,20.25,7.875,0.3888888888888889,31.5
2020,15204,363,1.0,03/06/2020,1833879,neutral,590,Sacred Heart,7,5,2,1,0,1,0.0,0,9.0,8,5,5,1,0,0,5,0,11,1,0,3,42,34,2,1,2,0,10,5,2,0.0,1.0,5.0,94.0,2.479302521141733,1.4444444444444444,8.0,0.0,5.0,11.0,2.2,5.0
2020,15204,363,1.0,03/07/2020,1834110,neutral,308,Purdue Fort Wayne,4,9,-5,0,1,0,0.0,0,8.0,12,9,9,2,1,0,6,0,12,0,0,1,42,36,3,1,0,0,7,5,1,0.0,0.0,10.125,47.0,2.1737469655861776,2.25,13.5,0.0,6.75,13.5,2.0,10.125
2020,15204,363,1.0,03/08/2020,1834476,neutral,47,Ball St.,1,8,-7,0,1,0,0.0,0,9.0,11,8,7,5,0,1,2,0,12,2,0,2,42,37,3,1,1,0,7,6,3,0.0,0.0,7.0,67.0,3.034858076697289,1.4444444444444444,11.0,1.0,2.0,12.0,6.0,8.0
2020,15204,363,1.0,03/11/2020,1835188,home,489,N.C. Central,5,14,-9,0,1,0,0.0,0,9.0,15,14,10,3,0,0,12,0,15,1,0,3,55,41,12,6,0,1,5,5,2,0.0,0.0,10.0,47.0,3.9237469655861776,3.0,15.0,0.0,12.0,15.0,1.25,14.0
2020,15204,365,1.0,02/14/2020,1830370,home,306,Indiana,8,1,7,1,0,0,0.0,0,9.0,3,1,0,0,0,0,2,0,12,2,1,0,35,31,0,0,0,0,5,9,2,0.0,1.0,0.0,inf,1.5904136322528444,0.5555555555555556,3.0,0.0,2.0,12.0,6.0,1.0
2020,15204,365,1.0,02/15/2020,1966189,home,306,Indiana,7,4,3,1,0,1,0.0,0,9.0,10,4,4,1,1,1,4,0,6,1,0,2,42,36,1,0,0,1,11,9,0,0.0,1.0,4.0,118.0,4.701524743363955,1.5555555555555556,10.0,1.0,4.0,6.0,1.5,4.0
2020,15204,365,1.0,02/15/2020,1966191,home,306,Indiana,2,7,-5,0,1,0,0.0,0,9.0,6,7,6,1,1,1,8,0,9,1,0,0,43,31,9,4,0,3,12,6,2,0.0,0.0,6.0,79.0,5.368191410030622,1.5555555555555556,6.0,1.0,8.0,9.0,1.125,7.0
2020,15204,365,1.0,02/18/2020,1831028,home,665,Southern U.,8,3,5,1,0,0,0.0,0,9.0,7,3,1,1,0,0,5,0,8,0,0,1,39,32,0,0,1,1,9,9,5,0.0,1.0,1.0,471.0,2.8126358544750665,1.3333333333333333,7.0,0.0,5.0,8.0,1.6,3.0
2020,15204,365,1.0,02/19/2020,1831087,away,483,Nicholls,2,4,-2,0,1,0,0.0,0,8.0,6,4,3,1,0,1,8,1,10,3,0,0,39,27,3,0,0,1,6,6,4,0.0,0.0,3.375,140.0,6.173746965586178,1.75,6.75,1.125,9.0,11.25,1.25,4.5
2020,15204,365,1.0,02/21/2020,1831394,home,202,Eastern Ky.,0,2,-2,0,1,0,0.0,0,9.0,4,2,1,1,0,0,7,0,9,1,0,1,39,29,2,0,2,0,10,7,4,0.0,0.0,1.0,471.0,3.590413632252844,1.2222222222222223,4.0,0.0,7.0,9.0,1.2857142857142858,2.0
2020,15204,365,1.0,02/22/2020,1831731,home,202,Eastern Ky.,6,3,3,1,0,1,0.0,0,9.0,6,3,3,1,0,0,2,0,8,0,0,2,35,32,2,1,1,0,11,6,1,0.0,1.0,3.0,157.0,1.8126358544750665,0.8888888888888888,6.0,0.0,2.0,8.0,4.0,3.0
2020,15204,365,1.0,02/23/2020,1831886,home,202,Eastern Ky.,10,2,8,1,0,0,0.0,0,9.0,4,2,2,2,0,0,1,0,8,1,0,0,32,30,0,0,0,0,7,11,3,0.0,1.0,2.0,236.0,1.8126358544750665,0.5555555555555556,4.0,0.0,1.0,8.0,8.0,2.0
2020,15204,365,1.0,02/26/2020,1832253,home,366,Louisiana Tech,7,1,6,1,0,0,0.0,0,9.0,5,1,1,1,0,0,2,0,7,1,0,0,33,30,2,0,0,0,6,12,4,0.0,1.0,1.0,471.0,2.3681914100306223,0.7777777777777778,5.0,0.0,2.0,7.0,3.5,1.0
2020,15204,365,1.0,02/28/2020,1832553,neutral,703,Texas,4,3,1,1,0,1,0.0,0,9.0,4,3,2,0,0,1,3,0,16,1,0,0,34,28,0,0,0,2,5,5,4,0.0,1.0,2.0,236.0,2.1459691878084,0.7777777777777778,4.0,1.0,3.0,16.0,5.333333333333333,3.0
2020,15204,365,1.0,02/29/2020,1832596,neutral,51,Baylor,4,6,-2,0,1,0,0.0,0,8.0,10,6,5,2,0,3,3,0,8,1,0,0,38,34,2,1,0,0,9,6,2,0.0,0.0,5.625,84.0,7.298746965586178,1.625,11.25,3.375,3.375,9.0,2.6666666666666665,6.75
2020,15204,365,1.0,03/01/2020,1833041,neutral,522,Oklahoma,0,1,-1,0,1,0,0.0,0,9.0,2,1,1,1,0,1,0,0,8,1,0,0,30,29,0,0,0,0,5,14,2,0.0,0.0,1.0,471.0,2.9237469655861776,0.2222222222222222,2.0,1.0,0.0,8.0,inf,1.0
2020,15204,365,1.0,03/03/2020,1833500,home,655,Southeastern La.,6,3,3,1,0,1,0.0,0,9.0,7,3,3,2,0,1,5,0,9,1,0,1,40,33,2,0,0,1,6,12,5,0.0,1.0,3.0,157.0,4.368191410030622,1.3333333333333333,7.0,1.0,5.0,9.0,1.8,3.0
2020,15204,365,1.0,03/06/2020,1833979,home,368,UMass Lowell,11,2,9,1,0,0,0.0,0,9.0,8,2,1,2,0,0,3,0,8,0,0,1,36,33,0,0,0,0,9,7,6,0.0,1.0,1.0,471.0,2.1459691878084,1.2222222222222223,8.0,0.0,3.0,8.0,2.6666666666666665,2.0
2020,15204,365,1.0,03/07/2020,1834367,home,368,UMass Lowell,12,2,10,1,0,1,0.0,0,9.0,4,2,2,2,0,0,3,0,11,0,0,1,34,30,0,0,0,1,6,10,3,0.0,1.0,2.0,236.0,1.4793025211417332,0.7777777777777778,4.0,0.0,3.0,11.0,3.6666666666666665,2.0
2020,15204,365,1.0,03/08/2020,1834713,home,368,UMass Lowell,6,4,2,1,0,0,0.0,0,9.0,8,4,4,0,0,2,3,1,8,0,0,1,38,34,2,0,1,0,14,5,4,0.0,1.0,4.0,118.0,5.034858076697288,1.2222222222222223,8.0,2.0,3.0,8.0,2.6666666666666665,4.0
2020,15204,365,1.0,03/11/2020,1835223,home,646,South Alabama,4,1,3,1,0,1,0.0,0,9.0,5,1,1,2,0,0,4,1,12,2,0,0,38,32,0,0,0,0,7,8,1,0.0,1.0,1.0,471.0,2.257080298919511,1.0,5.0,0.0,4.0,12.0,3.0,1.0
2020,15204,366,1.0,02/15/2020,1830581,away,671,Louisiana,2,1,1,1,0,1,0.0,0,9.0,1,1,1,0,0,1,2,0,8,0,0,0,32,30,0,0,0,0,8,11,3,0.0,1.0,1.0,471.0,3.257080298919511,0.3333333333333333,1.0,1.0,2.0,8.0,4.0,1.0
2020,15204,366,1.0,02/15/2020,1830672,neutral,655,Southeastern La.,2,0,2,0,0,1,0.0,0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,0,0,0,0,1,1,0,0.0,,0.0,inf,0.9237469655861776,0.0,0.0,0.0,0.0,9.0,inf,0.0
2020,15204,366,1.0,02/15/2020,4929000,home,655,Southeastern La.,2,0,2,1,0,0,0.0,0,8.0,6,0,0,0,1,0,1,0,8,2,0,1,31,28,0,0,0,0,9,5,2,0.0,1.0,0.0,inf,2.0487469655861776,0.875,6.75,0.0,1.125,9.0,8.0,0.0
