season,season_id,school_id,stats_player_seq,division,TC,PO,A,E,CI,PB,SBA,CSB,IDP,TP,FLD%,CS%
2021,15580,2,1749271,1.0,31.0,29,0,2,0,0,0,0,0,0,0.9354838709677419,
2021,15580,2,1997675,1.0,0.0,0,0,0,0,0,1,0,0,0,,0.0
2021,15580,2,1997699,1.0,109.0,99,6,4,0,0,0,0,0,0,0.963302752293578,
2021,15580,2,1997710,1.0,0.0,0,0,0,0,0,0,0,0,0,,
2021,15580,2,2117386,1.0,2.0,1,1,0,0,0,3,0,0,0,1.0,0.0
2021,15580,2,2133295,1.0,71.0,68,1,2,0,0,3,0,3,0,0.971830985915493,0.0
2021,15580,2,2133304,1.0,19.0,3,16,0,0,0,15,4,0,0,1.0,0.26666666666666666
2021,15580,2,2136723,1.0,20.0,4,16,0,0,0,8,3,2,0,1.0,0.375
2021,15580,2,2137687,1.0,428.0,369,48,11,0,7,65,12,3,0,0.9742990654205608,0.18461538461538463
2021,15580,2,2347955,1.0,84.0,22,57,5,0,0,0,0,5,0,0.9404761904761905,
2021,15580,2,2347956,1.0,10.0,1,9,0,0,0,5,3,0,0,1.0,0.6
2021,15580,2,2347958,1.0,0.0,0,0,0,0,0,3,0,0,0,,0.0
2021,15580,2,2347964,1.0,0.0,0,0,0,0,0,0,0,0,0,,
2021,15580,2,2347965,1.0,8.0,5,3,0,0,0,10,1,0,0,1.0,0.1
2021,15580,2,2347966,1.0,2.0,2,0,0,0,0,0,0,0,0,1.0,
2021,15580,2,2347967,1.0,64.0,23,35,6,0,0,0,0,7,0,0.90625,
2021,15580,2,2347968,1.0,1.0,1,0,0,0,0,0,0,0,0,1.0,
2021,15580,2,2347972,1.0,0.0,0,0,0,0,0,0,0,0,0,,
2021,15580,2,2347974,1.0,74.0,70,2,2,0,0,0,0,2,0,0.972972972972973,
2021,15580,2,2347976,1.0,12.0,1,11,0,0,0,14,4,0,0,1.0,0.2857142857142857
2021,15580,2,2347979,1.0,367.0,340,24,3,0,0,0,0,27,0,0.9918256130790191,
2021,15580,2,2347980,1.0,3.0,0,3,0,0,0,2,2,0,0,1.0,1.0
2021,15580,2,2347982,1.0,2.0,0,2,0,0,0,6,0,0,0,1.0,0.0
2021,15580,2,2347985,1.0,3.0,0,3,0,0,0,6,0,0,0,1.0,0.0
2021,15580,2,2347986,1.0,1.0,0,1,0,0,0,0,0,0,0,1.0,
2021,15580,2,2347987,1.0,18.0,7,11,0,0,0,0,0,2,0,1.0,
2021,15580,2,2349380,1.0,75.0,50,17,8,0,0,0,0,3,0,0.8933333333333333,
2021,15580,2,2494394,1.0,174.0,67,102,5,0,0,0,0,18,0,0.9712643678160919,
2021,15580,2,2494395,1.0,118.0,96,15,7,0,8,6,5,0,0,0.940677966101695,0.8333333333333334
2021,15580,2,2494396,1.0,227.0,73,142,12,0,0,0,0,25,0,0.947136563876652,
2021,15580,2,2494397,1.0,118.0,114,2,2,0,0,0,0,0,0,0.9830508474576272,
2021,15580,2,2494398,1.0,8.0,1,5,2,0,0,11,4,0,0,0.75,0.36363636363636365
2021,15580,2,2494946,1.0,3.0,1,1,1,0,0,0,1,0,0,0.6666666666666666,
2021,15580,2,2500832,1.0,0.0,0,0,0,0,0,2,1,0,0,,0.5
2021,15580,2,2531536,1.0,0.0,0,0,0,0,0,2,0,0,0,,0.0
2021,15580,3,1890343,2.0,127.0,47,69,11,0,0,0,0,14,0,0.9133858267716536,
2021,15580,3,1890347,2.0,0.0,0,0,0,0,0,4,1,0,0,,0.25
2021,15580,3,1890348,2.0,5.0,4,0,1,0,0,9,2,0,0,0.8,0.2222222222222222
2021,15580,3,1982964,2.0,16.0,7,7,2,0,0,11,2,2,0,0.875,0.18181818181818182
2021,15580,3,1982969,2.0,0.0,0,0,0,0,0,0,0,0,0,,
2021,15580,3,1982970,2.0,1.0,1,0,0,0,0,0,0,0,0,1.0,
2021,15580,3,1982973,2.0,0.0,0,0,0,0,0,0,0,0,0,,
2021,15580,3,1982975,2.0,8.0,3,5,0,0,0,9,3,0,0,1.0,0.3333333333333333
2021,15580,3,1982977,2.0,225.0,197,26,2,0,6,47,8,3,0,0.9911111111111112,0.1702127659574468
2021,15580,3,1982978,2.0,2.0,1,0,1,0,0,9,0,0,0,0.5,0.0
2021,15580,3,1982982,2.0,75.0,68,5,2,0,4,15,1,3,0,0.9733333333333334,0.06666666666666667
2021,15580,3,2112590,2.0,2.0,1,0,1,0,0,0,0,0,0,0.5,
2021,15580,3,2112592,2.0,73.0,68,4,1,0,0,0,0,0,0,0.9863013698630136,
2021,15580,3,2112593,2.0,2.0,1,1,0,0,0,0,0,1,0,1.0,
2021,15580,3,2112596,2.0,76.0,72,3,1,0,0,0,0,0,0,0.9868421052631579,
2021,15580,3,2112597,2.0,6.0,5,1,0,0,0,0,0,0,0,1.0,
2021,15580,3,2118791,2.0,1.0,1,0,0,0,0,1,1,0,0,1.0,1.0
2021,15580,3,2152442,2.0,3.0,1,2,0,0,0,2,0,0,0,1.0,0.0
2021,15580,3,2331350,2.0,0.0,0,0,0,0,0,0,0,0,0,,
2021,15580,3,2331352,2.0,6.0,2,1,3,0,0,0,0,0,0,0.5,
2021,15580,3,2331353,2.0,66.0,29,30,7,0,0,0,0,3,0,0.8939393939393939,
2021,15580,3,2331354,2.0,23.0,22,0,1,0,0,0,0,0,0,0.9565217391304348,
2021,15580,3,2331355,2.0,3.0,1,1,1,0,0,9,1,0,0,0.6666666666666666,0.1111111111111111
2021,15580,3,2331356,2.0,2.0,0,1,1,0,0,0,0,0,0,0.5,
2021,15580,3,2331357,2.0,0.0,0,0,0,0,0,0,0,0,0,,
2021,15580,3,2331358,2.0,0.0,0,0,0,0,0,2,0,0,0,,0.0
2021,15580,3,2331362,2.0,131.0,54,71,6,0,0,0,0,8,0,0.9541984732824428,
2021,15580,3,2331365,2.0,1.0,0,1,0,0,0,7,0,0,0,1.0,0.0
2021,15580,3,2331368,2.0,62.0,54,7,1,0,3,9,3,0,0,0.9838709677419355,0.3333333333333333
2021,15580,3,2331380,2.0,7.0,6,1,0,0,0,0,0,0,0,1.0,
2021,15580,3,2331386,2.0,7.0,1,6,0,0,0,2,2,0,0,1.0,1.0
2021,15580,3,2331391,2.0,1.0,0,1,0,0,0,1,0,0,0,1.0,0.0
2021,15580,3,2331403,2.0,1.0,1,0,0,0,0,2,0,0,0,1.0,0.0
2021,15580,3,2331404,2.0,4.0,4,0,0,0,0,0,0,0,0,1.0,
2021,15580,3,2331405,2.0,0.0,0,0,0,0,0,0,0,0,0,,
2021,15580,3,2359686,2.0,56.0,52,2,2,0,0,0,0,3,0,0.9642857142857143,
2021,15580,3,2469145,2.0,2.0,0,2,0,0,0,2,0,0,0,1.0,0.0
2021,15580,3,2469148,2.0,99.0,93,6,0,0,0,0,0,6,0,1.0,
2021,15580,3,2469151,2.0,3.0,3,0,0,0,0,0,0,0,0,1.0,
2021,15580,3,2469157,2.0,0.0,0,0,0,0,0,2,0,0,0,,0.0
2021,15580,3,2469159,2.0,0.0,0,0,0,0,0,0,0,0,0,,
2021,15580,3,2469161,2.0,0.0,0,0,0,0,0,0,0,0,0,,
2021,15580,3,2469163,2.0,0.0,0,0,0,0,0,0,0,0,0,,
2021,15580,3,2469166,2.0,0.0,0,0,0,0,0,0,0,0,0,,
2021,15580,3,2469169,2.0,7.0,3,2,2,0,0,0,0,0,0,0.7142857142857143,
2021,15580,3,2469173,2.0,8.0,8,0,0,0,0,0,0,0,0,1.0,
2021,15580,4,1783013,3.0,0.0,0,0,0,0,0,0,0,0,0,,
2021,15580,4,1891431,3.0,18.0,2,15,1,0,0,3,4,0,0,0.9444444444444444,1.3333333333333333
2021,15580,4,1891432,3.0,301.0,279,20,2,1,5,33,12,1,0,0.9933554817275747,0.36363636363636365
2021,15580,4,1891434,3.0,4.0,2,1,1,0,0,1,2,0,0,0.75,2.0
2021,15580,4,1891438,3.0,75.0,68,5,2,0,0,0,1,1,0,0.9733333333333334,
2021,15580,4,1891439,3.0,174.0,77,94,3,0,0,0,0,18,0,0.9827586206896551,
2021,15580,4,1999066,3.0,75.0,73,2,0,0,0,0,0,2,0,1.0,
2021,15580,4,2003420,3.0,63.0,60,2,1,0,0,0,0,0,0,0.9841269841269841,
2021,15580,4,2003446,3.0,7.0,1,5,1,0,0,4,0,0,0,0.8571428571428571,0.0
2021,15580,4,2003452,3.0,17.0,9,7,1,0,0,0,0,1,0,0.9411764705882353,
2021,15580,4,2003455,3.0,5.0,0,4,1,0,0,5,0,0,0,0.8,0.0
2021,15580,4,2003459,3.0,117.0,22,86,9,0,0,0,0,1,0,0.9230769230769231,
2021,15580,4,2003461,3.0,27.0,26,1,0,0,0,0,0,0,0,1.0,
2021,15580,4,2003475,3.0,0.0,0,0,0,0,0,0,0,0,0,,
2021,15580,4,2003477,3.0,3.0,3,0,0,0,0,0,0,0,0,1.0,
2021,15580,4,2149767,3.0,182.0,60,113,9,0,0,0,0,19,0,0.9505494505494505,
2021,15580,4,2149774,3.0,2.0,1,1,0,0,0,2,1,0,0,1.0,0.5
2021,15580,4,2149775,3.0,4.0,0,4,0,0,0,2,0,0,0,1.0,0.0
2021,15580,4,2149784,3.0,0.0,0,0,0,0,0,0,0,0,0,,
2021,15580,4,2151959,3.0,7.0,6,0,1,0,0,0,0,0,0,0.8571428571428571,
2021,15580,4,2151992,3.0,5.0,2,3,0,0,0,1,0,0,0,1.0,0.0
2021,15580,4,2151993,3.0,2.0,1,1,0,0,0,5,2,0,0,1.0,0.4
2021,15580,4,2151994,3.0,2.0,0,2,0,0,0,4,1,0,0,1.0,0.25
2021,15580,4,2151999,3.0,1.0,1,0,0,0,0,0,0,0,0,1.0,
2021,15580,4,2152002,3.0,34.0,29,2,3,0,1,9,2,0,0,0.9117647058823529,0.2222222222222222
2021,15580,4,2152008,3.0,0.0,0,0,0,0,0,0,0,0,0,,
2021,15580,4,2152009,3.0,0.0,0,0,0,0,0,0,0,0,0,,
2021,15580,4,2152011,3.0,0.0,0,0,0,0,0,0,0,0,0,,
2021,15580,4,2152013,3.0,0.0,0,0,0,0,0,0,0,0,0,,
2021,15580,4,2152014,3.0,0.0,0,0,0,0,0,0,0,0,0,,
2021,15580,4,2347641,3.0,0.0,0,0,0,0,0,0,0,0,0,,
2021,15580,4,2347644,3.0,1.0,0,1,0,0,0,2,0,0,0,1.0,0.0
2021,15580,4,2347645,3.0,1.0,0,1,0,0,0,0,0,0,0,1.0,
2021,15580,4,2347646,3.0,26.0,4,18,4,0,0,0,0,1,0,0.8461538461538461,
2021,15580,4,2347647,3.0,7.0,1,6,0,0,0,0,1,1,0,1.0,
2021,15580,4,2347649,3.0,100.0,94,5,1,0,0,0,0,9,0,0.99,
2021,15580,4,2347650,3.0,102.0,100,2,0,0,0,0,0,0,0,1.0,
2021,15580,4,2347651,3.0,6.0,1,5,0,0,0,6,0,0,0,1.0,0.0
2021,15580,4,2347656,3.0,0.0,0,0,0,0,0,1,0,0,0,,0.0
2021,15580,4,2347658,3.0,7.0,0,6,1,0,0,2,1,0,0,0.8571428571428571,0.5
2021,15580,4,2347680,3.0,0.0,0,0,0,0,0,1,0,0,0,,0.0
2021,15580,4,2497452,3.0,3.0,1,2,0,0,0,1,1,0,0,1.0,1.0
2021,15580,4,2497453,3.0,197.0,186,9,2,0,0,0,0,10,0,0.9898477157360406,
2021,15580,4,2497456,3.0,0.0,0,0,0,0,0,1,0,0,0,,0.0
2021,15580,4,2497459,3.0,6.0,6,0,0,0,0,0,0,0,0,1.0,
2021,15580,4,2497465,3.0,0.0,0,0,0,0,0,0,0,0,0,,
2021,15580,4,2497466,3.0,0.0,0,0,0,0,0,1,0,0,0,,0.0
2021,15580,4,2524809,3.0,0.0,0,0,0,0,0,0,0,0,0,,
2021,15580,5,2308151,1.0,189.0,69,107,13,0,0,0,0,17,0,0.9312169312169312,
2021,15580,5,2308162,1.0,0.0,0,0,0,0,0,0,0,0,0,,
2021,15580,5,2308164,1.0,0.0,0,0,0,0,0,0,0,0,0,,
2021,15580,5,2308165,1.0,17.0,6,10,1,0,0,4,6,0,0,0.9411764705882353,1.5
2021,15580,5,2308175,1.0,46.0,43,2,1,0,3,8,1,0,0,0.9782608695652174,0.125
2021,15580,5,2308185,1.0,9.0,2,4,3,0,0,1,0,0,0,0.6666666666666666,0.0
2021,15580,5,2308188,1.0,0.0,0,0,0,0,0,0,0,0,0,,
2021,15580,5,2308191,1.0,48.0,46,0,2,0,0,0,0,0,0,0.9583333333333334,
2021,15580,5,2308194,1.0,180.0,72,99,9,0,0,0,0,13,0,0.95,
2021,15580,5,2308195,1.0,90.0,83,1,6,0,0,0,0,0,0,0.9333333333333333,
2021,15580,5,2308200,1.0,38.0,19,16,3,0,0,0,0,1,0,0.9210526315789473,
2021,15580,5,2308203,1.0,1.0,0,1,0,0,0,0,0,0,0,1.0,
2021,15580,5,2308206,1.0,5.0,1,4,0,0,0,0,0,0,0,1.0,
2021,15580,5,2308258,1.0,6.0,2,3,1,0,0,5,0,0,0,0.8333333333333334,0.0
2021,15580,5,2308259,1.0,0.0,0,0,0,0,0,0,0,0,0,,
2021,15580,5,2308261,1.0,1.0,1,0,0,0,0,0,0,0,0,1.0,
2021,15580,5,2308268,1.0,229.0,200,26,3,0,13,32,12,0,0,0.9868995633187773,0.375
2021,15580,5,2308269,1.0,125.0,35,82,8,0,0,0,0,1,0,0.936,
2021,15580,5,2308275,1.0,5.0,1,4,0,0,0,1,0,0,0,1.0,0.0
2021,15580,5,2308292,1.0,7.0,1,6,0,0,0,8,2,0,0,1.0,0.25
2021,15580,5,2308296,1.0,88.0,77,6,5,0,0,0,0,0,0,0.9431818181818182,
2021,15580,5,2308299,1.0,13.0,3,10,0,0,0,0,4,0,0,1.0,
2021,15580,5,2308300,1.0,31.0,29,1,1,0,0,0,0,0,0,0.967741935483871,
2021,15580,5,2308374,1.0,367.0,342,22,3,0,0,0,0,20,0,0.9918256130790191,
2021,15580,5,2308377,1.0,23.0,21,1,1,0,0,0,0,0,0,0.9565217391304348,
2021,15580,5,2308378,1.0,42.0,38,3,1,0,0,0,0,1,0,0.9761904761904762,
2021,15580,5,2496142,1.0,2.0,1,1,0,0,0,1,1,0,0,1.0,1.0
2021,15580,5,2496150,1.0,3.0,0,3,0,0,0,2,2,0,0,1.0,1.0
2021,15580,5,2496152,1.0,2.0,2,0,0,0,0,0,0,0,0,1.0,
