season,season_id,school_id,stats_player_seq,TC,PO,A,E,CI,PB,SBA,CSB,IDP,TP,FLD%,CS%
2021,15580,2,1749271,31.0,29,0,2,0,0,0,0,0,0,0.9354838709677419,
2021,15580,2,1997675,0.0,0,0,0,0,0,1,0,0,0,,0.0
2021,15580,2,1997699,109.0,99,6,4,0,0,0,0,0,0,0.963302752293578,
2021,15580,2,1997710,0.0,0,0,0,0,0,0,0,0,0,,
2021,15580,2,2117386,2.0,1,1,0,0,0,3,0,0,0,1.0,0.0
2021,15580,2,2133295,71.0,68,1,2,0,0,3,0,3,0,0.971830985915493,0.0
2021,15580,2,2133304,19.0,3,16,0,0,0,15,4,0,0,1.0,0.26666666666666666
2021,15580,2,2136723,20.0,4,16,0,0,0,8,3,2,0,1.0,0.375
2021,15580,2,2137687,428.0,369,48,11,0,7,65,12,3,0,0.9742990654205608,0.18461538461538463
2021,15580,2,2347955,84.0,22,57,5,0,0,0,0,5,0,0.9404761904761905,
2021,15580,2,2347956,10.0,1,9,0,0,0,5,3,0,0,1.0,0.6
2021,15580,2,2347958,0.0,0,0,0,0,0,3,0,0,0,,0.0
2021,15580,2,2347964,0.0,0,0,0,0,0,0,0,0,0,,
2021,15580,2,2347965,8.0,5,3,0,0,0,10,1,0,0,1.0,0.1
2021,15580,2,2347966,2.0,2,0,0,0,0,0,0,0,0,1.0,
2021,15580,2,2347967,64.0,23,35,6,0,0,0,0,7,0,0.90625,
2021,15580,2,2347968,1.0,1,0,0,0,0,0,0,0,0,1.0,
2021,15580,2,2347972,0.0,0,0,0,0,0,0,0,0,0,,
2021,15580,2,2347974,74.0,70,2,2,0,0,0,0,2,0,0.972972972972973,
2021,15580,2,2347976,12.0,1,11,0,0,0,14,4,0,0,1.0,0.2857142857142857
2021,15580,2,2347979,367.0,340,24,3,0,0,0,0,27,0,0.9918256130790191,
2021,15580,2,2347980,3.0,0,3,0,0,0,2,2,0,0,1.0,1.0
2021,15580,2,2347982,2.0,0,2,0,0,0,6,0,0,0,1.0,0.0
2021,15580,2,2347985,3.0,0,3,0,0,0,6,0,0,0,1.0,0.0
2021,15580,2,2347986,1.0,0,1,0,0,0,0,0,0,0,1.0,
2021,15580,2,2347987,18.0,7,11,0,0,0,0,0,2,0,1.0,
2021,15580,2,2349380,75.0,50,17,8,0,0,0,0,3,0,0.8933333333333333,
2021,15580,2,2494394,174.0,67,102,5,0,0,0,0,18,0,0.9712643678160919,
2021,15580,2,2494395,118.0,96,15,7,0,8,6,5,0,0,0.940677966101695,0.8333333333333334
2021,15580,2,2494396,227.0,73,142,12,0,0,0,0,25,0,0.947136563876652,
2021,15580,2,2494397,118.0,114,2,2,0,0,0,0,0,0,0.9830508474576272,
2021,15580,2,2494398,8.0,1,5,2,0,0,11,4,0,0,0.75,0.36363636363636365
2021,15580,2,2494946,3.0,1,1,1,0,0,0,1,0,0,0.6666666666666666,
2021,15580,2,2500832,0.0,0,0,0,0,0,2,1,0,0,,0.5
2021,15580,2,2531536,0.0,0,0,0,0,0,2,0,0,0,,0.0
2021,15580,3,1890343,127.0,47,69,11,0,0,0,0,14,0,0.9133858267716536,
2021,15580,3,1890347,0.0,0,0,0,0,0,4,1,0,0,,0.25
2021,15580,3,1890348,5.0,4,0,1,0,0,9,2,0,0,0.8,0.2222222222222222
2021,15580,3,1982964,16.0,7,7,2,0,0,11,2,2,0,0.875,0.18181818181818182
2021,15580,3,1982969,0.0,0,0,0,0,0,0,0,0,0,,
2021,15580,3,1982970,1.0,1,0,0,0,0,0,0,0,0,1.0,
2021,15580,3,1982973,0.0,0,0,0,0,0,0,0,0,0,,
2021,15580,3,1982975,8.0,3,5,0,0,0,9,3,0,0,1.0,0.3333333333333333
2021,15580,3,1982977,225.0,197,26,2,0,6,47,8,3,0,0.9911111111111112,0.1702127659574468
2021,15580,3,1982978,2.0,1,0,1,0,0,9,0,0,0,0.5,0.0
2021,15580,3,1982982,75.0,68,5,2,0,4,15,1,3,0,0.9733333333333334,0.06666666666666667
2021,15580,3,2112590,2.0,1,0,1,0,0,0,0,0,0,0.5,
2021,15580,3,2112592,73.0,68,4,1,0,0,0,0,0,0,0.9863013698630136,
2021,15580,3,2112593,2.0,1,1,0,0,0,0,0,1,0,1.0,
2021,15580,3,2112596,76.0,72,3,1,0,0,0,0,0,0,0.9868421052631579,
2021,15580,3,2112597,6.0,5,1,0,0,0,0,0,0,0,1.0,
2021,15580,3,2118791,1.0,1,0,0,0,0,1,1,0,0,1.0,1.0
2021,15580,3,2152442,3.0,1,2,0,0,0,2,0,0,0,1.0,0.0
2021,15580,3,2331350,0.0,0,0,0,0,0,0,0,0,0,,
2021,15580,3,2331352,6.0,2,1,3,0,0,0,0,0,0,0.5,
2021,15580,3,2331353,66.0,29,30,7,0,0,0,0,3,0,0.8939393939393939,
2021,15580,3,2331354,23.0,22,0,1,0,0,0,0,0,0,0.9565217391304348,
2021,15580,3,2331355,3.0,1,1,1,0,0,9,1,0,0,0.6666666666666666,0.1111111111111111
2021,15580,3,2331356,2.0,0,1,1,0,0,0,0,0,0,0.5,
