season,season_id,school_id,stats_player_seq,division,TC,PO,A,E,CI,PB,SBA,CSB,IDP,TP,FLD%,CS%
2018,12973,2,1659965,1.0,4.0,2,2,0,0,0,1,0,1,0,1.0,0.0
2018,12973,2,1767864,1.0,97.0,84,8,5,0,0,3,1,0,0,0.9484536082474226,0.3333333333333333
2018,12973,2,1767887,1.0,5.0,1,4,0,0,0,5,1,1,0,1.0,0.2
2018,12973,2,1767888,1.0,13.0,7,5,1,0,0,12,1,0,0,0.9230769230769231,0.08333333333333333
2018,12973,2,1884436,1.0,41.0,32,7,2,0,0,0,0,3,0,0.9512195121951219,
2018,12973,2,1884456,1.0,185.0,174,10,1,0,0,3,0,23,0,0.9945945945945946,0.0
2018,12973,2,1884461,1.0,199.0,180,17,2,0,9,37,7,0,0,0.9899497487437185,0.1891891891891892
2018,12973,2,1997672,1.0,1.0,0,1,0,0,0,2,0,0,0,1.0,0.0
2018,12973,2,1997673,1.0,129.0,122,4,3,0,0,0,0,0,0,0.9767441860465116,
2018,12973,2,1997674,1.0,8.0,8,0,0,0,0,5,0,0,0,1.0,0.0
2018,12973,2,1997675,1.0,146.0,44,91,11,0,0,0,0,22,0,0.9246575342465754,
2018,12973,2,1997676,1.0,0.0,0,0,0,0,0,1,0,0,0,,0.0
2018,12973,2,1997693,1.0,13.0,1,9,3,0,0,6,6,0,0,0.7692307692307693,1.0
2018,12973,2,1997694,1.0,13.0,3,10,0,0,0,8,0,1,0,1.0,0.0
2018,12973,2,1997695,1.0,4.0,3,1,0,0,0,1,0,0,0,1.0,0.0
2018,12973,2,1997696,1.0,13.0,6,6,1,0,0,0,0,0,0,0.9230769230769231,
2018,12973,2,1997697,1.0,374.0,344,28,2,0,0,0,0,27,0,0.9946524064171123,
2018,12973,2,1997698,1.0,214.0,81,126,7,0,0,0,0,34,0,0.9672897196261683,
2018,12973,2,1997699,1.0,52.0,46,3,3,0,0,0,0,0,0,0.9423076923076923,
2018,12973,2,1997700,1.0,11.0,4,7,0,0,0,9,1,0,0,1.0,0.1111111111111111
2018,12973,2,1997701,1.0,34.0,31,0,3,0,0,0,0,0,0,0.9117647058823529,
2018,12973,2,1997702,1.0,21.0,5,16,0,0,0,8,3,0,0,1.0,0.375
2018,12973,2,1997703,1.0,0.0,0,0,0,0,0,0,0,0,0,,
2018,12973,2,1997704,1.0,123.0,107,13,3,0,8,39,6,0,0,0.975609756097561,0.15384615384615385
2018,12973,2,1997705,1.0,60.0,57,2,1,0,4,10,1,1,0,0.9833333333333333,0.1
2018,12973,2,1997706,1.0,13.0,3,10,0,0,0,18,6,0,0,1.0,0.3333333333333333
2018,12973,2,1997707,1.0,1.0,0,1,0,0,0,2,0,1,0,1.0,0.0
2018,12973,2,1997708,1.0,29.0,3,17,9,0,0,0,0,2,0,0.6896551724137931,
2018,12973,2,1997709,1.0,158.0,48,108,2,0,0,0,0,25,0,0.9873417721518988,
2018,12973,2,1997710,1.0,124.0,28,80,16,0,0,0,0,6,0,0.8709677419354839,
2018,12973,2,2005161,1.0,13.0,5,8,0,0,0,12,0,1,0,1.0,0.0
2018,12973,4,1663963,3.0,377.0,342,28,7,0,15,41,8,3,0,0.9814323607427056,0.1951219512195122
2018,12973,4,1664109,3.0,21.0,3,17,1,0,0,5,0,1,0,0.9523809523809523,0.0
2018,12973,4,1777568,3.0,11.0,5,5,1,0,0,0,0,1,0,0.9090909090909091,
2018,12973,4,1777569,3.0,2.0,2,0,0,0,0,0,0,0,0,1.0,
2018,12973,4,1777571,3.0,88.0,29,48,11,0,0,0,0,5,0,0.875,
2018,12973,4,1777574,3.0,0.0,0,0,0,0,0,0,0,0,0,,
2018,12973,4,1777575,3.0,1.0,0,1,0,0,0,2,0,0,0,1.0,0.0
2018,12973,4,1777576,3.0,181.0,61,102,18,0,0,0,0,13,0,0.9005524861878453,
2018,12973,4,1783574,3.0,2.0,0,0,2,0,0,3,2,0,0,0.0,0.6666666666666666
2018,12973,4,1891427,3.0,342.0,318,21,3,0,0,0,0,25,0,0.9912280701754386,
2018,12973,4,1891428,3.0,1.0,1,0,0,0,0,1,0,0,0,1.0,0.0
2018,12973,4,1891431,3.0,22.0,7,10,5,0,0,8,3,0,0,0.7727272727272727,0.375
2018,12973,4,1891432,3.0,75.0,68,4,3,0,0,0,0,0,0,0.96,
2018,12973,4,1891434,3.0,1.0,0,0,1,0,0,0,0,0,0,0.0,
2018,12973,4,1891438,3.0,83.0,80,1,2,0,0,0,0,1,0,0.9759036144578314,
2018,12973,4,1891440,3.0,54.0,15,31,8,0,0,0,0,3,0,0.8518518518518519,
2018,12973,4,1891441,3.0,9.0,2,7,0,0,0,2,2,0,0,1.0,1.0
2018,12973,4,1896506,3.0,3.0,0,2,1,0,0,5,1,0,0,0.6666666666666666,0.2
2018,12973,4,2003420,3.0,0.0,0,0,0,0,0,0,0,0,0,,
2018,12973,4,2003421,3.0,29.0,26,3,0,0,0,4,2,0,0,1.0,0.5
2018,12973,4,2003422,3.0,2.0,2,0,0,0,0,2,0,0,0,1.0,0.0
2018,12973,4,2003424,3.0,0.0,0,0,0,0,0,0,0,0,0,,
2018,12973,4,2003445,3.0,0.0,0,0,0,0,0,0,0,0,0,,
2018,12973,4,2003446,3.0,2.0,1,1,0,0,0,1,0,0,0,1.0,0.0
2018,12973,4,2003448,3.0,0.0,0,0,0,0,0,0,0,0,0,,
2018,12973,4,2003452,3.0,0.0,0,0,0,0,0,0,0,0,0,,
2018,12973,4,2003457,3.0,0.0,0,0,0,0,0,0,0,0,0,,
2018,12973,4,2003459,3.0,61.0,22,34,5,0,0,0,0,5,0,0.9180327868852459,
2018,12973,4,2003461,3.0,8.0,6,1,1,0,0,0,0,0,0,0.875,
2018,12973,4,2003469,3.0,12.0,11,1,0,0,0,0,0,1,0,1.0,
2018,12973,4,2003475,3.0,0.0,0,0,0,0,0,0,0,0,0,,
2018,12973,4,2003477,3.0,0.0,0,0,0,0,0,1,0,0,0,,0.0
2018,12973,4,2003479,3.0,12.0,3,8,1,0,0,10,2,0,0,0.9166666666666666,0.2
2018,12973,6,1661679,1.0,3.0,0,3,0,0,0,2,0,0,0,1.0,0.0
2018,12973,6,1773864,1.0,127.0,118,8,1,0,0,0,0,0,0,0.9921259842519685,
2018,12973,6,1773865,1.0,217.0,64,139,14,0,0,0,1,21,0,0.9354838709677419,
2018,12973,6,1773880,1.0,8.0,3,4,1,0,0,15,1,0,0,0.875,0.06666666666666667
2018,12973,6,1879677,1.0,6.0,2,3,1,0,0,5,2,0,0,0.8333333333333334,0.4
2018,12973,6,1879678,1.0,51.0,47,0,4,0,0,0,0,0,0,0.9215686274509803,
2018,12973,6,1879680,1.0,0.0,0,0,0,0,0,0,1,0,0,,
2018,12973,6,1879683,1.0,278.0,260,15,3,0,0,0,0,27,0,0.9892086330935251,
2018,12973,6,1879684,1.0,100.0,78,17,5,0,4,25,6,1,0,0.95,0.24
2018,12973,6,1879692,1.0,119.0,98,15,6,0,0,0,1,0,0,0.9495798319327731,
2018,12973,6,1879693,1.0,209.0,173,27,9,0,5,53,17,1,0,0.9569377990430622,0.32075471698113206
2018,12973,6,1879694,1.0,4.0,0,3,1,0,0,11,0,0,0,0.75,0.0
2018,12973,6,1879695,1.0,14.0,3,8,3,0,0,9,5,0,0,0.7857142857142857,0.5555555555555556
2018,12973,6,1879696,1.0,51.0,47,2,2,0,0,0,0,0,0,0.9607843137254902,
2018,12973,6,1879697,1.0,0.0,0,0,0,0,0,0,1,0,0,,
2018,12973,6,1998502,1.0,17.0,5,12,0,0,0,10,7,0,0,1.0,0.7
2018,12973,6,1998503,1.0,24.0,7,14,3,0,0,1,1,1,0,0.875,1.0
2018,12973,6,1998504,1.0,74.0,39,25,10,0,0,0,0,6,0,0.8648648648648649,
2018,12973,6,1998507,1.0,7.0,1,6,0,0,0,8,3,0,0,1.0,0.375
2018,12973,6,1998508,1.0,0.0,0,0,0,0,0,4,0,0,0,,0.0
2018,12973,6,1998509,1.0,6.0,4,2,0,0,0,3,0,0,0,1.0,0.0
2018,12973,6,1998510,1.0,1.0,0,1,0,0,0,3,0,0,0,1.0,0.0
2018,12973,6,1998513,1.0,59.0,18,33,8,0,0,0,0,3,0,0.864406779661017,
2018,12973,6,1998514,1.0,225.0,109,105,11,0,0,0,0,29,0,0.9511111111111111,
2018,12973,6,1998525,1.0,80.0,78,1,1,0,0,0,0,1,0,0.9875,
2018,12973,6,1998526,1.0,12.0,1,9,2,0,0,7,2,0,0,0.8333333333333334,0.2857142857142857
2018,12973,6,1998527,1.0,73.0,66,6,1,0,0,0,0,5,0,0.9863013698630136,
2018,12973,6,1998528,1.0,9.0,1,5,3,0,0,0,0,1,0,0.6666666666666666,
2018,12973,6,1998532,1.0,14.0,12,2,0,0,0,0,0,0,0,1.0,
2018,12973,7,1661680,1.0,427.0,375,43,9,0,6,61,13,1,0,0.9789227166276346,0.21311475409836064
2018,12973,7,1661684,1.0,120.0,115,4,1,0,0,0,0,0,0,0.9916666666666667,
2018,12973,7,1661687,1.0,158.0,38,107,13,0,0,0,0,5,0,0.9177215189873418,
2018,12973,7,1661689,1.0,102.0,57,32,13,0,0,0,0,9,0,0.8725490196078431,
2018,12973,7,1661690,1.0,250.0,230,18,2,0,0,0,0,20,0,0.992,
2018,12973,7,1661692,1.0,16.0,1,15,0,0,0,9,1,0,0,1.0,0.1111111111111111
2018,12973,7,1761907,1.0,42.0,17,17,8,0,0,0,0,0,0,0.8095238095238095,
2018,12973,7,1761913,1.0,5.0,2,2,1,0,0,8,0,0,0,0.8,0.0
2018,12973,7,1761915,1.0,2.0,2,0,0,0,0,0,0,0,0,1.0,
2018,12973,7,1761919,1.0,42.0,39,1,2,0,0,0,0,0,0,0.9523809523809523,
2018,12973,7,1879495,1.0,54.0,48,3,3,0,0,0,0,0,0,0.9444444444444444,
2018,12973,7,1879496,1.0,44.0,22,14,8,0,0,0,0,2,0,0.8181818181818182,
2018,12973,7,1879497,1.0,13.0,1,11,1,0,0,7,2,0,0,0.9230769230769231,0.2857142857142857
2018,12973,7,1879498,1.0,6.0,6,0,0,0,0,0,0,0,0,1.0,
2018,12973,7,1996842,1.0,198.0,100,91,7,0,0,0,0,15,0,0.9646464646464646,
2018,12973,7,1996843,1.0,54.0,49,3,2,0,1,8,1,0,0,0.9629629629629629,0.125
2018,12973,7,1996844,1.0,0.0,0,0,0,0,0,0,0,0,0,,
2018,12973,7,1996865,1.0,8.0,2,6,0,0,0,5,2,0,0,1.0,0.4
2018,12973,7,1996866,1.0,226.0,213,8,5,0,0,0,0,9,0,0.9778761061946902,
2018,12973,7,1996868,1.0,10.0,8,1,1,0,0,0,0,0,0,0.9,
2018,12973,7,1996885,1.0,199.0,56,129,14,0,0,0,0,15,0,0.9296482412060302,
2018,12973,7,1996886,1.0,5.0,2,3,0,0,0,3,0,0,0,1.0,0.0
2018,12973,7,1996887,1.0,9.0,3,5,1,0,0,7,2,0,0,0.8888888888888888,0.2857142857142857
2018,12973,7,1996890,1.0,8.0,2,6,0,0,0,2,1,0,0,1.0,0.5
2018,12973,8,1527448,1.0,5.0,2,3,0,0,0,3,1,0,0,1.0,0.3333333333333333
2018,12973,8,1655473,1.0,253.0,96,148,9,0,0,0,0,31,0,0.9644268774703557,
2018,12973,8,1655478,1.0,77.0,71,6,0,0,0,0,0,5,0,1.0,
2018,12973,8,1655482,1.0,18.0,5,10,3,0,0,0,0,1,0,0.8333333333333334,
2018,12973,8,1655483,1.0,16.0,3,11,2,0,0,2,3,1,0,0.875,1.5
2018,12973,8,1772294,1.0,9.0,1,8,0,0,0,2,0,0,0,1.0,0.0
2018,12973,8,1772375,1.0,161.0,49,106,6,0,0,0,0,12,0,0.9627329192546584,
2018,12973,8,1772376,1.0,5.0,0,4,1,0,0,3,1,0,0,0.8,0.3333333333333333
2018,12973,8,1772378,1.0,108.0,103,3,2,0,0,0,0,0,0,0.9814814814814815,
2018,12973,8,1774383,1.0,6.0,1,3,2,0,0,6,1,0,0,0.6666666666666666,0.16666666666666666
2018,12973,8,1774386,1.0,17.0,8,9,0,0,0,1,2,0,0,1.0,2.0
2018,12973,8,1774388,1.0,75.0,70,2,3,0,0,0,0,0,0,0.96,
2018,12973,8,1774391,1.0,0.0,0,0,0,0,0,0,0,0,0,,
2018,12973,8,1871413,1.0,290.0,269,19,2,0,0,0,0,30,0,0.993103448275862,
2018,12973,8,1871419,1.0,20.0,17,3,0,0,1,2,0,0,0,1.0,0.0
2018,12973,8,1871423,1.0,64.0,63,1,0,0,0,0,0,0,0,1.0,
2018,12973,8,1871437,1.0,0.0,0,0,0,0,0,0,0,0,0,,
2018,12973,8,1871445,1.0,8.0,0,8,0,0,0,3,3,0,0,1.0,1.0
2018,12973,8,1871446,1.0,7.0,6,1,0,0,0,0,0,0,0,1.0,
2018,12973,8,1871448,1.0,148.0,133,11,4,0,0,0,0,8,0,0.972972972972973,
2018,12973,8,1982442,1.0,122.0,115,3,4,0,0,0,0,0,0,0.9672131147540983,
2018,12973,8,1982443,1.0,3.0,1,1,1,0,0,3,1,0,0,0.6666666666666666,0.3333333333333333
2018,12973,8,1982450,1.0,9.0,0,8,1,0,0,3,0,1,0,0.8888888888888888,0.0
