season,season_id,school_id,stats_player_seq,TC,PO,A,E,CI,PB,SBA,CSB,IDP,TP,FLD%,CS%
2017,12560,3,1537972,74.0,151,66,11,0,0,0,0,18,0,0.9517543859649122,
2017,12560,3,1537987,0.0,2,2,0,0,0,1,1,0,0,1.0,1.0
2017,12560,3,1537989,57.0,61,2,2,0,0,0,0,0,0,0.9692307692307692,
2017,12560,3,1537990,0.0,2,2,0,0,0,1,0,0,0,1.0,0.0
2017,12560,3,1537991,7.0,17,8,2,0,0,5,0,1,0,0.9259259259259259,0.0
2017,12560,3,1537992,72.0,226,146,8,0,0,0,0,26,0,0.9789473684210527,
2017,12560,3,1537995,277.0,299,19,3,0,0,0,0,28,0,0.9906542056074766,
2017,12560,3,1653690,216.0,244,23,5,1,6,19,11,1,0,0.9816176470588235,0.5789473684210527
2017,12560,3,1653697,59.0,168,98,11,0,0,0,0,19,0,0.9602888086642599,
2017,12560,3,1653698,45.0,50,4,1,0,0,4,2,1,0,0.9818181818181818,0.5
2017,12560,3,1653701,1.0,3,2,0,0,0,1,1,0,0,1.0,1.0
2017,12560,3,1653702,0.0,0,0,0,0,0,0,0,0,0,,
2017,12560,3,1653703,0.0,9,8,1,0,0,3,1,0,0,0.9444444444444444,0.3333333333333333
2017,12560,3,1653705,64.0,71,7,0,0,1,12,1,0,0,1.0,0.08333333333333333
2017,12560,3,1771379,71.0,75,3,1,0,0,0,0,1,0,0.9873417721518988,
2017,12560,3,1771380,34.0,36,2,0,0,0,0,0,0,0,1.0,
2017,12560,3,1771381,18.0,56,36,2,0,0,0,0,6,0,0.9787234042553191,
2017,12560,3,1771383,15.0,15,0,0,0,0,1,0,0,0,1.0,0.0
2017,12560,3,1771384,6.0,12,5,1,0,0,2,4,0,0,0.9444444444444444,2.0
2017,12560,3,1771385,0.0,3,3,0,0,0,3,0,0,0,1.0,0.0
2017,12560,3,1771386,2.0,22,20,0,0,0,5,3,0,0,1.0,0.6
2017,12560,3,1771389,1.0,4,3,0,0,0,3,1,0,0,1.0,0.3333333333333333
2017,12560,3,1771390,0.0,3,2,1,0,0,2,1,1,0,0.8333333333333334,0.5
2017,12560,3,1771391,117.0,124,7,0,0,0,0,0,12,0,1.0,
2017,12560,3,1771392,53.0,56,1,2,0,0,0,0,0,0,0.9661016949152542,
2017,12560,3,1771393,7.0,7,0,0,0,0,0,0,0,0,1.0,
2017,12560,3,1777794,2.0,6,2,2,0,0,3,4,0,0,0.8,1.3333333333333333
2017,12560,3,1779110,4.0,9,3,2,0,0,0,0,2,0,0.8571428571428571,
2017,12560,3,1890335,0.0,0,0,0,0,0,0,0,0,0,,
2017,12560,3,1890341,12.0,12,0,0,0,0,0,0,0,0,1.0,
2017,12560,3,1890342,0.0,2,2,0,0,0,0,0,0,0,1.0,
2017,12560,3,1890343,9.0,30,20,1,0,0,0,0,2,0,0.9803921568627451,
2017,12560,3,1890345,0.0,1,1,0,0,0,0,0,0,0,1.0,
2017,12560,3,1890346,1.0,3,1,1,0,0,6,0,0,0,0.8,0.0
2017,12560,3,1890347,1.0,7,5,1,0,0,1,2,0,0,0.9230769230769231,2.0
2017,12560,3,1890348,0.0,0,0,0,0,0,0,1,0,0,,
2017,12560,3,1890349,0.0,2,2,0,0,0,0,0,0,0,1.0,
2017,12560,4,1556318,75.0,252,166,11,0,0,0,0,41,0,0.9743589743589743,
2017,12560,4,1557011,95.0,98,2,1,0,0,0,0,0,0,0.9900990099009901,
2017,12560,4,1557012,3.0,4,1,0,0,0,0,0,0,0,1.0,
2017,12560,4,1558661,0.0,5,5,0,0,0,0,0,1,0,1.0,
2017,12560,4,1559643,41.0,49,7,1,0,1,14,1,1,0,0.9824561403508771,0.07142857142857142
2017,12560,4,1663960,4.0,4,0,0,0,0,0,0,0,0,1.0,
2017,12560,4,1663962,70.0,88,13,5,0,0,0,0,6,0,0.9528301886792453,
2017,12560,4,1663963,265.0,294,27,2,0,4,26,7,0,0,0.9938080495356038,0.2692307692307692
2017,12560,4,1663964,0.0,4,4,0,0,0,4,1,0,0,1.0,0.25
2017,12560,4,1664109,6.0,14,8,0,0,0,10,2,0,0,1.0,0.2
2017,12560,4,1668514,0.0,5,5,0,0,0,2,0,0,0,1.0,0.0
2017,12560,4,1668519,0.0,0,0,0,0,0,0,0,0,0,,
2017,12560,4,1671139,86.0,205,118,1,0,0,0,0,31,0,0.9969135802469136,
2017,12560,4,1777568,7.0,7,0,0,0,0,0,0,0,0,1.0,
