season,season_id,school_id,stats_player_seq,TC,PO,A,E,CI,PB,SBA,CSB,IDP,TP,FLD%,CS%
2016,12360,4,1663963,0.0,105,18,1,0,3,19,5,0,0,0.9919354838709677,0.2631578947368421
2016,12360,4,1663964,0.0,2,3,1,0,0,4,0,0,0,0.8333333333333334,0.0
2016,12360,4,1664109,0.0,4,10,0,0,0,3,3,2,0,1.0,1.0
2016,12360,4,1668508,0.0,1,0,0,0,0,0,0,0,0,1.0,
2016,12360,4,1668509,0.0,1,0,0,0,0,0,0,0,0,1.0,
2016,12360,4,1668513,0.0,0,0,0,0,0,0,0,0,0,,
2016,12360,4,1668514,0.0,0,1,0,0,0,0,1,0,0,1.0,
2016,12360,4,1668515,0.0,0,3,0,0,0,0,0,0,0,1.0,
2016,12360,4,1668519,0.0,1,3,0,0,0,0,0,0,0,1.0,
2016,12360,4,1671139,0.0,81,93,12,0,0,0,0,17,0,0.9354838709677419,
2016,12360,4,1777568,0.0,3,2,1,0,0,0,0,1,0,0.8333333333333334,
2016,12360,4,1777570,0.0,3,1,0,0,0,2,0,0,0,1.0,0.0
2016,12360,4,1777571,0.0,1,0,0,0,0,0,0,0,0,1.0,
2016,12360,4,1777572,0.0,1,3,0,0,0,2,1,0,0,1.0,0.5
2016,12360,4,1777574,0.0,0,0,0,0,0,0,0,0,0,,
2016,12360,4,1777575,0.0,2,0,0,0,0,0,0,0,0,1.0,
2016,12360,4,1777576,0.0,2,2,1,0,0,0,0,0,0,0.8,
2016,12360,4,1777577,0.0,5,0,0,0,0,0,0,0,0,1.0,
2016,12360,4,1777578,0.0,0,2,0,0,0,4,0,0,0,1.0,0.0
2016,12360,4,1780076,0.0,1,4,0,0,0,1,4,1,0,1.0,4.0
2016,12360,4,1783013,0.0,2,0,0,0,0,0,0,0,0,1.0,
2016,12360,4,1783014,0.0,1,1,0,0,0,1,1,0,0,1.0,1.0
2016,12360,4,1783574,0.0,0,1,0,0,0,0,0,0,0,1.0,
2016,12360,4,1783575,0.0,0,0,0,0,0,0,0,0,0,,
2016,12360,4,1783576,0.0,0,0,0,0,0,0,0,0,0,,
2016,12360,4,1783582,0.0,0,1,0,0,0,0,0,0,0,1.0,
2016,12360,6,1322592,0.0,3,3,0,0,0,11,0,0,0,1.0,0.0
2016,12360,6,1440361,0.0,1,9,1,0,0,5,5,0,0,0.9090909090909091,1.0
2016,12360,6,1440371,0.0,76,50,10,0,0,0,0,11,0,0.9264705882352942,
2016,12360,6,1548780,0.0,27,33,5,0,0,0,0,11,0,0.9230769230769231,
2016,12360,6,1548782,0.0,183,7,3,0,0,0,0,21,0,0.9844559585492227,
2016,12360,6,1661668,0.0,147,11,3,0,6,9,0,16,0,0.9813664596273292,0.0
2016,12360,6,1661669,0.0,4,8,3,0,0,24,4,0,0,0.8,0.16666666666666666
2016,12360,6,1661670,0.0,2,16,2,0,0,27,3,2,0,0.9,0.1111111111111111
2016,12360,6,1661679,0.0,36,14,2,0,0,3,1,7,0,0.9615384615384616,0.3333333333333333
2016,12360,6,1773864,0.0,68,5,4,0,0,0,0,1,0,0.948051948051948,
2016,12360,6,1773865,0.0,90,141,13,0,0,0,0,37,0,0.9467213114754098,
2016,12360,6,1773866,0.0,200,15,1,0,14,59,9,0,0,0.9953703703703703,0.15254237288135594
2016,12360,6,1773867,0.0,82,115,15,0,0,0,0,34,0,0.9292452830188679,
2016,12360,6,1773868,0.0,18,2,2,0,0,0,0,0,0,0.9090909090909091,
2016,12360,6,1773869,0.0,10,21,9,0,0,0,0,1,0,0.775,
2016,12360,6,1773870,0.0,89,5,6,0,0,0,0,0,0,0.94,
2016,12360,6,1773871,0.0,0,1,0,0,0,0,0,0,0,1.0,
2016,12360,6,1773872,0.0,0,0,0,0,0,4,0,0,0,,0.0
2016,12360,6,1773873,0.0,6,0,1,0,0,0,0,0,0,0.8571428571428571,
2016,12360,6,1773874,0.0,13,21,6,0,0,0,0,8,0,0.85,
2016,12360,6,1773875,0.0,40,0,2,0,0,0,0,0,0,0.9523809523809523,
2016,12360,6,1773877,0.0,99,6,0,0,0,0,0,0,0,1.0,
2016,12360,6,1773878,0.0,0,0,0,0,0,0,0,0,0,,
2016,12360,6,1773879,0.0,27,2,4,0,0,0,0,0,0,0.8787878787878788,
2016,12360,6,1773880,0.0,0,0,0,0,0,0,0,0,0,,
2016,12360,6,1773881,0.0,0,1,1,0,0,6,0,0,0,0.5,0.0
2016,12360,6,1773882,0.0,2,24,3,0,0,8,7,3,0,0.896551724137931,0.875
2016,12360,6,1773883,0.0,0,2,0,0,0,7,0,0,0,1.0,0.0
2016,12360,6,1773884,0.0,1,6,1,0,0,10,2,0,0,0.875,0.2
2016,12360,6,1777793,0.0,161,14,6,0,18,37,5,0,0,0.9668508287292817,0.13513513513513514
2016,12360,7,1316333,0.0,0,2,0,0,0,2,0,0,0,1.0,0.0
2016,12360,7,1430238,0.0,2,18,3,0,0,3,3,0,0,0.8695652173913043,1.0
2016,12360,7,1430239,0.0,1,16,0,0,0,8,6,0,0,1.0,0.75
2016,12360,7,1430240,0.0,2,7,0,0,0,6,2,0,0,1.0,0.3333333333333333
2016,12360,7,1430243,0.0,0,0,0,0,0,0,0,0,0,,
2016,12360,7,1430277,0.0,0,0,0,0,0,0,0,0,0,,
2016,12360,7,1430278,0.0,69,2,0,0,0,0,0,1,0,1.0,
2016,12360,7,1536243,0.0,0,2,1,0,0,4,0,0,0,0.6666666666666666,0.0
2016,12360,7,1536244,0.0,0,5,0,0,0,5,0,0,0,1.0,0.0
2016,12360,7,1661680,0.0,326,21,3,0,13,31,9,2,0,0.9914285714285714,0.2903225806451613
2016,12360,7,1661681,0.0,0,0,0,0,0,1,0,0,0,,0.0
2016,12360,7,1661682,0.0,341,29,5,0,2,18,6,16,0,0.9866666666666667,0.3333333333333333
2016,12360,7,1661684,0.0,6,0,0,0,0,0,0,0,0,1.0,
2016,12360,7,1661687,0.0,56,85,13,0,0,0,0,6,0,0.9155844155844156,
2016,12360,7,1661688,0.0,3,2,0,0,0,9,3,1,0,1.0,0.3333333333333333
2016,12360,7,1661689,0.0,137,11,3,0,0,0,0,9,0,0.9801324503311258,
2016,12360,7,1661690,0.0,157,3,2,0,0,0,0,7,0,0.9876543209876543,
2016,12360,7,1661692,0.0,0,1,0,0,0,2,0,0,0,1.0,0.0
2016,12360,7,1661694,0.0,0,3,0,0,0,3,0,1,0,1.0,0.0
2016,12360,7,1761903,0.0,0,0,0,0,0,0,0,0,0,,
2016,12360,7,1761904,0.0,115,6,2,0,0,0,0,0,0,0.983739837398374,
2016,12360,7,1761906,0.0,4,8,1,0,0,3,0,0,0,0.9230769230769231,0.0
2016,12360,7,1761907,0.0,66,104,17,0,0,0,0,20,0,0.9090909090909091,
2016,12360,7,1761908,0.0,72,122,19,0,0,0,0,19,0,0.9107981220657277,
2016,12360,7,1761909,0.0,1,0,0,0,0,0,0,0,0,1.0,
2016,12360,7,1761910,0.0,4,17,2,0,0,0,1,2,0,0.9130434782608695,
2016,12360,7,1761911,0.0,0,0,0,0,0,0,0,0,0,,
2016,12360,7,1761912,0.0,0,1,0,0,0,1,0,0,0,1.0,0.0
2016,12360,7,1761913,0.0,0,0,0,0,0,2,1,0,0,,0.5
2016,12360,7,1761915,0.0,0,0,0,0,0,0,0,0,0,,
2016,12360,7,1761916,0.0,1,0,1,0,0,0,0,0,0,0.5,
2016,12360,7,1761917,0.0,0,0,0,0,0,0,0,0,0,,
2016,12360,7,1761919,0.0,20,0,0,0,0,0,0,0,0,1.0,
2016,12360,8,1314568,0.0,0,1,0,0,0,4,0,0,0,1.0,0.0
2016,12360,8,1314579,0.0,1,4,1,0,0,1,1,0,0,0.8333333333333334,1.0
2016,12360,8,1314590,0.0,6,1,0,0,0,0,0,0,0,1.0,
2016,12360,8,1416284,0.0,241,76,11,0,0,0,0,22,0,0.9664634146341463,
2016,12360,8,1416286,0.0,44,100,12,0,0,0,0,18,0,0.9230769230769231,
2016,12360,8,1416287,0.0,0,0,0,0,0,2,0,0,0,,0.0
2016,12360,8,1416288,0.0,117,2,0,0,0,0,0,1,0,1.0,
2016,12360,8,1416289,0.0,1,0,0,0,0,3,3,0,0,1.0,1.0
2016,12360,8,1416305,0.0,38,3,0,0,0,0,0,0,0,1.0,
2016,12360,8,1422109,0.0,0,4,0,0,0,4,1,0,0,1.0,0.25
2016,12360,8,1527435,0.0,5,11,1,0,0,6,5,0,0,0.9411764705882353,0.8333333333333334
2016,12360,8,1527436,0.0,64,1,4,0,0,0,0,0,0,0.9420289855072463,
2016,12360,8,1527437,0.0,343,48,1,0,6,29,16,3,0,0.9974489795918368,0.5517241379310345
2016,12360,8,1527438,0.0,2,9,2,0,0,3,1,0,0,0.8461538461538461,0.3333333333333333
2016,12360,8,1527447,0.0,1,1,0,0,0,1,0,0,0,1.0,0.0
2016,12360,8,1527448,0.0,0,0,0,0,0,0,0,0,0,,
2016,12360,8,1655473,0.0,36,90,10,0,0,0,0,14,0,0.9264705882352942,
2016,12360,8,1655476,0.0,1,1,0,0,0,0,0,0,0,1.0,
2016,12360,8,1655478,0.0,314,15,1,0,0,0,0,27,0,0.996969696969697,
2016,12360,8,1655480,0.0,1,0,0,0,0,0,0,0,0,1.0,
2016,12360,8,1655481,0.0,0,3,0,0,0,0,0,0,0,1.0,
2016,12360,8,1655482,0.0,8,33,3,0,0,0,0,2,0,0.9318181818181818,
2016,12360,8,1655483,0.0,3,7,0,0,0,6,3,1,0,1.0,0.5
2016,12360,8,1772294,0.0,1,5,1,0,0,1,2,0,0,0.8571428571428571,2.0
2016,12360,8,1772362,0.0,11,4,3,0,0,0,0,0,0,0.8333333333333334,
2016,12360,8,1772364,0.0,0,0,0,0,0,0,0,0,0,,
2016,12360,8,1772375,0.0,118,161,7,0,0,0,0,37,0,0.9755244755244755,
2016,12360,8,1772376,0.0,0,0,0,0,0,0,0,0,0,,
2016,12360,8,1772378,0.0,89,9,3,0,0,0,0,3,0,0.9702970297029703,
2016,12360,8,1774383,0.0,2,4,0,0,0,6,0,0,0,1.0,0.0
2016,12360,8,1774385,0.0,60,7,2,0,2,7,3,0,0,0.9710144927536232,0.42857142857142855
2016,12360,8,1774386,0.0,1,4,1,0,0,0,0,0,0,0.8333333333333334,
2016,12360,8,1774387,0.0,4,7,0,0,0,0,5,1,0,1.0,
2016,12360,8,1774388,0.0,30,3,5,0,0,0,0,0,0,0.868421052631579,
2016,12360,8,1774391,0.0,1,4,0,0,0,0,0,0,0,1.0,
2016,12360,8,1774392,0.0,0,0,0,0,0,0,0,0,0,,
2016,12360,9,1313631,0.0,127,2,2,0,0,0,0,0,0,0.9847328244274809,
2016,12360,9,1313632,0.0,6,3,3,0,0,4,1,0,0,0.75,0.25
2016,12360,9,1428407,0.0,3,1,0,0,0,0,0,0,0,1.0,
2016,12360,9,1428408,0.0,0,0,0,0,0,0,0,0,0,,
2016,12360,9,1428415,0.0,3,17,1,0,0,2,4,1,0,0.9523809523809523,2.0
2016,12360,9,1428416,0.0,129,10,4,0,0,0,0,12,0,0.972027972027972,
2016,12360,9,1533378,0.0,291,35,5,0,3,30,12,3,0,0.9848942598187311,0.4
2016,12360,9,1533379,0.0,51,125,11,0,0,0,0,18,0,0.9411764705882353,
2016,12360,9,1533380,0.0,84,127,11,0,0,0,0,27,0,0.9504504504504504,
2016,12360,9,1533383,0.0,69,55,8,0,0,10,3,4,0,0.9393939393939394,0.3
2016,12360,9,1533385,0.0,2,6,0,0,0,1,0,0,0,1.0,0.0
2016,12360,9,1533388,0.0,1,2,0,0,0,4,0,0,0,1.0,0.0
2016,12360,9,1643213,0.0,42,56,4,0,0,0,0,11,0,0.9607843137254902,
2016,12360,9,1643214,0.0,0,0,0,0,0,0,0,0,0,,
2016,12360,9,1643215,0.0,2,4,1,0,0,5,0,0,0,0.8571428571428571,0.0
2016,12360,9,1643218,0.0,139,0,1,0,0,0,0,0,0,0.9928571428571429,
2016,12360,9,1643219,0.0,3,5,3,0,0,14,5,0,0,0.7272727272727273,0.35714285714285715
2016,12360,9,1769018,0.0,5,17,0,0,0,6,1,2,0,1.0,0.16666666666666666
2016,12360,9,1769019,0.0,329,59,9,0,0,0,0,35,0,0.9773299748110831,
2016,12360,9,1769020,0.0,0,0,0,0,0,0,0,0,0,,
2016,12360,9,1769021,0.0,4,11,1,0,0,0,3,1,0,0.9375,
2016,12360,9,1769022,0.0,0,0,0,0,0,0,0,0,0,,
2016,12360,9,1769023,0.0,15,0,1,0,0,0,0,0,0,0.9375,
2016,12360,9,1769024,0.0,15,0,1,0,0,0,0,0,0,0.9375,
2016,12360,9,1769025,0.0,0,2,0,0,0,2,0,0,0,1.0,0.0
2016,12360,9,1769027,0.0,7,3,0,0,0,0,0,2,0,1.0,
2016,12360,9,1769052,0.0,92,3,1,0,0,0,0,0,0,0.9895833333333334,
2016,12360,9,1769053,0.0,3,3,0,0,0,1,3,0,0,1.0,3.0
2016,12360,9,1769054,0.0,0,0,0,0,0,1,0,0,0,,0.0
2016,12360,10,1303201,0.0,6,5,0,0,0,5,1,0,0,1.0,0.2
2016,12360,10,1303202,0.0,0,0,0,0,0,1,0,0,0,,0.0
2016,12360,10,1422621,0.0,0,1,0,0,0,0,0,0,0,1.0,
2016,12360,10,1422622,0.0,21,1,0,0,0,2,0,0,0,1.0,0.0
2016,12360,10,1422631,0.0,70,4,0,0,0,0,0,0,0,1.0,
2016,12360,10,1422636,0.0,1,1,0,0,0,1,0,0,0,1.0,0.0
2016,12360,10,1538057,0.0,203,17,5,0,9,30,9,0,0,0.9777777777777777,0.3
2016,12360,10,1538063,0.0,0,0,0,0,0,0,0,0,0,,
2016,12360,10,1538067,0.0,335,19,8,0,0,0,0,32,0,0.9779005524861878,
2016,12360,10,1638296,0.0,1,2,0,0,0,0,0,0,0,1.0,
2016,12360,10,1638297,0.0,85,81,4,0,0,0,0,18,0,0.9764705882352941,
2016,12360,10,1638298,0.0,95,2,2,0,0,0,0,0,0,0.9797979797979798,
2016,12360,10,1638304,0.0,0,0,0,0,0,1,0,0,0,,0.0
2016,12360,10,1638305,0.0,3,9,1,0,0,8,7,0,0,0.9230769230769231,0.875
2016,12360,10,1638306,0.0,138,17,1,1,6,22,10,0,0,0.9935897435897436,0.45454545454545453
2016,12360,10,1638308,0.0,3,0,0,0,0,0,0,0,0,1.0,
2016,12360,10,1638309,0.0,4,12,0,0,0,6,4,0,0,1.0,0.6666666666666666
2016,12360,10,1638310,0.0,0,2,0,0,0,4,0,0,0,1.0,0.0
2016,12360,10,1638312,0.0,2,0,0,0,0,0,0,0,0,1.0,
2016,12360,10,1638313,0.0,7,1,0,0,0,0,0,0,0,1.0,
2016,12360,10,1763321,0.0,65,118,16,0,0,0,0,21,0,0.9195979899497487,
2016,12360,10,1763322,0.0,15,21,4,0,0,0,0,4,0,0.9,
2016,12360,10,1763324,0.0,0,3,1,0,0,1,2,0,0,0.75,2.0
2016,12360,10,1763326,0.0,42,93,9,0,0,0,0,7,0,0.9375,
2016,12360,10,1763327,0.0,0,7,2,0,0,2,1,1,0,0.7777777777777778,0.5
2016,12360,10,1763328,0.0,1,6,2,0,0,10,4,1,0,0.7777777777777778,0.4
2016,12360,10,1763330,0.0,15,8,3,0,0,0,0,2,0,0.8846153846153846,
2016,12360,10,1763334,0.0,146,4,3,0,0,0,0,1,0,0.9803921568627451,
2016,12360,10,1763335,0.0,2,1,0,0,0,8,1,0,0,1.0,0.125
2016,12360,10,1763337,0.0,0,2,0,0,0,7,1,0,0,1.0,0.14285714285714285
2016,12360,10,1763341,0.0,0,0,0,0,0,0,0,0,0,,
2016,12360,13,1441846,0.0,92,4,2,0,0,8,0,0,0,0.9795918367346939,0.0
2016,12360,13,1441847,0.0,34,1,1,0,0,0,0,3,0,0.9722222222222222,
2016,12360,13,1441848,0.0,104,8,1,0,3,40,3,6,0,0.9911504424778761,0.075
2016,12360,13,1441849,0.0,1,8,0,0,0,15,1,0,0,1.0,0.06666666666666667
2016,12360,13,1544448,0.0,94,3,2,0,0,0,0,0,0,0.9797979797979798,
2016,12360,13,1544454,0.0,3,1,0,0,0,1,0,0,0,1.0,0.0
2016,12360,13,1544456,0.0,2,20,2,0,0,12,4,0,0,0.9166666666666666,0.3333333333333333
2016,12360,13,1544461,0.0,2,1,1,0,0,9,0,0,0,0.75,0.0
2016,12360,13,1547405,0.0,2,4,3,0,0,12,0,0,0,0.6666666666666666,0.0
2016,12360,13,1547895,0.0,59,3,4,0,0,0,0,0,0,0.9393939393939394,
2016,12360,13,1656311,0.0,23,0,1,1,0,7,0,0,0,0.9583333333333334,0.0
2016,12360,13,1656314,0.0,2,2,1,0,0,5,2,1,0,0.8,0.4
2016,12360,13,1656315,0.0,18,27,9,0,0,1,0,4,0,0.8333333333333334,0.0
2016,12360,13,1658190,0.0,109,16,3,0,0,0,0,6,0,0.9765625,
2016,12360,13,1658487,0.0,8,0,1,0,0,0,0,0,0,0.8888888888888888,
2016,12360,13,1764370,0.0,1,0,0,0,0,2,0,0,0,1.0,0.0
2016,12360,13,1764371,0.0,95,83,7,0,0,0,0,21,0,0.9621621621621622,
2016,12360,13,1764372,0.0,65,39,13,0,0,4,0,7,0,0.8888888888888888,0.0
2016,12360,13,1764384,0.0,6,10,2,0,0,0,1,1,0,0.8888888888888888,
2016,12360,13,1764385,0.0,13,1,0,0,0,0,0,0,0,1.0,
2016,12360,13,1764386,0.0,49,89,15,0,0,2,0,12,0,0.9019607843137255,0.0
2016,12360,13,1764387,0.0,30,3,0,0,0,0,0,1,0,1.0,
2016,12360,13,1764388,0.0,0,2,0,0,0,2,1,0,0,1.0,0.5
2016,12360,13,1764389,0.0,0,0,0,0,0,0,0,0,0,,
2016,12360,13,1764390,0.0,30,58,12,0,0,0,0,2,0,0.88,
2016,12360,13,1764391,0.0,2,2,1,0,0,14,2,0,0,0.8,0.14285714285714285
2016,12360,13,1764392,0.0,0,0,0,0,0,4,0,0,0,,0.0
2016,12360,13,1764393,0.0,7,1,0,0,0,0,0,0,0,1.0,
2016,12360,13,1764394,0.0,114,3,5,0,0,2,0,10,0,0.9590163934426229,0.0
2016,12360,13,1764397,0.0,2,8,0,0,0,9,4,0,0,1.0,0.4444444444444444
2016,12360,13,1764398,0.0,1,4,0,0,0,4,0,0,0,1.0,0.0
2016,12360,13,1764399,0.0,21,1,1,0,0,0,0,1,0,0.9565217391304348,
2016,12360,13,1764400,0.0,44,8,0,0,6,24,3,0,0,1.0,0.125
2016,12360,13,1764401,0.0,118,21,7,0,10,54,6,0,0,0.952054794520548,0.1111111111111111
2016,12360,13,1770827,0.0,0,0,0,0,0,3,0,0,0,,0.0
2016,12360,13,1783460,0.0,0,1,2,0,0,2,0,0,0,0.3333333333333333,0.0
2016,12360,13,1783469,0.0,0,0,0,0,0,0,0,0,0,,
2016,12360,14,1324526,0.0,15,44,8,0,0,0,0,2,0,0.8805970149253731,
2016,12360,14,1428889,0.0,1,0,0,0,0,3,0,0,0,1.0,0.0
2016,12360,14,1428890,0.0,0,2,0,0,0,0,0,0,0,1.0,
2016,12360,14,1428891,0.0,269,41,1,0,11,48,18,0,0,0.9967845659163987,0.375
2016,12360,14,1428892,0.0,337,15,4,0,0,0,0,29,0,0.9887640449438202,
2016,12360,14,1428893,0.0,2,6,0,0,0,3,4,1,0,1.0,1.3333333333333333
2016,12360,14,1428894,0.0,3,10,0,0,0,10,1,0,0,1.0,0.1
2016,12360,14,1529837,0.0,3,12,0,0,0,14,0,0,0,1.0,0.0
2016,12360,14,1529844,0.0,2,3,1,0,0,3,1,1,0,0.8333333333333334,0.3333333333333333
2016,12360,14,1529845,0.0,0,0,0,0,0,0,0,0,0,,
2016,12360,14,1529848,0.0,19,0,0,0,0,0,0,1,0,1.0,
2016,12360,14,1529850,0.0,0,0,0,0,0,0,0,0,0,,
2016,12360,14,1551530,0.0,0,0,0,0,0,0,0,0,0,,
2016,12360,14,1640186,0.0,6,1,0,0,0,0,0,1,0,1.0,
2016,12360,14,1640189,0.0,6,0,0,0,0,0,0,0,0,1.0,
2016,12360,14,1640190,0.0,93,122,9,0,0,0,0,29,0,0.9598214285714286,
2016,12360,14,1640191,0.0,117,1,1,0,0,0,0,0,0,0.9915966386554622,
2016,12360,14,1640193,0.0,0,0,0,0,0,0,0,0,0,,
2016,12360,14,1771116,0.0,0,0,0,0,0,1,2,0,0,,2.0
2016,12360,14,1771117,0.0,111,4,2,0,3,13,0,3,0,0.9829059829059829,0.0
2016,12360,14,1771118,0.0,7,0,0,0,3,0,0,0,0,1.0,
2016,12360,14,1771119,0.0,60,137,20,0,0,0,0,24,0,0.9078341013824884,
2016,12360,14,1771120,0.0,1,7,2,0,0,5,5,0,0,0.8,1.0
2016,12360,14,1771122,0.0,36,33,11,0,0,0,0,7,0,0.8625,
2016,12360,14,1771123,0.0,0,0,1,0,0,5,0,0,0,0.0,0.0
2016,12360,14,1771124,0.0,1,7,0,0,0,2,1,0,0,1.0,0.5
2016,12360,14,1771125,0.0,78,1,2,0,0,0,0,0,0,0.9753086419753086,
2016,12360,14,1771126,0.0,114,6,3,0,0,0,0,1,0,0.975609756097561,
2016,12360,14,1771127,0.0,2,7,0,0,0,2,1,1,0,1.0,0.5
2016,12360,14,1771128,0.0,1,2,1,0,0,5,2,0,0,0.75,0.4
2016,12360,14,1771129,0.0,0,0,0,0,0,0,0,0,0,,
2016,12360,14,1771130,0.0,1,4,0,0,0,8,1,0,0,1.0,0.125
2016,12360,15,1417181,0.0,143,15,3,0,4,48,8,3,0,0.9813664596273292,0.16666666666666666
2016,12360,15,1417183,0.0,12,3,1,0,0,1,0,0,0,0.9375,0.0
2016,12360,15,1417186,0.0,106,10,0,0,0,0,0,3,0,1.0,
2016,12360,15,1417197,0.0,4,8,2,0,0,12,0,0,0,0.8571428571428571,0.0
2016,12360,15,1417201,0.0,0,5,0,0,0,2,2,0,0,1.0,1.0
2016,12360,15,1447091,0.0,2,10,2,0,0,13,0,0,0,0.8571428571428571,0.0
2016,12360,15,1552062,0.0,2,4,2,0,0,6,4,0,0,0.75,0.6666666666666666
2016,12360,15,1552063,0.0,66,2,0,0,0,0,0,0,0,1.0,
2016,12360,15,1552087,0.0,16,0,0,0,0,1,0,0,0,1.0,0.0
2016,12360,15,1659173,0.0,77,73,7,0,0,0,0,15,0,0.9554140127388535,
2016,12360,15,1659175,0.0,174,12,5,0,0,0,0,6,0,0.9738219895287958,
2016,12360,15,1659176,0.0,2,1,0,0,0,0,0,0,0,1.0,
2016,12360,15,1659178,0.0,6,20,2,0,0,1,0,0,0,0.9285714285714286,0.0
2016,12360,15,1659179,0.0,31,9,3,0,0,0,0,4,0,0.9302325581395349,
2016,12360,15,1659180,0.0,14,0,1,0,0,0,0,0,0,0.9333333333333333,
2016,12360,15,1659181,0.0,16,1,0,0,0,0,0,0,0,1.0,
2016,12360,15,1659182,0.0,100,31,8,0,0,7,4,11,0,0.9424460431654677,0.5714285714285714
2016,12360,15,1659195,0.0,0,4,1,0,0,5,0,0,0,0.8,0.0
2016,12360,15,1659197,0.0,109,17,4,1,2,27,12,0,0,0.9692307692307692,0.4444444444444444
2016,12360,15,1659200,0.0,0,2,0,0,0,2,2,0,0,1.0,1.0
2016,12360,15,1761588,0.0,68,108,17,0,0,0,0,18,0,0.9119170984455959,
2016,12360,15,1761589,0.0,5,11,2,0,0,0,0,0,0,0.8888888888888888,
2016,12360,15,1761590,0.0,0,0,0,0,0,0,0,0,0,,
2016,12360,15,1761591,0.0,2,12,1,0,0,10,6,0,0,0.9333333333333333,0.6
2016,12360,15,1761592,0.0,0,0,1,0,0,0,0,0,0,0.0,
2016,12360,15,1761594,0.0,0,0,0,0,0,0,0,0,0,,
