season,season_id,school_id,stats_player_seq,division,TC,PO,A,E,CI,PB,SBA,CSB,IDP,TP,FLD%,CS%
2019,14781,2,1659965,1.0,5.0,2,2,1,0,0,3,2,1,0,0.8,0.6666666666666666
2019,14781,2,1767864,1.0,130.0,125,2,3,0,0,3,3,1,0,0.9769230769230769,1.0
2019,14781,2,1767887,1.0,3.0,1,2,0,0,0,3,1,0,0,1.0,0.3333333333333333
2019,14781,2,1884436,1.0,115.0,110,2,3,0,0,0,0,2,0,0.9739130434782609,
2019,14781,2,1884443,1.0,182.0,154,26,2,0,2,33,13,2,0,0.989010989010989,0.3939393939393939
2019,14781,2,1884456,1.0,199.0,175,21,3,0,0,0,0,17,0,0.9849246231155779,
2019,14781,2,1884461,1.0,202.0,180,21,1,0,10,37,11,0,0,0.995049504950495,0.2972972972972973
2019,14781,2,1997672,1.0,3.0,1,2,0,0,0,1,0,0,0,1.0,0.0
2019,14781,2,1997673,1.0,37.0,35,1,1,0,0,0,0,0,0,0.972972972972973,
2019,14781,2,1997674,1.0,1.0,1,0,0,0,0,0,0,0,0,1.0,
2019,14781,2,1997675,1.0,6.0,4,2,0,0,0,1,2,0,0,1.0,2.0
2019,14781,2,1997676,1.0,8.0,2,6,0,0,0,8,2,0,0,1.0,0.25
2019,14781,2,1997693,1.0,12.0,6,3,3,0,0,7,4,1,0,0.75,0.5714285714285714
2019,14781,2,1997696,1.0,151.0,123,26,2,0,0,0,0,15,0,0.9867549668874173,
2019,14781,2,1997697,1.0,121.0,116,4,1,0,0,0,0,7,0,0.9917355371900827,
2019,14781,2,1997698,1.0,272.0,108,152,12,0,0,0,0,33,0,0.9558823529411765,
2019,14781,2,1997699,1.0,78.0,75,2,1,0,0,0,0,0,0,0.9871794871794872,
2019,14781,2,1997701,1.0,0.0,0,0,0,0,0,0,0,0,0,,
2019,14781,2,1997702,1.0,13.0,4,7,2,0,0,3,2,2,0,0.8461538461538461,0.6666666666666666
2019,14781,2,1997704,1.0,0.0,0,0,0,0,0,0,0,0,0,,
2019,14781,2,1997705,1.0,12.0,12,0,0,0,2,2,0,0,0,1.0,0.0
2019,14781,2,1997706,1.0,8.0,2,4,2,0,0,18,2,1,0,0.75,0.1111111111111111
2019,14781,2,1997707,1.0,5.0,2,2,1,0,0,5,2,0,0,0.8,0.4
2019,14781,2,1997709,1.0,81.0,29,46,6,0,0,0,0,8,0,0.9259259259259259,
2019,14781,2,1997710,1.0,86.0,23,56,7,0,0,0,0,1,0,0.9186046511627907,
2019,14781,2,2133278,1.0,4.0,2,2,0,0,0,3,0,0,0,1.0,0.0
2019,14781,2,2133281,1.0,0.0,0,0,0,0,0,1,0,0,0,,0.0
2019,14781,2,2133283,1.0,8.0,6,2,0,0,0,0,0,1,0,1.0,
2019,14781,2,2133293,1.0,0.0,0,0,0,0,0,0,0,0,0,,
2019,14781,2,2133294,1.0,0.0,0,0,0,0,0,0,0,0,0,,
2019,14781,2,2133295,1.0,15.0,15,0,0,0,0,0,0,0,0,1.0,
2019,14781,2,2133297,1.0,8.0,4,3,1,0,0,0,2,0,0,0.875,
2019,14781,2,2133302,1.0,177.0,67,102,8,0,0,0,0,25,0,0.9548022598870056,
2019,14781,2,2133304,1.0,13.0,3,10,0,0,0,14,2,0,0,1.0,0.14285714285714285
2019,14781,2,2133307,1.0,6.0,2,4,0,0,0,2,1,1,0,1.0,0.5
2019,14781,2,2133308,1.0,0.0,0,0,0,0,0,0,0,0,0,,
2019,14781,3,1771379,2.0,82.0,79,0,3,0,0,0,0,0,0,0.9634146341463414,
2019,14781,3,1771380,2.0,53.0,50,3,0,0,0,0,0,0,0,1.0,
2019,14781,3,1771381,2.0,207.0,85,114,8,0,0,0,0,25,0,0.961352657004831,
2019,14781,3,1771383,2.0,67.0,61,5,1,0,1,4,2,1,0,0.9850746268656716,0.5
2019,14781,3,1771384,2.0,22.0,3,13,6,0,0,4,1,2,0,0.7272727272727273,0.25
2019,14781,3,1771385,2.0,6.0,3,3,0,0,0,2,1,1,0,1.0,0.5
2019,14781,3,1771389,2.0,1.0,1,0,0,0,0,0,1,0,0,1.0,
2019,14781,3,1771391,2.0,398.0,369,24,5,0,0,0,0,36,0,0.9874371859296482,
2019,14781,3,1771392,2.0,32.0,30,1,1,0,0,0,0,1,0,0.96875,
2019,14781,3,1771393,2.0,119.0,28,88,3,0,0,0,0,7,0,0.9747899159663865,
2019,14781,3,1777794,2.0,8.0,1,5,2,0,0,6,4,0,0,0.75,0.6666666666666666
2019,14781,3,1779110,2.0,81.0,31,43,7,0,0,0,0,9,0,0.9135802469135802,
2019,14781,3,1890341,2.0,39.0,35,3,1,0,0,0,0,1,0,0.9743589743589743,
2019,14781,3,1890343,2.0,122.0,39,74,9,0,0,0,0,14,0,0.9262295081967213,
2019,14781,3,1890347,2.0,4.0,1,3,0,0,0,3,1,0,0,1.0,0.3333333333333333
2019,14781,3,1890348,2.0,0.0,0,0,0,0,0,0,0,0,0,,
2019,14781,3,1982955,2.0,0.0,0,0,0,0,0,0,0,0,0,,
2019,14781,3,1982964,2.0,10.0,3,6,1,0,0,9,5,1,0,0.9,0.5555555555555556
2019,14781,3,1982969,2.0,3.0,0,1,2,0,0,7,0,0,0,0.3333333333333333,0.0
2019,14781,3,1982970,2.0,5.0,5,0,0,0,0,0,0,0,0,1.0,
2019,14781,3,1982973,2.0,8.0,2,6,0,0,0,4,0,2,0,1.0,0.0
2019,14781,3,1982975,2.0,7.0,2,4,1,0,0,2,2,0,0,0.8571428571428571,1.0
2019,14781,3,1982977,2.0,128.0,115,13,0,0,1,23,4,1,0,1.0,0.17391304347826086
2019,14781,3,1982978,2.0,4.0,1,1,2,0,0,7,1,0,0,0.5,0.14285714285714285
2019,14781,3,1982982,2.0,198.0,166,29,3,0,5,22,11,0,0,0.9848484848484849,0.5
2019,14781,3,2112574,2.0,2.0,1,1,0,0,0,1,2,0,0,1.0,2.0
2019,14781,3,2112590,2.0,3.0,1,1,1,0,0,0,0,0,0,0.6666666666666666,
2019,14781,3,2112591,2.0,0.0,0,0,0,0,0,0,0,0,0,,
2019,14781,3,2112592,2.0,8.0,8,0,0,0,0,0,0,0,0,1.0,
2019,14781,3,2112593,2.0,0.0,0,0,0,0,0,0,0,0,0,,
2019,14781,3,2112594,2.0,0.0,0,0,0,0,0,0,0,0,0,,
2019,14781,3,2112595,2.0,3.0,3,0,0,0,0,0,0,0,0,1.0,
2019,14781,3,2112596,2.0,27.0,26,0,1,0,0,0,0,0,0,0.9629629629629629,
2019,14781,3,2112597,2.0,3.0,3,0,0,0,0,0,0,0,0,1.0,
2019,14781,3,2112607,2.0,3.0,2,1,0,0,0,0,0,0,0,1.0,
2019,14781,3,2112614,2.0,0.0,0,0,0,0,0,0,0,0,0,,
2019,14781,3,2112618,2.0,19.0,7,9,3,0,0,0,0,2,0,0.8421052631578947,
2019,14781,3,2118791,2.0,3.0,0,2,1,0,0,2,2,0,0,0.6666666666666666,1.0
2019,14781,3,2152442,2.0,5.0,0,5,0,0,0,2,1,0,0,1.0,0.5
2019,14781,4,1777569,3.0,27.0,26,0,1,0,0,0,0,0,0,0.9629629629629629,
2019,14781,4,1777571,3.0,114.0,25,80,9,0,0,2,0,1,0,0.9210526315789473,0.0
2019,14781,4,1777574,3.0,15.0,15,0,0,0,0,0,0,0,0,1.0,
2019,14781,4,1777576,3.0,109.0,55,48,6,0,0,0,0,8,0,0.944954128440367,
2019,14781,4,1783013,3.0,50.0,50,0,0,0,0,0,0,2,0,1.0,
2019,14781,4,1891428,3.0,3.0,0,3,0,0,0,8,0,0,0,1.0,0.0
2019,14781,4,1891431,3.0,18.0,3,14,1,0,0,9,3,0,0,0.9444444444444444,0.3333333333333333
2019,14781,4,1891432,3.0,381.0,339,34,8,0,13,59,10,1,0,0.979002624671916,0.1694915254237288
2019,14781,4,1891434,3.0,3.0,0,2,1,0,0,10,0,0,0,0.6666666666666666,0.0
2019,14781,4,1891437,3.0,96.0,93,2,1,0,0,0,0,1,0,0.9895833333333334,
2019,14781,4,1891438,3.0,42.0,38,2,2,0,0,0,0,0,0,0.9523809523809523,
2019,14781,4,1891439,3.0,234.0,218,15,1,0,0,0,0,11,0,0.9957264957264957,
2019,14781,4,1891440,3.0,22.0,12,10,0,0,0,0,0,0,0,1.0,
2019,14781,4,1891441,3.0,8.0,4,2,2,0,0,3,0,0,0,0.75,0.0
2019,14781,4,1896506,3.0,3.0,1,2,0,0,0,1,0,0,0,1.0,0.0
2019,14781,4,2003420,3.0,53.0,50,2,1,0,0,0,0,1,0,0.9811320754716981,
2019,14781,4,2003424,3.0,0.0,0,0,0,0,0,0,0,0,0,,
2019,14781,4,2003445,3.0,0.0,0,0,0,0,0,0,0,0,0,,
2019,14781,4,2003446,3.0,14.0,0,13,1,0,0,6,4,1,0,0.9285714285714286,0.6666666666666666
2019,14781,4,2003449,3.0,0.0,0,0,0,0,0,0,0,0,0,,
2019,14781,4,2003452,3.0,9.0,5,4,0,0,0,0,0,1,0,1.0,
2019,14781,4,2003455,3.0,0.0,0,0,0,0,0,0,0,0,0,,
2019,14781,4,2003457,3.0,0.0,0,0,0,0,0,0,0,0,0,,
2019,14781,4,2003459,3.0,38.0,15,22,1,0,0,0,0,1,0,0.9736842105263158,
2019,14781,4,2003461,3.0,33.0,33,0,0,0,0,0,0,4,0,1.0,
2019,14781,4,2003469,3.0,39.0,35,3,1,0,0,0,0,3,0,0.9743589743589743,
2019,14781,4,2003475,3.0,0.0,0,0,0,0,0,0,0,0,0,,
2019,14781,4,2003477,3.0,2.0,0,2,0,0,0,0,0,0,0,1.0,
2019,14781,4,2003479,3.0,7.0,1,5,1,0,0,10,1,0,0,0.8571428571428571,0.1
2019,14781,4,2149765,3.0,20.0,20,0,0,0,0,0,0,0,0,1.0,
2019,14781,4,2149766,3.0,1.0,1,0,0,0,0,0,0,0,0,1.0,
2019,14781,4,2149767,3.0,204.0,79,120,5,0,0,0,0,19,0,0.9754901960784313,
2019,14781,4,2149768,3.0,1.0,1,0,0,0,0,0,0,0,0,1.0,
2019,14781,4,2149774,3.0,8.0,0,8,0,0,0,7,3,0,0,1.0,0.42857142857142855
2019,14781,4,2149775,3.0,4.0,1,3,0,0,0,1,0,0,0,1.0,0.0
2019,14781,4,2149784,3.0,2.0,1,0,1,0,0,0,0,0,0,0.5,
2019,14781,4,2149785,3.0,0.0,0,0,0,0,0,0,0,0,0,,
2019,14781,4,2151959,3.0,0.0,0,0,0,0,0,0,0,0,0,,
2019,14781,4,2151989,3.0,0.0,0,0,0,0,0,0,0,0,0,,
2019,14781,4,2151990,3.0,0.0,0,0,0,0,0,0,0,0,0,,
