"date","location","attendance","inning","inning_top_bot","score","batting","fielding","description"
"02/20/2022","Cullowhee, N.C.",NA,"1","top","0-0","Niagara","Western Caro.","No play."
"02/20/2022","Cullowhee, N.C.",NA,"1","top","0-0","Niagara","Western Caro.","Bailey walked (3-2 BBKFBFB)."
"02/20/2022","Cullowhee, N.C.",NA,"1","top","0-0","Niagara","Western Caro.","Bailey out at second c to ss, caught stealing."
"02/20/2022","Cullowhee, N.C.",NA,"1","top","0-0","Niagara","Western Caro.","O'Connor grounded out to ss (1-2 KKB)."
"02/20/2022","Cullowhee, N.C.",NA,"1","top","0-0","Niagara","Western Caro.","Tucker singled to third base (2-2 SSBB)."
"02/20/2022","Cullowhee, N.C.",NA,"1","top","0-0","Niagara","Western Caro.","Serrano grounded out to 2b (0-0)."
"02/20/2022","Cullowhee, N.C.",NA,"1","top","0-8","Niagara","Western Caro.","H: 1 LOB: 1"
"02/20/2022","Cullowhee, N.C.",NA,"1","bot","0-0","Western Caro.","Niagara","Ketterman struck out swinging (1-2 KBFS)."
"02/20/2022","Cullowhee, N.C.",NA,"1","bot","0-0","Western Caro.","Niagara","Ferreras flied out to cf (2-2 KBFFB)."
"02/20/2022","Cullowhee, N.C.",NA,"1","bot","0-0","Western Caro.","Niagara","Prater singled to center field (1-2 KBS)."
"02/20/2022","Cullowhee, N.C.",NA,"1","bot","0-0","Western Caro.","Niagara","Stocum walked (3-2 FBBKFFBB)3a Prater advanced to second."
"02/20/2022","Cullowhee, N.C.",NA,"1","bot","0-0","Western Caro.","Niagara","Brosnahan hit by pitch (2-0 BB)3a Stocum advanced to second3a Prater advanced to third."
"02/20/2022","Cullowhee, N.C.",NA,"1","bot","0-1","Western Caro.","Niagara","Parks singled to third base, RBI (0-0)3a Brosnahan advanced to second3a Stocum advanced to third3a Prater scored."
"02/20/2022","Cullowhee, N.C.",NA,"1","bot","0-4","Western Caro.","Niagara","Starkes doubled to left center, 3 RBI (1-0 B)3a Parks scored3a Brosnahan scored3a Stocum scored."
"02/20/2022","Cullowhee, N.C.",NA,"1","bot","0-4","Western Caro.","Niagara","Rector walked (3-1 FBBBB)."
"02/20/2022","Cullowhee, N.C.",NA,"1","bot","0-7","Western Caro.","Niagara","Graves homered to left center, 3 RBI (1-1 KB)3a Rector scored3a Starkes scored."
"02/20/2022","Cullowhee, N.C.",NA,"1","bot","0-7","Western Caro.","Niagara","Smyth to p for MacMillan."
"02/20/2022","Cullowhee, N.C.",NA,"1","bot","0-7","Western Caro.","Niagara","Ketterman singled to right field (1-1 BF)."
"02/20/2022","Cullowhee, N.C.",NA,"1","bot","0-7","Western Caro.","Niagara","Ferreras hit by pitch (2-1 KBB)3a Ketterman advanced to second."
"02/20/2022","Cullowhee, N.C.",NA,"1","bot","0-7","Western Caro.","Niagara","Ferreras advanced to second3a Ketterman advanced to third on a wild pitch."
"02/20/2022","Cullowhee, N.C.",NA,"1","bot","0-7","Western Caro.","Niagara","Prater walked (3-0 BBBB)."
"02/20/2022","Cullowhee, N.C.",NA,"1","bot","0-7","Western Caro.","Niagara","Cameron to p for Smyth."
"02/20/2022","Cullowhee, N.C.",NA,"1","bot","0-8","Western Caro.","Niagara","Prater advanced to second3a Ferreras advanced to third3a Ketterman scored on a wild pitch."
"02/20/2022","Cullowhee, N.C.",NA,"1","bot","0-8","Western Caro.","Niagara","Stocum flied out to cf to right center (2-1 BFB)."
"02/20/2022","Cullowhee, N.C.",NA,"1","top","0-8","Niagara","Western Caro.","R: 8 H: 5 LOB: 2"
"02/20/2022","Cullowhee, N.C.",NA,"2","top","0-8","Niagara","Western Caro.","Giordano struck out swinging (0-2 FKS)."
"02/20/2022","Cullowhee, N.C.",NA,"2","top","0-8","Niagara","Western Caro.","Selby singled to left field (0-0)."
"02/20/2022","Cullowhee, N.C.",NA,"2","top","0-8","Niagara","Western Caro.","Castellana popped up to 2b (0-0)."
"02/20/2022","Cullowhee, N.C.",NA,"2","top","0-8","Niagara","Western Caro.","Desjardins walked (3-1 BBBFB)3a Selby advanced to second."
"02/20/2022","Cullowhee, N.C.",NA,"2","top","0-8","Niagara","Western Caro.","L. Ward struck out swinging (2-2 KKBBS)."
"02/20/2022","Cullowhee, N.C.",NA,"2","top","0-8","Niagara","Western Caro.","H: 1 LOB: 2"
