"date","location","attendance","inning","inning_top_bot","score","batting","fielding","description"
"03/07/2021","Miami, Fla.",NA,"1","top","0-0","Indiana St.","FIU","Urdaneta,J grounded out to 2b (1-0)."
"03/07/2021","Miami, Fla.",NA,"1","top","0-0","Indiana St.","FIU","Schaffer,J lined out to cf (1-2)."
"03/07/2021","Miami, Fla.",NA,"1","top","0-0","Indiana St.","FIU","Wright,M popped up to cf (3-1)."
"03/07/2021","Miami, Fla.",NA,"1","bot","0-0","FIU","Indiana St.","Ondina, S grounded out to p."
"03/07/2021","Miami, Fla.",NA,"1","bot","0-0","FIU","Indiana St.","Sanchez, A flied out to lf (3-2)."
"03/07/2021","Miami, Fla.",NA,"1","bot","0-0","FIU","Indiana St.","Cartaya, D flied out to cf (1-0)."
"03/07/2021","Miami, Fla.",NA,"2","top","0-0","Indiana St.","FIU","Fuentes,B reached on an error by 3b (1-0)."
"03/07/2021","Miami, Fla.",NA,"2","top","0-0","Indiana St.","FIU","Cusumano,D walked (3-2)3a Fuentes,B advanced to second."
"03/07/2021","Miami, Fla.",NA,"2","top","1-0","Indiana St.","FIU","Ross,S reached on an error by 3b, advanced to second, SAC, bunt (1-0)3a Cusumano,D advanced to third3a Fuentes,B scored, unearned."
"03/07/2021","Miami, Fla.",NA,"2","top","1-0","Indiana St.","FIU","Gines,D lined out to 3b."
"03/07/2021","Miami, Fla.",NA,"2","top","1-0","Indiana St.","FIU","II,E Hanna popped up to ss (1-1)."
"03/07/2021","Miami, Fla.",NA,"2","top","1-0","Indiana St.","FIU","Magill,G grounded out to ss (1-0)."
"03/07/2021","Miami, Fla.",NA,"2","bot","1-0","FIU","Indiana St.","Figueroa, A grounded out to 2b (0-1)."
"03/07/2021","Miami, Fla.",NA,"2","bot","1-0","FIU","Indiana St.","Teixeira, Ju singled to pitcher (1-0)."
"03/07/2021","Miami, Fla.",NA,"2","bot","1-0","FIU","Indiana St.","Teixeira, Ju out at first p to 1b, picked off."
"03/07/2021","Miami, Fla.",NA,"2","bot","1-0","FIU","Indiana St.","Hernandez, R struck out swinging (2-2)."
