"date","location","attendance","inning","inning_top_bot","score","batting","fielding","description"
"05/06/2022","Lafayette, La.",NA,"1","top","0-0","UT Arlington","Louisiana","J. Brown lined out to 2b (0-0)."
"05/06/2022","Lafayette, La.",NA,"1","top","0-0","UT Arlington","Louisiana","B Montgomery singled to third base (1-1 BS)."
"05/06/2022","Lafayette, La.",NA,"1","top","0-0","UT Arlington","Louisiana","O. Ponce singled to center field (0-0)3a B Montgomery advanced to second."
"05/06/2022","Lafayette, La.",NA,"1","top","0-0","UT Arlington","Louisiana","W. Galvan struck out swinging (3-2 BSFBBS)."
"05/06/2022","Lafayette, La.",NA,"1","top","0-0","UT Arlington","Louisiana","M. Cavanagh reached on a fielder's choice (3-1 BBBK)3a O. Ponce out at second ss to 2b."
"05/06/2022","Lafayette, La.",NA,"1","top","0-0","UT Arlington","Louisiana","H: 2 LOB: 2"
"05/06/2022","Lafayette, La.",NA,"1","bot","0-0","Louisiana","UT Arlington","Kimple, Conn tripled to center field (0-2 FS)."
"05/06/2022","Lafayette, La.",NA,"1","bot","0-0","Louisiana","UT Arlington","Marusak, Max struck out swinging (1-2 SBSS)."
"05/06/2022","Lafayette, La.",NA,"1","bot","0-0","Louisiana","UT Arlington","Roccaforte, lined out to 2b (2-0 BB)."
"05/06/2022","Lafayette, La.",NA,"1","bot","0-0","Louisiana","UT Arlington","Brock, Julia struck out swinging (1-2 KBKS)."
"05/06/2022","Lafayette, La.",NA,"1","top","0-0","UT Arlington","Louisiana","H: 1 LOB: 1"
"05/06/2022","Lafayette, La.",NA,"2","top","0-0","UT Arlington","Louisiana","Ty. Rice singled up the middle (1-1 FB)."
"05/06/2022","Lafayette, La.",NA,"2","top","0-0","UT Arlington","Louisiana","C. Sumbler grounded into double play p to ss to 1b (0-2 FS)3a Ty. Rice out on the play."
"05/06/2022","Lafayette, La.",NA,"2","top","0-0","UT Arlington","Louisiana","C. Gregory struck out swinging (2-2 KBSFBS)."
"05/06/2022","Lafayette, La.",NA,"2","top","0-0","UT Arlington","Louisiana","H: 1"
